Geneid,C_1,C_2,C_3,WT_1,WT_2,WT_3,G_1,G_2,G_3
MYCTH_2294326,487,663,678,2234,2901,2324,2914,2905,3245
MYCTH_2294330,2221,3867,3709,2283,2695,2322,3306,3370,3291
MYCTH_2294333,497,902,711,937,1483,1227,1849,1812,2107
MYCTH_2294336,215,307,227,719,1055,792,973,1012,1123
MYCTH_2114188,26,33,38,46,80,100,201,160,215
MYCTH_2294340,247,490,459,666,729,579,1138,1518,1507
MYCTH_2294343,1160,1781,1894,8031,10520,8365,6448,6738,6942
MYCTH_2294344,189,379,340,987,1246,1064,1315,1262,1350
MYCTH_61858,3994,6709,6542,8612,10965,9290,10361,10055,11068
MYCTH_2294347,706,1125,1016,949,1310,1203,2667,2690,2889
MYCTH_2294348,16,16,33,11,2,9,11,6,2
MYCTH_2294350,334,418,389,2498,3459,3034,15654,15179,16522
MYCTH_2106114,2,12,16,4,1,2,8,4,10
MYCTH_2294353,757,1335,1110,4537,5697,5200,7994,7211,8812
MYCTH_2122102,584,951,833,847,976,858,1396,1426,1377
MYCTH_2294358,537,866,929,2293,2830,2383,8643,8348,9293
MYCTH_2122104,41,50,61,233,291,254,131,136,149
MYCTH_2294361,304,523,549,6906,9119,7591,6203,6094,6735
MYCTH_2122106,25,17,51,6,20,14,38,15,16
MYCTH_2294362,358,649,482,2091,2638,2414,8500,7861,8816
MYCTH_2294366,777,1363,1252,3468,4438,3797,6194,6243,6707
MYCTH_2294367,754,1037,982,2117,2829,2239,2285,2425,2788
MYCTH_2294369,487,808,658,1454,2352,2121,1840,1523,2104
MYCTH_2294372,952,1375,1364,3355,4309,3649,7595,7426,7957
MYCTH_2294375,4328,6969,6467,13270,16872,14250,18067,19643,20039
MYCTH_75696,427,563,633,1629,2326,1948,2457,2283,2671
MYCTH_2294384,68,134,121,365,491,489,555,563,572
MYCTH_2294385,12,29,47,77,104,48,85,108,83
MYCTH_2294386,623,1042,964,3449,4205,3446,3576,3727,4356
MYCTH_98729,733,1321,1157,1589,2142,1807,3715,3620,4162
MYCTH_2294390,467,754,690,1842,2674,2140,2896,2756,2863
MYCTH_2294392,517,834,842,1327,1999,1653,4206,4039,4801
MYCTH_2294394,956,1616,1615,1589,1752,1607,1585,1632,1877
MYCTH_2294398,344,636,489,804,1119,948,1042,1032,1182
MYCTH_2294400,701,1297,973,3083,4601,4020,5279,5642,5627
MYCTH_2294401,309,504,440,2680,3107,2329,3043,3295,3318
MYCTH_2087238,1031,1689,1733,2276,2390,2091,2613,2321,2597
MYCTH_2294405,365,653,544,433,437,422,599,618,723
MYCTH_2294406,537,847,1019,1491,2049,1679,1530,1377,1397
MYCTH_2294408,228,314,283,701,818,728,941,986,915
MYCTH_2294412,949,1487,1384,3653,4132,3599,3202,3579,4015
MYCTH_2294414,328,560,513,1021,1351,1061,820,719,896
MYCTH_2294415,1442,2460,2248,8686,11629,9513,5375,5192,5506
MYCTH_2294417,124,260,270,79,95,106,183,187,158
MYCTH_2294418,908,1340,1570,2079,2682,2070,3266,3394,3220
MYCTH_2294421,301,476,377,652,929,691,1182,1218,1354
MYCTH_2294422,849,1451,1374,2447,3157,2774,3262,3330,3442
MYCTH_2294426,803,1291,1004,1832,2877,2425,3717,3569,3918
MYCTH_2294427,2365,4055,4488,4664,5722,4668,3818,3757,4155
MYCTH_2294429,858,1386,1430,3368,4565,4016,4906,4949,5494
MYCTH_2294430,2437,3952,3732,2506,3292,2584,2579,3091,2824
MYCTH_2294433,1250,1836,2027,4127,6078,5116,6008,5584,6163
MYCTH_2294435,769,1188,1008,1390,2034,1447,1945,1987,2000
MYCTH_2074663,1820,3072,2335,6740,9038,7714,11749,11478,12601
MYCTH_105650,11607,20184,17574,15263,18895,17061,20347,20117,22070
MYCTH_2294445,504,709,696,822,1001,847,1170,1647,1398
MYCTH_2041072,46,81,55,208,292,279,466,539,544
MYCTH_2294446,458,785,736,1098,1547,1140,2084,2155,2194
MYCTH_42476,53,122,102,126,185,124,185,159,129
MYCTH_2294448,699,1069,1040,3650,5245,4240,6929,6764,7636
MYCTH_75762,948,1490,1253,2425,3307,2667,3875,3525,4137
MYCTH_2294455,245,415,430,1647,2283,1829,841,800,818
MYCTH_2054555,1268,1993,2265,257,295,234,610,692,656
MYCTH_2294459,1088,1614,1486,5370,6169,5280,6134,6520,7311
MYCTH_16224,191,325,303,365,477,399,510,595,599
MYCTH_2122159,3257,5770,5694,9335,11426,9482,12871,12395,13807
MYCTH_2054177,2,0,3,10,4,2,0,2,4
MYCTH_2054788,0,0,0,0,0,0,0,0,0
MYCTH_2050200,0,0,0,0,0,0,0,0,0
MYCTH_2313324,2453,4036,3756,5107,5820,5423,4609,4683,5073
MYCTH_2294471,227,360,401,514,674,453,715,661,793
MYCTH_2294472,859,1405,1387,2826,3714,3147,2614,2816,2836
MYCTH_2294476,2458,3838,3648,6693,9067,7467,4923,4972,5247
MYCTH_2294478,848,1308,1247,5050,6979,5478,7332,7155,7705
MYCTH_2294482,978,1628,1680,612,912,683,952,885,876
MYCTH_2294483,254,382,349,833,1115,1056,1107,1389,1403
MYCTH_2294485,520,884,697,1415,2090,1648,2381,2446,2597
MYCTH_98773,63,63,92,135,183,144,216,203,195
MYCTH_2122175,44,70,60,88,105,79,104,59,57
MYCTH_2294490,2166,3378,3742,6439,7762,6643,8957,8737,9784
MYCTH_2294493,88,225,168,184,256,214,378,367,381
MYCTH_2294496,3984,6548,6278,9282,12110,10276,12944,12210,13980
MYCTH_2019108,465,821,776,549,831,655,502,552,534
MYCTH_2294498,1849,3124,3362,12743,14318,12586,10981,12084,12109
MYCTH_2294499,627,1002,1078,4346,4924,3899,4208,4467,4536
MYCTH_2313329,1316,2170,2086,4134,4708,3558,6545,7819,7246
MYCTH_2294503,701,1047,975,3719,4901,3906,5770,5816,6667
MYCTH_2294504,717,1300,1222,1600,1649,1498,2951,3079,3358
MYCTH_14609,59,84,102,70,78,60,218,260,264
MYCTH_2313331,2220,3603,3580,13954,16583,12488,17261,17256,19197
MYCTH_44554,1015,1633,1422,2882,3678,3216,4162,4072,4397
MYCTH_105669,625,1019,960,2293,3069,2779,4637,4261,4822
MYCTH_2294518,146,177,167,620,850,664,828,734,914
MYCTH_2294520,307,398,351,1272,1601,1305,1413,1293,1368
MYCTH_2294522,353,668,521,504,630,545,451,454,491
MYCTH_2294523,442,769,697,665,857,756,1255,1491,1372
MYCTH_2294525,828,1282,903,6371,8312,6453,11123,10602,11692
MYCTH_2122196,12,13,7,11,41,21,25,16,42
MYCTH_2313333,296,486,416,414,555,396,1728,1850,1838
MYCTH_2122199,76,177,149,207,178,151,158,153,139
MYCTH_75824,4988,8646,8290,13505,18017,14623,36324,36167,40587
MYCTH_2313336,3152,5086,5306,5008,6396,5655,7591,7541,7755
MYCTH_2294540,393,605,598,2887,3751,2948,3696,4202,4310
MYCTH_2294541,632,1128,948,1518,1969,1692,1775,1540,1582
MYCTH_2122204,125,239,245,107,227,262,266,230,277
MYCTH_2294543,397,563,448,1880,2738,1835,1936,1837,2016
MYCTH_90896,32,32,43,68,73,70,72,112,93
MYCTH_42394,20,16,7,50,74,38,21,30,37
MYCTH_2294547,1016,1652,1386,3629,5118,4301,10135,9435,10967
MYCTH_2294549,21,22,24,82,67,73,55,67,110
MYCTH_2294550,225,313,347,132,133,93,151,165,178
MYCTH_2294554,366,499,388,1649,2260,1681,2493,2535,2784
MYCTH_2294555,516,829,741,1450,2042,1603,4929,4709,5436
MYCTH_2294558,1479,2557,2240,4385,5426,4305,6265,5447,6463
MYCTH_2294559,82,108,111,183,337,290,447,447,504
MYCTH_2313342,2929,5002,4789,8792,11525,10296,16153,15715,17972
MYCTH_62052,357,451,494,24191,31602,23700,4249,4158,4480
MYCTH_2294574,2084,3828,3338,7541,7301,5905,7775,8652,8261
MYCTH_2087375,454,865,807,1165,1467,1319,1404,1569,1430
MYCTH_2294582,756,1266,1180,1817,2225,2146,2333,2449,2540
MYCTH_2294585,769,1283,1113,1274,1701,1497,1491,1568,1728
MYCTH_2294587,320,440,372,1818,2435,2033,4244,3933,4376
MYCTH_2294589,620,1060,1185,682,890,639,1223,1302,1292
MYCTH_2294596,473,705,633,3611,4968,4299,5791,5327,6085
MYCTH_2294601,116,187,154,175,209,192,330,318,345
MYCTH_2313350,406,705,621,398,509,614,643,647,696
MYCTH_2294607,2526,3767,3251,6347,9062,7245,6851,6800,7195
MYCTH_62074,2254,3736,3905,3255,4166,3498,4442,4508,4884
MYCTH_2294614,477,814,719,780,1143,986,2432,2335,2771
MYCTH_8962,114,186,171,284,396,240,448,365,454
MYCTH_2294618,1360,2154,2032,3046,3626,2982,2198,2085,2144
MYCTH_2294621,21997,37538,36613,40689,49533,41979,32172,31283,34216
MYCTH_2294623,335,476,463,670,1033,829,1217,1149,1307
MYCTH_2294624,1737,2839,2540,4470,5582,4252,6280,6269,7011
MYCTH_2074790,1927,2976,2778,24905,26574,16973,35832,37788,41975
MYCTH_2294631,501,766,668,4546,5808,4824,9252,8879,10243
MYCTH_2294635,492,601,580,1124,1657,1428,1327,1274,1497
MYCTH_2313356,1645,2576,2296,3317,4961,4677,4388,4032,4422
MYCTH_2294640,966,1506,1466,2183,3107,2512,2554,2509,2714
MYCTH_2294643,583,798,808,2934,3703,3191,3569,3763,3894
MYCTH_2294646,60,104,105,140,187,114,181,181,152
MYCTH_110187,11173,18480,16766,33423,41996,34159,57253,55255,60890
MYCTH_2294650,429,793,652,2529,3332,2049,3651,3821,4319
MYCTH_2294653,9,9,11,16,11,7,6,0,4
MYCTH_2294655,881,1242,1224,5195,6965,5501,7963,8073,8931
MYCTH_2294657,282,391,335,1116,1230,1169,1147,1329,1436
MYCTH_2294661,1939,3040,2700,5168,5796,4813,3202,3242,3344
MYCTH_2294663,581,1015,932,816,762,688,562,584,616
MYCTH_2294664,1855,2671,2623,10388,9799,6923,12561,12901,15532
MYCTH_2313362,12323,21774,19798,20198,26670,22384,33361,32496,35173
MYCTH_2122256,1851,3079,3178,3778,4839,4205,5047,5128,5699
MYCTH_2294675,2541,4319,4053,3107,4580,4221,4596,4294,4586
MYCTH_2294679,7939,13036,13078,44235,56554,46608,81881,81603,90748
MYCTH_2294684,723,1277,1166,1865,2422,1878,2453,2440,2182
MYCTH_2294689,471,850,866,2265,2525,2152,1647,1705,1905
MYCTH_98838,330,519,550,403,418,386,738,545,629
MYCTH_2131574,14302,23343,20492,39057,52347,45263,78156,71354,82361
MYCTH_2037019,389,566,706,575,817,657,555,650,655
MYCTH_2106248,355,579,469,973,1361,1094,1392,1383,1657
MYCTH_2294698,1594,2455,2389,2873,3731,3098,4388,4360,4717
MYCTH_2294700,584,906,890,1991,2418,1948,1883,1800,1940
MYCTH_2141429,2964,5076,4632,6723,8691,7224,9273,8686,10018
MYCTH_2294705,4768,7505,7655,11490,15436,12319,13680,15281,16339
MYCTH_2037035,558,923,754,777,1137,965,1022,998,1161
MYCTH_2294706,608,827,766,5074,6522,5279,5618,6400,6638
MYCTH_2294707,1898,2841,2736,4629,5675,5144,3649,3544,3888
MYCTH_2053230,29,32,42,24,21,17,66,45,21
MYCTH_2313370,19685,34047,30886,48197,62384,55055,101865,104311,115826
MYCTH_2294711,1,7,5,1,0,0,0,0,0
MYCTH_2294713,1133,1771,1601,4129,5069,4234,4315,4237,4547
MYCTH_35909,739,1218,1227,2302,2908,2473,1397,1308,1500
MYCTH_2106260,2429,3537,3556,12493,15930,12619,9694,9414,10728
MYCTH_2087474,1934,3370,3030,6696,8683,6955,6906,6464,7175
MYCTH_2294721,4135,6724,6351,5222,6491,5364,7482,6816,8268
MYCTH_2294727,4646,7833,7670,8641,11527,9189,12551,11494,12873
MYCTH_2074876,1081,1946,1774,1667,2149,1878,2145,1981,2211
MYCTH_2294730,772,1316,1166,2375,3242,2774,2783,2667,2841
MYCTH_2294733,840,1124,1056,6171,7942,6371,8325,7762,8940
MYCTH_2294734,11304,18030,16080,29463,38954,33675,48291,46254,50927
MYCTH_2294738,997,1438,1529,4650,6507,5287,7860,6895,7710
MYCTH_62175,1033,1771,1578,2311,3078,2656,1443,1586,1742
MYCTH_2055617,193,317,297,241,272,203,418,419,379
MYCTH_2136549,522,915,897,1013,1118,794,1891,2050,2599
MYCTH_2294749,949,1452,1326,3306,4329,3473,2956,3016,3357
MYCTH_2294752,174,310,309,1235,1575,1212,648,696,772
MYCTH_2294755,1762,2775,2569,3821,4890,3814,9975,10363,11486
MYCTH_2294757,773,1255,967,2394,3159,2579,4062,4156,4296
MYCTH_2294760,1571,2278,2218,11502,14810,12147,15010,14846,16795
MYCTH_2294761,734,923,802,1929,2886,2447,2588,2334,2673
MYCTH_2074905,5503,8975,8817,12307,15094,11921,15474,14063,15383
MYCTH_2313379,6669,11653,10400,17716,21298,19017,20865,22195,24393
MYCTH_2294768,2183,3515,3547,11179,11862,8260,14952,15267,16618
MYCTH_2087521,869,1587,1358,1006,1289,992,1337,1352,1395
MYCTH_44797,305,464,478,570,791,728,1444,1340,1494
MYCTH_2294774,427,770,659,1283,1701,1429,904,1014,1021
MYCTH_2049886,0,0,0,0,0,0,0,0,0
MYCTH_75987,0,0,0,0,0,0,1,0,0
MYCTH_41898,0,0,0,0,0,0,0,0,0
MYCTH_2294775,1484,2446,2008,2739,3569,2986,4617,4816,5550
MYCTH_2294783,499,834,835,4887,6488,5214,3668,3757,4208
MYCTH_2294784,840,1392,1285,1723,2162,1909,5417,5056,5580
MYCTH_2294789,267,344,379,1382,1862,1406,1448,1580,1849
MYCTH_2294791,1567,2686,2366,3003,4144,3405,5353,5418,5710
MYCTH_2114377,961,1431,1462,2830,3624,3027,40903,41892,46368
MYCTH_2294793,79,167,146,956,1259,1079,13150,11782,13644
MYCTH_2294795,788,1432,1275,1291,1755,1455,2310,2284,2445
MYCTH_2294799,295,483,389,1665,2091,1694,2150,2314,2210
MYCTH_2294800,968,1463,1537,2120,2754,2267,3655,3589,4192
MYCTH_2294802,1620,2713,2453,4146,5316,4371,4371,3888,4271
MYCTH_2294805,1861,3019,2876,2710,3100,2923,1681,1535,1911
MYCTH_90985,378,674,557,4020,4802,3967,5350,5291,5615
MYCTH_2294810,623,1010,952,686,1085,934,1626,1714,1747
MYCTH_2294811,4538,7435,7152,10433,13082,11634,16009,16591,17688
MYCTH_2294813,1925,3086,2965,3509,3762,3542,2547,2798,2735
MYCTH_2294814,257,493,481,572,678,595,777,703,945
MYCTH_2294815,590,1036,1054,1226,1641,1279,1231,1372,1587
MYCTH_2294816,634,1236,1145,933,1049,934,787,1002,907
MYCTH_2294817,1550,2533,2358,6316,7417,6156,11555,10816,12800
MYCTH_2055659,1785,2785,2898,2155,2666,2172,3279,3149,3406
MYCTH_2294820,369,669,516,997,1215,1094,1037,1061,1129
MYCTH_2294821,4543,7441,8057,10272,14203,12342,16617,16716,18001
MYCTH_2294824,23,41,29,27,28,22,51,18,68
MYCTH_2294825,264,447,426,1778,1904,1555,935,1157,1119
MYCTH_2114395,4099,6904,6891,27983,36326,29697,29342,28752,31848
MYCTH_2141471,368,643,495,1367,1832,1721,1473,1513,1677
MYCTH_2294830,967,1419,1198,3605,4683,3643,5420,4981,5843
MYCTH_2294835,2216,3884,3419,7976,9496,8059,10443,9997,11047
MYCTH_2294840,11517,18745,18469,43511,49088,39044,62734,67627,72964
MYCTH_2294844,855,1363,1307,2102,2579,2115,4508,4757,5001
MYCTH_2294846,468,598,616,2486,3201,2539,1810,1866,1907
MYCTH_2294851,1187,1944,2066,1165,1416,1215,1707,1769,1798
MYCTH_2294852,662,1016,1139,2078,2525,2288,3952,4071,4468
MYCTH_98907,47,60,38,557,857,524,1083,1148,1234
MYCTH_2294854,274,404,386,630,947,656,1503,1414,1274
MYCTH_2294858,35,33,64,25,20,34,39,52,29
MYCTH_2294860,1852,3249,3014,5224,7110,5974,7870,7996,8395
MYCTH_2055845,486,647,636,1606,1904,1625,1638,1631,1879
MYCTH_2294863,649,1054,878,2055,2890,2394,2358,2410,2676
MYCTH_2294864,317,545,526,577,708,646,560,582,677
MYCTH_2294867,436,808,705,1206,1428,1131,1631,1811,1667
MYCTH_113886,3246,5537,4855,7162,8912,7354,8517,8620,8841
MYCTH_2294870,533,794,735,1843,2849,2349,3085,2993,3088
MYCTH_2294872,488,965,825,2128,2384,2157,2555,2660,2985
MYCTH_2313396,3202,5103,4862,7660,10072,8614,3629,3682,4034
MYCTH_2294878,5031,8304,8440,5696,4390,3408,4593,5599,5525
MYCTH_2055546,66,101,79,172,146,107,224,269,214
MYCTH_2294886,890,1510,1383,2005,2430,1902,2250,2130,2485
MYCTH_2141486,14254,24526,23193,26721,34531,29465,40164,37131,40656
MYCTH_2294895,14975,23288,21558,12551,16476,14069,15506,16323,17870
MYCTH_2294897,1424,2190,2307,1666,1832,1592,1763,1854,1931
MYCTH_2141489,726,1234,1007,2237,2848,2476,3936,3738,4271
MYCTH_41855,1478,2564,2385,2678,3698,3354,4792,4791,4977
MYCTH_2313405,919,1515,1693,1844,2328,1709,1876,1777,1815
MYCTH_98929,404,760,714,608,698,562,815,797,768
MYCTH_2114422,2733,4469,4527,3035,3684,3200,3764,4021,4081
MYCTH_105777,1070,1648,1478,6994,8562,7159,8499,8215,9300
MYCTH_2313408,9264,14925,14141,25409,34666,28385,17439,17292,18712
MYCTH_2294923,1482,2393,2362,2813,3686,3164,2355,2445,2676
MYCTH_2294926,284,451,416,1425,1989,1610,2871,3172,3445
MYCTH_2122366,7,13,9,7,1,6,3,18,7
MYCTH_2294928,859,1134,1139,6501,9078,6851,10284,10216,11109
MYCTH_2294934,1857,3282,2737,7609,10452,9169,7565,7215,8731
MYCTH_2294938,2246,3869,3449,1455,1780,1385,1532,1636,1641
MYCTH_76096,1164,2062,2048,3517,4902,4066,6167,6186,6514
MYCTH_2294942,895,1377,1242,4027,5823,4964,6135,6049,6814
MYCTH_2294943,3430,5647,5050,5343,6319,5704,4294,3672,4423
MYCTH_2294947,2672,4514,4112,8726,11875,10164,8783,8497,9540
MYCTH_2106347,106,171,191,152,132,116,93,132,108
MYCTH_62332,812,1276,1157,1758,2405,1964,2535,2270,2641
MYCTH_105786,696,1139,1051,1398,1772,1525,1838,1725,2036
MYCTH_2294959,4818,7633,6845,33957,41906,36286,21586,20373,23476
MYCTH_2294962,736,1136,1077,1584,1839,1771,908,907,1005
MYCTH_42937,159,230,175,735,893,770,537,597,594
MYCTH_2294970,925,1394,1093,9591,12114,7683,10384,10016,10771
MYCTH_2294977,318,447,504,322,364,322,455,358,410
MYCTH_2294980,135,177,104,3357,4299,2900,3695,3630,4158
MYCTH_113912,361,580,484,1693,2397,1869,3093,3148,3455
MYCTH_2294987,879,1460,1290,1978,2640,2376,2175,2121,2235
MYCTH_2294991,2101,3675,3699,5129,6388,5274,4438,4164,4823
MYCTH_2294994,600,929,915,1994,2854,2301,2936,2672,2961
MYCTH_98955,447,766,692,1059,1159,904,232,173,144
MYCTH_2294996,311,438,383,744,1041,795,532,491,460
MYCTH_2294998,618,1182,1046,1996,2541,2441,1849,1750,2020
MYCTH_2294999,473,900,771,924,1265,1149,1373,1370,1629
MYCTH_76126,2196,3608,3535,23089,30895,25180,18959,17309,20722
MYCTH_2295005,7295,12145,11502,21858,26474,21889,31731,32068,35680
MYCTH_2295009,5502,9977,6860,12418,14760,11805,13724,12926,14873
MYCTH_2141513,101883,177787,180091,161681,202839,173406,180993,175081,194674
MYCTH_2295015,160,237,270,547,583,383,563,574,793
MYCTH_2295017,41,77,75,34,49,38,78,40,61
MYCTH_2295019,612,909,932,1855,2612,2507,3210,3206,3462
MYCTH_2295020,648,975,831,1551,2249,1886,2230,2016,2347
MYCTH_2295025,3856,6415,5512,16929,23610,20798,22997,22911,25384
MYCTH_43573,848,1413,1320,2180,2912,2523,2336,2289,2468
MYCTH_2295033,143,230,215,334,428,372,944,895,975
MYCTH_2295034,368,599,479,975,1116,974,2563,2591,2782
MYCTH_2114467,36,46,75,15,35,31,30,16,24
MYCTH_2295037,751,1063,935,7861,10081,8648,6226,5994,6774
MYCTH_2295038,733,1214,1277,2372,2843,2271,2820,3465,3331
MYCTH_2295039,642,983,930,1438,1672,1468,1874,1888,2044
MYCTH_2295040,8938,14932,13067,27278,35957,30813,31217,30647,34780
MYCTH_2295044,733,1300,977,3162,4449,3460,3673,3556,3911
MYCTH_2141524,1123,1897,1662,4664,6122,4867,5652,5660,6153
MYCTH_2295050,1601,2661,2271,5282,6848,6022,7052,6879,7950
MYCTH_76163,2871,5200,4401,6061,8190,7424,11611,10862,12780
MYCTH_2295056,930,1576,1450,3049,4048,3087,6929,7468,7779
MYCTH_2313432,21193,33656,29296,192287,257594,215159,146557,135678,159006
MYCTH_2295064,0,0,0,12,7,4,18,3,4
MYCTH_2075102,3549,6642,5895,10514,13072,11178,16237,15498,17473
MYCTH_2295068,3841,6112,5952,7367,9142,7616,6187,6526,7015
MYCTH_2295069,12759,21077,20700,25039,30832,26660,30842,31510,33297
MYCTH_91076,0,0,0,0,1,0,1,0,0
MYCTH_2050269,0,0,0,0,0,0,0,0,0
MYCTH_91077,0,0,0,3,1,0,0,0,0
MYCTH_2295071,1175,1857,1795,699,902,709,232,211,252
MYCTH_2040280,103,230,200,93,106,76,95,119,120
MYCTH_2295074,33,93,83,325,486,300,430,402,367
MYCTH_2295075,23,32,26,201,261,205,211,239,280
MYCTH_2295076,108,139,140,819,1048,882,1085,1025,1187
MYCTH_42071,286,465,395,19832,24913,19119,1917,1942,2168
MYCTH_2295083,19975,33544,31563,43580,54617,45842,55122,52261,58565
MYCTH_2295088,246,388,346,347,434,360,515,589,479
MYCTH_2295089,1395,2563,2369,2397,2904,2697,5015,4869,5212
MYCTH_2295090,592,911,758,2632,3203,2673,3198,3271,3731
MYCTH_2295092,1025,1482,1270,1447,2090,1648,2122,2248,2261
MYCTH_98992,280,446,418,637,575,495,902,994,867
MYCTH_2295096,1978,3211,2766,9586,12332,10526,13275,12913,14437
MYCTH_2295097,3605,6096,5889,8392,10205,8696,11754,10722,12216
MYCTH_2295098,3593,5789,5939,6279,8345,6647,9148,8473,9201
MYCTH_2295100,227,412,293,1031,1212,1005,1445,1468,1593
MYCTH_105822,6975,11752,11247,14056,17921,14868,19407,17203,18818
MYCTH_2295106,1411,2394,2244,2947,3956,2805,3452,3777,3755
MYCTH_76199,83,114,96,146,145,206,312,296,338
MYCTH_2295109,545,948,780,1525,2032,1747,5380,4889,5935
MYCTH_2313446,881,1544,1434,3092,3915,3317,2712,2926,2800
MYCTH_2295112,11399,19139,18117,22804,28532,24115,30888,32658,33604
MYCTH_2313449,2160,3635,2971,8325,8628,7374,8983,9931,10129
MYCTH_2295119,3676,5872,5280,12383,16295,13254,21952,20537,23324
MYCTH_2295120,671,1076,921,2581,4190,3076,9276,9871,9704
MYCTH_2295124,170,300,322,298,408,336,382,305,338
MYCTH_2295128,65,111,101,383,488,343,553,485,549
MYCTH_2295130,1298,1735,1510,5290,7465,6076,12927,10922,12418
MYCTH_2295132,341,436,468,916,1313,1094,1529,1609,1687
MYCTH_2087754,884,1343,1412,1327,1531,1309,1498,1357,1538
MYCTH_2295135,1949,3040,3099,3330,4475,3641,5911,5741,6428
MYCTH_2295138,4247,6281,5662,19296,24383,20119,14955,14132,16052
MYCTH_2295141,647,976,828,1550,2034,1859,2124,1870,2256
MYCTH_2136659,3459,5698,5988,5994,7539,6479,8952,8127,9094
MYCTH_2295145,927,1488,1463,3737,5291,4157,7276,6518,7543
MYCTH_2313457,1495,2299,2206,2591,3363,2713,4711,4789,4977
MYCTH_2295152,200,371,278,570,852,666,1067,1042,1075
MYCTH_2295153,428,698,593,1285,1769,1511,2384,2368,2648
MYCTH_2295154,74,99,64,574,846,716,528,468,616
MYCTH_2295155,847,1435,1212,2515,3234,2968,3478,3523,3757
MYCTH_2295158,661,1161,1010,1416,1907,1569,2272,2334,2468
MYCTH_2087774,556,897,862,736,929,775,968,1248,1198
MYCTH_2295162,957,1532,1399,1833,2753,2342,2668,2850,3027
MYCTH_2295164,119,106,80,677,749,654,630,720,724
MYCTH_2295168,1321,2332,2163,907,1265,993,1036,910,1123
MYCTH_2295173,2269,3981,3975,18019,23130,17311,20912,20038,21842
MYCTH_2295174,7991,12935,12644,16000,21201,17535,22574,25289,25684
MYCTH_2295176,402,629,564,946,1093,843,927,953,989
MYCTH_2295177,362,588,509,791,1192,975,1113,1087,1169
MYCTH_2295178,637,1144,1031,1414,1822,1628,2074,1990,2292
MYCTH_2295180,518,718,692,2226,2725,2294,3295,3244,3272
MYCTH_2295183,201,314,243,245,439,341,512,504,423
MYCTH_2106437,949,1521,1422,3029,4086,3337,4871,4817,5273
MYCTH_2295186,37,78,60,231,262,338,102,72,96
MYCTH_2114542,283,368,488,458,491,429,415,496,438
MYCTH_2295190,4475,7715,6758,21016,26027,22125,24828,24214,26895
MYCTH_2295193,253,460,425,715,806,624,970,1045,1129
MYCTH_2295196,814,1084,1019,1895,2436,2201,3016,2811,3332
MYCTH_2295198,477,887,755,640,911,861,1481,1460,1601
MYCTH_105847,11749,19810,19835,13231,17149,13577,22229,22649,23500
MYCTH_2295204,1099,1819,1724,4011,4960,4198,6539,6440,6819
MYCTH_2295207,771,1332,1380,1621,2038,1623,1361,1249,1555
MYCTH_2295212,709,1059,884,7238,8775,7098,9547,9735,10541
MYCTH_2295218,1048,1646,1860,2496,3033,2575,3422,3575,3914
MYCTH_99040,2894,4619,4452,10503,13228,10444,17270,17086,18625
MYCTH_2295230,1113,1774,1538,3660,4752,3841,8775,8580,9138
MYCTH_2087807,655,1164,1004,1327,1672,1388,1789,1564,1825
MYCTH_2295239,2570,3969,3743,11565,12574,10200,13875,14003,15688
MYCTH_2295242,877,1498,1487,5044,6586,5150,3330,3580,3827
MYCTH_2295243,706,1225,1383,1331,1792,1295,2037,1935,2187
MYCTH_2295245,500,745,602,3320,5338,3595,4638,4561,4544
MYCTH_2295248,401,536,589,2740,3554,2677,4476,3880,4305
MYCTH_2295250,685,1058,983,2675,3410,3258,2438,2606,2700
MYCTH_2295253,1339,2087,2175,2835,4105,3249,5033,5132,5289
MYCTH_2122496,228,369,420,489,739,574,792,785,782
MYCTH_2295254,370,596,547,2312,3270,2624,3106,2933,3244
MYCTH_2295255,315,533,445,664,769,740,954,1009,1001
MYCTH_2295256,1645,2528,2320,7028,8408,7538,6829,6500,7134
MYCTH_2295258,23,26,42,29,42,31,41,61,29
MYCTH_2295261,13617,22608,22207,60459,77354,63914,115896,112287,126901
MYCTH_2295266,20,55,29,158,235,147,256,240,314
MYCTH_2295268,273,503,424,1020,1054,834,1200,1289,1315
MYCTH_2295272,4278,7313,6590,19820,23002,16841,30382,34041,37958
MYCTH_113985,7665,12294,12555,9343,10718,8537,8761,8758,9869
MYCTH_2295275,487,789,718,1631,2076,1986,3268,3233,3442
MYCTH_2295280,1596,2650,2688,3077,3759,3303,6561,6931,7418
MYCTH_2295283,841,1372,1225,4748,6954,4763,6670,6791,6821
MYCTH_2295284,274,455,450,620,624,503,401,297,414
MYCTH_2295287,1106,1934,1734,2730,3418,2619,2950,2915,3202
MYCTH_2295289,1343,2161,2161,4472,5855,4886,13295,12937,13873
MYCTH_2295290,2039,3511,3339,3113,4565,3615,8717,8695,9765
MYCTH_2295293,1756,2888,2606,2566,3333,2783,3651,3444,3903
MYCTH_110298,2233,3533,3271,9777,12612,10497,7081,7700,8281
MYCTH_105869,333,509,529,686,899,747,1257,1238,1432
MYCTH_2106471,4,1,4,0,12,0,0,3,9
MYCTH_2295298,55,89,94,1,6,0,4,8,0
MYCTH_2295301,171,327,273,167,166,129,64,83,35
MYCTH_23848,11,26,39,19,28,4,65,71,42
MYCTH_2295307,480,967,905,407,381,349,546,655,692
