Geneid,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,T1_1,T1_2,T1_3,T2_1,T2_2,T2_3
MYCTH_2310773,1.41,1.03,1.07,2.42,3.03,2.92,1.37,1.69,1.71,1.04,1.01,1.05
MYCTH_2120909,0.58,0.55,0.37,0.31,0.27,0.39,0.49,0.43,1.17,0.06,0.18,0.11
MYCTH_89981,0,0,0,0,0,0,0.02,0,0,0.02,0,0.02
MYCTH_2112984,0.1,0.05,0.05,0.24,0.04,0.14,0.14,0.13,0,0.04,0.04,0
MYCTH_2310778,2.48,1.52,3.04,6.72,6.09,6.4,1.81,1.21,2.14,5.13,4.96,4.61
MYCTH_2120910,0.04,0.08,0.18,0.09,0.01,0.14,0.03,0.11,0,0.15,0.35,0.11
MYCTH_2069148,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_89976,0.21,0.11,0.13,0.16,0.07,0.19,0.04,0,0.12,0.1,0.06,0.19
MYCTH_2310780,0.6,0.74,0.68,0.19,0.17,0.3,0.43,0.1,0.61,0.86,0.96,0.56
MYCTH_27592,0.24,0.59,0.77,0,0.25,0,0.76,0.17,0.08,0,0.48,0.82
MYCTH_2112989,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_37027,1.25,0.33,0.6,0.31,0.73,0.3,1.05,0,0.16,0.14,0.14,0
MYCTH_2316343,94.28,103.5,96.6,99.92,101.03,122.42,73.89,82.26,80.88,97.07,94.92,87.78
MYCTH_2310782,138.23,130.61,133.67,131.1,141.69,165.1,106.85,105.35,101.02,128.37,138.87,107.56
MYCTH_2112991,0.04,0.03,0.03,0,0,0,0.03,0,0,0.05,0,0
MYCTH_2310784,1.36,1.66,1.01,1.21,1.61,2.68,0.69,0.36,0.52,1.04,1.2,1.8
MYCTH_97963,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_97962,0.07,0.02,0.02,0.07,0,0,0.02,0.07,0.07,0,0.06,0.05
MYCTH_2130157,0.59,0.39,0.39,0.31,0.25,0.18,0.83,0.42,0.75,0.3,0.44,0.25
MYCTH_2130158,1.36,0.88,0.23,0.06,0.32,0.51,1.53,1.79,2.08,1.01,0.56,0
MYCTH_89967,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_97961,0,0.07,0.02,0.13,0,0,0.03,0,0,0.03,0.08,0
MYCTH_26863,0.38,0.32,0.22,0,0,0,0.15,0.32,0,0.14,0.07,0.24
MYCTH_2130162,0,0,0,0,0.05,0,0,0,0,0,0,0
MYCTH_2130164,2.13,3.37,2.15,3.01,2.5,1.97,1.71,1.66,1.52,2.75,2.86,2.05
MYCTH_38597,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2047322,0,0.19,0.11,0.13,0.29,0.04,0.08,0.05,0.33,0,0.04,0.09
MYCTH_2310786,46.89,55.55,53.33,58.45,60.27,62.39,42.47,44.66,44.65,46.02,42.56,49.67
MYCTH_2310790,0.36,0.3,0.36,0.78,0.36,0.42,0.25,0.21,1.73,0.27,0.28,0.12
MYCTH_2310794,0.04,0,0,0.12,0.06,0,0,0,0.23,0.06,0,0.02
MYCTH_89959,0,0,0,0,0,0,0.03,0,0,0.03,0,0
MYCTH_89958,0,0,0.14,0.03,0,0.03,1.72,0.03,0.09,0.05,0.02,0.03
MYCTH_2130172,0,0,0.04,0,0.07,0,0,0,0.09,0.16,0.38,0
MYCTH_2316346,286.29,271.58,282.28,425.29,401.81,384.61,248.34,219.88,285.23,348.34,394.59,381
MYCTH_2310800,24.53,20.34,24.99,55.05,54.31,54.95,18.71,17.38,16.2,32.85,33.48,29.06
MYCTH_2310803,7.25,9.19,7.67,15.39,16.56,18.86,4.63,3.52,5.34,7.15,8.31,7.83
MYCTH_60316,52.42,51.67,53.98,78.47,75.74,70.56,51.46,43.54,55.53,59.59,56.38,55.22
MYCTH_2070352,0.13,0.32,0.39,0.39,0.43,0.46,0.08,0.1,0.23,0.39,0.08,0.23
MYCTH_2310810,8.28,7.53,7.86,12.37,13.7,13.75,5.8,5.97,6.61,8.53,8.44,8.11
MYCTH_2310812,16.84,15.94,16.34,19.29,19.98,22.37,11.72,11.71,13.18,11.36,12.94,13.7
MYCTH_2130178,1.32,1.16,1.12,0.98,2.31,1.54,1.27,2.05,2.2,2.02,0.8,0.95
MYCTH_2310816,107.02,87.98,86.67,30.12,26.21,25.18,254.87,288.38,284.38,41.03,43.76,38.5
MYCTH_2310819,4.55,4.14,4.83,6.36,6.74,8.05,4.95,4.25,4.77,4.92,4.78,4.78
MYCTH_2310821,8.62,8.55,7.11,10.11,8.74,8.32,5.95,5.9,6.52,6.06,6.68,5.39
MYCTH_2310822,6.64,7.27,8.04,11.95,12.42,13.95,5.3,3,6.61,7.07,5.9,7.38
MYCTH_2310823,20.16,17.54,17.59,20.95,22.81,23.14,9.58,7.31,9.24,11.88,12.35,12.53
MYCTH_2310824,66.3,57.71,63.82,87.62,91.33,94.18,41.87,40.63,40.13,47.74,54.56,51.49
MYCTH_2310825,5.17,5.52,5.08,6.54,7.43,7.56,3.84,3.31,4.71,3.76,3.2,4.43
MYCTH_2310827,8.19,7.29,6.07,6.92,7.42,8.38,6.15,5,4.42,4.28,3.73,5.03
MYCTH_2310829,25.3,26.1,20.25,50.32,54.24,59.99,20.79,11.59,18.72,29.36,27.09,29.87
MYCTH_2310830,24.59,23.99,20.76,44.12,45.28,46.82,17.24,14.9,15.71,21.16,21.56,22.33
MYCTH_2310831,9.45,9.99,8.25,10.25,12.36,11.54,6.34,5.68,3.53,5.12,5.12,4.83
MYCTH_2310832,12.17,9.9,9.99,17.98,18.89,20.17,13.22,11.16,12.89,14.54,15.81,18.13
MYCTH_2310833,60.45,63.42,68.93,53.27,45.46,45.98,42.2,34.63,29.69,88.55,86.17,84.04
MYCTH_2310836,148.55,161.39,141.18,103.09,104.83,106.48,103.75,105.88,92.02,105.96,109.39,117.87
MYCTH_2310837,5.34,4.6,4.86,11.44,11.92,11.25,3.5,2.98,4.33,4.46,5.24,4.65
MYCTH_60294,543.37,580.03,518.89,499.77,500.83,487.73,523.08,542.62,510.56,416.38,429.23,466.26
MYCTH_2310857,13.18,14.21,13.98,16.02,17.88,19.47,11.43,11.31,9.76,10.49,11.82,11.05
MYCTH_2113028,0.32,0.51,0.71,0.65,0.49,0.69,0.33,0.15,0.28,0.29,0.36,0.43
MYCTH_75151,3.73,4.44,3.62,3.14,3.24,2.39,3.87,3.29,2.98,2.66,2.23,3.35
MYCTH_98410,5.6,6.38,5.37,6.94,7.05,9.26,4.37,4.8,3.6,4.42,4.61,4.3
MYCTH_2310866,7.42,9.56,8.47,8.19,9.03,8.57,6.06,6.08,4.32,7.12,7.19,7.66
MYCTH_2310867,66.09,64.51,66.56,120.01,110.71,108.25,56.01,55.4,52.92,80.71,79.68,74
MYCTH_2310869,30.87,37.32,32.54,57.11,55.02,58.81,24.25,21.44,30.41,35.36,30.68,28.78
MYCTH_2310870,0.52,0.44,0.25,0.12,0.02,0.16,0.29,0.26,0.26,0.11,0.11,0.03
MYCTH_2310873,8.13,9.23,6.34,9.9,8.88,9.5,4.73,3.73,6.03,4.7,4.72,5.97
MYCTH_2084007,89.03,92.65,101.35,103.77,101.18,104.14,81.45,67.71,64.93,92.51,91.99,93.75
MYCTH_2310878,34.87,39.57,37.25,43.02,45.95,44.55,27.84,24.16,30.22,29.47,27.19,28.87
MYCTH_2310881,47.49,41.77,41.65,51.77,54.7,55.09,35.82,33.55,38.97,45.41,44.46,45.13
MYCTH_2310887,1.75,1.27,1.41,1.41,1.55,1.92,1.89,0.63,1.42,0.88,1.48,0.84
MYCTH_2310888,3.47,3.81,4.27,13.5,15.19,12.02,2.9,2.15,4.02,4.1,5.14,5.26
MYCTH_90482,10.28,9.35,8.88,24.41,26.02,24.34,6.03,4.08,8.61,15.19,15.75,13.89
MYCTH_2310892,17.28,14.61,16.4,18.95,18.48,18.98,14.73,15.14,15.02,11.45,12.71,11.09
MYCTH_2310893,22.94,23.93,22.87,23.72,23.49,23.69,19.31,18.1,24.34,17.65,20.02,23.97
MYCTH_110022,77.94,68.24,77.21,266.64,258.98,261.7,80.57,79.33,89.62,259.73,247.98,250.83
MYCTH_2310900,27.1,22.28,26.89,63.37,60.93,65.63,51.06,47.75,57.2,43.35,50.84,42.45
MYCTH_2310901,62.7,58.55,56.85,65.81,65.4,68.94,65.22,60.25,74.7,67.04,64.28,64.49
MYCTH_2310905,96.5,89.33,88.42,70.79,65.07,68.25,211.91,244.25,205.07,68.69,63.92,60.76
MYCTH_2310909,21.92,24.29,19.62,26.11,27.96,28.9,17.91,16.31,21.04,19.76,19.15,23.46
MYCTH_2069205,35.31,33.36,34.06,30.77,33.97,33.18,39.06,38.64,39.94,25.44,29.42,26.25
MYCTH_39555,37.23,37.36,41.69,730.33,765.29,770.82,37.42,29.96,46.65,388.57,389.32,386.24
MYCTH_2310915,1.61,1.46,1.75,2.68,3.68,3.95,0.82,0.31,0.89,1.97,1.62,2.48
MYCTH_38152,4.53,4.4,5.31,8.63,8.38,9.84,5.21,4.99,5.5,5.88,4.53,5.79
MYCTH_2310920,1.88,1.59,1.89,3.12,2.18,2.63,1.65,1.42,1.86,1.68,0.96,1.47
MYCTH_2310921,13.77,13.66,12.98,30.42,36.36,36.21,9.87,8.44,13.15,15.05,14.64,14.83
MYCTH_75197,100.03,105.5,99.51,76.94,79.86,82.05,73.53,73.95,70.22,54.31,57.87,63.04
MYCTH_2120970,3.83,4.59,4.07,7.79,7.57,8.23,3.57,3.11,3.14,4.16,4.69,4.08
MYCTH_2310934,0.76,0.56,0.87,4.54,3.82,3.03,0.79,0.07,1,1.57,1.46,1.03
MYCTH_2310937,1.73,2.35,2.52,6.68,7.74,7.8,1.44,0.95,3,3.17,3.92,3.02
MYCTH_2310941,0.85,0.81,1.1,3.38,3.3,3.37,1.85,0.42,3.36,2.1,2.08,1.8
MYCTH_2310943,2.83,2.93,2.5,2.57,2.74,3.7,1.46,0.93,1.97,1.17,1.21,1.76
MYCTH_2310945,0.3,0.19,0.37,1.22,1.69,1.07,0.28,0.18,0.34,0.54,0.31,0.42
MYCTH_2310947,13.45,11.44,12.17,91.41,102.38,96.08,6.71,6.28,15.88,28.45,26.07,23.87
MYCTH_2310948,3.57,4.37,3.41,5.9,6.96,7.8,1.18,1.29,0.88,3.07,3.34,3.27
MYCTH_90505,1.21,0.96,1.28,3.05,3.05,2.43,15.94,1.77,94.07,71.14,71.59,69.82
MYCTH_2310954,14.17,15.43,12.84,22.86,24.13,23.48,9.85,6.45,10.51,20.26,19.65,19.03
MYCTH_2310956,0.38,0.67,0.24,0.22,0.2,0.48,0.06,0.16,0.13,0.54,0.08,0.03
MYCTH_39279,4.07,1.51,5.23,292.63,286.03,275,44.32,1.05,33.61,834.64,863,796.59
MYCTH_2310960,3.17,3.19,2.99,4.35,5.03,5.28,1.76,1.47,1.7,2.56,3.46,2.41
MYCTH_2096678,32.43,36.41,36.65,48.43,42.69,45.84,27.44,32.37,32.44,34.2,39.06,32.24
MYCTH_2130243,0.06,0.29,0.27,0.76,0.25,0.14,0.33,0.09,0.02,0.65,0.35,0.42
MYCTH_2310964,0.46,0.27,0.74,0.92,0.82,0.73,0.27,0.18,0.36,0.64,0.58,0.6
MYCTH_90513,0.18,0,0,0,0.07,0,0,0,0,0.04,0.08,0
MYCTH_61336,0,0.04,0,0.14,0.2,0.14,0,0,0.14,0.7,0.15,0.26
MYCTH_61337,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2130249,0,0,0,0,0,0.01,0,0,0.01,0,0,0
MYCTH_90514,0.53,0.39,0.47,0.09,0.25,0.02,0.51,1.16,0.79,0.59,0.43,0.5
MYCTH_110028,6070.64,5507.11,5456.27,1216.12,1126.03,927.18,8584.16,8809.04,7901.87,4861.73,4348.94,3876.93
MYCTH_90516,0.24,0.31,0.04,0.55,0.61,0.7,0.62,0.29,0.41,0.03,0.08,0.13
MYCTH_90517,0.47,0.97,0.92,12.38,10.46,11.28,5.54,0.53,4.44,13.99,15.46,14.97
MYCTH_2310975,14.91,12.25,11.84,37.05,36.97,34.15,7.3,7.91,7.79,18.52,16.76,19.36
MYCTH_2310976,19.65,18.88,18.29,59.49,54.05,55.12,13.99,14.49,15.81,45.17,42.06,45.8
MYCTH_2113078,1.03,1.04,1.13,5.7,5.89,6.54,1.25,0.94,1.78,3.83,4.08,4.68
MYCTH_2120988,0.41,0.4,0.31,1.36,1.35,1.6,0.4,0.33,0.5,0.94,0.87,1.06
MYCTH_2310977,0.93,1.26,0.53,1.57,1.54,1.06,0.64,0.22,1.12,1.81,1.74,0.96
MYCTH_2113081,0.18,0,0.2,0.18,0.37,0.14,0,0.19,0,0,0.47,0.09
MYCTH_2113082,0.26,0.17,0.2,0.68,0.87,0.98,0.1,0.19,0.69,0.45,0.78,0.52
MYCTH_2135745,7.07,8.23,7.43,9.18,8.7,9.5,5.56,4.48,5.68,5.5,5.77,6.7
MYCTH_39662,0,0,0,0,0,0,0,0.08,0,0,0,0
MYCTH_2310981,2.45,2.55,2.66,3.05,2.03,2.96,2.18,2.56,1.83,3.15,2.48,1.9
MYCTH_2070001,0.67,0.22,0.47,0.36,0.67,0.25,1.23,1.4,1.03,0.31,0.19,0.43
MYCTH_2069662,0,0,0.36,0.12,0.34,0.12,0.35,0.51,0.49,0.22,0.11,0
MYCTH_2310983,5.03,5.61,4.79,7.31,7.14,6.97,4.34,2.78,3.77,4.41,4.67,3.98
MYCTH_2310984,4.84,5.62,5.07,4.2,4.08,3.95,3.96,4.2,2.55,2.94,2.54,2.58
MYCTH_2310985,0,0,0,0.06,0,0,0,0,0,0.06,0,0.06
MYCTH_2070186,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2310986,4.92,7.04,6.8,10.46,10.61,8.43,5.73,5.83,7.22,9.06,9.12,9.09
MYCTH_2310989,19.37,21.63,19.97,42.07,40.33,40.04,17.85,14.3,20.6,27.46,27.15,31.26
MYCTH_2096690,21.89,27.75,22.51,32.98,31.93,30.68,18.14,14.13,17.75,15.75,19.38,19.44
MYCTH_98458,0.46,0.33,0.42,0.32,0.55,0.68,0.28,0.3,1.02,0.3,0.28,0.31
MYCTH_2310995,171.56,171.16,155.5,175.58,180.69,187.13,220.46,222.83,239.91,232.41,228.11,239.8
MYCTH_2310997,43.31,49.84,40.97,38.79,39.24,44.12,31.26,23.9,26.42,20.32,22.65,26.17
MYCTH_2310998,15.4,16.19,16.53,36.89,37.58,35.12,14.23,11.81,18.3,25.52,24.86,25.63
MYCTH_2310999,2.7,2.96,3.06,11.71,11.94,11.68,2.18,1.25,2.48,3.39,3.32,2.92
MYCTH_2311000,57.68,51.62,49.13,81.69,81.41,77.99,45.92,46.64,52.37,51.08,54.06,56.84
MYCTH_2311001,108.63,112.54,111.41,141.52,146.03,150.07,85.51,90.77,85.59,62.1,59.39,63.91
MYCTH_2311002,8.86,9.16,8.58,7.39,8.77,8.24,6.43,4.23,7.34,5.06,5.34,5.34
MYCTH_2096708,200.81,223.69,207.05,223.46,219.91,243.39,162.73,175.21,161.59,158.92,158.84,194.17
MYCTH_2035750,1.44,1.49,1.6,3.04,1.71,2.79,1.77,0.98,13.96,1.29,1.53,1.49
MYCTH_2130288,0,0,0.07,0,0.12,0,0,0,0,0,0.26,0
MYCTH_2311011,1.97,1.97,2.22,6,6.79,6.11,1.14,1.18,2.31,1.75,2.37,1.76
MYCTH_2311014,3.8,2.95,3.59,6.5,5.44,5.9,1.75,2.97,2.97,3.66,3.32,3.41
MYCTH_2311015,3.87,5.92,3.35,11.37,9.33,10.87,2.87,1.96,4.06,6.65,5.52,7.89
MYCTH_2316383,21.63,22.92,26.52,34.81,29.89,28.89,17.65,15.55,27.32,23.95,29.34,23.22
MYCTH_110038,13.98,11.09,11.92,40.64,29.65,22.18,10.49,10.77,15.72,29.78,21.5,21.9
MYCTH_2121009,0.25,0.16,0.15,0.27,0.38,0.43,0.09,0,0.03,0.25,0.25,0.17
MYCTH_113577,6.66,5.49,7.64,28.43,28.95,30.35,9.33,7.04,7.37,19.47,23.74,19.05
MYCTH_40437,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2069219,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_37424,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2130296,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2311026,9.14,8.93,8.53,16.24,15.7,16.59,5.61,4.12,5.99,7.54,9.9,10.29
MYCTH_2311028,4.7,4.37,6.4,13.54,12.79,10.8,2.92,2.51,5.41,7.69,8.95,7.8
MYCTH_2311030,8.12,6.39,7.35,12.21,11.72,12.05,4.85,4.51,4.16,6.57,6.63,6.43
MYCTH_2311035,1.31,1.44,1.07,2.98,3.18,3.73,1.88,1.52,1.7,2.09,1.72,1.65
MYCTH_2311038,0.22,0.32,0.41,2.17,2.38,2.41,0.5,0.25,1.8,1.62,1.33,1.2
MYCTH_2311040,8.15,7.83,6.48,14.67,14.33,13.21,17.25,21.98,19.18,13.31,12.52,11.9
MYCTH_98480,1.53,0.87,1.18,1.86,2.18,2.27,1.65,0.5,12.67,3.12,4.41,3.22
MYCTH_2311044,34.37,32.29,31.95,42.85,44.35,44.81,29.02,26.62,28.65,29.98,29.49,29.82
MYCTH_2311045,8.84,9.17,8.69,15.79,15.66,15.18,4.24,3.84,7.53,7.2,8.2,5.95
MYCTH_2311046,4.51,3.85,4.69,11.07,12.01,12.71,3.96,2.96,4.86,5.94,6.2,6.48
MYCTH_2311048,156.41,159.23,149.79,183.62,194.48,203.12,127.75,118.74,133.08,132.95,132.9,155.11
MYCTH_110042,172.77,190.43,198.61,151.31,130.79,127.5,185.07,162.15,157.82,253,242.3,248.47
MYCTH_2311053,39.48,39.42,39.36,45.35,39.87,40.48,30.88,26.26,26.31,41.96,41.11,46.79
MYCTH_2311055,19.95,15.82,15.76,34.13,35.16,33.67,11.54,11.24,12.62,20.9,21.2,17.21
MYCTH_2084107,11.38,11.96,12.52,17.07,14.96,17.68,12.39,11.21,15.15,12.59,11.65,11.58
MYCTH_39233,1.21,0.96,1.66,2.36,2.03,2.05,2.84,0.75,6.41,0.59,1.65,1.97
MYCTH_2311062,123.67,119.64,116.42,213.27,214.04,210.39,120.32,131.59,112.05,100.44,101.88,92.93
MYCTH_2311065,3.57,2.81,4.06,6.91,9.32,8.91,1.55,1.49,2.37,4.45,4.34,3.87
MYCTH_2311067,0.3,0.26,0.31,0.16,0.41,0.43,0.62,0.36,0.79,0.47,0.28,0.78
MYCTH_2311070,11.78,11.23,11.87,14.88,15.24,15.24,10.55,10.89,9.34,15.41,16.07,14.62
MYCTH_2019397,0.91,0.64,0.56,2.72,1.9,2.93,0.84,0.67,3.9,1.01,1.55,1.35
MYCTH_61415,13.16,11.67,11.99,20.66,17.88,22.2,11.44,12.03,15.2,15.38,14.92,15.18
MYCTH_2311072,11.24,10.63,11.12,7.88,4.75,5.2,11.85,14.79,14.57,7.08,8.84,8.61
MYCTH_38939,53.16,49.16,64.43,13.51,12.38,12.97,84.77,130.08,82.27,11.71,14.73,13.27
MYCTH_2311075,30.44,25.44,33.06,4.33,5.24,5.54,68.88,65.74,63.32,7.89,8.66,8.86
MYCTH_2311076,0.32,0.39,0.14,0.24,0.19,0.17,0.51,0.25,0.29,0.18,0.33,0.55
MYCTH_2311077,0.8,0.5,1.2,0.94,1.16,0.89,1.47,1.06,1.36,1.07,1.01,0.63
MYCTH_98500,0,0.1,0.03,0.09,0.04,0.13,0.12,0.08,0.03,0.14,0.16,0.09
MYCTH_2068912,0,0,0,0,0,0,0,0,0.06,0.04,0,0
MYCTH_2311080,38.93,42.08,38.43,50.7,45.95,45.26,28.13,28.73,30.06,29.58,33.56,29.63
MYCTH_2311083,68.57,57.2,60.25,77.28,78.13,74,52.44,55.39,55.88,34.38,36.3,32.75
MYCTH_2130327,94.86,107.01,91.66,87.94,81.26,82.77,83.41,60.27,102.79,47.61,50.02,66.45
MYCTH_2311089,20.47,24.2,19.04,29.28,30.93,31.52,13.07,10.72,17.06,17.38,16.56,18.39
MYCTH_2311092,202.51,210.47,193.71,211.72,203.9,212.55,190.35,178.1,179.54,179.08,162.81,199.36
MYCTH_2135772,105.24,121.33,116.85,73.35,76.68,81.36,88.73,76.71,112.01,90.23,86.51,108.52
MYCTH_2039926,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_90577,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_61442,3.41,3.5,2.69,14.14,14.07,16.04,3.95,3.16,3.07,9.46,9.35,9.55
MYCTH_75296,2.7,3.66,2.85,18.86,20.11,20.78,6.61,5.78,7.73,10.4,8.95,9.41
MYCTH_113600,1.11,0.48,0.95,15.99,18.18,16.01,2.03,0.67,2.89,7.26,7.77,6.79
MYCTH_2311112,9.14,9.82,8.8,31.69,34.08,35.62,6.89,7.51,6.37,17.57,18.41,18.64
MYCTH_2069815,4.19,4.41,4.42,23.26,23.55,24.5,7.43,7.27,10.24,18.47,18.67,18.78
MYCTH_105482,0.77,0.74,0.59,3.57,3.91,3.56,2.17,2.22,2.51,2.98,2.88,2.9
MYCTH_2311121,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2042719,0,0,0,0.23,0.06,0,0,0,0,0.07,0.2,0
MYCTH_2135780,0.1,0.07,0.03,0,0.01,0.12,0,0.03,0,0.09,0.06,0
MYCTH_2130345,0,0.28,0.2,0,0.08,0,0.1,0,0,0,0.05,0.05
MYCTH_34819,0,0,0,0,0,0,0,0,0.04,0,0,0
MYCTH_2311122,15.62,13.73,15.88,67.55,67.46,70.36,9.93,9.29,11.91,23.02,20.83,20.1
MYCTH_2140707,5.77,5.39,5.97,5.42,5.28,5.15,5.77,6.3,5.75,5.17,5.23,3.89
MYCTH_t174,0,0,0,0,0,0,0,0,0,0.51,0,0
MYCTH_2311126,7.42,7.13,6.65,24.98,25.71,25.47,7.76,5.72,9.71,22.7,22.73,22.69
MYCTH_110061,10.94,12.22,10.02,29.92,34.76,28.47,12.51,8.75,22.76,28.88,26.28,28.55
MYCTH_2311136,0.37,0.11,0.36,0.64,1.05,0.61,0.1,0,0,0.34,0.56,0
MYCTH_2130352,0,0.25,0,0.19,0.21,0,0,0,0.31,0.07,0.13,0.12
MYCTH_2311140,3.97,3.31,3.35,6.57,8.12,7.24,2.54,1.83,2.4,4.78,4.5,4.28
MYCTH_40891,0.04,0.04,0.08,0.04,0.15,0.07,0.09,0,3.07,0.11,0.1,0.06
MYCTH_90594,0.18,0.07,0.18,0.89,0.72,1.23,0.2,0.29,16.29,0.49,0.3,0.64
MYCTH_2113155,10.51,9.16,9.32,15.01,15.05,15.43,4.89,5.08,6.65,8.7,9.49,9.87
MYCTH_2311147,10.02,9.88,9.11,8.85,9.18,8.11,8.46,5.51,8.4,5.48,5.95,5.36
MYCTH_90598,2.69,3.21,3.97,4.87,4.3,5.5,3.17,2.77,4.02,3.83,2.25,3.66
MYCTH_2084160,38.21,39.47,37.68,36.19,44.63,43.47,27.4,26.94,27.68,24.94,26.3,28.24
MYCTH_2311150,2.35,2.43,3.03,2.22,2.77,4.47,1.9,2.01,3.55,2.19,1.72,2.79
MYCTH_98521,0.41,0.35,0.64,1.03,1.46,1.44,0.13,0.19,0.49,0.74,0.48,0.37
MYCTH_2316405,106.07,117.77,117.35,122.4,143.01,166.79,82.75,69.09,92.34,138.75,147.57,150.97
MYCTH_2311157,7.37,7.91,6.94,13.98,15.26,15.75,5.93,3.38,6.66,7.51,8.21,8.78
MYCTH_2311158,15.18,17.45,16.32,25.81,26.43,25.75,10.81,9.69,10.86,13.84,14.8,15.95
MYCTH_2311160,59.03,55.87,59.96,74.91,74.76,76.17,54.3,56.59,57.1,59.31,57.08,58.37
MYCTH_2316407,192.71,227.61,214.96,176.05,166.11,188.09,191.65,193.86,215.09,162.75,160.41,189.76
MYCTH_2311164,17.98,22.5,18.23,21.06,21.54,21.98,15.15,11.84,16.08,15.05,14.55,16.75
MYCTH_90607,0,0.08,0.04,0,0.18,0,0.14,0,0.38,0.1,0.07,0.23
MYCTH_39167,1.54,1.04,0.71,1.17,2.06,2.01,1.36,1.15,0.94,1.19,1.61,1.7
MYCTH_2311167,0.49,0.48,0.56,1.49,1.33,1.46,0.52,0.4,1.54,1.33,1.17,0.8
MYCTH_90610,0,0.06,0.03,0.08,0.17,0.13,0.08,0,0.3,0.16,0.13,0.11
MYCTH_2311169,41.46,37.78,37.35,67.05,71.3,76.11,32.12,35.33,39.89,66.38,65.45,71.66
MYCTH_75329,15.55,17.28,16.12,15.35,14.56,15.59,27.86,9.75,21.74,10.55,11.97,18.41
MYCTH_2311172,0.12,0.16,0.17,0.36,0.07,0.17,0.23,0,0.48,0.11,0.31,0.4
MYCTH_90614,0,0.06,0,0,0,0,0,0,0.17,0,0,0
MYCTH_2130377,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_140261,0.14,0.03,0.15,0.5,0.26,0.38,0.33,0.25,0.13,0.67,0.68,0.63
MYCTH_75334,0.15,0.38,0.24,0.55,0.51,0.34,0.34,0.19,0.57,0.44,0.48,0.46
MYCTH_61486,113.98,109.29,102.2,136.03,133.85,135.55,101.58,89.26,105.38,128.33,135.35,131.26
MYCTH_t171,0,0,0,0.59,0,0.28,0,0,0,0,0,0.31
MYCTH_2121074,107.82,128.12,120.48,136.23,121.26,116.25,119.86,113.95,100.01,152.64,160.02,149.19
MYCTH_90619,32.01,36.85,38.07,44.09,37.81,35.27,32.32,33.96,27.84,46.3,43.98,43.92
MYCTH_2311189,73.9,77.66,68.53,57.26,55.77,58.79,66.74,49.84,56.12,75.03,70.98,77.76
MYCTH_2311192,15.39,16.15,15.61,25.47,26.7,24.67,15.74,14.59,16.7,12.62,15.01,14.06
MYCTH_2145354,16.04,16.14,15.28,19.86,20.68,20.26,11.54,8.66,12.94,13.33,12.86,13.47
MYCTH_2316413,38.28,41.61,39.94,66.48,73.16,80.6,30.41,24.1,37.96,36.4,36.69,39.42
MYCTH_2311201,10.52,8.53,12.5,10.72,12.54,12.62,8.46,5.9,7.9,7.94,7.28,8.57
MYCTH_2135800,33.65,33.32,33.5,60.98,60.18,61.79,24.12,24.93,28.86,49.49,47.7,51.47
MYCTH_2113181,2.5,2.67,2.38,3.71,3.76,4.36,1.71,0.87,3.84,3.03,3.44,2.99
MYCTH_t173,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_75351,9.27,5.74,8.49,1.93,1.82,1.47,32.7,37.61,28.82,4.78,3.81,2.97
MYCTH_61507,24.96,19.74,21.92,2.49,2.52,2.37,123.62,133.29,132.93,9.63,10.09,10.59
MYCTH_2311234,0.49,0.91,0.26,2.68,1.24,0.69,0.61,0.45,3.32,1.34,1.51,1.06
MYCTH_t172,0,0.23,0,1.54,0.35,0.21,0,0.69,0,0.2,0,0
MYCTH_2046354,0.39,0.41,0.38,0.33,0.13,0.37,0.11,0.12,0.22,0.3,0.34,0.23
MYCTH_2311235,0.37,0.46,0.2,0.25,0.74,0.31,0.04,0.22,0.3,0.64,0.44,0.28
MYCTH_37844,0.84,0.3,0.74,8.43,7.17,7.19,3.19,0.4,1.49,18.68,13.36,22.29
MYCTH_90632,0.68,0.41,0.8,0.78,1.11,0.5,0.91,0.97,0.61,1.95,2.18,1.37
MYCTH_2311238,2.58,2.43,2.64,5.73,6.71,8.2,3.78,4.72,4.39,4.13,5.19,5.81
MYCTH_2316418,26.33,28.99,25.1,35.33,36.77,38.24,24.24,22.24,18.52,26.46,24.6,24.1
MYCTH_38200,19.26,16.04,18.12,37.52,37,36.02,13.49,13.98,18.58,20.01,20.85,20.2
MYCTH_75366,0.12,0.02,0.54,0.04,0.01,0.02,0.06,0,2.32,0.21,0.22,0.24
