ID	Gene
KEY:MYCTH_102965	MYCTH_102965
KEY:MYCTH_102971	MYCTH_102971
KEY:MYCTH_102977	MYCTH_102977
KEY:MYCTH_102985	MYCTH_102985
KEY:MYCTH_102997	MYCTH_102997
KEY:MYCTH_103022	MYCTH_103022
KEY:MYCTH_103025	MYCTH_103025
KEY:MYCTH_103032	MYCTH_103032
KEY:MYCTH_103061	MYCTH_103061
KEY:MYCTH_103070	MYCTH_103070
KEY:MYCTH_103080	MYCTH_103080
KEY:MYCTH_103090	MYCTH_103090
KEY:MYCTH_103096	MYCTH_103096
KEY:MYCTH_103122	MYCTH_103122
KEY:MYCTH_103124	MYCTH_103124
KEY:MYCTH_103134	MYCTH_103134
KEY:MYCTH_103164	MYCTH_103164
KEY:MYCTH_103320	MYCTH_103320
KEY:MYCTH_103330	MYCTH_103330
KEY:MYCTH_103334	MYCTH_103334
KEY:MYCTH_103379	MYCTH_103379
KEY:MYCTH_103537	MYCTH_103537
KEY:MYCTH_103571	MYCTH_103571
KEY:MYCTH_103590	MYCTH_103590
KEY:MYCTH_103611	MYCTH_103611
KEY:MYCTH_103620	MYCTH_103620
KEY:MYCTH_103628	MYCTH_103628
KEY:MYCTH_103671	MYCTH_103671
KEY:MYCTH_103702	MYCTH_103702
KEY:MYCTH_103794	MYCTH_103794
KEY:MYCTH_103797	MYCTH_103797
KEY:MYCTH_103818	MYCTH_103818
KEY:MYCTH_103867	MYCTH_103867
KEY:MYCTH_104005	MYCTH_104005
KEY:MYCTH_104059	MYCTH_104059
KEY:MYCTH_104076	MYCTH_104076
KEY:MYCTH_104102	MYCTH_104102
KEY:MYCTH_104106	MYCTH_104106
KEY:MYCTH_104267	MYCTH_104267
KEY:MYCTH_104380	MYCTH_104380
KEY:MYCTH_104386	MYCTH_104386
KEY:MYCTH_104551	MYCTH_104551
KEY:MYCTH_104570	MYCTH_104570
KEY:MYCTH_104582	MYCTH_104582
KEY:MYCTH_104628	MYCTH_104628
KEY:MYCTH_104665	MYCTH_104665
KEY:MYCTH_104673	MYCTH_104673
KEY:MYCTH_104674	MYCTH_104674
KEY:MYCTH_104717	MYCTH_104717
KEY:MYCTH_104726	MYCTH_104726
KEY:MYCTH_104802	MYCTH_104802
KEY:MYCTH_104827	MYCTH_104827
KEY:MYCTH_104887	MYCTH_104887
KEY:MYCTH_104936	MYCTH_104936
KEY:MYCTH_104945	MYCTH_104945
KEY:MYCTH_104959	MYCTH_104959
KEY:MYCTH_105006	MYCTH_105006
KEY:MYCTH_105063	MYCTH_105063
KEY:MYCTH_105072	MYCTH_105072
KEY:MYCTH_105128	MYCTH_105128
KEY:MYCTH_105130	MYCTH_105130
KEY:MYCTH_105157	MYCTH_105157
KEY:MYCTH_105197	MYCTH_105197
KEY:MYCTH_105286	MYCTH_105286
KEY:MYCTH_105318	MYCTH_105318
KEY:MYCTH_105405	MYCTH_105405
KEY:MYCTH_105482	MYCTH_105482
KEY:MYCTH_105575	MYCTH_105575
KEY:MYCTH_105600	MYCTH_105600
KEY:MYCTH_105650	MYCTH_105650
KEY:MYCTH_105669	MYCTH_105669
KEY:MYCTH_105777	MYCTH_105777
KEY:MYCTH_105786	MYCTH_105786
KEY:MYCTH_105822	MYCTH_105822
KEY:MYCTH_105847	MYCTH_105847
KEY:MYCTH_105869	MYCTH_105869
KEY:MYCTH_105966	MYCTH_105966
KEY:MYCTH_10609	MYCTH_10609
KEY:MYCTH_106293	MYCTH_106293
KEY:MYCTH_106343	MYCTH_106343
KEY:MYCTH_106346	MYCTH_106346
KEY:MYCTH_106388	MYCTH_106388
KEY:MYCTH_106442	MYCTH_106442
KEY:MYCTH_106463	MYCTH_106463
KEY:MYCTH_106502	MYCTH_106502
KEY:MYCTH_106527	MYCTH_106527
KEY:MYCTH_106599	MYCTH_106599
KEY:MYCTH_106609	MYCTH_106609
KEY:MYCTH_106618	MYCTH_106618
KEY:MYCTH_106768	MYCTH_106768
KEY:MYCTH_106798	MYCTH_106798
KEY:MYCTH_106819	MYCTH_106819
KEY:MYCTH_106827	MYCTH_106827
KEY:MYCTH_106950	MYCTH_106950
KEY:MYCTH_107095	MYCTH_107095
KEY:MYCTH_10713	MYCTH_10713
KEY:MYCTH_107134	MYCTH_107134
KEY:MYCTH_107142	MYCTH_107142
KEY:MYCTH_107168	MYCTH_107168
KEY:MYCTH_107178	MYCTH_107178
KEY:MYCTH_107186	MYCTH_107186
KEY:MYCTH_107255	MYCTH_107255
KEY:MYCTH_107295	MYCTH_107295
KEY:MYCTH_107458	MYCTH_107458
KEY:MYCTH_107520	MYCTH_107520
KEY:MYCTH_107580	MYCTH_107580
KEY:MYCTH_107689	MYCTH_107689
KEY:MYCTH_107723	MYCTH_107723
KEY:MYCTH_107763	MYCTH_107763
KEY:MYCTH_107796	MYCTH_107796
KEY:MYCTH_107866	MYCTH_107866
KEY:MYCTH_107891	MYCTH_107891
KEY:MYCTH_107972	MYCTH_107972
KEY:MYCTH_107976	MYCTH_107976
KEY:MYCTH_108044	MYCTH_108044
KEY:MYCTH_108061	MYCTH_108061
KEY:MYCTH_108098	MYCTH_108098
KEY:MYCTH_108115	MYCTH_108115
KEY:MYCTH_108157	MYCTH_108157
KEY:MYCTH_108294	MYCTH_108294
KEY:MYCTH_108304	MYCTH_108304
KEY:MYCTH_108314	MYCTH_108314
KEY:MYCTH_108317	MYCTH_108317
KEY:MYCTH_108391	MYCTH_108391
KEY:MYCTH_108407	MYCTH_108407
KEY:MYCTH_108416	MYCTH_108416
KEY:MYCTH_108475	MYCTH_108475
KEY:MYCTH_108493	MYCTH_108493
KEY:MYCTH_108501	MYCTH_108501
KEY:MYCTH_108504	MYCTH_108504
KEY:MYCTH_108565	MYCTH_108565
KEY:MYCTH_108615	MYCTH_108615
KEY:MYCTH_108627	MYCTH_108627
KEY:MYCTH_108765	MYCTH_108765
KEY:MYCTH_108781	MYCTH_108781
KEY:MYCTH_108836	MYCTH_108836
KEY:MYCTH_108890	MYCTH_108890
KEY:MYCTH_108924	MYCTH_108924
KEY:MYCTH_109046	MYCTH_109046
KEY:MYCTH_109078	MYCTH_109078
KEY:MYCTH_109194	MYCTH_109194
KEY:MYCTH_109232	MYCTH_109232
KEY:MYCTH_109373	MYCTH_109373
KEY:MYCTH_109377	MYCTH_109377
KEY:MYCTH_109444	MYCTH_109444
KEY:MYCTH_109499	MYCTH_109499
KEY:MYCTH_109510	MYCTH_109510
KEY:MYCTH_109530	MYCTH_109530
KEY:MYCTH_109533	MYCTH_109533
KEY:MYCTH_109542	MYCTH_109542
KEY:MYCTH_109566	MYCTH_109566
KEY:MYCTH_109620	MYCTH_109620
KEY:MYCTH_109638	MYCTH_109638
KEY:MYCTH_109756	MYCTH_109756
KEY:MYCTH_109790	MYCTH_109790
KEY:MYCTH_109795	MYCTH_109795
KEY:MYCTH_109817	MYCTH_109817
KEY:MYCTH_109821	MYCTH_109821
KEY:MYCTH_109870	MYCTH_109870
KEY:MYCTH_109876	MYCTH_109876
KEY:MYCTH_109897	MYCTH_109897
KEY:MYCTH_109914	MYCTH_109914
KEY:MYCTH_10995	MYCTH_10995
KEY:MYCTH_109978	MYCTH_109978
KEY:MYCTH_110022	MYCTH_110022
KEY:MYCTH_110028	MYCTH_110028
KEY:MYCTH_110038	MYCTH_110038
KEY:MYCTH_110042	MYCTH_110042
KEY:MYCTH_110061	MYCTH_110061
KEY:MYCTH_110187	MYCTH_110187
KEY:MYCTH_110298	MYCTH_110298
KEY:MYCTH_110317	MYCTH_110317
KEY:MYCTH_110470	MYCTH_110470
KEY:MYCTH_110475	MYCTH_110475
KEY:MYCTH_110510	MYCTH_110510
KEY:MYCTH_110532	MYCTH_110532
KEY:MYCTH_110536	MYCTH_110536
KEY:MYCTH_110640	MYCTH_110640
KEY:MYCTH_110651	MYCTH_110651
KEY:MYCTH_110670	MYCTH_110670
KEY:MYCTH_110674	MYCTH_110674
KEY:MYCTH_110717	MYCTH_110717
KEY:MYCTH_110792	MYCTH_110792
KEY:MYCTH_110806	MYCTH_110806
KEY:MYCTH_110817	MYCTH_110817
KEY:MYCTH_110821	MYCTH_110821
KEY:MYCTH_110871	MYCTH_110871
KEY:MYCTH_110897	MYCTH_110897
KEY:MYCTH_110931	MYCTH_110931
KEY:MYCTH_110951	MYCTH_110951
KEY:MYCTH_110956	MYCTH_110956
KEY:MYCTH_111030	MYCTH_111030
KEY:MYCTH_111035	MYCTH_111035
KEY:MYCTH_111036	MYCTH_111036
KEY:MYCTH_111073	MYCTH_111073
KEY:MYCTH_111088	MYCTH_111088
KEY:MYCTH_111107	MYCTH_111107
KEY:MYCTH_111172	MYCTH_111172
KEY:MYCTH_111173	MYCTH_111173
KEY:MYCTH_111214	MYCTH_111214
KEY:MYCTH_111314	MYCTH_111314
KEY:MYCTH_111331	MYCTH_111331
KEY:MYCTH_111372	MYCTH_111372
KEY:MYCTH_111377	MYCTH_111377
KEY:MYCTH_111388	MYCTH_111388
KEY:MYCTH_111405	MYCTH_111405
KEY:MYCTH_111425	MYCTH_111425
KEY:MYCTH_111604	MYCTH_111604
KEY:MYCTH_111645	MYCTH_111645
KEY:MYCTH_111741	MYCTH_111741
KEY:MYCTH_111770	MYCTH_111770
KEY:MYCTH_111814	MYCTH_111814
KEY:MYCTH_111845	MYCTH_111845
KEY:MYCTH_111934	MYCTH_111934
KEY:MYCTH_111987	MYCTH_111987
KEY:MYCTH_112014	MYCTH_112014
KEY:MYCTH_112025	MYCTH_112025
KEY:MYCTH_112050	MYCTH_112050
KEY:MYCTH_112051	MYCTH_112051
KEY:MYCTH_112080	MYCTH_112080
KEY:MYCTH_112086	MYCTH_112086
KEY:MYCTH_112089	MYCTH_112089
KEY:MYCTH_112121	MYCTH_112121
KEY:MYCTH_112136	MYCTH_112136
KEY:MYCTH_112137	MYCTH_112137
KEY:MYCTH_112159	MYCTH_112159
KEY:MYCTH_112204	MYCTH_112204
KEY:MYCTH_112227	MYCTH_112227
KEY:MYCTH_112306	MYCTH_112306
KEY:MYCTH_112322	MYCTH_112322
KEY:MYCTH_112329	MYCTH_112329
KEY:MYCTH_112362	MYCTH_112362
KEY:MYCTH_112363	MYCTH_112363
KEY:MYCTH_112399	MYCTH_112399
KEY:MYCTH_112411	MYCTH_112411
KEY:MYCTH_112442	MYCTH_112442
KEY:MYCTH_112471	MYCTH_112471
KEY:MYCTH_112491	MYCTH_112491
KEY:MYCTH_112498	MYCTH_112498
KEY:MYCTH_112612	MYCTH_112612
KEY:MYCTH_112686	MYCTH_112686
KEY:MYCTH_112699	MYCTH_112699
KEY:MYCTH_112700	MYCTH_112700
KEY:MYCTH_112714	MYCTH_112714
KEY:MYCTH_112716	MYCTH_112716
KEY:MYCTH_112802	MYCTH_112802
KEY:MYCTH_112805	MYCTH_112805
KEY:MYCTH_112815	MYCTH_112815
KEY:MYCTH_112824	MYCTH_112824
KEY:MYCTH_112826	MYCTH_112826
KEY:MYCTH_112850	MYCTH_112850
KEY:MYCTH_112889	MYCTH_112889
KEY:MYCTH_112905	MYCTH_112905
KEY:MYCTH_112916	MYCTH_112916
KEY:MYCTH_112924	MYCTH_112924
KEY:MYCTH_112996	MYCTH_112996
KEY:MYCTH_113066	MYCTH_113066
KEY:MYCTH_113138	MYCTH_113138
KEY:MYCTH_113236	MYCTH_113236
KEY:MYCTH_113239	MYCTH_113239
KEY:MYCTH_113387	MYCTH_113387
KEY:MYCTH_113450	MYCTH_113450
KEY:MYCTH_113457	MYCTH_113457
KEY:MYCTH_113577	MYCTH_113577
KEY:MYCTH_113600	MYCTH_113600
KEY:MYCTH_113715	MYCTH_113715
KEY:MYCTH_113886	MYCTH_113886
KEY:MYCTH_113912	MYCTH_113912
KEY:MYCTH_113985	MYCTH_113985
KEY:MYCTH_114008	MYCTH_114008
KEY:MYCTH_114083	MYCTH_114083
KEY:MYCTH_114107	MYCTH_114107
KEY:MYCTH_114166	MYCTH_114166
KEY:MYCTH_114237	MYCTH_114237
KEY:MYCTH_114376	MYCTH_114376
KEY:MYCTH_114482	MYCTH_114482
KEY:MYCTH_114497	MYCTH_114497
KEY:MYCTH_114666	MYCTH_114666
KEY:MYCTH_114667	MYCTH_114667
KEY:MYCTH_114678	MYCTH_114678
KEY:MYCTH_114691	MYCTH_114691
KEY:MYCTH_114710	MYCTH_114710
KEY:MYCTH_114734	MYCTH_114734
KEY:MYCTH_114738	MYCTH_114738
KEY:MYCTH_114796	MYCTH_114796
KEY:MYCTH_114955	MYCTH_114955
KEY:MYCTH_115028	MYCTH_115028
KEY:MYCTH_115052	MYCTH_115052
KEY:MYCTH_115096	MYCTH_115096
KEY:MYCTH_115110	MYCTH_115110
KEY:MYCTH_115198	MYCTH_115198
KEY:MYCTH_115501	MYCTH_115501
KEY:MYCTH_115624	MYCTH_115624
KEY:MYCTH_115754	MYCTH_115754
KEY:MYCTH_115802	MYCTH_115802
KEY:MYCTH_115858	MYCTH_115858
KEY:MYCTH_115886	MYCTH_115886
KEY:MYCTH_115909	MYCTH_115909
KEY:MYCTH_115935	MYCTH_115935
KEY:MYCTH_115944	MYCTH_115944
KEY:MYCTH_115957	MYCTH_115957
KEY:MYCTH_115968	MYCTH_115968
KEY:MYCTH_115983	MYCTH_115983
KEY:MYCTH_116006	MYCTH_116006
KEY:MYCTH_116020	MYCTH_116020
KEY:MYCTH_116157	MYCTH_116157
KEY:MYCTH_116175	MYCTH_116175
KEY:MYCTH_116237	MYCTH_116237
KEY:MYCTH_116261	MYCTH_116261
KEY:MYCTH_116322	MYCTH_116322
KEY:MYCTH_116348	MYCTH_116348
KEY:MYCTH_116363	MYCTH_116363
KEY:MYCTH_116384	MYCTH_116384
KEY:MYCTH_116510	MYCTH_116510
KEY:MYCTH_116553	MYCTH_116553
KEY:MYCTH_11658	MYCTH_11658
KEY:MYCTH_116603	MYCTH_116603
KEY:MYCTH_116629	MYCTH_116629
KEY:MYCTH_116679	MYCTH_116679
KEY:MYCTH_116881	MYCTH_116881
KEY:MYCTH_116885	MYCTH_116885
KEY:MYCTH_116956	MYCTH_116956
KEY:MYCTH_117063	MYCTH_117063
KEY:MYCTH_117073	MYCTH_117073
KEY:MYCTH_117145	MYCTH_117145
KEY:MYCTH_117146	MYCTH_117146
KEY:MYCTH_117150	MYCTH_117150
KEY:MYCTH_117206	MYCTH_117206
KEY:MYCTH_117209	MYCTH_117209
KEY:MYCTH_117245	MYCTH_117245
KEY:MYCTH_117406	MYCTH_117406
KEY:MYCTH_117428	MYCTH_117428
KEY:MYCTH_117436	MYCTH_117436
KEY:MYCTH_117478	MYCTH_117478
KEY:MYCTH_117495	MYCTH_117495
KEY:MYCTH_117620	MYCTH_117620
KEY:MYCTH_117625	MYCTH_117625
KEY:MYCTH_117681	MYCTH_117681
KEY:MYCTH_11798	MYCTH_11798
KEY:MYCTH_12171	MYCTH_12171
KEY:MYCTH_122893	MYCTH_122893
KEY:MYCTH_122939	MYCTH_122939
KEY:MYCTH_12812	MYCTH_12812
KEY:MYCTH_13170	MYCTH_13170
KEY:MYCTH_140260	MYCTH_140260
KEY:MYCTH_140261	MYCTH_140261
KEY:MYCTH_14609	MYCTH_14609
KEY:MYCTH_15682	MYCTH_15682
KEY:MYCTH_15789	MYCTH_15789
KEY:MYCTH_16152	MYCTH_16152
KEY:MYCTH_16224	MYCTH_16224
KEY:MYCTH_16301	MYCTH_16301
KEY:MYCTH_16353	MYCTH_16353
KEY:MYCTH_17263	MYCTH_17263
KEY:MYCTH_17562	MYCTH_17562
KEY:MYCTH_17585	MYCTH_17585
KEY:MYCTH_17759	MYCTH_17759
KEY:MYCTH_18938	MYCTH_18938
KEY:MYCTH_19035	MYCTH_19035
KEY:MYCTH_2018629	MYCTH_2018629
KEY:MYCTH_2018746	MYCTH_2018746
KEY:MYCTH_2019108	MYCTH_2019108
KEY:MYCTH_2019141	MYCTH_2019141
KEY:MYCTH_2019371	MYCTH_2019371
KEY:MYCTH_2019378	MYCTH_2019378
KEY:MYCTH_2019397	MYCTH_2019397
KEY:MYCTH_2019739	MYCTH_2019739
KEY:MYCTH_2019888	MYCTH_2019888
KEY:MYCTH_2020046	MYCTH_2020046
KEY:MYCTH_2020422	MYCTH_2020422
KEY:MYCTH_2020707	MYCTH_2020707
KEY:MYCTH_2020741	MYCTH_2020741
KEY:MYCTH_2022110	MYCTH_2022110
KEY:MYCTH_2022424	MYCTH_2022424
KEY:MYCTH_2022670	MYCTH_2022670
KEY:MYCTH_2023079	MYCTH_2023079
KEY:MYCTH_2023245	MYCTH_2023245
KEY:MYCTH_2023927	MYCTH_2023927
KEY:MYCTH_2023929	MYCTH_2023929
KEY:MYCTH_2024024	MYCTH_2024024
KEY:MYCTH_2024695	MYCTH_2024695
KEY:MYCTH_2025277	MYCTH_2025277
KEY:MYCTH_2025626	MYCTH_2025626
KEY:MYCTH_2025813	MYCTH_2025813
KEY:MYCTH_2025957	MYCTH_2025957
KEY:MYCTH_2026083	MYCTH_2026083
KEY:MYCTH_2026137	MYCTH_2026137
KEY:MYCTH_2026172	MYCTH_2026172
KEY:MYCTH_2027194	MYCTH_2027194
KEY:MYCTH_2028011	MYCTH_2028011
KEY:MYCTH_2028710	MYCTH_2028710
KEY:MYCTH_2028839	MYCTH_2028839
KEY:MYCTH_2029285	MYCTH_2029285
KEY:MYCTH_2029356	MYCTH_2029356
KEY:MYCTH_2029593	MYCTH_2029593
KEY:MYCTH_2029812	MYCTH_2029812
KEY:MYCTH_2029952	MYCTH_2029952
KEY:MYCTH_2030078	MYCTH_2030078
KEY:MYCTH_2030361	MYCTH_2030361
KEY:MYCTH_2030430	MYCTH_2030430
KEY:MYCTH_2030495	MYCTH_2030495
KEY:MYCTH_2030723	MYCTH_2030723
KEY:MYCTH_2030873	MYCTH_2030873
KEY:MYCTH_2031061	MYCTH_2031061
KEY:MYCTH_2031268	MYCTH_2031268
KEY:MYCTH_2031276	MYCTH_2031276
KEY:MYCTH_2031317	MYCTH_2031317
KEY:MYCTH_2031554	MYCTH_2031554
KEY:MYCTH_2031594	MYCTH_2031594
KEY:MYCTH_2031920	MYCTH_2031920
KEY:MYCTH_2031956	MYCTH_2031956
KEY:MYCTH_2032045	MYCTH_2032045
KEY:MYCTH_2032127	MYCTH_2032127
KEY:MYCTH_2032303	MYCTH_2032303
KEY:MYCTH_2032845	MYCTH_2032845
KEY:MYCTH_2032939	MYCTH_2032939
KEY:MYCTH_2033463	MYCTH_2033463
KEY:MYCTH_2033959	MYCTH_2033959
KEY:MYCTH_2033977	MYCTH_2033977
KEY:MYCTH_2033980	MYCTH_2033980
KEY:MYCTH_2034916	MYCTH_2034916
KEY:MYCTH_2034929	MYCTH_2034929
KEY:MYCTH_2034994	MYCTH_2034994
KEY:MYCTH_2035048	MYCTH_2035048
KEY:MYCTH_2035386	MYCTH_2035386
KEY:MYCTH_2035523	MYCTH_2035523
KEY:MYCTH_2035701	MYCTH_2035701
KEY:MYCTH_2035750	MYCTH_2035750
KEY:MYCTH_2035984	MYCTH_2035984
KEY:MYCTH_2036106	MYCTH_2036106
KEY:MYCTH_2036258	MYCTH_2036258
KEY:MYCTH_20364	MYCTH_20364
KEY:MYCTH_2036724	MYCTH_2036724
KEY:MYCTH_2037019	MYCTH_2037019
KEY:MYCTH_2037035	MYCTH_2037035
KEY:MYCTH_2037146	MYCTH_2037146
KEY:MYCTH_2037236	MYCTH_2037236
KEY:MYCTH_2037479	MYCTH_2037479
KEY:MYCTH_2037651	MYCTH_2037651
KEY:MYCTH_2037656	MYCTH_2037656
KEY:MYCTH_2038181	MYCTH_2038181
KEY:MYCTH_2038387	MYCTH_2038387
KEY:MYCTH_2038764	MYCTH_2038764
KEY:MYCTH_2039088	MYCTH_2039088
KEY:MYCTH_2039751	MYCTH_2039751
KEY:MYCTH_2039818	MYCTH_2039818
KEY:MYCTH_2039926	MYCTH_2039926
KEY:MYCTH_2039938	MYCTH_2039938
KEY:MYCTH_2040280	MYCTH_2040280
KEY:MYCTH_2040301	MYCTH_2040301
KEY:MYCTH_2040748	MYCTH_2040748
KEY:MYCTH_2040766	MYCTH_2040766
KEY:MYCTH_2041072	MYCTH_2041072
KEY:MYCTH_2041611	MYCTH_2041611
KEY:MYCTH_2042312	MYCTH_2042312
KEY:MYCTH_2042719	MYCTH_2042719
KEY:MYCTH_2042961	MYCTH_2042961
KEY:MYCTH_2043664	MYCTH_2043664
KEY:MYCTH_2043746	MYCTH_2043746
KEY:MYCTH_2044135	MYCTH_2044135
KEY:MYCTH_2045079	MYCTH_2045079
KEY:MYCTH_2045175	MYCTH_2045175
KEY:MYCTH_2045420	MYCTH_2045420
KEY:MYCTH_2045737	MYCTH_2045737
KEY:MYCTH_2046198	MYCTH_2046198
KEY:MYCTH_2046242	MYCTH_2046242
KEY:MYCTH_2046354	MYCTH_2046354
KEY:MYCTH_2046431	MYCTH_2046431
KEY:MYCTH_2047322	MYCTH_2047322
KEY:MYCTH_2047945	MYCTH_2047945
KEY:MYCTH_2048131	MYCTH_2048131
KEY:MYCTH_2048823	MYCTH_2048823
KEY:MYCTH_2048966	MYCTH_2048966
KEY:MYCTH_2049011	MYCTH_2049011
KEY:MYCTH_2049292	MYCTH_2049292
KEY:MYCTH_2049301	MYCTH_2049301
KEY:MYCTH_2049318	MYCTH_2049318
KEY:MYCTH_2049466	MYCTH_2049466
KEY:MYCTH_2049580	MYCTH_2049580
KEY:MYCTH_2049605	MYCTH_2049605
KEY:MYCTH_2049620	MYCTH_2049620
KEY:MYCTH_2049706	MYCTH_2049706
KEY:MYCTH_2049780	MYCTH_2049780
KEY:MYCTH_2049865	MYCTH_2049865
KEY:MYCTH_2049886	MYCTH_2049886
KEY:MYCTH_2049934	MYCTH_2049934
KEY:MYCTH_2049971	MYCTH_2049971
KEY:MYCTH_2050031	MYCTH_2050031
KEY:MYCTH_2050101	MYCTH_2050101
KEY:MYCTH_2050200	MYCTH_2050200
KEY:MYCTH_2050220	MYCTH_2050220
KEY:MYCTH_2050269	MYCTH_2050269
KEY:MYCTH_2050335	MYCTH_2050335
KEY:MYCTH_2050348	MYCTH_2050348
KEY:MYCTH_2050447	MYCTH_2050447
KEY:MYCTH_2050467	MYCTH_2050467
KEY:MYCTH_2050486	MYCTH_2050486
KEY:MYCTH_2050514	MYCTH_2050514
KEY:MYCTH_2050561	MYCTH_2050561
KEY:MYCTH_2050660	MYCTH_2050660
KEY:MYCTH_2050741	MYCTH_2050741
KEY:MYCTH_2050866	MYCTH_2050866
KEY:MYCTH_2050929	MYCTH_2050929
KEY:MYCTH_2050951	MYCTH_2050951
KEY:MYCTH_2050974	MYCTH_2050974
KEY:MYCTH_2050996	MYCTH_2050996
KEY:MYCTH_2051009	MYCTH_2051009
KEY:MYCTH_2051026	MYCTH_2051026
KEY:MYCTH_2051156	MYCTH_2051156
KEY:MYCTH_2051168	MYCTH_2051168
KEY:MYCTH_2051209	MYCTH_2051209
KEY:MYCTH_2051335	MYCTH_2051335
KEY:MYCTH_2051357	MYCTH_2051357
KEY:MYCTH_2051392	MYCTH_2051392
KEY:MYCTH_2051419	MYCTH_2051419
KEY:MYCTH_2051606	MYCTH_2051606
KEY:MYCTH_2051636	MYCTH_2051636
KEY:MYCTH_2051640	MYCTH_2051640
KEY:MYCTH_2051705	MYCTH_2051705
KEY:MYCTH_2051745	MYCTH_2051745
KEY:MYCTH_2051835	MYCTH_2051835
KEY:MYCTH_2051955	MYCTH_2051955
KEY:MYCTH_2051994	MYCTH_2051994
KEY:MYCTH_2052150	MYCTH_2052150
KEY:MYCTH_2052169	MYCTH_2052169
KEY:MYCTH_2052313	MYCTH_2052313
KEY:MYCTH_2052357	MYCTH_2052357
KEY:MYCTH_2052384	MYCTH_2052384
KEY:MYCTH_2052439	MYCTH_2052439
KEY:MYCTH_2052509	MYCTH_2052509
KEY:MYCTH_2052590	MYCTH_2052590
KEY:MYCTH_2052653	MYCTH_2052653
KEY:MYCTH_2052657	MYCTH_2052657
KEY:MYCTH_2052693	MYCTH_2052693
KEY:MYCTH_2052727	MYCTH_2052727
KEY:MYCTH_2052748	MYCTH_2052748
KEY:MYCTH_2052762	MYCTH_2052762
KEY:MYCTH_2052991	MYCTH_2052991
KEY:MYCTH_2053048	MYCTH_2053048
KEY:MYCTH_2053143	MYCTH_2053143
KEY:MYCTH_2053156	MYCTH_2053156
KEY:MYCTH_2053230	MYCTH_2053230
KEY:MYCTH_2053430	MYCTH_2053430
KEY:MYCTH_2053489	MYCTH_2053489
KEY:MYCTH_2053528	MYCTH_2053528
KEY:MYCTH_2053555	MYCTH_2053555
KEY:MYCTH_2053582	MYCTH_2053582
KEY:MYCTH_2053587	MYCTH_2053587
KEY:MYCTH_2053677	MYCTH_2053677
KEY:MYCTH_2053975	MYCTH_2053975
