Gene	Pathway
MYCTH_t182	Aminoacyl-trna biosynthesis
MYCTH_t183	Aminoacyl-trna biosynthesis
MYCTH_t184	Aminoacyl-trna biosynthesis
MYCTH_t185	Aminoacyl-trna biosynthesis
MYCTH_t186	Aminoacyl-trna biosynthesis
MYCTH_t187	Aminoacyl-trna biosynthesis
MYCTH_t188	Aminoacyl-trna biosynthesis
MYCTH_t189	Aminoacyl-trna biosynthesis
MYCTH_t19	Aminoacyl-trna biosynthesis
MYCTH_t190	Aminoacyl-trna biosynthesis
MYCTH_t191	Aminoacyl-trna biosynthesis
MYCTH_t192	Aminoacyl-trna biosynthesis
MYCTH_t193	Aminoacyl-trna biosynthesis
MYCTH_t194	Aminoacyl-trna biosynthesis
MYCTH_t2	Aminoacyl-trna biosynthesis
MYCTH_t20	Aminoacyl-trna biosynthesis
MYCTH_t21	Aminoacyl-trna biosynthesis
MYCTH_t22	Aminoacyl-trna biosynthesis
MYCTH_t23	Aminoacyl-trna biosynthesis
MYCTH_t24	Aminoacyl-trna biosynthesis
MYCTH_t25	Aminoacyl-trna biosynthesis
MYCTH_t26	Aminoacyl-trna biosynthesis
MYCTH_t27	Aminoacyl-trna biosynthesis
MYCTH_t28	Aminoacyl-trna biosynthesis
MYCTH_t29	Aminoacyl-trna biosynthesis
MYCTH_t3	Aminoacyl-trna biosynthesis
MYCTH_t30	Aminoacyl-trna biosynthesis
MYCTH_t31	Aminoacyl-trna biosynthesis
MYCTH_t32	Aminoacyl-trna biosynthesis
MYCTH_t33	Aminoacyl-trna biosynthesis
MYCTH_t34	Aminoacyl-trna biosynthesis
MYCTH_t35	Aminoacyl-trna biosynthesis
MYCTH_t36	Aminoacyl-trna biosynthesis
MYCTH_t37	Aminoacyl-trna biosynthesis
MYCTH_t38	Aminoacyl-trna biosynthesis
MYCTH_t39	Aminoacyl-trna biosynthesis
MYCTH_t4	Aminoacyl-trna biosynthesis
MYCTH_t40	Aminoacyl-trna biosynthesis
MYCTH_t41	Aminoacyl-trna biosynthesis
MYCTH_t42	Aminoacyl-trna biosynthesis
MYCTH_t43	Aminoacyl-trna biosynthesis
MYCTH_t44	Aminoacyl-trna biosynthesis
MYCTH_t45	Aminoacyl-trna biosynthesis
MYCTH_t46	Aminoacyl-trna biosynthesis
MYCTH_t47	Aminoacyl-trna biosynthesis
MYCTH_t48	Aminoacyl-trna biosynthesis
MYCTH_t49	Aminoacyl-trna biosynthesis
MYCTH_t5	Aminoacyl-trna biosynthesis
MYCTH_t50	Aminoacyl-trna biosynthesis
MYCTH_t51	Aminoacyl-trna biosynthesis
MYCTH_t52	Aminoacyl-trna biosynthesis
MYCTH_t53	Aminoacyl-trna biosynthesis
MYCTH_t54	Aminoacyl-trna biosynthesis
MYCTH_t55	Aminoacyl-trna biosynthesis
MYCTH_t56	Aminoacyl-trna biosynthesis
MYCTH_t57	Aminoacyl-trna biosynthesis
MYCTH_t58	Aminoacyl-trna biosynthesis
MYCTH_t59	Aminoacyl-trna biosynthesis
MYCTH_t6	Aminoacyl-trna biosynthesis
MYCTH_t60	Aminoacyl-trna biosynthesis
MYCTH_t61	Aminoacyl-trna biosynthesis
MYCTH_t62	Aminoacyl-trna biosynthesis
MYCTH_t63	Aminoacyl-trna biosynthesis
MYCTH_t64	Aminoacyl-trna biosynthesis
MYCTH_t65	Aminoacyl-trna biosynthesis
MYCTH_t66	Aminoacyl-trna biosynthesis
MYCTH_t67	Aminoacyl-trna biosynthesis
MYCTH_t68	Aminoacyl-trna biosynthesis
MYCTH_t69	Aminoacyl-trna biosynthesis
MYCTH_t7	Aminoacyl-trna biosynthesis
MYCTH_t70	Aminoacyl-trna biosynthesis
MYCTH_t71	Aminoacyl-trna biosynthesis
MYCTH_t72	Aminoacyl-trna biosynthesis
MYCTH_t73	Aminoacyl-trna biosynthesis
MYCTH_t74	Aminoacyl-trna biosynthesis
MYCTH_t75	Aminoacyl-trna biosynthesis
MYCTH_t76	Aminoacyl-trna biosynthesis
MYCTH_t77	Aminoacyl-trna biosynthesis
MYCTH_t78	Aminoacyl-trna biosynthesis
MYCTH_t79	Aminoacyl-trna biosynthesis
MYCTH_t8	Aminoacyl-trna biosynthesis
MYCTH_t80	Aminoacyl-trna biosynthesis
MYCTH_t81	Aminoacyl-trna biosynthesis
MYCTH_t82	Aminoacyl-trna biosynthesis
MYCTH_t83	Aminoacyl-trna biosynthesis
MYCTH_t84	Aminoacyl-trna biosynthesis
MYCTH_t85	Aminoacyl-trna biosynthesis
MYCTH_t86	Aminoacyl-trna biosynthesis
MYCTH_t87	Aminoacyl-trna biosynthesis
MYCTH_t88	Aminoacyl-trna biosynthesis
MYCTH_t89	Aminoacyl-trna biosynthesis
MYCTH_t9	Aminoacyl-trna biosynthesis
MYCTH_t90	Aminoacyl-trna biosynthesis
MYCTH_t91	Aminoacyl-trna biosynthesis
MYCTH_t92	Aminoacyl-trna biosynthesis
MYCTH_t93	Aminoacyl-trna biosynthesis
MYCTH_t94	Aminoacyl-trna biosynthesis
MYCTH_t95	Aminoacyl-trna biosynthesis
MYCTH_t96	Aminoacyl-trna biosynthesis
MYCTH_t97	Aminoacyl-trna biosynthesis
MYCTH_t98	Aminoacyl-trna biosynthesis
MYCTH_t99	Aminoacyl-trna biosynthesis
MYCTH_102290	Fructose and mannose metabolism
MYCTH_103080	Fructose and mannose metabolism
MYCTH_2116851	Fructose and mannose metabolism
MYCTH_2294943	Fructose and mannose metabolism
MYCTH_2295756	Fructose and mannose metabolism
MYCTH_2297296	Fructose and mannose metabolism
MYCTH_2297364	Fructose and mannose metabolism
MYCTH_2297503	Fructose and mannose metabolism
MYCTH_2298452	Fructose and mannose metabolism
MYCTH_2300033	Fructose and mannose metabolism
MYCTH_2300308	Fructose and mannose metabolism
MYCTH_2301421	Fructose and mannose metabolism
MYCTH_2302150	Fructose and mannose metabolism
MYCTH_2302225	Fructose and mannose metabolism
MYCTH_2303016	Fructose and mannose metabolism
MYCTH_2303166	Fructose and mannose metabolism
MYCTH_2304931	Fructose and mannose metabolism
MYCTH_2306158	Fructose and mannose metabolism
MYCTH_2306594	Fructose and mannose metabolism
MYCTH_2306777	Fructose and mannose metabolism
MYCTH_2306943	Fructose and mannose metabolism
MYCTH_2308120	Fructose and mannose metabolism
MYCTH_2309919	Fructose and mannose metabolism
MYCTH_2310298	Fructose and mannose metabolism
MYCTH_2310900	Fructose and mannose metabolism
MYCTH_2312639	Fructose and mannose metabolism
MYCTH_40719	Fructose and mannose metabolism
MYCTH_62052	Fructose and mannose metabolism
MYCTH_71484	Fructose and mannose metabolism
MYCTH_74462	Fructose and mannose metabolism
MYCTH_81869	Fructose and mannose metabolism
MYCTH_84297	Fructose and mannose metabolism
MYCTH_89872	Fructose and mannose metabolism
MYCTH_99077	Fructose and mannose metabolism
MYCTH_102322	Pentose and glucuronate interconversions
MYCTH_112014	Pentose and glucuronate interconversions
MYCTH_2057906	Pentose and glucuronate interconversions
MYCTH_2064932	Pentose and glucuronate interconversions
MYCTH_2110542	Pentose and glucuronate interconversions
MYCTH_2293953	Pentose and glucuronate interconversions
MYCTH_2294959	Pentose and glucuronate interconversions
MYCTH_2296974	Pentose and glucuronate interconversions
MYCTH_2309919	Pentose and glucuronate interconversions
MYCTH_2310900	Pentose and glucuronate interconversions
MYCTH_2310901	Pentose and glucuronate interconversions
MYCTH_39035	Pentose and glucuronate interconversions
MYCTH_40891	Pentose and glucuronate interconversions
MYCTH_43671	Pentose and glucuronate interconversions
MYCTH_52463	Pentose and glucuronate interconversions
MYCTH_55717	Pentose and glucuronate interconversions
MYCTH_62052	Pentose and glucuronate interconversions
MYCTH_67060	Pentose and glucuronate interconversions
MYCTH_71204	Pentose and glucuronate interconversions
MYCTH_79295	Pentose and glucuronate interconversions
MYCTH_82505	Pentose and glucuronate interconversions
MYCTH_84302	Pentose and glucuronate interconversions
MYCTH_87557	Pentose and glucuronate interconversions
MYCTH_90594	Pentose and glucuronate interconversions
MYCTH_97932	Pentose and glucuronate interconversions
MYCTH_102522	Starch and sucrose metabolism
MYCTH_109566	Starch and sucrose metabolism
MYCTH_111372	Starch and sucrose metabolism
MYCTH_115968	Starch and sucrose metabolism
MYCTH_116157	Starch and sucrose metabolism
MYCTH_140260	Starch and sucrose metabolism
MYCTH_2059579	Starch and sucrose metabolism
MYCTH_2082262	Starch and sucrose metabolism
MYCTH_2087807	Starch and sucrose metabolism
MYCTH_2124399	Starch and sucrose metabolism
MYCTH_2294959	Starch and sucrose metabolism
MYCTH_2295490	Starch and sucrose metabolism
MYCTH_2295601	Starch and sucrose metabolism
MYCTH_2295756	Starch and sucrose metabolism
MYCTH_2296536	Starch and sucrose metabolism
MYCTH_2297296	Starch and sucrose metabolism
MYCTH_2297364	Starch and sucrose metabolism
MYCTH_2298386	Starch and sucrose metabolism
MYCTH_2299780	Starch and sucrose metabolism
MYCTH_2300079	Starch and sucrose metabolism
MYCTH_2301308	Starch and sucrose metabolism
MYCTH_2301334	Starch and sucrose metabolism
MYCTH_2302509	Starch and sucrose metabolism
MYCTH_2302517	Starch and sucrose metabolism
MYCTH_2303045	Starch and sucrose metabolism
MYCTH_2303065	Starch and sucrose metabolism
MYCTH_2303089	Starch and sucrose metabolism
MYCTH_2305407	Starch and sucrose metabolism
MYCTH_2305783	Starch and sucrose metabolism
MYCTH_2306777	Starch and sucrose metabolism
MYCTH_2309547	Starch and sucrose metabolism
MYCTH_2309843	Starch and sucrose metabolism
MYCTH_2312374	Starch and sucrose metabolism
MYCTH_2315007	Starch and sucrose metabolism
MYCTH_38200	Starch and sucrose metabolism
MYCTH_42937	Starch and sucrose metabolism
MYCTH_43356	Starch and sucrose metabolism
MYCTH_51545	Starch and sucrose metabolism
MYCTH_52068	Starch and sucrose metabolism
MYCTH_58882	Starch and sucrose metabolism
MYCTH_62925	Starch and sucrose metabolism
MYCTH_66729	Starch and sucrose metabolism
MYCTH_66804	Starch and sucrose metabolism
MYCTH_69975	Starch and sucrose metabolism
MYCTH_72393	Starch and sucrose metabolism
MYCTH_75490	Starch and sucrose metabolism
MYCTH_77082	Starch and sucrose metabolism
MYCTH_80304	Starch and sucrose metabolism
MYCTH_82558	Starch and sucrose metabolism
MYCTH_86753	Starch and sucrose metabolism
MYCTH_94336	Starch and sucrose metabolism
MYCTH_97137	Starch and sucrose metabolism
MYCTH_98521	Starch and sucrose metabolism
MYCTH_103330	Arginine biosynthesis
MYCTH_2090554	Arginine biosynthesis
MYCTH_2296179	Arginine biosynthesis
MYCTH_2297430	Arginine biosynthesis
MYCTH_2298982	Arginine biosynthesis
MYCTH_2300695	Arginine biosynthesis
MYCTH_2304566	Arginine biosynthesis
MYCTH_2306437	Arginine biosynthesis
MYCTH_2307770	Arginine biosynthesis
MYCTH_2309375	Arginine biosynthesis
MYCTH_2311065	Arginine biosynthesis
MYCTH_2312501	Arginine biosynthesis
MYCTH_2312789	Arginine biosynthesis
MYCTH_2312849	Arginine biosynthesis
MYCTH_2313219	Arginine biosynthesis
MYCTH_2314321	Arginine biosynthesis
MYCTH_2316346	Arginine biosynthesis
MYCTH_63965	Arginine biosynthesis
MYCTH_103330	Biosynthesis of secondary metabolites
MYCTH_103702	Biosynthesis of secondary metabolites
MYCTH_104076	Biosynthesis of secondary metabolites
MYCTH_105063	Biosynthesis of secondary metabolites
MYCTH_105847	Biosynthesis of secondary metabolites
MYCTH_108115	Biosynthesis of secondary metabolites
MYCTH_109533	Biosynthesis of secondary metabolites
MYCTH_109638	Biosynthesis of secondary metabolites
MYCTH_109978	Biosynthesis of secondary metabolites
MYCTH_110187	Biosynthesis of secondary metabolites
MYCTH_110317	Biosynthesis of secondary metabolites
MYCTH_110670	Biosynthesis of secondary metabolites
MYCTH_110871	Biosynthesis of secondary metabolites
MYCTH_111214	Biosynthesis of secondary metabolites
MYCTH_111331	Biosynthesis of secondary metabolites
MYCTH_111934	Biosynthesis of secondary metabolites
MYCTH_112014	Biosynthesis of secondary metabolites
MYCTH_112121	Biosynthesis of secondary metabolites
MYCTH_112159	Biosynthesis of secondary metabolites
MYCTH_112306	Biosynthesis of secondary metabolites
MYCTH_112329	Biosynthesis of secondary metabolites
MYCTH_112612	Biosynthesis of secondary metabolites
MYCTH_112996	Biosynthesis of secondary metabolites
MYCTH_114008	Biosynthesis of secondary metabolites
MYCTH_115096	Biosynthesis of secondary metabolites
MYCTH_115968	Biosynthesis of secondary metabolites
MYCTH_122939	Biosynthesis of secondary metabolites
MYCTH_2029356	Biosynthesis of secondary metabolites
MYCTH_2029952	Biosynthesis of secondary metabolites
MYCTH_2050348	Biosynthesis of secondary metabolites
MYCTH_2054249	Biosynthesis of secondary metabolites
MYCTH_2057861	Biosynthesis of secondary metabolites
MYCTH_2058064	Biosynthesis of secondary metabolites
MYCTH_2059579	Biosynthesis of secondary metabolites
MYCTH_2063591	Biosynthesis of secondary metabolites
MYCTH_2066697	Biosynthesis of secondary metabolites
MYCTH_2066939	Biosynthesis of secondary metabolites
MYCTH_2067418	Biosynthesis of secondary metabolites
MYCTH_2067613	Biosynthesis of secondary metabolites
MYCTH_2067725	Biosynthesis of secondary metabolites
MYCTH_2069574	Biosynthesis of secondary metabolites
MYCTH_2074905	Biosynthesis of secondary metabolites
MYCTH_2075999	Biosynthesis of secondary metabolites
MYCTH_2076088	Biosynthesis of secondary metabolites
MYCTH_2078128	Biosynthesis of secondary metabolites
MYCTH_2080506	Biosynthesis of secondary metabolites
MYCTH_2080603	Biosynthesis of secondary metabolites
MYCTH_2082262	Biosynthesis of secondary metabolites
MYCTH_2082283	Biosynthesis of secondary metabolites
MYCTH_2082917	Biosynthesis of secondary metabolites
MYCTH_2085059	Biosynthesis of secondary metabolites
MYCTH_2087100	Biosynthesis of secondary metabolites
MYCTH_2087807	Biosynthesis of secondary metabolites
MYCTH_2088454	Biosynthesis of secondary metabolites
MYCTH_2090897	Biosynthesis of secondary metabolites
MYCTH_2094032	Biosynthesis of secondary metabolites
MYCTH_2096092	Biosynthesis of secondary metabolites
MYCTH_2096317	Biosynthesis of secondary metabolites
MYCTH_2097501	Biosynthesis of secondary metabolites
MYCTH_2106437	Biosynthesis of secondary metabolites
MYCTH_2109970	Biosynthesis of secondary metabolites
MYCTH_2117807	Biosynthesis of secondary metabolites
MYCTH_2118284	Biosynthesis of secondary metabolites
MYCTH_2122605	Biosynthesis of secondary metabolites
MYCTH_2123079	Biosynthesis of secondary metabolites
MYCTH_2132657	Biosynthesis of secondary metabolites
MYCTH_2133056	Biosynthesis of secondary metabolites
MYCTH_2134157	Biosynthesis of secondary metabolites
MYCTH_2134429	Biosynthesis of secondary metabolites
MYCTH_2140820	Biosynthesis of secondary metabolites
MYCTH_2141429	Biosynthesis of secondary metabolites
MYCTH_2141686	Biosynthesis of secondary metabolites
MYCTH_2143314	Biosynthesis of secondary metabolites
MYCTH_2145474	Biosynthesis of secondary metabolites
MYCTH_2294003	Biosynthesis of secondary metabolites
MYCTH_2294099	Biosynthesis of secondary metabolites
MYCTH_2294110	Biosynthesis of secondary metabolites
MYCTH_2294375	Biosynthesis of secondary metabolites
MYCTH_2294427	Biosynthesis of secondary metabolites
MYCTH_2294429	Biosynthesis of secondary metabolites
MYCTH_2294679	Biosynthesis of secondary metabolites
MYCTH_2294749	Biosynthesis of secondary metabolites
MYCTH_2294760	Biosynthesis of secondary metabolites
MYCTH_2294943	Biosynthesis of secondary metabolites
MYCTH_2294959	Biosynthesis of secondary metabolites
MYCTH_2294991	Biosynthesis of secondary metabolites
MYCTH_2295190	Biosynthesis of secondary metabolites
MYCTH_2295290	Biosynthesis of secondary metabolites
MYCTH_2295307	Biosynthesis of secondary metabolites
MYCTH_2295392	Biosynthesis of secondary metabolites
MYCTH_2295490	Biosynthesis of secondary metabolites
MYCTH_2295514	Biosynthesis of secondary metabolites
MYCTH_2295601	Biosynthesis of secondary metabolites
MYCTH_2295756	Biosynthesis of secondary metabolites
MYCTH_2295989	Biosynthesis of secondary metabolites
MYCTH_2296056	Biosynthesis of secondary metabolites
MYCTH_2296115	Biosynthesis of secondary metabolites
MYCTH_2296153	Biosynthesis of secondary metabolites
MYCTH_2296156	Biosynthesis of secondary metabolites
MYCTH_2296164	Biosynthesis of secondary metabolites
MYCTH_2296210	Biosynthesis of secondary metabolites
MYCTH_2296247	Biosynthesis of secondary metabolites
MYCTH_2296378	Biosynthesis of secondary metabolites
MYCTH_2296399	Biosynthesis of secondary metabolites
MYCTH_2296536	Biosynthesis of secondary metabolites
MYCTH_2296757	Biosynthesis of secondary metabolites
MYCTH_2296944	Biosynthesis of secondary metabolites
MYCTH_2296974	Biosynthesis of secondary metabolites
MYCTH_2297133	Biosynthesis of secondary metabolites
MYCTH_2297253	Biosynthesis of secondary metabolites
MYCTH_2297263	Biosynthesis of secondary metabolites
MYCTH_2297296	Biosynthesis of secondary metabolites
MYCTH_2297319	Biosynthesis of secondary metabolites
MYCTH_2297364	Biosynthesis of secondary metabolites
MYCTH_2297430	Biosynthesis of secondary metabolites
MYCTH_2297460	Biosynthesis of secondary metabolites
MYCTH_2297503	Biosynthesis of secondary metabolites
MYCTH_2297820	Biosynthesis of secondary metabolites
MYCTH_2298064	Biosynthesis of secondary metabolites
MYCTH_2298071	Biosynthesis of secondary metabolites
MYCTH_2298134	Biosynthesis of secondary metabolites
MYCTH_2298163	Biosynthesis of secondary metabolites
MYCTH_2298190	Biosynthesis of secondary metabolites
MYCTH_2298309	Biosynthesis of secondary metabolites
MYCTH_2298386	Biosynthesis of secondary metabolites
MYCTH_2298452	Biosynthesis of secondary metabolites
MYCTH_2298614	Biosynthesis of secondary metabolites
MYCTH_2298766	Biosynthesis of secondary metabolites
MYCTH_2298881	Biosynthesis of secondary metabolites
MYCTH_2298982	Biosynthesis of secondary metabolites
MYCTH_2298996	Biosynthesis of secondary metabolites
MYCTH_2299007	Biosynthesis of secondary metabolites
MYCTH_2299088	Biosynthesis of secondary metabolites
MYCTH_2299129	Biosynthesis of secondary metabolites
MYCTH_2299349	Biosynthesis of secondary metabolites
MYCTH_2299448	Biosynthesis of secondary metabolites
MYCTH_2299507	Biosynthesis of secondary metabolites
MYCTH_2299569	Biosynthesis of secondary metabolites
MYCTH_2299583	Biosynthesis of secondary metabolites
MYCTH_2299597	Biosynthesis of secondary metabolites
MYCTH_2299676	Biosynthesis of secondary metabolites
MYCTH_2299715	Biosynthesis of secondary metabolites
MYCTH_2299739	Biosynthesis of secondary metabolites
MYCTH_2299913	Biosynthesis of secondary metabolites
MYCTH_2300033	Biosynthesis of secondary metabolites
MYCTH_2300079	Biosynthesis of secondary metabolites
MYCTH_2300227	Biosynthesis of secondary metabolites
MYCTH_2300236	Biosynthesis of secondary metabolites
MYCTH_2300401	Biosynthesis of secondary metabolites
MYCTH_2300482	Biosynthesis of secondary metabolites
MYCTH_2300520	Biosynthesis of secondary metabolites
MYCTH_2300555	Biosynthesis of secondary metabolites
MYCTH_2300643	Biosynthesis of secondary metabolites
MYCTH_2300695	Biosynthesis of secondary metabolites
MYCTH_2300697	Biosynthesis of secondary metabolites
MYCTH_2300745	Biosynthesis of secondary metabolites
MYCTH_2300746	Biosynthesis of secondary metabolites
MYCTH_2300877	Biosynthesis of secondary metabolites
MYCTH_2300946	Biosynthesis of secondary metabolites
MYCTH_2300958	Biosynthesis of secondary metabolites
MYCTH_2301051	Biosynthesis of secondary metabolites
MYCTH_2301266	Biosynthesis of secondary metabolites
MYCTH_2301308	Biosynthesis of secondary metabolites
MYCTH_2301334	Biosynthesis of secondary metabolites
MYCTH_2301430	Biosynthesis of secondary metabolites
MYCTH_2301499	Biosynthesis of secondary metabolites
MYCTH_2301500	Biosynthesis of secondary metabolites
MYCTH_2301508	Biosynthesis of secondary metabolites
MYCTH_2301594	Biosynthesis of secondary metabolites
MYCTH_2301648	Biosynthesis of secondary metabolites
MYCTH_2301650	Biosynthesis of secondary metabolites
MYCTH_2301810	Biosynthesis of secondary metabolites
MYCTH_2301934	Biosynthesis of secondary metabolites
MYCTH_2302034	Biosynthesis of secondary metabolites
MYCTH_2302102	Biosynthesis of secondary metabolites
MYCTH_2302253	Biosynthesis of secondary metabolites
MYCTH_2302509	Biosynthesis of secondary metabolites
MYCTH_2302511	Biosynthesis of secondary metabolites
MYCTH_2302517	Biosynthesis of secondary metabolites
MYCTH_2302623	Biosynthesis of secondary metabolites
MYCTH_2302660	Biosynthesis of secondary metabolites
MYCTH_2302672	Biosynthesis of secondary metabolites
MYCTH_2302711	Biosynthesis of secondary metabolites
MYCTH_2303002	Biosynthesis of secondary metabolites
MYCTH_2303016	Biosynthesis of secondary metabolites
MYCTH_2303043	Biosynthesis of secondary metabolites
MYCTH_2303088	Biosynthesis of secondary metabolites
MYCTH_2303360	Biosynthesis of secondary metabolites
MYCTH_2303566	Biosynthesis of secondary metabolites
MYCTH_2303583	Biosynthesis of secondary metabolites
MYCTH_2303613	Biosynthesis of secondary metabolites
MYCTH_2303614	Biosynthesis of secondary metabolites
MYCTH_2303701	Biosynthesis of secondary metabolites
MYCTH_2303755	Biosynthesis of secondary metabolites
MYCTH_2303813	Biosynthesis of secondary metabolites
MYCTH_2303832	Biosynthesis of secondary metabolites
MYCTH_2303882	Biosynthesis of secondary metabolites
MYCTH_2304102	Biosynthesis of secondary metabolites
MYCTH_2304133	Biosynthesis of secondary metabolites
MYCTH_2304147	Biosynthesis of secondary metabolites
MYCTH_2304164	Biosynthesis of secondary metabolites
MYCTH_2304244	Biosynthesis of secondary metabolites
MYCTH_2304273	Biosynthesis of secondary metabolites
MYCTH_2304523	Biosynthesis of secondary metabolites
MYCTH_2304552	Biosynthesis of secondary metabolites
MYCTH_2304931	Biosynthesis of secondary metabolites
MYCTH_2305043	Biosynthesis of secondary metabolites
MYCTH_2305104	Biosynthesis of secondary metabolites
MYCTH_2305269	Biosynthesis of secondary metabolites
MYCTH_2305575	Biosynthesis of secondary metabolites
MYCTH_2305613	Biosynthesis of secondary metabolites
MYCTH_2305681	Biosynthesis of secondary metabolites
MYCTH_2305742	Biosynthesis of secondary metabolites
MYCTH_2305783	Biosynthesis of secondary metabolites
MYCTH_2306158	Biosynthesis of secondary metabolites
MYCTH_2306173	Biosynthesis of secondary metabolites
MYCTH_2306283	Biosynthesis of secondary metabolites
MYCTH_2306475	Biosynthesis of secondary metabolites
MYCTH_2306485	Biosynthesis of secondary metabolites
MYCTH_2306503	Biosynthesis of secondary metabolites
MYCTH_2306540	Biosynthesis of secondary metabolites
MYCTH_2306542	Biosynthesis of secondary metabolites
MYCTH_2306594	Biosynthesis of secondary metabolites
MYCTH_2306596	Biosynthesis of secondary metabolites
MYCTH_2306608	Biosynthesis of secondary metabolites
MYCTH_2306650	Biosynthesis of secondary metabolites
MYCTH_2306777	Biosynthesis of secondary metabolites
MYCTH_2306813	Biosynthesis of secondary metabolites
MYCTH_2306943	Biosynthesis of secondary metabolites
MYCTH_2306984	Biosynthesis of secondary metabolites
MYCTH_2306993	Biosynthesis of secondary metabolites
MYCTH_2307131	Biosynthesis of secondary metabolites
MYCTH_2307175	Biosynthesis of secondary metabolites
MYCTH_2307188	Biosynthesis of secondary metabolites
MYCTH_2307328	Biosynthesis of secondary metabolites
MYCTH_2307394	Biosynthesis of secondary metabolites
MYCTH_2307396	Biosynthesis of secondary metabolites
MYCTH_2307432	Biosynthesis of secondary metabolites
MYCTH_2307549	Biosynthesis of secondary metabolites
MYCTH_2307642	Biosynthesis of secondary metabolites
MYCTH_2307770	Biosynthesis of secondary metabolites
MYCTH_2308120	Biosynthesis of secondary metabolites
MYCTH_2308190	Biosynthesis of secondary metabolites
MYCTH_2308261	Biosynthesis of secondary metabolites
MYCTH_2308352	Biosynthesis of secondary metabolites
MYCTH_2308594	Biosynthesis of secondary metabolites
MYCTH_2308801	Biosynthesis of secondary metabolites
MYCTH_2308814	Biosynthesis of secondary metabolites
MYCTH_2308819	Biosynthesis of secondary metabolites
MYCTH_2308831	Biosynthesis of secondary metabolites
MYCTH_2308988	Biosynthesis of secondary metabolites
MYCTH_2309057	Biosynthesis of secondary metabolites
MYCTH_2309088	Biosynthesis of secondary metabolites
MYCTH_2309110	Biosynthesis of secondary metabolites
MYCTH_2309210	Biosynthesis of secondary metabolites
MYCTH_2309261	Biosynthesis of secondary metabolites
MYCTH_2309299	Biosynthesis of secondary metabolites
MYCTH_2309375	Biosynthesis of secondary metabolites
MYCTH_2309422	Biosynthesis of secondary metabolites
MYCTH_2309547	Biosynthesis of secondary metabolites
MYCTH_2309751	Biosynthesis of secondary metabolites
MYCTH_2309843	Biosynthesis of secondary metabolites
MYCTH_2309971	Biosynthesis of secondary metabolites
MYCTH_2310121	Biosynthesis of secondary metabolites
MYCTH_2310192	Biosynthesis of secondary metabolites
MYCTH_2310435	Biosynthesis of secondary metabolites
MYCTH_2310645	Biosynthesis of secondary metabolites
MYCTH_2311001	Biosynthesis of secondary metabolites
MYCTH_2311035	Biosynthesis of secondary metabolites
MYCTH_2311062	Biosynthesis of secondary metabolites
MYCTH_2311072	Biosynthesis of secondary metabolites
MYCTH_2311083	Biosynthesis of secondary metabolites
MYCTH_2311525	Biosynthesis of secondary metabolites
MYCTH_2311557	Biosynthesis of secondary metabolites
MYCTH_2311577	Biosynthesis of secondary metabolites
MYCTH_2311689	Biosynthesis of secondary metabolites
MYCTH_2311811	Biosynthesis of secondary metabolites
MYCTH_2311855	Biosynthesis of secondary metabolites
MYCTH_2311910	Biosynthesis of secondary metabolites
MYCTH_2312083	Biosynthesis of secondary metabolites
MYCTH_2312147	Biosynthesis of secondary metabolites
MYCTH_2312374	Biosynthesis of secondary metabolites
MYCTH_2312383	Biosynthesis of secondary metabolites
MYCTH_2312474	Biosynthesis of secondary metabolites
MYCTH_2312501	Biosynthesis of secondary metabolites
MYCTH_2312551	Biosynthesis of secondary metabolites
MYCTH_2312570	Biosynthesis of secondary metabolites
MYCTH_2312662	Biosynthesis of secondary metabolites
MYCTH_2312789	Biosynthesis of secondary metabolites
MYCTH_2312808	Biosynthesis of secondary metabolites
MYCTH_2312849	Biosynthesis of secondary metabolites
MYCTH_2312869	Biosynthesis of secondary metabolites
MYCTH_2312913	Biosynthesis of secondary metabolites
MYCTH_2313212	Biosynthesis of secondary metabolites
MYCTH_2313219	Biosynthesis of secondary metabolites
MYCTH_2313529	Biosynthesis of secondary metabolites
MYCTH_2313562	Biosynthesis of secondary metabolites
MYCTH_2313750	Biosynthesis of secondary metabolites
MYCTH_2313783	Biosynthesis of secondary metabolites
MYCTH_2314136	Biosynthesis of secondary metabolites
MYCTH_2314321	Biosynthesis of secondary metabolites
MYCTH_2314616	Biosynthesis of secondary metabolites
MYCTH_2314882	Biosynthesis of secondary metabolites
MYCTH_2315052	Biosynthesis of secondary metabolites
MYCTH_2315114	Biosynthesis of secondary metabolites
MYCTH_2315623	Biosynthesis of secondary metabolites
MYCTH_2315754	Biosynthesis of secondary metabolites
MYCTH_2315941	Biosynthesis of secondary metabolites
MYCTH_2316240	Biosynthesis of secondary metabolites
MYCTH_2316525	Biosynthesis of secondary metabolites
MYCTH_2316731	Biosynthesis of secondary metabolites
MYCTH_38200	Biosynthesis of secondary metabolites
MYCTH_38472	Biosynthesis of secondary metabolites
MYCTH_38939	Biosynthesis of secondary metabolites
MYCTH_39133	Biosynthesis of secondary metabolites
MYCTH_42269	Biosynthesis of secondary metabolites
MYCTH_44230	Biosynthesis of secondary metabolites
MYCTH_46981	Biosynthesis of secondary metabolites
MYCTH_49425	Biosynthesis of secondary metabolites
MYCTH_50083	Biosynthesis of secondary metabolites
MYCTH_52645	Biosynthesis of secondary metabolites
MYCTH_53055	Biosynthesis of secondary metabolites
MYCTH_53288	Biosynthesis of secondary metabolites
MYCTH_54712	Biosynthesis of secondary metabolites
