Gene	Pathway
MYCTH_2085059	Metabolic pathways
MYCTH_2085895	Metabolic pathways
MYCTH_2086155	Metabolic pathways
MYCTH_2086777	Metabolic pathways
MYCTH_2087100	Metabolic pathways
MYCTH_2087807	Metabolic pathways
MYCTH_2088086	Metabolic pathways
MYCTH_2088454	Metabolic pathways
MYCTH_2088816	Metabolic pathways
MYCTH_2088965	Metabolic pathways
MYCTH_2090554	Metabolic pathways
MYCTH_2090577	Metabolic pathways
MYCTH_2090897	Metabolic pathways
MYCTH_2091473	Metabolic pathways
MYCTH_2091486	Metabolic pathways
MYCTH_2092086	Metabolic pathways
MYCTH_2092688	Metabolic pathways
MYCTH_2094032	Metabolic pathways
MYCTH_2095122	Metabolic pathways
MYCTH_2095291	Metabolic pathways
MYCTH_2095451	Metabolic pathways
MYCTH_2095744	Metabolic pathways
MYCTH_2096092	Metabolic pathways
MYCTH_2096317	Metabolic pathways
MYCTH_2096434	Metabolic pathways
MYCTH_2097501	Metabolic pathways
MYCTH_2106248	Metabolic pathways
MYCTH_2106437	Metabolic pathways
MYCTH_2109970	Metabolic pathways
MYCTH_2110542	Metabolic pathways
MYCTH_2110729	Metabolic pathways
MYCTH_2112181	Metabolic pathways
MYCTH_2113541	Metabolic pathways
MYCTH_2113569	Metabolic pathways
MYCTH_2115123	Metabolic pathways
MYCTH_2116851	Metabolic pathways
MYCTH_2116929	Metabolic pathways
MYCTH_2117807	Metabolic pathways
MYCTH_2118284	Metabolic pathways
MYCTH_2119272	Metabolic pathways
MYCTH_2119403	Metabolic pathways
MYCTH_2119446	Metabolic pathways
MYCTH_2119593	Metabolic pathways
MYCTH_2119779	Metabolic pathways
MYCTH_2120482	Metabolic pathways
MYCTH_2120498	Metabolic pathways
MYCTH_2120854	Metabolic pathways
MYCTH_2121095	Metabolic pathways
MYCTH_2122496	Metabolic pathways
MYCTH_2122605	Metabolic pathways
MYCTH_2123079	Metabolic pathways
MYCTH_2124399	Metabolic pathways
MYCTH_2124996	Metabolic pathways
MYCTH_2125469	Metabolic pathways
MYCTH_2126152	Metabolic pathways
MYCTH_2129465	Metabolic pathways
MYCTH_2132657	Metabolic pathways
MYCTH_2133056	Metabolic pathways
MYCTH_2134157	Metabolic pathways
MYCTH_2134429	Metabolic pathways
MYCTH_2135256	Metabolic pathways
MYCTH_2135843	Metabolic pathways
MYCTH_2137000	Metabolic pathways
MYCTH_2137468	Metabolic pathways
MYCTH_2138498	Metabolic pathways
MYCTH_2138853	Metabolic pathways
MYCTH_2139585	Metabolic pathways
MYCTH_2140530	Metabolic pathways
MYCTH_2140820	Metabolic pathways
MYCTH_2141082	Metabolic pathways
MYCTH_2141262	Metabolic pathways
MYCTH_2141429	Metabolic pathways
MYCTH_2141686	Metabolic pathways
MYCTH_2142160	Metabolic pathways
MYCTH_2143314	Metabolic pathways
MYCTH_2143695	Metabolic pathways
MYCTH_2145046	Metabolic pathways
MYCTH_2145409	Metabolic pathways
MYCTH_2145474	Metabolic pathways
MYCTH_2293953	Metabolic pathways
MYCTH_2293954	Metabolic pathways
MYCTH_2293961	Metabolic pathways
MYCTH_2293970	Metabolic pathways
MYCTH_2294003	Metabolic pathways
MYCTH_2294037	Metabolic pathways
MYCTH_2294077	Metabolic pathways
MYCTH_2294099	Metabolic pathways
MYCTH_2294104	Metabolic pathways
MYCTH_2294110	Metabolic pathways
MYCTH_2294143	Metabolic pathways
MYCTH_2294189	Metabolic pathways
MYCTH_2294215	Metabolic pathways
MYCTH_2294240	Metabolic pathways
MYCTH_2294243	Metabolic pathways
MYCTH_2294267	Metabolic pathways
MYCTH_2294314	Metabolic pathways
MYCTH_2294375	Metabolic pathways
MYCTH_2294427	Metabolic pathways
MYCTH_2294429	Metabolic pathways
MYCTH_2294496	Metabolic pathways
MYCTH_2294540	Metabolic pathways
MYCTH_2294543	Metabolic pathways
MYCTH_2294558	Metabolic pathways
MYCTH_2294679	Metabolic pathways
MYCTH_2294734	Metabolic pathways
MYCTH_2294749	Metabolic pathways
MYCTH_2294755	Metabolic pathways
MYCTH_2294760	Metabolic pathways
MYCTH_2294774	Metabolic pathways
MYCTH_2294795	Metabolic pathways
MYCTH_2294830	Metabolic pathways
MYCTH_2294863	Metabolic pathways
MYCTH_2294943	Metabolic pathways
MYCTH_2294959	Metabolic pathways
MYCTH_2294991	Metabolic pathways
MYCTH_2295009	Metabolic pathways
MYCTH_2295056	Metabolic pathways
MYCTH_2295174	Metabolic pathways
MYCTH_2295190	Metabolic pathways
MYCTH_2295250	Metabolic pathways
MYCTH_2295290	Metabolic pathways
MYCTH_2295307	Metabolic pathways
MYCTH_2295392	Metabolic pathways
MYCTH_2295409	Metabolic pathways
MYCTH_2295414	Metabolic pathways
MYCTH_2295445	Metabolic pathways
MYCTH_2295490	Metabolic pathways
MYCTH_2295514	Metabolic pathways
MYCTH_2295601	Metabolic pathways
MYCTH_2295692	Metabolic pathways
MYCTH_2295729	Metabolic pathways
MYCTH_2295737	Metabolic pathways
MYCTH_2295750	Metabolic pathways
MYCTH_2295756	Metabolic pathways
MYCTH_2295809	Metabolic pathways
MYCTH_2295836	Metabolic pathways
MYCTH_2295857	Metabolic pathways
MYCTH_2295902	Metabolic pathways
MYCTH_2295930	Metabolic pathways
MYCTH_2295989	Metabolic pathways
MYCTH_2296056	Metabolic pathways
MYCTH_2296069	Metabolic pathways
MYCTH_2296115	Metabolic pathways
MYCTH_2296153	Metabolic pathways
MYCTH_2296156	Metabolic pathways
MYCTH_2296164	Metabolic pathways
MYCTH_2296171	Metabolic pathways
MYCTH_2296179	Metabolic pathways
MYCTH_2296210	Metabolic pathways
MYCTH_2296247	Metabolic pathways
MYCTH_2296287	Metabolic pathways
MYCTH_2296305	Metabolic pathways
MYCTH_2296323	Metabolic pathways
MYCTH_2296368	Metabolic pathways
MYCTH_2296388	Metabolic pathways
MYCTH_2296399	Metabolic pathways
MYCTH_2296424	Metabolic pathways
MYCTH_2296450	Metabolic pathways
MYCTH_2296513	Metabolic pathways
MYCTH_2296536	Metabolic pathways
MYCTH_2296575	Metabolic pathways
MYCTH_2296676	Metabolic pathways
MYCTH_2296723	Metabolic pathways
MYCTH_2296724	Metabolic pathways
MYCTH_2296757	Metabolic pathways
MYCTH_2296800	Metabolic pathways
MYCTH_2296847	Metabolic pathways
MYCTH_2296944	Metabolic pathways
MYCTH_2296974	Metabolic pathways
MYCTH_2297004	Metabolic pathways
MYCTH_2297133	Metabolic pathways
MYCTH_2297253	Metabolic pathways
MYCTH_2297263	Metabolic pathways
MYCTH_2297296	Metabolic pathways
MYCTH_2297307	Metabolic pathways
MYCTH_2297319	Metabolic pathways
MYCTH_2297331	Metabolic pathways
MYCTH_2297338	Metabolic pathways
MYCTH_2297364	Metabolic pathways
MYCTH_2297376	Metabolic pathways
MYCTH_2297411	Metabolic pathways
MYCTH_2297423	Metabolic pathways
MYCTH_2297430	Metabolic pathways
MYCTH_2297436	Metabolic pathways
MYCTH_2297460	Metabolic pathways
MYCTH_2297503	Metabolic pathways
MYCTH_2297526	Metabolic pathways
MYCTH_2297559	Metabolic pathways
MYCTH_2297565	Metabolic pathways
MYCTH_2297591	Metabolic pathways
MYCTH_2297754	Metabolic pathways
MYCTH_2297768	Metabolic pathways
MYCTH_2297811	Metabolic pathways
MYCTH_2297820	Metabolic pathways
MYCTH_2297847	Metabolic pathways
MYCTH_2297849	Metabolic pathways
MYCTH_2297869	Metabolic pathways
MYCTH_2297873	Metabolic pathways
MYCTH_2297943	Metabolic pathways
MYCTH_2297977	Metabolic pathways
MYCTH_2298040	Metabolic pathways
MYCTH_2298064	Metabolic pathways
MYCTH_2298071	Metabolic pathways
MYCTH_2298133	Metabolic pathways
MYCTH_2298134	Metabolic pathways
MYCTH_2298163	Metabolic pathways
MYCTH_2298190	Metabolic pathways
MYCTH_2298230	Metabolic pathways
MYCTH_2298281	Metabolic pathways
MYCTH_2298309	Metabolic pathways
MYCTH_2298342	Metabolic pathways
MYCTH_2298352	Metabolic pathways
MYCTH_2298386	Metabolic pathways
MYCTH_2298452	Metabolic pathways
MYCTH_2298517	Metabolic pathways
MYCTH_2298561	Metabolic pathways
MYCTH_2298562	Metabolic pathways
MYCTH_2298614	Metabolic pathways
MYCTH_2298656	Metabolic pathways
MYCTH_2298702	Metabolic pathways
MYCTH_2298714	Metabolic pathways
MYCTH_2298723	Metabolic pathways
MYCTH_2298745	Metabolic pathways
MYCTH_2298766	Metabolic pathways
MYCTH_2298784	Metabolic pathways
MYCTH_2298881	Metabolic pathways
MYCTH_2298914	Metabolic pathways
MYCTH_2298982	Metabolic pathways
MYCTH_2298996	Metabolic pathways
MYCTH_2299007	Metabolic pathways
MYCTH_2299023	Metabolic pathways
MYCTH_2299032	Metabolic pathways
MYCTH_2299056	Metabolic pathways
MYCTH_2299084	Metabolic pathways
MYCTH_2299088	Metabolic pathways
MYCTH_2299107	Metabolic pathways
MYCTH_2299129	Metabolic pathways
MYCTH_2299155	Metabolic pathways
MYCTH_2299181	Metabolic pathways
MYCTH_2299183	Metabolic pathways
MYCTH_2299207	Metabolic pathways
MYCTH_2299267	Metabolic pathways
MYCTH_2299273	Metabolic pathways
MYCTH_2299276	Metabolic pathways
MYCTH_2299321	Metabolic pathways
MYCTH_2299349	Metabolic pathways
MYCTH_2299360	Metabolic pathways
MYCTH_2299371	Metabolic pathways
MYCTH_2299402	Metabolic pathways
MYCTH_2299427	Metabolic pathways
MYCTH_2299448	Metabolic pathways
MYCTH_2299450	Metabolic pathways
MYCTH_2299507	Metabolic pathways
MYCTH_2299521	Metabolic pathways
MYCTH_2299569	Metabolic pathways
MYCTH_2299583	Metabolic pathways
MYCTH_2299590	Metabolic pathways
MYCTH_2299597	Metabolic pathways
MYCTH_2299645	Metabolic pathways
MYCTH_2299664	Metabolic pathways
MYCTH_2299676	Metabolic pathways
MYCTH_2299715	Metabolic pathways
MYCTH_2299719	Metabolic pathways
MYCTH_2299739	Metabolic pathways
MYCTH_2299742	Metabolic pathways
MYCTH_2299749	Metabolic pathways
MYCTH_2299780	Metabolic pathways
MYCTH_2299913	Metabolic pathways
MYCTH_2300003	Metabolic pathways
MYCTH_2300033	Metabolic pathways
MYCTH_2300064	Metabolic pathways
MYCTH_2300079	Metabolic pathways
MYCTH_2300124	Metabolic pathways
MYCTH_2300157	Metabolic pathways
MYCTH_2300189	Metabolic pathways
MYCTH_2300227	Metabolic pathways
MYCTH_2300236	Metabolic pathways
MYCTH_2300248	Metabolic pathways
MYCTH_2300294	Metabolic pathways
MYCTH_2300308	Metabolic pathways
MYCTH_2300401	Metabolic pathways
MYCTH_2300428	Metabolic pathways
MYCTH_2300433	Metabolic pathways
MYCTH_2300436	Metabolic pathways
MYCTH_2300482	Metabolic pathways
MYCTH_2300520	Metabolic pathways
MYCTH_2300547	Metabolic pathways
MYCTH_2300555	Metabolic pathways
MYCTH_2300584	Metabolic pathways
MYCTH_2300602	Metabolic pathways
MYCTH_2300611	Metabolic pathways
MYCTH_2300643	Metabolic pathways
MYCTH_2300695	Metabolic pathways
MYCTH_2300697	Metabolic pathways
MYCTH_2300737	Metabolic pathways
MYCTH_2300745	Metabolic pathways
MYCTH_2300746	Metabolic pathways
MYCTH_2300779	Metabolic pathways
MYCTH_2300787	Metabolic pathways
MYCTH_2300817	Metabolic pathways
MYCTH_2300877	Metabolic pathways
MYCTH_2300889	Metabolic pathways
MYCTH_2300974	Metabolic pathways
MYCTH_2301051	Metabolic pathways
MYCTH_2301053	Metabolic pathways
MYCTH_2301055	Metabolic pathways
MYCTH_2301077	Metabolic pathways
MYCTH_2301113	Metabolic pathways
MYCTH_2301203	Metabolic pathways
MYCTH_2301266	Metabolic pathways
MYCTH_2301304	Metabolic pathways
MYCTH_2301308	Metabolic pathways
MYCTH_2301316	Metabolic pathways
MYCTH_2301334	Metabolic pathways
MYCTH_2301430	Metabolic pathways
MYCTH_2301499	Metabolic pathways
MYCTH_2301500	Metabolic pathways
MYCTH_2301508	Metabolic pathways
MYCTH_2301522	Metabolic pathways
MYCTH_2301594	Metabolic pathways
MYCTH_2301648	Metabolic pathways
MYCTH_2301650	Metabolic pathways
MYCTH_2301712	Metabolic pathways
MYCTH_2301715	Metabolic pathways
MYCTH_2301771	Metabolic pathways
MYCTH_2301810	Metabolic pathways
MYCTH_2301934	Metabolic pathways
MYCTH_2301985	Metabolic pathways
MYCTH_2302026	Metabolic pathways
MYCTH_2302034	Metabolic pathways
MYCTH_2302102	Metabolic pathways
MYCTH_2302150	Metabolic pathways
MYCTH_2302225	Metabolic pathways
MYCTH_2302228	Metabolic pathways
MYCTH_2302253	Metabolic pathways
MYCTH_2302257	Metabolic pathways
MYCTH_2302289	Metabolic pathways
MYCTH_2302336	Metabolic pathways
MYCTH_2302339	Metabolic pathways
MYCTH_2302433	Metabolic pathways
MYCTH_2302478	Metabolic pathways
MYCTH_2302496	Metabolic pathways
MYCTH_2302498	Metabolic pathways
MYCTH_2302509	Metabolic pathways
MYCTH_2302511	Metabolic pathways
MYCTH_2302517	Metabolic pathways
MYCTH_2302569	Metabolic pathways
MYCTH_2302583	Metabolic pathways
MYCTH_2302623	Metabolic pathways
MYCTH_2302660	Metabolic pathways
MYCTH_2302666	Metabolic pathways
MYCTH_2302672	Metabolic pathways
MYCTH_2302711	Metabolic pathways
MYCTH_2302739	Metabolic pathways
MYCTH_2302752	Metabolic pathways
MYCTH_2302797	Metabolic pathways
MYCTH_2302901	Metabolic pathways
MYCTH_2302986	Metabolic pathways
MYCTH_2303002	Metabolic pathways
MYCTH_2303016	Metabolic pathways
MYCTH_2303043	Metabolic pathways
MYCTH_2303045	Metabolic pathways
MYCTH_2303065	Metabolic pathways
MYCTH_2303088	Metabolic pathways
MYCTH_2303089	Metabolic pathways
MYCTH_2303157	Metabolic pathways
MYCTH_2303166	Metabolic pathways
MYCTH_2303180	Metabolic pathways
MYCTH_2303249	Metabolic pathways
MYCTH_2303251	Metabolic pathways
MYCTH_2303304	Metabolic pathways
MYCTH_2303360	Metabolic pathways
MYCTH_2303459	Metabolic pathways
MYCTH_2303565	Metabolic pathways
MYCTH_2303566	Metabolic pathways
MYCTH_2303583	Metabolic pathways
MYCTH_2303613	Metabolic pathways
MYCTH_2303614	Metabolic pathways
MYCTH_2303639	Metabolic pathways
MYCTH_2303701	Metabolic pathways
MYCTH_2303752	Metabolic pathways
MYCTH_2303755	Metabolic pathways
MYCTH_2303799	Metabolic pathways
MYCTH_2303813	Metabolic pathways
MYCTH_2303826	Metabolic pathways
MYCTH_2303832	Metabolic pathways
MYCTH_2303878	Metabolic pathways
MYCTH_2303921	Metabolic pathways
MYCTH_2303929	Metabolic pathways
MYCTH_2303933	Metabolic pathways
MYCTH_2304036	Metabolic pathways
MYCTH_2304102	Metabolic pathways
MYCTH_2304122	Metabolic pathways
MYCTH_2304133	Metabolic pathways
MYCTH_2304142	Metabolic pathways
MYCTH_2304147	Metabolic pathways
MYCTH_2304164	Metabolic pathways
MYCTH_2304176	Metabolic pathways
MYCTH_2304244	Metabolic pathways
MYCTH_2304273	Metabolic pathways
MYCTH_2304288	Metabolic pathways
MYCTH_2304301	Metabolic pathways
MYCTH_2304323	Metabolic pathways
MYCTH_2304387	Metabolic pathways
MYCTH_2304458	Metabolic pathways
MYCTH_2304523	Metabolic pathways
MYCTH_2304549	Metabolic pathways
MYCTH_2304552	Metabolic pathways
MYCTH_2304561	Metabolic pathways
MYCTH_2304566	Metabolic pathways
MYCTH_2304594	Metabolic pathways
MYCTH_2304598	Metabolic pathways
MYCTH_2304605	Metabolic pathways
MYCTH_2304728	Metabolic pathways
MYCTH_2304768	Metabolic pathways
MYCTH_2304786	Metabolic pathways
MYCTH_2304886	Metabolic pathways
MYCTH_2304900	Metabolic pathways
MYCTH_2304904	Metabolic pathways
MYCTH_2304931	Metabolic pathways
MYCTH_2304947	Metabolic pathways
MYCTH_2305041	Metabolic pathways
MYCTH_2305043	Metabolic pathways
MYCTH_2305076	Metabolic pathways
MYCTH_2305086	Metabolic pathways
MYCTH_2305104	Metabolic pathways
MYCTH_2305205	Metabolic pathways
MYCTH_2305269	Metabolic pathways
MYCTH_2305407	Metabolic pathways
MYCTH_2305575	Metabolic pathways
MYCTH_2305586	Metabolic pathways
MYCTH_2305592	Metabolic pathways
MYCTH_2305611	Metabolic pathways
MYCTH_2305613	Metabolic pathways
MYCTH_2305618	Metabolic pathways
MYCTH_2305669	Metabolic pathways
MYCTH_2305681	Metabolic pathways
MYCTH_2305709	Metabolic pathways
MYCTH_2305742	Metabolic pathways
MYCTH_2305783	Metabolic pathways
MYCTH_2305846	Metabolic pathways
MYCTH_2306158	Metabolic pathways
MYCTH_2306173	Metabolic pathways
MYCTH_2306283	Metabolic pathways
MYCTH_2306300	Metabolic pathways
MYCTH_2306309	Metabolic pathways
MYCTH_2306314	Metabolic pathways
MYCTH_2306323	Metabolic pathways
MYCTH_2306357	Metabolic pathways
MYCTH_2306426	Metabolic pathways
MYCTH_2306437	Metabolic pathways
MYCTH_2306475	Metabolic pathways
MYCTH_2306485	Metabolic pathways
MYCTH_2306503	Metabolic pathways
MYCTH_2306540	Metabolic pathways
MYCTH_2306542	Metabolic pathways
MYCTH_2306594	Metabolic pathways
MYCTH_2306608	Metabolic pathways
MYCTH_2306650	Metabolic pathways
MYCTH_2306681	Metabolic pathways
MYCTH_2306712	Metabolic pathways
MYCTH_2306716	Metabolic pathways
MYCTH_2306764	Metabolic pathways
MYCTH_2306772	Metabolic pathways
MYCTH_2306777	Metabolic pathways
MYCTH_2306784	Metabolic pathways
MYCTH_2306786	Metabolic pathways
MYCTH_2306799	Metabolic pathways
MYCTH_2306813	Metabolic pathways
MYCTH_2306866	Metabolic pathways
MYCTH_2306943	Metabolic pathways
MYCTH_2306984	Metabolic pathways
MYCTH_2306993	Metabolic pathways
MYCTH_2306994	Metabolic pathways
MYCTH_2307086	Metabolic pathways
MYCTH_2307131	Metabolic pathways
MYCTH_2307146	Metabolic pathways
MYCTH_2307165	Metabolic pathways
MYCTH_2307175	Metabolic pathways
MYCTH_2307188	Metabolic pathways
MYCTH_2307312	Metabolic pathways
MYCTH_2307328	Metabolic pathways
MYCTH_2307345	Metabolic pathways
MYCTH_2307368	Metabolic pathways
MYCTH_2307394	Metabolic pathways
MYCTH_2307396	Metabolic pathways
MYCTH_2307400	Metabolic pathways
MYCTH_2307423	Metabolic pathways
MYCTH_2307429	Metabolic pathways
MYCTH_2307432	Metabolic pathways
MYCTH_2307463	Metabolic pathways
MYCTH_2307549	Metabolic pathways
MYCTH_2307600	Metabolic pathways
MYCTH_2307642	Metabolic pathways
MYCTH_2307767	Metabolic pathways
MYCTH_2307770	Metabolic pathways
MYCTH_2307842	Metabolic pathways
MYCTH_2308073	Metabolic pathways
MYCTH_2308099	Metabolic pathways
MYCTH_2308111	Metabolic pathways
MYCTH_2308120	Metabolic pathways
MYCTH_2308129	Metabolic pathways
MYCTH_2308241	Metabolic pathways
MYCTH_2308261	Metabolic pathways
MYCTH_2308345	Metabolic pathways
MYCTH_2308352	Metabolic pathways
MYCTH_2308449	Metabolic pathways
MYCTH_2308456	Metabolic pathways
MYCTH_2308457	Metabolic pathways
MYCTH_2308492	Metabolic pathways
MYCTH_2308533	Metabolic pathways
MYCTH_2308594	Metabolic pathways
MYCTH_2308692	Metabolic pathways
MYCTH_2308744	Metabolic pathways
MYCTH_2308771	Metabolic pathways
MYCTH_2308801	Metabolic pathways
MYCTH_2308809	Metabolic pathways
MYCTH_2308812	Metabolic pathways
MYCTH_2308819	Metabolic pathways
MYCTH_2308831	Metabolic pathways
MYCTH_2308837	Metabolic pathways
MYCTH_2308988	Metabolic pathways
MYCTH_2309006	Metabolic pathways
MYCTH_2309021	Metabolic pathways
MYCTH_2309055	Metabolic pathways
MYCTH_2309056	Metabolic pathways
MYCTH_2309057	Metabolic pathways
MYCTH_2309061	Metabolic pathways
MYCTH_2309088	Metabolic pathways
MYCTH_2309110	Metabolic pathways
MYCTH_2309146	Metabolic pathways
MYCTH_2309210	Metabolic pathways
MYCTH_2309261	Metabolic pathways
MYCTH_2309271	Metabolic pathways
MYCTH_2309275	Metabolic pathways
MYCTH_2309299	Metabolic pathways
MYCTH_2309375	Metabolic pathways
MYCTH_2309422	Metabolic pathways
MYCTH_2309471	Metabolic pathways
MYCTH_2309547	Metabolic pathways
MYCTH_2309644	Metabolic pathways
MYCTH_2309686	Metabolic pathways
MYCTH_2309751	Metabolic pathways
MYCTH_2309764	Metabolic pathways
MYCTH_2309766	Metabolic pathways
MYCTH_2309800	Metabolic pathways
MYCTH_2309843	Metabolic pathways
MYCTH_2309890	Metabolic pathways
MYCTH_2309919	Metabolic pathways
MYCTH_2309971	Metabolic pathways
MYCTH_2310064	Metabolic pathways
MYCTH_2310121	Metabolic pathways
MYCTH_2310192	Metabolic pathways
MYCTH_2310228	Metabolic pathways
MYCTH_2310232	Metabolic pathways
MYCTH_2310234	Metabolic pathways
MYCTH_2310252	Metabolic pathways
MYCTH_2310269	Metabolic pathways
MYCTH_2310298	Metabolic pathways
MYCTH_2310394	Metabolic pathways
MYCTH_2310396	Metabolic pathways
MYCTH_2310419	Metabolic pathways
MYCTH_2310435	Metabolic pathways
MYCTH_2310453	Metabolic pathways
MYCTH_2310492	Metabolic pathways
MYCTH_2310521	Metabolic pathways
MYCTH_2310645	Metabolic pathways
MYCTH_2310660	Metabolic pathways
MYCTH_2310786	Metabolic pathways
MYCTH_2310810	Metabolic pathways
MYCTH_2310821	Metabolic pathways
MYCTH_2310830	Metabolic pathways
MYCTH_2310881	Metabolic pathways
MYCTH_2310900	Metabolic pathways
MYCTH_2310901	Metabolic pathways
MYCTH_2310909	Metabolic pathways
MYCTH_2310989	Metabolic pathways
MYCTH_2311001	Metabolic pathways
MYCTH_2311035	Metabolic pathways
MYCTH_2311044	Metabolic pathways
MYCTH_2311062	Metabolic pathways
MYCTH_2311065	Metabolic pathways
MYCTH_2311072	Metabolic pathways
MYCTH_2311083	Metabolic pathways
MYCTH_2311092	Metabolic pathways
MYCTH_2311235	Metabolic pathways
MYCTH_2311258	Metabolic pathways
MYCTH_2311282	Metabolic pathways
MYCTH_2311300	Metabolic pathways
MYCTH_2311330	Metabolic pathways
MYCTH_2311451	Metabolic pathways
MYCTH_2311469	Metabolic pathways
MYCTH_2311494	Metabolic pathways
MYCTH_2311495	Metabolic pathways
MYCTH_2311518	Metabolic pathways
MYCTH_2311557	Metabolic pathways
MYCTH_2311577	Metabolic pathways
MYCTH_2311651	Metabolic pathways
MYCTH_2311677	Metabolic pathways
MYCTH_2311684	Metabolic pathways
MYCTH_2311689	Metabolic pathways
MYCTH_2311737	Metabolic pathways
MYCTH_2311811	Metabolic pathways
MYCTH_2311855	Metabolic pathways
MYCTH_2311889	Metabolic pathways
MYCTH_2311910	Metabolic pathways
MYCTH_2311966	Metabolic pathways
MYCTH_2312083	Metabolic pathways
MYCTH_2312147	Metabolic pathways
MYCTH_2312181	Metabolic pathways
MYCTH_2312316	Metabolic pathways
MYCTH_2312374	Metabolic pathways
MYCTH_2312383	Metabolic pathways
MYCTH_2312390	Metabolic pathways
MYCTH_2312474	Metabolic pathways
MYCTH_2312501	Metabolic pathways
MYCTH_2312538	Metabolic pathways
