Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MYCTH_2108128	220.77386455464	0.715687976159644	0.170819371439705	4.18973545053855	2.79279863105133e-05	4.5370394000555e-05
MYCTH_2299386	203.281712305814	-1.47678134282363	0.176351816817465	-8.37406367268783	5.56646584490708e-17	1.60166824697377e-16
MYCTH_2299388	13822.7950962266	0.0728086025636447	0.0522301523159456	1.39399560091684	0.163318933064422	0.189114269618749
MYCTH_2299397	4908.06322283735	0.119538485251777	0.0625093041921516	1.91233108089508	0.055833741677457	0.0687425348647109
MYCTH_2299402	14813.2921921523	0.758687028545018	0.0747270291319495	10.1527792200244	3.22058781094196e-24	1.17004214786152e-23
MYCTH_112916	19669.6062198214	1.28828858113626	0.0687788082766045	18.730894201528	2.7722038823009e-78	3.11119028101476e-77
MYCTH_2299407	950.997201055859	0.0952739623644124	0.089508049555175	1.06441781312287	0.287139467764624	0.319103073886299
MYCTH_2314274	12273.9036266177	-0.221339873749741	0.0786472271723298	-2.81433792020088	0.00488778185042999	0.00668916029810324
MYCTH_2299412	3634.43112686467	0.689063024844944	0.084412837475946	8.16301223189301	3.26771399269939e-16	9.18930539227747e-16
MYCTH_2124443	188.996755288225	1.13041342382232	0.189343435303284	5.97017489416341	2.36999393085513e-09	4.94017965674598e-09
MYCTH_2132825	1202.65384815767	-0.856586792945107	0.0894646424779662	-9.57458465399972	1.02267529254418e-21	3.44093066013981e-21
MYCTH_2299416	1087.33995488448	0.329283066858464	0.0847080011337266	3.88727230546536	0.000101377007329123	0.000158758469963292
MYCTH_2074210	14744.6460949031	1.70573997158425	0.0568250196299544	30.0174110399269	5.81644906304186e-198	2.15611486263322e-196
MYCTH_2052991	40.1719869320505	-2.63369792044747	0.443152444919249	-5.94309689733831	2.79686991455372e-09	5.81159841745293e-09
MYCTH_2299427	2929.92119016702	0.561870532585882	0.0673541504047106	8.3420328102986	7.30241845515259e-17	2.09272453920588e-16
MYCTH_2299428	1155.15565382162	0.716508895318761	0.0866505195285109	8.26895094475464	1.35142856734439e-16	3.84461223327907e-16
MYCTH_39101	4443.54706788422	-0.0464426829953453	0.0759058850467609	-0.611845616011656	0.540639905978995	0.572391136856842
MYCTH_59445	1330.8791146264	0.335795451918715	0.0830278009657056	4.04437366777201	5.24631881031548e-05	8.36110701148919e-05
MYCTH_2137771	1318.87664286727	-0.226991002548741	0.0814671345373474	-2.7862892666819	0.00533152712802297	0.00726740955066232
MYCTH_37848	353.596075897095	-0.654029012889226	0.150141560034661	-4.35608243805539	1.32410924228024e-05	2.1960773661913e-05
MYCTH_2299438	1610.33907280872	-0.983552752120217	0.100440697193988	-9.792372809008	1.21412612327715e-22	4.21254537829103e-22
MYCTH_2299442	2265.97124158651	0.605539640277399	0.0710721387788517	8.52007060265342	1.5945608591321e-17	4.67450347030064e-17
MYCTH_2299445	15307.0244868627	0.390148791567304	0.0638626387439051	6.10918683037568	1.00140046566491e-09	2.13308263370363e-09
MYCTH_2051392	812.309002463032	0.53839544033951	0.102918785716003	5.23126498815458	1.68353970575044e-07	3.15520912679821e-07
MYCTH_2108150	28.4770566228615	-1.39214460618968	0.482783246061204	-2.88358102222377	0.00393181487414096	0.00542421955328968
MYCTH_2299448	486.189770116423	0.556265235938192	0.126215729851816	4.40725761037293	1.04687650844714e-05	1.75051816868442e-05
