Gene	Pathway
ANI_1_690024	ABC transporters
ANI_1_766114	ABC transporters
ANI_1_780074	ABC transporters
ANI_1_820074	ABC transporters
ANI_1_832114	ABC transporters
ANI_1_920084	ABC transporters
ANI_1_10044	Metabolic pathways
ANI_1_1006064	Metabolic pathways
ANI_1_1008024	Metabolic pathways
ANI_1_1010084	Metabolic pathways
ANI_1_1020124	Metabolic pathways
ANI_1_102124	Metabolic pathways
ANI_1_102174	Metabolic pathways
ANI_1_1022064	Metabolic pathways
ANI_1_1022084	Metabolic pathways
ANI_1_1022184	Metabolic pathways
ANI_1_1024014	Metabolic pathways
ANI_1_1024074	Metabolic pathways
ANI_1_1024084	Metabolic pathways
ANI_1_1024124	Metabolic pathways
ANI_1_1030024	Metabolic pathways
ANI_1_1030104	Metabolic pathways
ANI_1_1038024	Metabolic pathways
ANI_1_1040144	Metabolic pathways
ANI_1_1044024	Metabolic pathways
ANI_1_1044184	Metabolic pathways
ANI_1_1046074	Metabolic pathways
ANI_1_1048164	Metabolic pathways
ANI_1_1052144	Metabolic pathways
ANI_1_1056034	Metabolic pathways
ANI_1_1056104	Metabolic pathways
ANI_1_1060124	Metabolic pathways
ANI_1_106084	Metabolic pathways
ANI_1_106154	Metabolic pathways
ANI_1_106174	Metabolic pathways
ANI_1_1062124	Metabolic pathways
ANI_1_1064084	Metabolic pathways
ANI_1_1068024	Metabolic pathways
ANI_1_1076014	Metabolic pathways
ANI_1_1076074	Metabolic pathways
ANI_1_1078024	Metabolic pathways
ANI_1_1078064	Metabolic pathways
ANI_1_1080024	Metabolic pathways
ANI_1_108134	Metabolic pathways
ANI_1_1082124	Metabolic pathways
ANI_1_1082134	Metabolic pathways
ANI_1_1088094	Metabolic pathways
ANI_1_1090144	Metabolic pathways
ANI_1_1092124	Metabolic pathways
ANI_1_1092134	Metabolic pathways
ANI_1_1098184	Metabolic pathways
ANI_1_1100134	Metabolic pathways
ANI_1_1100184	Metabolic pathways
ANI_1_110104	Metabolic pathways
ANI_1_1104124	Metabolic pathways
ANI_1_1106074	Metabolic pathways
ANI_1_1106134	Metabolic pathways
ANI_1_1110124	Metabolic pathways
ANI_1_1110144	Metabolic pathways
ANI_1_1114084	Metabolic pathways
ANI_1_1118034	Metabolic pathways
ANI_1_1120014	Metabolic pathways
ANI_1_1120064	Metabolic pathways
ANI_1_1120164	Metabolic pathways
ANI_1_1122094	Metabolic pathways
ANI_1_1124064	Metabolic pathways
ANI_1_1126014	Metabolic pathways
ANI_1_1126064	Metabolic pathways
ANI_1_1126124	Metabolic pathways
ANI_1_1132124	Metabolic pathways
ANI_1_1134024	Metabolic pathways
ANI_1_1134144	Metabolic pathways
ANI_1_114074	Metabolic pathways
ANI_1_114164	Metabolic pathways
ANI_1_1142134	Metabolic pathways
ANI_1_1146124	Metabolic pathways
ANI_1_1146144	Metabolic pathways
ANI_1_1148184	Metabolic pathways
ANI_1_1150034	Metabolic pathways
ANI_1_1150134	Metabolic pathways
ANI_1_1150144	Metabolic pathways
ANI_1_1150184	Metabolic pathways
ANI_1_1152084	Metabolic pathways
ANI_1_1156034	Metabolic pathways
ANI_1_1156084	Metabolic pathways
ANI_1_1156134	Metabolic pathways
ANI_1_1158074	Metabolic pathways
ANI_1_1158134	Metabolic pathways
ANI_1_1160094	Metabolic pathways
ANI_1_116024	Metabolic pathways
ANI_1_116044	Metabolic pathways
ANI_1_116124	Metabolic pathways
ANI_1_116134	Metabolic pathways
ANI_1_1162024	Metabolic pathways
ANI_1_1162034	Metabolic pathways
ANI_1_1172144	Metabolic pathways
ANI_1_1172164	Metabolic pathways
ANI_1_1174094	Metabolic pathways
ANI_1_1176094	Metabolic pathways
ANI_1_1182164	Metabolic pathways
ANI_1_1186014	Metabolic pathways
ANI_1_1188124	Metabolic pathways
ANI_1_1194094	Metabolic pathways
ANI_1_1196084	Metabolic pathways
ANI_1_1196094	Metabolic pathways
ANI_1_120104	Metabolic pathways
ANI_1_120124	Metabolic pathways
ANI_1_12014	Metabolic pathways
ANI_1_120184	Metabolic pathways
ANI_1_1202034	Metabolic pathways
ANI_1_1206064	Metabolic pathways
ANI_1_1208134	Metabolic pathways
ANI_1_1208164	Metabolic pathways
ANI_1_12134	Metabolic pathways
ANI_1_1214064	Metabolic pathways
ANI_1_1214104	Metabolic pathways
ANI_1_1214124	Metabolic pathways
ANI_1_1216034	Metabolic pathways
ANI_1_1216074	Metabolic pathways
ANI_1_1216124	Metabolic pathways
ANI_1_1218034	Metabolic pathways
ANI_1_1218064	Metabolic pathways
ANI_1_1218084	Metabolic pathways
ANI_1_1218094	Metabolic pathways
ANI_1_1218144	Metabolic pathways
ANI_1_1220184	Metabolic pathways
ANI_1_122154	Metabolic pathways
ANI_1_122174	Metabolic pathways
ANI_1_1222034	Metabolic pathways
ANI_1_1222144	Metabolic pathways
ANI_1_1222184	Metabolic pathways
ANI_1_1224134	Metabolic pathways
ANI_1_1224144	Metabolic pathways
ANI_1_1226024	Metabolic pathways
ANI_1_1226134	Metabolic pathways
ANI_1_1226144	Metabolic pathways
ANI_1_1228064	Metabolic pathways
ANI_1_1230064	Metabolic pathways
ANI_1_1232084	Metabolic pathways
ANI_1_1232184	Metabolic pathways
ANI_1_1234084	Metabolic pathways
ANI_1_1238134	Metabolic pathways
ANI_1_124054	Metabolic pathways
ANI_1_1242144	Metabolic pathways
ANI_1_1246094	Metabolic pathways
ANI_1_1250014	Metabolic pathways
ANI_1_1254014	Metabolic pathways
ANI_1_1256014	Metabolic pathways
ANI_1_1256094	Metabolic pathways
ANI_1_1258014	Metabolic pathways
ANI_1_1258094	Metabolic pathways
ANI_1_1260094	Metabolic pathways
ANI_1_1266134	Metabolic pathways
ANI_1_1268084	Metabolic pathways
ANI_1_1270014	Metabolic pathways
ANI_1_1272064	Metabolic pathways
ANI_1_1274084	Metabolic pathways
ANI_1_1278014	Metabolic pathways
ANI_1_1278034	Metabolic pathways
ANI_1_1278094	Metabolic pathways
ANI_1_128144	Metabolic pathways
ANI_1_1282034	Metabolic pathways
ANI_1_1282084	Metabolic pathways
ANI_1_1284084	Metabolic pathways
ANI_1_1286064	Metabolic pathways
ANI_1_1288144	Metabolic pathways
ANI_1_1290104	Metabolic pathways
ANI_1_1296064	Metabolic pathways
ANI_1_1300034	Metabolic pathways
ANI_1_130114	Metabolic pathways
ANI_1_1302144	Metabolic pathways
ANI_1_1304084	Metabolic pathways
ANI_1_1304134	Metabolic pathways
ANI_1_1306034	Metabolic pathways
ANI_1_1308034	Metabolic pathways
ANI_1_1308164	Metabolic pathways
ANI_1_1310144	Metabolic pathways
ANI_1_1310184	Metabolic pathways
ANI_1_1314024	Metabolic pathways
ANI_1_1320094	Metabolic pathways
ANI_1_132114	Metabolic pathways
ANI_1_132134	Metabolic pathways
ANI_1_1322024	Metabolic pathways
ANI_1_1322034	Metabolic pathways
ANI_1_1322124	Metabolic pathways
ANI_1_1324074	Metabolic pathways
ANI_1_1324144	Metabolic pathways
ANI_1_1326104	Metabolic pathways
ANI_1_1328064	Metabolic pathways
ANI_1_1328094	Metabolic pathways
ANI_1_1332014	Metabolic pathways
ANI_1_1334144	Metabolic pathways
ANI_1_1334164	Metabolic pathways
ANI_1_1336024	Metabolic pathways
ANI_1_1336124	Metabolic pathways
ANI_1_1338024	Metabolic pathways
ANI_1_1338134	Metabolic pathways
ANI_1_1340024	Metabolic pathways
ANI_1_134064	Metabolic pathways
ANI_1_134114	Metabolic pathways
ANI_1_134184	Metabolic pathways
ANI_1_1348034	Metabolic pathways
ANI_1_1348134	Metabolic pathways
ANI_1_1348164	Metabolic pathways
ANI_1_1350124	Metabolic pathways
ANI_1_1354184	Metabolic pathways
ANI_1_1356094	Metabolic pathways
ANI_1_1356104	Metabolic pathways
ANI_1_1356134	Metabolic pathways
ANI_1_1358014	Metabolic pathways
ANI_1_1358064	Metabolic pathways
ANI_1_1358104	Metabolic pathways
ANI_1_1358144	Metabolic pathways
ANI_1_1358164	Metabolic pathways
ANI_1_136114	Metabolic pathways
ANI_1_136174	Metabolic pathways
ANI_1_1364084	Metabolic pathways
ANI_1_1364094	Metabolic pathways
ANI_1_1366084	Metabolic pathways
ANI_1_1368014	Metabolic pathways
ANI_1_1372164	Metabolic pathways
ANI_1_1386024	Metabolic pathways
ANI_1_1388024	Metabolic pathways
ANI_1_1394104	Metabolic pathways
ANI_1_1396034	Metabolic pathways
ANI_1_1396164	Metabolic pathways
ANI_1_1400024	Metabolic pathways
ANI_1_1400164	Metabolic pathways
ANI_1_140124	Metabolic pathways
ANI_1_1402024	Metabolic pathways
ANI_1_1402034	Metabolic pathways
ANI_1_1402164	Metabolic pathways
ANI_1_14024	Metabolic pathways
ANI_1_1404124	Metabolic pathways
ANI_1_1406074	Metabolic pathways
ANI_1_1406184	Metabolic pathways
ANI_1_1408024	Metabolic pathways
ANI_1_1408134	Metabolic pathways
ANI_1_1410064	Metabolic pathways
ANI_1_1410074	Metabolic pathways
ANI_1_1412034	Metabolic pathways
ANI_1_1412164	Metabolic pathways
ANI_1_1414124	Metabolic pathways
ANI_1_1416084	Metabolic pathways
ANI_1_1418164	Metabolic pathways
ANI_1_1420034	Metabolic pathways
ANI_1_1420094	Metabolic pathways
ANI_1_142124	Metabolic pathways
ANI_1_1422124	Metabolic pathways
ANI_1_1424064	Metabolic pathways
ANI_1_1424124	Metabolic pathways
ANI_1_1426014	Metabolic pathways
ANI_1_1432094	Metabolic pathways
ANI_1_1436074	Metabolic pathways
ANI_1_1436084	Metabolic pathways
ANI_1_1436104	Metabolic pathways
ANI_1_144124	Metabolic pathways
ANI_1_1442074	Metabolic pathways
ANI_1_1442184	Metabolic pathways
ANI_1_1446014	Metabolic pathways
ANI_1_1446134	Metabolic pathways
ANI_1_1448024	Metabolic pathways
ANI_1_1448144	Metabolic pathways
ANI_1_1450024	Metabolic pathways
ANI_1_1452064	Metabolic pathways
ANI_1_1454084	Metabolic pathways
ANI_1_1454104	Metabolic pathways
ANI_1_1454164	Metabolic pathways
ANI_1_1456024	Metabolic pathways
ANI_1_1456164	Metabolic pathways
ANI_1_1460064	Metabolic pathways
ANI_1_146074	Metabolic pathways
ANI_1_1462134	Metabolic pathways
ANI_1_1464034	Metabolic pathways
ANI_1_1464184	Metabolic pathways
ANI_1_1466104	Metabolic pathways
ANI_1_1468014	Metabolic pathways
ANI_1_1468024	Metabolic pathways
ANI_1_1468094	Metabolic pathways
ANI_1_1468104	Metabolic pathways
ANI_1_1474014	Metabolic pathways
ANI_1_1474074	Metabolic pathways
ANI_1_1476014	Metabolic pathways
ANI_1_148034	Metabolic pathways
ANI_1_1482064	Metabolic pathways
ANI_1_1482094	Metabolic pathways
ANI_1_1484144	Metabolic pathways
ANI_1_1486074	Metabolic pathways
ANI_1_1486094	Metabolic pathways
ANI_1_1490164	Metabolic pathways
ANI_1_1492024	Metabolic pathways
ANI_1_1496134	Metabolic pathways
ANI_1_1498034	Metabolic pathways
ANI_1_1498084	Metabolic pathways
ANI_1_1500034	Metabolic pathways
ANI_1_1502184	Metabolic pathways
ANI_1_1504014	Metabolic pathways
ANI_1_1504144	Metabolic pathways
ANI_1_1506024	Metabolic pathways
ANI_1_1506084	Metabolic pathways
ANI_1_1508084	Metabolic pathways
ANI_1_1512084	Metabolic pathways
ANI_1_1514034	Metabolic pathways
ANI_1_1514084	Metabolic pathways
ANI_1_1522184	Metabolic pathways
ANI_1_1524104	Metabolic pathways
ANI_1_1524124	Metabolic pathways
ANI_1_1526134	Metabolic pathways
ANI_1_1528184	Metabolic pathways
ANI_1_1530184	Metabolic pathways
ANI_1_1534064	Metabolic pathways
ANI_1_1536084	Metabolic pathways
ANI_1_154	Metabolic pathways
ANI_1_154034	Metabolic pathways
ANI_1_154114	Metabolic pathways
ANI_1_154154	Metabolic pathways
ANI_1_1542034	Metabolic pathways
ANI_1_1542084	Metabolic pathways
ANI_1_1548124	Metabolic pathways
ANI_1_1548184	Metabolic pathways
ANI_1_1550064	Metabolic pathways
ANI_1_1552024	Metabolic pathways
ANI_1_1554014	Metabolic pathways
ANI_1_1554084	Metabolic pathways
ANI_1_1558124	Metabolic pathways
ANI_1_156084	Metabolic pathways
ANI_1_1562024	Metabolic pathways
ANI_1_1562104	Metabolic pathways
ANI_1_1566024	Metabolic pathways
ANI_1_1568084	Metabolic pathways
ANI_1_1570134	Metabolic pathways
ANI_1_1572034	Metabolic pathways
ANI_1_1574014	Metabolic pathways
ANI_1_1576064	Metabolic pathways
ANI_1_1578024	Metabolic pathways
ANI_1_1578094	Metabolic pathways
ANI_1_1580074	Metabolic pathways
ANI_1_1580144	Metabolic pathways
ANI_1_1586184	Metabolic pathways
ANI_1_1594124	Metabolic pathways
ANI_1_1596104	Metabolic pathways
ANI_1_1596184	Metabolic pathways
ANI_1_1598034	Metabolic pathways
ANI_1_1600074	Metabolic pathways
ANI_1_160044	Metabolic pathways
ANI_1_160124	Metabolic pathways
ANI_1_160154	Metabolic pathways
ANI_1_1604144	Metabolic pathways
ANI_1_1608184	Metabolic pathways
ANI_1_1620024	Metabolic pathways
ANI_1_1620094	Metabolic pathways
ANI_1_1622184	Metabolic pathways
ANI_1_1624094	Metabolic pathways
ANI_1_1638014	Metabolic pathways
ANI_1_1638134	Metabolic pathways
ANI_1_164054	Metabolic pathways
ANI_1_1642074	Metabolic pathways
ANI_1_1644064	Metabolic pathways
ANI_1_1646124	Metabolic pathways
ANI_1_1648104	Metabolic pathways
ANI_1_1650144	Metabolic pathways
ANI_1_1652104	Metabolic pathways
ANI_1_1656074	Metabolic pathways
ANI_1_1658104	Metabolic pathways
ANI_1_1658184	Metabolic pathways
ANI_1_1660064	Metabolic pathways
ANI_1_1660144	Metabolic pathways
ANI_1_1662074	Metabolic pathways
ANI_1_1662184	Metabolic pathways
ANI_1_1666074	Metabolic pathways
ANI_1_1668184	Metabolic pathways
ANI_1_1670094	Metabolic pathways
ANI_1_1676014	Metabolic pathways
ANI_1_1676184	Metabolic pathways
ANI_1_1680064	Metabolic pathways
ANI_1_1686014	Metabolic pathways
ANI_1_1686024	Metabolic pathways
ANI_1_1688104	Metabolic pathways
ANI_1_1688124	Metabolic pathways
ANI_1_1690074	Metabolic pathways
ANI_1_1694134	Metabolic pathways
ANI_1_1698074	Metabolic pathways
ANI_1_170124	Metabolic pathways
ANI_1_1702014	Metabolic pathways
ANI_1_1704014	Metabolic pathways
ANI_1_1704074	Metabolic pathways
ANI_1_1710094	Metabolic pathways
ANI_1_1712014	Metabolic pathways
ANI_1_1712094	Metabolic pathways
ANI_1_1716074	Metabolic pathways
ANI_1_1718104	Metabolic pathways
ANI_1_1720104	Metabolic pathways
ANI_1_172094	Metabolic pathways
ANI_1_1724104	Metabolic pathways
ANI_1_1734094	Metabolic pathways
ANI_1_1734134	Metabolic pathways
ANI_1_1736024	Metabolic pathways
ANI_1_1736094	Metabolic pathways
ANI_1_1736144	Metabolic pathways
ANI_1_1738094	Metabolic pathways
ANI_1_1740104	Metabolic pathways
ANI_1_1740134	Metabolic pathways
ANI_1_1740184	Metabolic pathways
ANI_1_174184	Metabolic pathways
ANI_1_1748184	Metabolic pathways
ANI_1_1750024	Metabolic pathways
ANI_1_1756014	Metabolic pathways
ANI_1_1756144	Metabolic pathways
ANI_1_176044	Metabolic pathways
ANI_1_1774064	Metabolic pathways
ANI_1_1776064	Metabolic pathways
ANI_1_1776074	Metabolic pathways
ANI_1_1778134	Metabolic pathways
ANI_1_1778144	Metabolic pathways
ANI_1_1780014	Metabolic pathways
ANI_1_1780104	Metabolic pathways
ANI_1_1784064	Metabolic pathways
ANI_1_1784144	Metabolic pathways
ANI_1_1786184	Metabolic pathways
ANI_1_1798134	Metabolic pathways
ANI_1_180054	Metabolic pathways
ANI_1_1802074	Metabolic pathways
ANI_1_1804184	Metabolic pathways
ANI_1_1806134	Metabolic pathways
ANI_1_1806184	Metabolic pathways
ANI_1_1808144	Metabolic pathways
ANI_1_1810094	Metabolic pathways
ANI_1_1810134	Metabolic pathways
ANI_1_1814104	Metabolic pathways
ANI_1_1818144	Metabolic pathways
ANI_1_182154	Metabolic pathways
ANI_1_182174	Metabolic pathways
ANI_1_1826064	Metabolic pathways
ANI_1_1828074	Metabolic pathways
ANI_1_1828094	Metabolic pathways
ANI_1_1828184	Metabolic pathways
ANI_1_1832104	Metabolic pathways
ANI_1_1836074	Metabolic pathways
ANI_1_1838144	Metabolic pathways
ANI_1_1844184	Metabolic pathways
ANI_1_1852144	Metabolic pathways
ANI_1_1854024	Metabolic pathways
ANI_1_1856074	Metabolic pathways
ANI_1_186054	Metabolic pathways
ANI_1_1862184	Metabolic pathways
ANI_1_1864024	Metabolic pathways
ANI_1_1866104	Metabolic pathways
ANI_1_1870014	Metabolic pathways
ANI_1_1880074	Metabolic pathways
ANI_1_1880184	Metabolic pathways
ANI_1_188054	Metabolic pathways
ANI_1_1884014	Metabolic pathways
ANI_1_1884074	Metabolic pathways
ANI_1_1884184	Metabolic pathways
ANI_1_1886014	Metabolic pathways
ANI_1_1886094	Metabolic pathways
ANI_1_1892064	Metabolic pathways
ANI_1_1900104	Metabolic pathways
ANI_1_1900184	Metabolic pathways
ANI_1_190164	Metabolic pathways
ANI_1_1902184	Metabolic pathways
ANI_1_1910064	Metabolic pathways
ANI_1_1910094	Metabolic pathways
ANI_1_1912014	Metabolic pathways
ANI_1_1916014	Metabolic pathways
ANI_1_1918014	Metabolic pathways
ANI_1_192124	Metabolic pathways
ANI_1_1932184	Metabolic pathways
ANI_1_1938144	Metabolic pathways
ANI_1_1940104	Metabolic pathways
ANI_1_194184	Metabolic pathways
ANI_1_1944014	Metabolic pathways
ANI_1_1946064	Metabolic pathways
ANI_1_1948074	Metabolic pathways
ANI_1_1952184	Metabolic pathways
ANI_1_1958014	Metabolic pathways
ANI_1_1960024	Metabolic pathways
ANI_1_196064	Metabolic pathways
ANI_1_196114	Metabolic pathways
ANI_1_1962014	Metabolic pathways
ANI_1_1962144	Metabolic pathways
ANI_1_1964144	Metabolic pathways
ANI_1_1970104	Metabolic pathways
ANI_1_1976014	Metabolic pathways
ANI_1_1978184	Metabolic pathways
ANI_1_1980014	Metabolic pathways
ANI_1_1982094	Metabolic pathways
ANI_1_1984024	Metabolic pathways
ANI_1_1984104	Metabolic pathways
ANI_1_1986074	Metabolic pathways
ANI_1_1986144	Metabolic pathways
ANI_1_1990074	Metabolic pathways
ANI_1_1990184	Metabolic pathways
ANI_1_1992094	Metabolic pathways
ANI_1_1992184	Metabolic pathways
ANI_1_1994184	Metabolic pathways
ANI_1_2000104	Metabolic pathways
ANI_1_200174	Metabolic pathways
ANI_1_2002024	Metabolic pathways
ANI_1_2002104	Metabolic pathways
ANI_1_2004024	Metabolic pathways
ANI_1_2010014	Metabolic pathways
ANI_1_2010024	Metabolic pathways
ANI_1_2010064	Metabolic pathways
ANI_1_2010184	Metabolic pathways
ANI_1_2012024	Metabolic pathways
ANI_1_2016074	Metabolic pathways
ANI_1_202174	Metabolic pathways
ANI_1_2022014	Metabolic pathways
ANI_1_2022184	Metabolic pathways
ANI_1_2028074	Metabolic pathways
ANI_1_2032184	Metabolic pathways
ANI_1_2040064	Metabolic pathways
ANI_1_204164	Metabolic pathways
ANI_1_204174	Metabolic pathways
ANI_1_2042104	Metabolic pathways
ANI_1_2048094	Metabolic pathways
ANI_1_2056014	Metabolic pathways
ANI_1_2062014	Metabolic pathways
ANI_1_2062074	Metabolic pathways
ANI_1_2064014	Metabolic pathways
ANI_1_2066024	Metabolic pathways
ANI_1_2070064	Metabolic pathways
ANI_1_2072024	Metabolic pathways
ANI_1_2080074	Metabolic pathways
ANI_1_2088024	Metabolic pathways
ANI_1_2088064	Metabolic pathways
ANI_1_2090064	Metabolic pathways
ANI_1_2092064	Metabolic pathways
ANI_1_210084	Metabolic pathways
ANI_1_2108064	Metabolic pathways
ANI_1_2108104	Metabolic pathways
ANI_1_2112024	Metabolic pathways
ANI_1_2114094	Metabolic pathways
ANI_1_2114104	Metabolic pathways
