GO	GENE	CLASS
GO:0008442	MYCTH_2310492	MF
GO:0051287	MYCTH_2310492	MF
GO:0016787	MYCTH_2301859	MF
GO:0016805	MYCTH_2301859	MF
GO:0033180	MYCTH_2296513	CC
GO:0015078	MYCTH_2296513	MF
GO:0003676	MYCTH_2136371	MF
GO:0003700	MYCTH_2136371	MF
GO:0005634	MYCTH_2136371	CC
GO:0006829	MYCTH_2303843	BP
GO:0016020	MYCTH_2303843	CC
GO:0009982	MYCTH_2306070	MF
GO:0003723	MYCTH_2306070	MF
GO:0001522	MYCTH_2306070	BP
GO:0005515	MYCTH_2310941	MF
GO:0005739	MYCTH_2294844	CC
GO:0004672	MYCTH_2315393	MF
GO:0005515	MYCTH_2303167	MF
GO:0051920	MYCTH_2300119	MF
GO:0004852	MYCTH_2067725	MF
GO:0003854	MYCTH_106346	MF
GO:0005524	MYCTH_2294223	MF
GO:0007165	MYCTH_2138808	BP
GO:0031929	MYCTH_2138808	BP
GO:0016740	MYCTH_2304008	MF
GO:0055085	MYCTH_2303534	BP
GO:0004411	MYCTH_2307086	MF
GO:0070682	MYCTH_2296297	BP
GO:0000776	MYCTH_2052150	CC
GO:0005524	MYCTH_107580	MF
GO:0003743	MYCTH_2300192	MF
GO:0005515	MYCTH_51006	MF
GO:0006383	MYCTH_51006	BP
GO:0016311	MYCTH_2298317	BP
GO:0008138	MYCTH_2298317	MF
GO:0005515	MYCTH_2298599	MF
GO:0005739	MYCTH_33514	CC
GO:0003677	MYCTH_2304200	MF
GO:0003677	MYCTH_2311810	MF
GO:0006508	MYCTH_2306020	BP
GO:0004252	MYCTH_2306020	MF
GO:0016787	MYCTH_2073591	MF
GO:0016491	MYCTH_2301267	MF
GO:0016429	MYCTH_2301045	MF
GO:0006396	MYCTH_2298741	BP
GO:0005515	MYCTH_2298741	MF
GO:0000398	MYCTH_2298741	BP
GO:0016021	MYCTH_2293970	CC
GO:0004066	MYCTH_2298411	MF
GO:0035673	MYCTH_2312493	MF
GO:0016021	MYCTH_2294232	CC
GO:0046983	MYCTH_2310243	MF
GO:0005975	MYCTH_2141088	BP
GO:0005643	MYCTH_2141088	CC
GO:0005515	MYCTH_2307420	MF
GO:0005515	MYCTH_2303296	MF
GO:0003824	MYCTH_2296287	MF
GO:0003723	MYCTH_2312685	MF
GO:0003676	MYCTH_2312685	MF
GO:0000077	MYCTH_2294089	BP
GO:0005515	MYCTH_2297393	MF
GO:0000398	MYCTH_107891	BP
GO:0005515	MYCTH_107891	MF
GO:0004842	MYCTH_107891	MF
GO:0003824	MYCTH_107891	MF
GO:0003723	MYCTH_2296269	MF
GO:0003676	MYCTH_2296269	MF
GO:0003924	MYCTH_2309848	MF
GO:0007165	MYCTH_2309848	BP
GO:0001664	MYCTH_2309848	MF
GO:0016052	MYCTH_82505	BP
GO:0009063	MYCTH_82505	BP
GO:0006886	MYCTH_2305025	BP
GO:0016787	MYCTH_2314148	MF
GO:0004176	MYCTH_2311706	MF
GO:0005524	MYCTH_2311706	MF
GO:0005515	MYCTH_2297796	MF
GO:0005515	MYCTH_2294813	MF
GO:0003676	MYCTH_2302318	MF
GO:0008270	MYCTH_2302318	MF
GO:0006397	MYCTH_2302318	BP
GO:0003677	MYCTH_2294145	MF
GO:0004553	MYCTH_40111	MF
GO:0016021	MYCTH_104673	CC
GO:0022857	MYCTH_104673	MF
GO:0016020	MYCTH_104673	CC
GO:0003677	MYCTH_2090680	MF
GO:0006383	MYCTH_2305512	BP
GO:0008171	MYCTH_2066662	MF
GO:0008168	MYCTH_2066662	MF
GO:0003691	MYCTH_2297950	MF
GO:0005506	MYCTH_2302688	MF
GO:0003677	MYCTH_2295109	MF
GO:0003899	MYCTH_2295109	MF
GO:0016491	MYCTH_2298100	MF
GO:0022857	MYCTH_2295309	MF
GO:0004829	MYCTH_2114926	MF
GO:0047429	MYCTH_2114926	MF
GO:0000166	MYCTH_2114926	MF
GO:0000796	MYCTH_76096	CC
GO:0000723	MYCTH_2298998	BP
GO:0003677	MYCTH_2298998	MF
GO:0140359	MYCTH_2301669	MF
GO:0005524	MYCTH_2301669	MF
GO:0006270	MYCTH_99456	BP
GO:0004553	MYCTH_2301053	MF
GO:0003824	MYCTH_2301053	MF
GO:0016255	MYCTH_2309006	BP
GO:0046912	MYCTH_2312570	MF
GO:0004108	MYCTH_2312570	MF
GO:0003735	MYCTH_2303153	MF
GO:0016810	MYCTH_2296179	MF
GO:0006807	MYCTH_2296179	BP
GO:0016151	MYCTH_2296179	MF
GO:0009039	MYCTH_2296179	MF
GO:0035550	MYCTH_2296179	CC
GO:0016787	MYCTH_2296179	MF
GO:0016491	MYCTH_2306180	MF
GO:0004553	MYCTH_39555	MF
GO:0055085	MYCTH_114734	BP
GO:0010997	MYCTH_2311785	MF
GO:0005515	MYCTH_2311785	MF
GO:0017183	MYCTH_2308475	BP
GO:0005515	MYCTH_2316413	MF
GO:0005034	MYCTH_2316413	MF
GO:0016192	MYCTH_2304140	BP
GO:0005515	MYCTH_2071270	MF
GO:0005515	MYCTH_2303934	MF
GO:0003924	MYCTH_2313446	MF
GO:0003723	MYCTH_2294372	MF
GO:0004831	MYCTH_2294372	MF
GO:0000166	MYCTH_2294372	MF
GO:0006281	MYCTH_63866	BP
GO:0005515	MYCTH_2307409	MF
GO:0004842	MYCTH_2307409	MF
GO:0006511	MYCTH_2307409	BP
GO:0016972	MYCTH_2308968	MF
GO:0016971	MYCTH_2308968	MF
GO:0016020	MYCTH_2310893	CC
GO:0005524	MYCTH_2308195	MF
GO:0003824	MYCTH_2315847	MF
GO:0016491	MYCTH_2293947	MF
GO:0016787	MYCTH_2299719	MF
GO:0003676	MYCTH_2304071	MF
GO:0003824	MYCTH_2306503	MF
GO:0000981	MYCTH_2311136	MF
GO:0071949	MYCTH_2299915	MF
GO:0006281	MYCTH_112716	BP
GO:0004312	MYCTH_2310232	MF
GO:0000287	MYCTH_2310232	MF
GO:0016746	MYCTH_2310232	MF
GO:0008897	MYCTH_2310232	MF
GO:0004315	MYCTH_2310232	MF
GO:0000981	MYCTH_98907	MF
GO:0003677	MYCTH_2134860	MF
GO:0016491	MYCTH_2312450	MF
GO:0005515	MYCTH_19035	MF
GO:0015031	MYCTH_2315516	BP
GO:0007165	MYCTH_2295720	BP
GO:0035091	MYCTH_2295720	MF
GO:0003677	MYCTH_2307570	MF
GO:0003899	MYCTH_2307570	MF
GO:0006351	MYCTH_2307570	BP
GO:0016971	MYCTH_2309177	MF
GO:0016972	MYCTH_2309177	MF
GO:0000127	MYCTH_2302212	CC
GO:0006367	MYCTH_2297030	BP
GO:0005674	MYCTH_2297030	CC
GO:0004176	MYCTH_2299177	MF
GO:0004252	MYCTH_2299177	MF
GO:0005524	MYCTH_2299177	MF
GO:0000256	MYCTH_2113541	BP
GO:0016491	MYCTH_2308345	MF
GO:0005737	MYCTH_2301817	CC
GO:0005524	MYCTH_2301817	MF
GO:0016787	MYCTH_2117751	MF
GO:0000030	MYCTH_2310419	MF
GO:0003724	MYCTH_2296766	MF
GO:0003676	MYCTH_2296766	MF
GO:0005515	MYCTH_2309896	MF
GO:0006614	MYCTH_2301184	BP
GO:0005515	MYCTH_2301184	MF
GO:0016757	MYCTH_2312966	MF
GO:0000506	MYCTH_2312966	CC
GO:0006506	MYCTH_2312966	BP
GO:0005506	MYCTH_2307775	MF
GO:0005524	MYCTH_74803	MF
GO:0004618	MYCTH_2316240	MF
GO:0004672	MYCTH_2051419	MF
GO:0005524	MYCTH_2062719	MF
GO:0005515	MYCTH_2303838	MF
GO:0003873	MYCTH_71484	MF
GO:0003824	MYCTH_71484	MF
GO:0006886	MYCTH_2313651	BP
GO:0016020	MYCTH_2313651	CC
GO:0006511	MYCTH_2306290	BP
GO:0004842	MYCTH_2306290	MF
GO:0003724	MYCTH_2303449	MF
GO:0003676	MYCTH_2303449	MF
GO:0022857	MYCTH_82782	MF
GO:0003676	MYCTH_2296915	MF
GO:0000981	MYCTH_2062045	MF
GO:0016020	MYCTH_2307498	CC
GO:0000287	MYCTH_2298309	MF
GO:0005515	MYCTH_2303184	MF
GO:0001181	MYCTH_2141489	MF
GO:0003712	MYCTH_2144795	MF
GO:0016020	MYCTH_2298027	CC
GO:0003676	MYCTH_115944	MF
GO:0003724	MYCTH_115944	MF
GO:0046872	MYCTH_2311647	MF
GO:0003899	MYCTH_2303031	MF
GO:0006351	MYCTH_2303031	BP
GO:0005515	MYCTH_2294733	MF
GO:0016491	MYCTH_2294733	MF
GO:0003824	MYCTH_2055104	MF
GO:0008108	MYCTH_2120854	MF
GO:0006012	MYCTH_2120854	BP
GO:0003824	MYCTH_2297943	MF
GO:0050660	MYCTH_2297943	MF
GO:0071949	MYCTH_2297943	MF
GO:0016491	MYCTH_2297943	MF
GO:0000387	MYCTH_46410	BP
GO:0003723	MYCTH_46410	MF
GO:0046872	MYCTH_46410	MF
GO:0003676	MYCTH_46410	MF
GO:0004864	MYCTH_2300012	MF
GO:0016491	MYCTH_2089545	MF
GO:0000166	MYCTH_2306339	MF
GO:0003676	MYCTH_2306339	MF
GO:0004824	MYCTH_2306339	MF
GO:0007165	MYCTH_2297462	BP
GO:0005886	MYCTH_2300336	CC
GO:0003712	MYCTH_2311333	MF
GO:0005975	MYCTH_2309414	BP
GO:0008194	MYCTH_2309414	MF
GO:0035556	MYCTH_38313	BP
GO:0005096	MYCTH_38313	MF
GO:0003676	MYCTH_2133332	MF
GO:0003723	MYCTH_2133332	MF
GO:0003712	MYCTH_2306147	MF
GO:0016592	MYCTH_2306147	CC
GO:0022857	MYCTH_2313019	MF
GO:0006508	MYCTH_2301978	BP
GO:0004672	MYCTH_2063736	MF
GO:0005524	MYCTH_2063736	MF
GO:0097367	MYCTH_12812	MF
GO:0015095	MYCTH_2310652	MF
GO:0005525	MYCTH_2313362	MF
GO:0003924	MYCTH_2313362	MF
GO:0003896	MYCTH_2315948	MF
GO:0005515	MYCTH_2311550	MF
GO:0004553	MYCTH_52064	MF
GO:0003824	MYCTH_52064	MF
GO:0003924	MYCTH_2302341	MF
GO:0005525	MYCTH_2302341	MF
GO:0004252	MYCTH_2296298	MF
GO:0003677	MYCTH_2310516	MF
GO:0003684	MYCTH_2310516	MF
GO:0017148	MYCTH_2306855	BP
GO:0007034	MYCTH_2309816	BP
GO:0003777	MYCTH_2309747	MF
GO:0003723	MYCTH_2294700	MF
GO:0003676	MYCTH_2294700	MF
GO:0000398	MYCTH_2294700	BP
GO:0000275	MYCTH_2145409	CC
GO:0046872	MYCTH_2145409	MF
GO:0003676	MYCTH_2300574	MF
GO:0004386	MYCTH_2300574	MF
GO:0005515	MYCTH_2300574	MF
GO:0016021	MYCTH_2299846	CC
GO:0022857	MYCTH_2299846	MF
GO:0016020	MYCTH_2299846	CC
GO:0005737	MYCTH_2300575	CC
GO:0006606	MYCTH_2300575	BP
GO:0005515	MYCTH_2300575	MF
GO:0008318	MYCTH_2311786	MF
GO:0005968	MYCTH_2311786	CC
GO:0019346	MYCTH_2312551	BP
GO:0003824	MYCTH_2312551	MF
GO:0006520	MYCTH_2312551	BP
GO:0003841	MYCTH_2303614	MF
GO:0016746	MYCTH_2303614	MF
GO:0017183	MYCTH_2312174	BP
GO:0005524	MYCTH_2120170	MF
GO:0004672	MYCTH_2120170	MF
GO:0016787	MYCTH_2312977	MF
GO:0005524	MYCTH_2307069	MF
GO:0016020	MYCTH_2307069	CC
GO:0003700	MYCTH_2304475	MF
GO:0005515	MYCTH_2304475	MF
GO:0003824	MYCTH_2307101	MF
GO:0003677	MYCTH_2130929	MF
GO:0016491	MYCTH_2299448	MF
GO:0022857	MYCTH_2118236	MF
GO:0004497	MYCTH_2302552	MF
GO:0005506	MYCTH_2302552	MF
GO:0016627	MYCTH_2310435	MF
GO:0003995	MYCTH_2310435	MF
GO:0005515	MYCTH_2304190	MF
GO:0003676	MYCTH_2304190	MF
GO:0005515	MYCTH_74056	MF
GO:0006779	MYCTH_2305681	BP
GO:0004325	MYCTH_2305681	MF
GO:0005515	MYCTH_90789	MF
GO:0004072	MYCTH_2302102	MF
GO:0005779	MYCTH_2053677	CC
GO:0046872	MYCTH_2302441	MF
GO:0005524	MYCTH_2302441	MF
GO:0006812	MYCTH_2303685	BP
GO:0000001	MYCTH_59445	BP
GO:0000818	MYCTH_2304842	CC
GO:0005975	MYCTH_103702	BP
GO:0030246	MYCTH_103702	MF
GO:0003824	MYCTH_103702	MF
GO:0004672	MYCTH_2309406	MF
GO:0010181	MYCTH_2295138	MF
GO:0005524	MYCTH_2040766	MF
GO:0004843	MYCTH_2304715	MF
GO:0003824	MYCTH_2075738	MF
GO:0006891	MYCTH_2309136	BP
GO:0004553	MYCTH_116553	MF
GO:0006508	MYCTH_2301060	BP
GO:0016973	MYCTH_2294293	BP
GO:0003677	MYCTH_85534	MF
GO:0000776	MYCTH_85534	CC
GO:0007165	MYCTH_2295773	BP
GO:0005375	MYCTH_44065	MF
GO:0005247	MYCTH_2303682	MF
GO:0005515	MYCTH_2116436	MF
GO:0000439	MYCTH_2116689	CC
GO:0003676	MYCTH_116322	MF
GO:0005515	MYCTH_116322	MF
GO:0000289	MYCTH_116322	BP
GO:0006629	MYCTH_2079764	BP
GO:0003865	MYCTH_2079764	MF
GO:0016746	MYCTH_108317	MF
GO:0031177	MYCTH_108317	MF
GO:0016740	MYCTH_108317	MF
GO:0000981	MYCTH_2300537	MF
GO:0003677	MYCTH_2300537	MF
GO:0043087	MYCTH_2308614	BP
GO:0007165	MYCTH_2308614	BP
GO:0005515	MYCTH_2308614	MF
GO:0009190	MYCTH_2294267	BP
GO:0007165	MYCTH_2294267	BP
GO:0016791	MYCTH_2294267	MF
GO:0005515	MYCTH_2294267	MF
GO:0000287	MYCTH_2294267	MF
GO:0001510	MYCTH_2306706	BP
GO:0008033	MYCTH_2306706	BP
GO:0008168	MYCTH_2306706	MF
GO:0033609	MYCTH_2120482	BP
GO:0016021	MYCTH_2071579	CC
GO:0008270	MYCTH_114166	MF
GO:0003677	MYCTH_114166	MF
GO:0000276	MYCTH_2297004	CC
GO:0003779	MYCTH_2142488	MF
GO:2001070	MYCTH_72393	MF
GO:0004339	MYCTH_72393	MF
GO:0030246	MYCTH_72393	MF
GO:0005975	MYCTH_72393	BP
GO:0000272	MYCTH_72393	BP
GO:0000413	MYCTH_2303595	BP
GO:0003755	MYCTH_2303595	MF
GO:0004842	MYCTH_2303595	MF
GO:0022857	MYCTH_2304823	MF
GO:0006535	MYCTH_2303813	BP
GO:0015078	MYCTH_2298561	MF
GO:0033179	MYCTH_2298561	CC
GO:0006913	MYCTH_2300961	BP
GO:0019346	MYCTH_2141686	BP
GO:0003824	MYCTH_2141686	MF
GO:0005975	MYCTH_2312307	BP
GO:0004573	MYCTH_2312307	MF
GO:0019239	MYCTH_2061764	MF
GO:0005576	MYCTH_112399	CC
GO:0000124	MYCTH_78048	CC
GO:0005515	MYCTH_2307442	MF
GO:0017056	MYCTH_2307442	MF
GO:0055085	MYCTH_2306903	BP
GO:0016491	MYCTH_2307265	MF
GO:0003700	MYCTH_2130157	MF
GO:0003712	MYCTH_2302141	MF
GO:0018738	MYCTH_2138853	MF
GO:0004553	MYCTH_107178	MF
GO:0005515	MYCTH_2067426	MF
GO:0003723	MYCTH_2309564	MF
GO:0003824	MYCTH_82456	MF
GO:0016829	MYCTH_82456	MF
GO:0005524	MYCTH_2301654	MF
GO:0046982	MYCTH_2298636	MF
GO:0006366	MYCTH_2298636	BP
GO:0016884	MYCTH_2299157	MF
GO:0020037	MYCTH_2081200	MF
GO:0005515	MYCTH_2305158	MF
GO:0006355	MYCTH_2305158	BP
GO:0008168	MYCTH_2299308	MF
GO:0001510	MYCTH_2299308	BP
GO:0003723	MYCTH_2299308	MF
GO:0016428	MYCTH_2299308	MF
GO:0016021	MYCTH_2303440	CC
GO:0006891	MYCTH_2296336	BP
GO:0003677	MYCTH_2305551	MF
GO:0000981	MYCTH_2305551	MF
GO:0016614	MYCTH_2308874	MF
GO:0050660	MYCTH_2308874	MF
GO:0016311	MYCTH_2309706	BP
GO:0006470	MYCTH_2309706	BP
GO:0008138	MYCTH_2309706	MF
GO:0005524	MYCTH_2294224	MF
GO:0008270	MYCTH_2113962	MF
GO:0005515	MYCTH_99686	MF
GO:0003924	MYCTH_2303801	MF
GO:0005525	MYCTH_2303801	MF
GO:0061630	MYCTH_98107	MF
GO:0008270	MYCTH_98107	MF
GO:0016491	MYCTH_2297886	MF
GO:0005524	MYCTH_2145431	MF
GO:0008094	MYCTH_2145431	MF
GO:0005975	MYCTH_54618	BP
GO:0008061	MYCTH_54618	MF
GO:0016491	MYCTH_2063591	MF
GO:0000124	MYCTH_2304856	CC
GO:0004497	MYCTH_2063204	MF
GO:0003824	MYCTH_2312639	MF
GO:0003873	MYCTH_2312639	MF
GO:0003735	MYCTH_2312962	MF
GO:0006412	MYCTH_2312962	BP
GO:0003723	MYCTH_2312962	MF
GO:0004672	MYCTH_2309967	MF
GO:0003824	MYCTH_38939	MF
GO:0016616	MYCTH_38939	MF
GO:0016491	MYCTH_38939	MF
GO:0031262	MYCTH_2119140	CC
GO:0003713	MYCTH_2306615	MF
GO:0005634	MYCTH_2295771	CC
GO:0004553	MYCTH_2124399	MF
GO:0000776	MYCTH_2310469	CC
GO:0032040	MYCTH_2295937	CC
GO:0006888	MYCTH_2311970	BP
GO:0005515	MYCTH_2311970	MF
GO:0016491	MYCTH_2305985	MF
GO:0017119	MYCTH_2296935	CC
GO:0008289	MYCTH_2305792	MF
GO:0000077	MYCTH_2058328	BP
GO:0046872	MYCTH_2058328	MF
GO:0003677	MYCTH_111741	MF
GO:0004146	MYCTH_2303933	MF
GO:0022857	MYCTH_2118844	MF
GO:0046577	MYCTH_103590	MF
GO:0016614	MYCTH_103590	MF
GO:0000055	MYCTH_2312891	BP
GO:0005515	MYCTH_2296160	MF
GO:0005515	MYCTH_2316337	MF
GO:0042729	MYCTH_2311631	CC
GO:0000981	MYCTH_2295212	MF
GO:0003677	MYCTH_2295212	MF
GO:0004672	MYCTH_2140577	MF
GO:0000387	MYCTH_2119714	BP
GO:0003824	MYCTH_2311651	MF
GO:0009058	MYCTH_2311651	BP
GO:0004622	MYCTH_2299100	MF
GO:0006629	MYCTH_2299100	BP
GO:0005576	MYCTH_100068	CC
GO:0004553	MYCTH_100068	MF
GO:0016491	MYCTH_2308261	MF
GO:0008531	MYCTH_53055	MF
GO:0005524	MYCTH_2059686	MF
GO:0005680	MYCTH_36737	CC
GO:0003824	MYCTH_2308594	MF
GO:0016830	MYCTH_2308594	MF
GO:0005525	MYCTH_2295289	MF
GO:0003746	MYCTH_2295289	MF
GO:0003924	MYCTH_2295289	MF
GO:0000981	MYCTH_2304982	MF
GO:0004672	MYCTH_2303861	MF
GO:0005524	MYCTH_2303861	MF
GO:0004342	MYCTH_2306772	MF
GO:0005975	MYCTH_2306772	BP
GO:0008289	MYCTH_2309630	MF
GO:0003924	MYCTH_2305118	MF
GO:0001664	MYCTH_2305118	MF
GO:0007165	MYCTH_2305118	BP
GO:0005507	MYCTH_2308831	MF
GO:0020037	MYCTH_2300312	MF
GO:0009228	MYCTH_2308456	BP
GO:0016791	MYCTH_2296734	MF
GO:0003747	MYCTH_2302323	MF
GO:0006415	MYCTH_2302323	BP
GO:0003723	MYCTH_2308603	MF
GO:0003723	MYCTH_96108	MF
GO:0008654	MYCTH_2309299	BP
GO:0043015	MYCTH_2299223	MF
GO:0000226	MYCTH_2299223	BP
GO:0016603	MYCTH_2304858	MF
GO:0003676	MYCTH_2124177	MF
GO:0006606	MYCTH_2302024	BP
GO:0003677	MYCTH_92508	MF
GO:0003677	MYCTH_2310794	MF
GO:0000160	MYCTH_2305403	BP
GO:0008061	MYCTH_2310276	MF
GO:0000981	MYCTH_2295908	MF
GO:0005519	MYCTH_2312860	MF
GO:0006364	MYCTH_2078041	BP
GO:0005096	MYCTH_2306407	MF
GO:0000993	MYCTH_2312608	MF
GO:0005849	MYCTH_2312608	CC
GO:0005975	MYCTH_2309843	BP
GO:0004645	MYCTH_2309843	MF
GO:0005975	MYCTH_2060364	BP
GO:0003676	MYCTH_2296319	MF
GO:0003723	MYCTH_2296319	MF
GO:0006400	MYCTH_2310216	BP
GO:0005524	MYCTH_2306722	MF
GO:0005515	MYCTH_107689	MF
GO:0005886	MYCTH_2313584	CC
GO:0003924	MYCTH_2079898	MF
GO:0031177	MYCTH_38980	MF
GO:0016491	MYCTH_2309471	MF
GO:0000444	MYCTH_2300329	CC
GO:0005515	MYCTH_2294310	MF
GO:0006457	MYCTH_2294310	BP
GO:0003729	MYCTH_2300699	MF
GO:0003824	MYCTH_2311494	MF
GO:0004590	MYCTH_2311494	MF
GO:0000166	MYCTH_2312940	MF
GO:0002161	MYCTH_2312940	MF
GO:0004812	MYCTH_2312940	MF
GO:0005783	MYCTH_2300901	CC
GO:0003756	MYCTH_2300901	MF
GO:0019346	MYCTH_2314136	BP
GO:0003824	MYCTH_2314136	MF
GO:0004121	MYCTH_2314136	MF
GO:0007165	MYCTH_2019888	BP
GO:0003676	MYCTH_2307145	MF
GO:0005515	MYCTH_2302609	MF
GO:0005509	MYCTH_2310551	MF
GO:0005525	MYCTH_2303731	MF
GO:0005669	MYCTH_2295880	CC
GO:0016491	MYCTH_2112434	MF
GO:0044237	MYCTH_2135256	BP
GO:0044249	MYCTH_2135256	BP
GO:0004672	MYCTH_2301959	MF
GO:0016614	MYCTH_2110729	MF
GO:0050660	MYCTH_2110729	MF
GO:0016787	MYCTH_2309629	MF
GO:0008239	MYCTH_2309629	MF
GO:0016747	MYCTH_2294412	MF
GO:0004553	MYCTH_66804	MF
GO:0004672	MYCTH_2117239	MF
GO:0005515	MYCTH_2296229	MF
GO:0052689	MYCTH_64299	MF
GO:0003676	MYCTH_2295976	MF
GO:0005515	MYCTH_2296804	MF
GO:0000775	MYCTH_2311906	CC
GO:0046872	MYCTH_2302571	MF
GO:0005759	MYCTH_2308582	CC
GO:0016791	MYCTH_2300639	MF
GO:0003676	MYCTH_2297359	MF
GO:0006351	MYCTH_2297359	BP
GO:0042779	MYCTH_2297359	BP
GO:0003735	MYCTH_79440	MF
GO:0005739	MYCTH_2296086	CC
GO:0003735	MYCTH_2310836	MF
GO:0002949	MYCTH_63343	BP
GO:0005515	MYCTH_2297201	MF
GO:0008374	MYCTH_2313777	MF
GO:0000413	MYCTH_2313485	BP
GO:0003755	MYCTH_2313485	MF
GO:0006629	MYCTH_113600	BP
GO:0003735	MYCTH_2303426	MF
GO:0006629	MYCTH_2306488	BP
GO:0003676	MYCTH_101870	MF
GO:0008171	MYCTH_2297644	MF
GO:0008168	MYCTH_2297644	MF
GO:0000030	MYCTH_2298352	MF
GO:0000340	MYCTH_2300713	MF
GO:0000981	MYCTH_2295721	MF
GO:0003924	MYCTH_56516	MF
GO:0005525	MYCTH_56516	MF
GO:0007021	MYCTH_2294816	BP
GO:0004888	MYCTH_2302067	MF
GO:0004930	MYCTH_2302067	MF
GO:0007064	MYCTH_2312176	BP
GO:0000221	MYCTH_2296723	CC
GO:0005515	MYCTH_2299478	MF
GO:0003824	MYCTH_2082283	MF
GO:0030246	MYCTH_2082283	MF
GO:0005975	MYCTH_2082283	BP
GO:0016491	MYCTH_2294077	MF
GO:0016620	MYCTH_2294077	MF
GO:0009013	MYCTH_2294077	MF
GO:0004620	MYCTH_2296151	MF
GO:0005524	MYCTH_2298652	MF
GO:0004190	MYCTH_2297356	MF
GO:0000030	MYCTH_2296424	MF
GO:0003723	MYCTH_2294810	MF
GO:0031124	MYCTH_2294810	BP
GO:0003676	MYCTH_2294810	MF
GO:0008195	MYCTH_2059134	MF
GO:0004315	MYCTH_55132	MF
GO:0016746	MYCTH_55132	MF
GO:0016740	MYCTH_55132	MF
GO:0031177	MYCTH_55132	MF
GO:0006355	MYCTH_2132689	BP
GO:0006298	MYCTH_2298657	BP
GO:0005524	MYCTH_2298657	MF
GO:0004045	MYCTH_2311885	MF
GO:0003824	MYCTH_2306275	MF
GO:0003824	MYCTH_2299107	MF
GO:0020037	MYCTH_2299107	MF
GO:0016491	MYCTH_2299107	MF
GO:0016846	MYCTH_2309573	MF
GO:0016491	MYCTH_2297415	MF
GO:0043248	MYCTH_2138495	BP
GO:0006360	MYCTH_2308677	BP
GO:0005484	MYCTH_2295038	MF
GO:0005515	MYCTH_2118512	MF
GO:0006406	MYCTH_2118512	BP
GO:0016491	MYCTH_2125469	MF
GO:0008746	MYCTH_2125469	MF
GO:0004672	MYCTH_2310287	MF
GO:0004672	MYCTH_2300121	MF
GO:0004674	MYCTH_2300121	MF
GO:0006914	MYCTH_2305051	BP
GO:0000776	MYCTH_100290	CC
GO:0000124	MYCTH_55909	CC
GO:0005515	MYCTH_55909	MF
GO:0046982	MYCTH_55909	MF
GO:0005515	MYCTH_2305048	MF
GO:0005509	MYCTH_2305048	MF
GO:0016409	MYCTH_2306253	MF
GO:0010309	MYCTH_2304122	MF
GO:0016491	MYCTH_2304122	MF
GO:0000981	MYCTH_2298809	MF
GO:0000226	MYCTH_2302755	BP
GO:0043015	MYCTH_2302755	MF
GO:0005524	MYCTH_2304464	MF
GO:0016787	MYCTH_2304464	MF
GO:0005524	MYCTH_2302694	MF
GO:0003755	MYCTH_2299386	MF
GO:0003676	MYCTH_2301677	MF
GO:0003924	MYCTH_2313107	MF
GO:0005525	MYCTH_2313107	MF
GO:0000408	MYCTH_2302094	CC
GO:0003723	MYCTH_2298252	MF
GO:0019843	MYCTH_2298252	MF
GO:0003735	MYCTH_2298252	MF
GO:0000244	MYCTH_2296654	BP
GO:0022857	MYCTH_2299806	MF
GO:0004672	MYCTH_2298384	MF
GO:0004674	MYCTH_2298384	MF
GO:0005524	MYCTH_2298384	MF
GO:0008374	MYCTH_2307471	MF
GO:0006807	MYCTH_2300582	BP
GO:0019825	MYCTH_112322	MF
GO:0008941	MYCTH_112322	MF
GO:0020037	MYCTH_112322	MF
GO:0016491	MYCTH_112322	MF
GO:0006511	MYCTH_2309854	BP
GO:0005515	MYCTH_2312871	MF
GO:0034553	MYCTH_2295791	BP
GO:0005515	MYCTH_2303620	MF
GO:0016491	MYCTH_2301059	MF
GO:0022857	MYCTH_2311571	MF
GO:0003910	MYCTH_2303831	MF
GO:0003677	MYCTH_2303831	MF
GO:0003909	MYCTH_2303831	MF
GO:0000981	MYCTH_2301873	MF
GO:0008168	MYCTH_2307981	MF
GO:0003677	MYCTH_2039938	MF
GO:0003676	MYCTH_2294503	MF
GO:0005515	MYCTH_2294503	MF
GO:0016787	MYCTH_2299911	MF
GO:0016831	MYCTH_2299911	MF
GO:0003777	MYCTH_83111	MF
GO:0005381	MYCTH_2299286	MF
GO:0042026	MYCTH_2097570	BP
GO:0005524	MYCTH_2097570	MF
GO:0003689	MYCTH_2312776	MF
GO:0003677	MYCTH_2312776	MF
GO:0005524	MYCTH_2312776	MF
GO:0000981	MYCTH_2297174	MF
GO:0045145	MYCTH_2310664	MF
GO:0020037	MYCTH_37469	MF
GO:0022857	MYCTH_2064798	MF
GO:0004553	MYCTH_52068	MF
GO:0008080	MYCTH_2307768	MF
GO:0005874	MYCTH_2312947	CC
GO:0003924	MYCTH_2312947	MF
GO:0005525	MYCTH_2312947	MF
GO:0005200	MYCTH_2312947	MF
GO:0003824	MYCTH_2309547	MF
GO:0030410	MYCTH_2302937	MF
GO:0005515	MYCTH_2306444	MF
GO:0016491	MYCTH_2305728	MF
GO:0005385	MYCTH_2073485	MF
GO:0006812	MYCTH_2073485	BP
GO:0022857	MYCTH_2064631	MF
GO:0005515	MYCTH_2309903	MF
GO:0003676	MYCTH_2301066	MF
GO:0003724	MYCTH_2301066	MF
GO:0006355	MYCTH_2301174	BP
