GO	GENE	CLASS
GO:0003824	ANI_1_3136014	MF
GO:0030170	ANI_1_3136014	MF
GO:0009058	ANI_1_3136014	BP
GO:0006351	ANI_1_1616014	BP
GO:0042025	ANI_1_1616014	CC
GO:0003899	ANI_1_1616014	MF
GO:0003677	ANI_1_1616014	MF
GO:0006351	ANI_1_1616014	BP
GO:0003677	ANI_1_1616014	MF
GO:0003899	ANI_1_1616014	MF
GO:0006351	ANI_1_1616014	BP
GO:0042025	ANI_1_1616014	CC
GO:0003677	ANI_1_1616014	MF
GO:0003899	ANI_1_1616014	MF
GO:0005975	ANI_1_3140014	BP
GO:0004553	ANI_1_3140014	MF
GO:0004672	ANI_1_3144014	MF
GO:0006468	ANI_1_3144014	BP
GO:0005524	ANI_1_3144014	MF
GO:0005524	ANI_1_3144014	MF
GO:0005515	ANI_1_3146014	MF
GO:0006807	ANI_1_3156014	BP
GO:0030170	ANI_1_3158014	MF
GO:0030151	ANI_1_3158014	MF
GO:0003824	ANI_1_3158014	MF
GO:0016491	ANI_1_3158014	MF
GO:0051537	ANI_1_3158014	MF
GO:0051536	ANI_1_3158014	MF
GO:0009055	ANI_1_3158014	MF
GO:0055114	ANI_1_3158014	BP
GO:0016491	ANI_1_3158014	MF
GO:0009055	ANI_1_3158014	MF
GO:0051536	ANI_1_3158014	MF
GO:0005634	ANI_1_3160014	CC
GO:0006351	ANI_1_3160014	BP
GO:0003677	ANI_1_3160014	MF
GO:0008270	ANI_1_3160014	MF
GO:0016747	ANI_1_3162014	MF
GO:0005975	ANI_1_1636014	BP
GO:0004553	ANI_1_1636014	MF
GO:0055114	ANI_1_1638014	BP
GO:0016491	ANI_1_1638014	MF
GO:0008168	ANI_1_1640014	MF
GO:0003723	ANI_1_1640014	MF
GO:0008168	ANI_1_1640014	MF
GO:0016428	ANI_1_1640014	MF
GO:0022857	ANI_1_3164014	MF
GO:0022857	ANI_1_3164014	MF
GO:0055085	ANI_1_3164014	BP
GO:0046872	ANI_1_1644014	MF
GO:0003824	ANI_1_1644014	MF
GO:0006508	ANI_1_1644014	BP
GO:0004222	ANI_1_1644014	MF
GO:0003824	ANI_1_3168014	MF
GO:0008168	ANI_1_1646014	MF
GO:0006364	ANI_1_1646014	BP
GO:0003723	ANI_1_1646014	MF
GO:0030173	ANI_1_1656014	CC
GO:0006891	ANI_1_1656014	BP
GO:0016192	ANI_1_3174014	BP
GO:0005506	ANI_1_1660014	MF
GO:0055114	ANI_1_1660014	BP
GO:0016702	ANI_1_1660014	MF
GO:0016702	ANI_1_1660014	MF
GO:0005506	ANI_1_1660014	MF
GO:0009712	ANI_1_1660014	BP
GO:0055114	ANI_1_1660014	BP
GO:0018576	ANI_1_1660014	MF
GO:0006725	ANI_1_1660014	BP
GO:0003824	ANI_1_1660014	MF
GO:0055114	ANI_1_1660014	BP
GO:0008199	ANI_1_1660014	MF
GO:0000981	ANI_1_1662014	MF
GO:0042025	ANI_1_1662014	CC
GO:0008270	ANI_1_1662014	MF
GO:0006355	ANI_1_1662014	BP
GO:0000398	ANI_1_1664014	BP
GO:0000956	ANI_1_1664014	BP
GO:0004672	ANI_1_1668014	MF
GO:0006468	ANI_1_1668014	BP
GO:0005524	ANI_1_1668014	MF
GO:0003723	ANI_1_1668014	MF
GO:0006397	ANI_1_1668014	BP
GO:0000289	ANI_1_1668014	BP
GO:0031251	ANI_1_1668014	CC
GO:0005515	ANI_1_3178014	MF
GO:0016887	ANI_1_1672014	MF
GO:0005524	ANI_1_1672014	MF
GO:0055085	ANI_1_1672014	BP
GO:0042626	ANI_1_1672014	MF
GO:0005524	ANI_1_1672014	MF
GO:0016021	ANI_1_1672014	CC
GO:0016020	ANI_1_1672014	CC
GO:0055114	ANI_1_1674014	BP
GO:0016491	ANI_1_1674014	MF
GO:0016491	ANI_1_1676014	MF
GO:0000981	ANI_1_1678014	MF
GO:0042025	ANI_1_1678014	CC
GO:0008270	ANI_1_1678014	MF
GO:0006355	ANI_1_1678014	BP
GO:0005634	ANI_1_1678014	CC
GO:0006351	ANI_1_1678014	BP
GO:0003677	ANI_1_1678014	MF
GO:0008270	ANI_1_1678014	MF
GO:0003735	ANI_1_1680014	MF
GO:0006412	ANI_1_1680014	BP
GO:0005840	ANI_1_1680014	CC
GO:0003735	ANI_1_1680014	MF
GO:0006412	ANI_1_1680014	BP
GO:0015934	ANI_1_1680014	CC
GO:0006886	ANI_1_3182014	BP
GO:0003824	ANI_1_1688014	MF
GO:0030170	ANI_1_1688014	MF
GO:0009058	ANI_1_1688014	BP
GO:0005515	ANI_1_1692014	MF
GO:0055114	ANI_1_1692014	BP
GO:0016491	ANI_1_1692014	MF
GO:0016491	ANI_1_3186014	MF
GO:0055114	ANI_1_3188014	BP
GO:0004784	ANI_1_3188014	MF
GO:0046872	ANI_1_3188014	MF
GO:0006801	ANI_1_3188014	BP
GO:0005509	ANI_1_1702014	MF
GO:0004571	ANI_1_1702014	MF
GO:0016020	ANI_1_1702014	CC
GO:0003824	ANI_1_1702014	MF
GO:0004571	ANI_1_1702014	MF
GO:0005509	ANI_1_1702014	MF
GO:0016020	ANI_1_1702014	CC
GO:0000105	ANI_1_1704014	BP
GO:0004636	ANI_1_1704014	MF
GO:0000105	ANI_1_1704014	BP
GO:0004635	ANI_1_1704014	MF
GO:0055114	ANI_1_1704014	BP
GO:0051287	ANI_1_1704014	MF
GO:0004399	ANI_1_1704014	MF
GO:0000105	ANI_1_1704014	BP
GO:0046872	ANI_1_1704014	MF
GO:0000105	ANI_1_1704014	BP
GO:0004399	ANI_1_1704014	MF
GO:0055114	ANI_1_1704014	BP
GO:0055114	ANI_1_1704014	BP
GO:0016491	ANI_1_1704014	MF
GO:0055114	ANI_1_1704014	BP
GO:0004636	ANI_1_1704014	MF
GO:0004399	ANI_1_1704014	MF
GO:0000105	ANI_1_1704014	BP
GO:0004635	ANI_1_1704014	MF
GO:0032040	ANI_1_1706014	CC
GO:0006364	ANI_1_1706014	BP
GO:0046982	ANI_1_1710014	MF
GO:0006352	ANI_1_1710014	BP
GO:0005515	ANI_1_3194014	MF
GO:0008193	ANI_1_3196014	MF
GO:0000287	ANI_1_3196014	MF
GO:0006400	ANI_1_3196014	BP
GO:0008193	ANI_1_3196014	MF
GO:0006400	ANI_1_3196014	BP
GO:0000287	ANI_1_3196014	MF
GO:0005515	ANI_1_1722014	MF
GO:0048188	ANI_1_1722014	CC
GO:0006351	ANI_1_3202014	BP
GO:0003899	ANI_1_3202014	MF
GO:0003677	ANI_1_3202014	MF
GO:0006366	ANI_1_3202014	BP
GO:0003677	ANI_1_3202014	MF
GO:0006351	ANI_1_3202014	BP
GO:0003677	ANI_1_3202014	MF
GO:0003899	ANI_1_3202014	MF
GO:0005515	ANI_1_3204014	MF
GO:0005515	ANI_1_1728014	MF
GO:0005515	ANI_1_1730014	MF
GO:1904668	ANI_1_1730014	BP
GO:0010997	ANI_1_1730014	MF
GO:0097027	ANI_1_1730014	MF
GO:0005672	ANI_1_1734014	CC
GO:0006367	ANI_1_1734014	BP
GO:0055114	ANI_1_1738014	BP
GO:0008033	ANI_1_1738014	BP
GO:0017150	ANI_1_1738014	MF
GO:0050660	ANI_1_1738014	MF
GO:0046872	ANI_1_1738014	MF
GO:0003824	ANI_1_1738014	MF
GO:0005783	ANI_1_1740014	CC
GO:0006886	ANI_1_1740014	BP
GO:0016021	ANI_1_1740014	CC
GO:0008289	ANI_1_1742014	MF
GO:0032865	ANI_1_1742014	CC
GO:0045040	ANI_1_1742014	BP
GO:0007005	ANI_1_1742014	BP
GO:0004672	ANI_1_1746014	MF
GO:0006468	ANI_1_1746014	BP
GO:0005524	ANI_1_1746014	MF
GO:0005524	ANI_1_1746014	MF
GO:0004672	ANI_1_1746014	MF
GO:0006468	ANI_1_1746014	BP
GO:0016787	ANI_1_1750014	MF
GO:0003995	ANI_1_1752014	MF
GO:0055114	ANI_1_1752014	BP
GO:0055114	ANI_1_1752014	BP
GO:0016627	ANI_1_1752014	MF
GO:0050660	ANI_1_1752014	MF
GO:0016627	ANI_1_1752014	MF
GO:0055114	ANI_1_1752014	BP
GO:0050660	ANI_1_1752014	MF
GO:0055114	ANI_1_1752014	BP
GO:0016627	ANI_1_1752014	MF
GO:0016627	ANI_1_1752014	MF
GO:0055114	ANI_1_1752014	BP
GO:0016746	ANI_1_1756014	MF
GO:0006506	ANI_1_1756014	BP
GO:0016021	ANI_1_1756014	CC
GO:0016787	ANI_1_3212014	MF
GO:0004115	ANI_1_3214014	MF
GO:0006198	ANI_1_3214014	BP
GO:0005515	ANI_1_3216014	MF
GO:0030145	ANI_1_1764014	MF
GO:0070006	ANI_1_1764014	MF
GO:0031204	ANI_1_1768014	BP
GO:0000981	ANI_1_1770014	MF
GO:0042025	ANI_1_1770014	CC
GO:0008270	ANI_1_1770014	MF
GO:0006355	ANI_1_1770014	BP
GO:0051015	ANI_1_3218014	MF
GO:0005525	ANI_1_1776014	MF
GO:0008080	ANI_1_3222014	MF
GO:0003676	ANI_1_1778014	MF
GO:0005524	ANI_1_1778014	MF
GO:0019752	ANI_1_1780014	BP
GO:0046912	ANI_1_1780014	MF
GO:0003852	ANI_1_1780014	MF
GO:0009098	ANI_1_1780014	BP
GO:0003824	ANI_1_1780014	MF
GO:0003824	ANI_1_3224014	MF
GO:0006412	ANI_1_1784014	BP
GO:0015935	ANI_1_1784014	CC
GO:0003735	ANI_1_1784014	MF
GO:0006412	ANI_1_1784014	BP
GO:0003735	ANI_1_1784014	MF
GO:0003723	ANI_1_1784014	MF
GO:0006412	ANI_1_1784014	BP
GO:0042273	ANI_1_3226014	BP
GO:0000055	ANI_1_3226014	BP
GO:0030036	ANI_1_3226014	BP
GO:0047750	ANI_1_3232014	MF
GO:0016125	ANI_1_3232014	BP
GO:0016021	ANI_1_3232014	CC
GO:0005524	ANI_1_3236014	MF
GO:0006865	ANI_1_3238014	BP
GO:0055085	ANI_1_3238014	BP
GO:0016021	ANI_1_3238014	CC
GO:0022857	ANI_1_3238014	MF
GO:0055085	ANI_1_3238014	BP
GO:0016020	ANI_1_3238014	CC
GO:0005975	ANI_1_3242014	BP
GO:0003824	ANI_1_3242014	MF
GO:0005975	ANI_1_3242014	BP
GO:0016810	ANI_1_3242014	MF
GO:0005524	ANI_1_1806014	MF
GO:0016272	ANI_1_1812014	CC
GO:0051082	ANI_1_1812014	MF
GO:0006457	ANI_1_1812014	BP
GO:0016272	ANI_1_1812014	CC
GO:0006457	ANI_1_1812014	BP
GO:0005634	ANI_1_3244014	CC
GO:0006351	ANI_1_3244014	BP
GO:0003677	ANI_1_3244014	MF
GO:0008270	ANI_1_3244014	MF
GO:0000981	ANI_1_3244014	MF
GO:0042025	ANI_1_3244014	CC
GO:0008270	ANI_1_3244014	MF
GO:0006355	ANI_1_3244014	BP
GO:0043248	ANI_1_3246014	BP
GO:0047617	ANI_1_1824014	MF
GO:0006637	ANI_1_1824014	BP
GO:0016614	ANI_1_3256014	MF
GO:0055114	ANI_1_3256014	BP
GO:0016614	ANI_1_3256014	MF
GO:0050660	ANI_1_3256014	MF
GO:0055114	ANI_1_3256014	BP
GO:0006508	ANI_1_3258014	BP
GO:0008233	ANI_1_3258014	MF
GO:0003923	ANI_1_3258014	MF
GO:0042765	ANI_1_3258014	CC
GO:0016255	ANI_1_3258014	BP
GO:0006270	ANI_1_3260014	BP
GO:0004652	ANI_1_3266014	MF
GO:0043631	ANI_1_3266014	BP
GO:0031123	ANI_1_3266014	BP
GO:0016779	ANI_1_3266014	MF
GO:0003723	ANI_1_3266014	MF
GO:0043631	ANI_1_3266014	BP
GO:0003723	ANI_1_3266014	MF
GO:0009058	ANI_1_1832014	BP
GO:0016747	ANI_1_1832014	MF
GO:0055114	ANI_1_3268014	BP
GO:0016491	ANI_1_3268014	MF
GO:0055085	ANI_1_1836014	BP
GO:0005347	ANI_1_1836014	MF
GO:0005975	ANI_1_3270014	BP
GO:0003824	ANI_1_3270014	MF
GO:0004553	ANI_1_3270014	MF
GO:0005975	ANI_1_3270014	BP
GO:0005509	ANI_1_3270014	MF
GO:0004553	ANI_1_3270014	MF
GO:0004363	ANI_1_3272014	MF
GO:0006750	ANI_1_3272014	BP
GO:0016874	ANI_1_3272014	MF
GO:0005524	ANI_1_3272014	MF
GO:0004363	ANI_1_3272014	MF
GO:0006750	ANI_1_3272014	BP
GO:0005524	ANI_1_3272014	MF
GO:0006750	ANI_1_3272014	BP
GO:0004363	ANI_1_3272014	MF
GO:0005524	ANI_1_3272014	MF
GO:0004363	ANI_1_3272014	MF
GO:0005524	ANI_1_3272014	MF
GO:0010181	ANI_1_1842014	MF
GO:0000981	ANI_1_1844014	MF
GO:0042025	ANI_1_1844014	CC
GO:0008270	ANI_1_1844014	MF
GO:0006355	ANI_1_1844014	BP
GO:0005634	ANI_1_1844014	CC
GO:0006351	ANI_1_1844014	BP
GO:0003677	ANI_1_1844014	MF
GO:0008270	ANI_1_1844014	MF
GO:0005507	ANI_1_1848014	MF
GO:0055114	ANI_1_1848014	BP
GO:0005507	ANI_1_1848014	MF
GO:0055114	ANI_1_1848014	BP
GO:0016491	ANI_1_1848014	MF
GO:0005515	ANI_1_3274014	MF
GO:0005515	ANI_1_1852014	MF
GO:0005524	ANI_1_3282014	MF
GO:0008270	ANI_1_3292014	MF
GO:0005515	ANI_1_3292014	MF
GO:0055114	ANI_1_3292014	BP
GO:0016491	ANI_1_3292014	MF
GO:0035552	ANI_1_3292014	BP
GO:0051213	ANI_1_3292014	MF
GO:0006281	ANI_1_3292014	BP
GO:0006307	ANI_1_3292014	BP
GO:0003677	ANI_1_1868014	MF
GO:0003677	ANI_1_1868014	MF
GO:0006355	ANI_1_1868014	BP
GO:0005524	ANI_1_1870014	MF
GO:0046872	ANI_1_1870014	MF
GO:0005524	ANI_1_1870014	MF
GO:0005525	ANI_1_3298014	MF
GO:0005525	ANI_1_3298014	MF
GO:0003924	ANI_1_3298014	MF
GO:0000287	ANI_1_3298014	MF
GO:0022857	ANI_1_3300014	MF
GO:0055085	ANI_1_3300014	BP
GO:0022857	ANI_1_3300014	MF
GO:0005634	ANI_1_3302014	CC
GO:0006351	ANI_1_3302014	BP
GO:0003677	ANI_1_3302014	MF
GO:0008270	ANI_1_3302014	MF
GO:0000981	ANI_1_3302014	MF
GO:0042025	ANI_1_3302014	CC
GO:0008270	ANI_1_3302014	MF
GO:0006355	ANI_1_3302014	BP
GO:0016021	ANI_1_3304014	CC
GO:0004019	ANI_1_1884014	MF
GO:0006164	ANI_1_1884014	BP
GO:0005525	ANI_1_1884014	MF
GO:0005525	ANI_1_1884014	MF
GO:0005740	ANI_1_1886014	CC
GO:0016021	ANI_1_1886014	CC
GO:0016020	ANI_1_1886014	CC
GO:0047429	ANI_1_3306014	MF
GO:0046983	ANI_1_1890014	MF
GO:0005507	ANI_1_3318014	MF
GO:0055114	ANI_1_3318014	BP
GO:0016491	ANI_1_3318014	MF
GO:0005507	ANI_1_3318014	MF
GO:0055114	ANI_1_3318014	BP
GO:0000981	ANI_1_3320014	MF
GO:0042025	ANI_1_3320014	CC
GO:0008270	ANI_1_3320014	MF
GO:0006355	ANI_1_3320014	BP
GO:0005515	ANI_1_1904014	MF
GO:0030071	ANI_1_1904014	BP
GO:0005680	ANI_1_1904014	CC
GO:0031145	ANI_1_1904014	BP
GO:0006886	ANI_1_1906014	BP
GO:0008536	ANI_1_1906014	MF
GO:0006606	ANI_1_1906014	BP
GO:0003735	ANI_1_1908014	MF
GO:0006412	ANI_1_1908014	BP
GO:0005840	ANI_1_1908014	CC
GO:0005515	ANI_1_3326014	MF
GO:0005739	ANI_1_1912014	CC
GO:0004609	ANI_1_1912014	MF
GO:0008654	ANI_1_1912014	BP
GO:0004609	ANI_1_1912014	MF
GO:0004609	ANI_1_1912014	MF
GO:0008654	ANI_1_1912014	BP
GO:0005680	ANI_1_3328014	CC
GO:0031145	ANI_1_3328014	BP
GO:0016616	ANI_1_1916014	MF
GO:0055114	ANI_1_1916014	BP
GO:0055114	ANI_1_1916014	BP
GO:0051287	ANI_1_1916014	MF
GO:0016616	ANI_1_1916014	MF
GO:0000287	ANI_1_1916014	MF
GO:0003862	ANI_1_1916014	MF
GO:0055114	ANI_1_1916014	BP
GO:0009098	ANI_1_1916014	BP
GO:0008654	ANI_1_1918014	BP
GO:0016020	ANI_1_1918014	CC
GO:0016780	ANI_1_1918014	MF
GO:0003824	ANI_1_1920014	MF
GO:0043169	ANI_1_1920014	MF
GO:0006470	ANI_1_1920014	BP
GO:0004722	ANI_1_1920014	MF
GO:0003676	ANI_1_1922014	MF
GO:0005634	ANI_1_1922014	CC
GO:0006397	ANI_1_1922014	BP
GO:0003723	ANI_1_1922014	MF
GO:0080132	ANI_1_1924014	MF
GO:0006629	ANI_1_1924014	BP
GO:0016021	ANI_1_1924014	CC
GO:0005506	ANI_1_1924014	MF
GO:0055114	ANI_1_1924014	BP
GO:0008610	ANI_1_1924014	BP
GO:0016491	ANI_1_1924014	MF
GO:0020037	ANI_1_1924014	MF
GO:0003824	ANI_1_3330014	MF
GO:0006207	ANI_1_3330014	BP
GO:0004590	ANI_1_3330014	MF
GO:0030126	ANI_1_3334014	CC
GO:0006890	ANI_1_3334014	BP
GO:0015693	ANI_1_1932014	BP
GO:0015095	ANI_1_1932014	MF
GO:0016021	ANI_1_1932014	CC
GO:0042578	ANI_1_1934014	MF
GO:0006606	ANI_1_1936014	BP
GO:0000981	ANI_1_3338014	MF
GO:0042025	ANI_1_3338014	CC
GO:0008270	ANI_1_3338014	MF
GO:0006355	ANI_1_3338014	BP
GO:0055114	ANI_1_3340014	BP
GO:0016491	ANI_1_3340014	MF
GO:0005515	ANI_1_3342014	MF
GO:0003824	ANI_1_1944014	MF
GO:0004672	ANI_1_3348014	MF
GO:0006468	ANI_1_3348014	BP
GO:0005524	ANI_1_3348014	MF
GO:0005524	ANI_1_3348014	MF
GO:0022857	ANI_1_3354014	MF
GO:0022857	ANI_1_3354014	MF
GO:0055085	ANI_1_3354014	BP
GO:0022857	ANI_1_3356014	MF
GO:0022857	ANI_1_3356014	MF
GO:0055085	ANI_1_3356014	BP
GO:0005506	ANI_1_3360014	MF
GO:0055114	ANI_1_3360014	BP
GO:0020037	ANI_1_3360014	MF
GO:0016705	ANI_1_3360014	MF
GO:0016705	ANI_1_3360014	MF
GO:0055114	ANI_1_3360014	BP
GO:0050660	ANI_1_1956014	MF
GO:0055114	ANI_1_1956014	BP
GO:0016491	ANI_1_1956014	MF
GO:0071949	ANI_1_1956014	MF
GO:0050660	ANI_1_1956014	MF
GO:0055114	ANI_1_1958014	BP
GO:0016491	ANI_1_1958014	MF
GO:0055114	ANI_1_1958014	BP
GO:0010181	ANI_1_1958014	MF
GO:0016491	ANI_1_1958014	MF
GO:0016491	ANI_1_1958014	MF
GO:0003824	ANI_1_1958014	MF
GO:0000981	ANI_1_1960014	MF
GO:0042025	ANI_1_1960014	CC
GO:0008270	ANI_1_1960014	MF
GO:0006355	ANI_1_1960014	BP
GO:0005634	ANI_1_1960014	CC
GO:0006351	ANI_1_1960014	BP
GO:0003677	ANI_1_1960014	MF
GO:0008270	ANI_1_1960014	MF
GO:0006807	ANI_1_1962014	BP
GO:0016810	ANI_1_1962014	MF
GO:0030196	ANI_1_1962014	MF
GO:0019500	ANI_1_1962014	BP
GO:0016491	ANI_1_1966014	MF
GO:0055114	ANI_1_1966014	BP
GO:0005975	ANI_1_1968014	BP
GO:0004553	ANI_1_1968014	MF
GO:0004553	ANI_1_1968014	MF
GO:0022857	ANI_1_3366014	MF
GO:0055085	ANI_1_3366014	BP
GO:0016021	ANI_1_3366014	CC
GO:0022857	ANI_1_3366014	MF
GO:0055085	ANI_1_3366014	BP
GO:0016020	ANI_1_3366014	CC
GO:0022857	ANI_1_3366014	MF
GO:0019825	ANI_1_3370014	MF
GO:0020037	ANI_1_3370014	MF
GO:0004650	ANI_1_1976014	MF
GO:0005975	ANI_1_1976014	BP
GO:0022857	ANI_1_1978014	MF
GO:0055085	ANI_1_1978014	BP
GO:0022857	ANI_1_1978014	MF
GO:0004650	ANI_1_1980014	MF
GO:0005975	ANI_1_1980014	BP
GO:0055114	ANI_1_3374014	BP
GO:0016491	ANI_1_3374014	MF
GO:0022857	ANI_1_3378014	MF
GO:0022857	ANI_1_3378014	MF
GO:0055085	ANI_1_3378014	BP
GO:0005634	ANI_1_3382014	CC
GO:0006351	ANI_1_3382014	BP
GO:0003677	ANI_1_3382014	MF
GO:0008270	ANI_1_3382014	MF
GO:0005515	ANI_1_1990014	MF
GO:0050660	ANI_1_1992014	MF
GO:0055114	ANI_1_1992014	BP
GO:0016614	ANI_1_1992014	MF
GO:0050660	ANI_1_1992014	MF
GO:0055114	ANI_1_1992014	BP
GO:0071949	ANI_1_3388014	MF
GO:0050660	ANI_1_3388014	MF
GO:0055114	ANI_1_3388014	BP
GO:0016491	ANI_1_3388014	MF
GO:0050660	ANI_1_3388014	MF
GO:0005634	ANI_1_3390014	CC
GO:0006351	ANI_1_3390014	BP
GO:0003677	ANI_1_3390014	MF
GO:0008270	ANI_1_3390014	MF
GO:0055114	ANI_1_3392014	BP
GO:0016491	ANI_1_3392014	MF
GO:0016407	ANI_1_1998014	MF
GO:0016740	ANI_1_1998014	MF
GO:0005975	ANI_1_3396014	BP
GO:0016301	ANI_1_3396014	MF
GO:0003824	ANI_1_3396014	MF
GO:0055114	ANI_1_2010014	BP
GO:0016491	ANI_1_2010014	MF
GO:0004061	ANI_1_3400014	MF
GO:0019441	ANI_1_3400014	BP
GO:0022857	ANI_1_2014014	MF
GO:0022857	ANI_1_2014014	MF
GO:0055085	ANI_1_2014014	BP
GO:0000981	ANI_1_3402014	MF
GO:0042025	ANI_1_3402014	CC
GO:0008270	ANI_1_3402014	MF
GO:0006355	ANI_1_3402014	BP
GO:0005634	ANI_1_3402014	CC
GO:0006351	ANI_1_3402014	BP
GO:0003677	ANI_1_3402014	MF
GO:0008270	ANI_1_3402014	MF
GO:0022857	ANI_1_3406014	MF
GO:0055085	ANI_1_3406014	BP
GO:0016021	ANI_1_3406014	CC
GO:0022857	ANI_1_3406014	MF
GO:0016788	ANI_1_2022014	MF
GO:0003824	ANI_1_2022014	MF
GO:0006528	ANI_1_3410014	BP
GO:0004067	ANI_1_3410014	MF
GO:0006520	ANI_1_3410014	BP
GO:0006629	ANI_1_3412014	BP
GO:0005506	ANI_1_3418014	MF
GO:0055114	ANI_1_3418014	BP
GO:0020037	ANI_1_3418014	MF
GO:0016705	ANI_1_3418014	MF
GO:0022857	ANI_1_2034014	MF
GO:0055085	ANI_1_2034014	BP
GO:0022857	ANI_1_2034014	MF
GO:0022857	ANI_1_2034014	MF
GO:0055085	ANI_1_2034014	BP
GO:0016021	ANI_1_2034014	CC
GO:0008171	ANI_1_2036014	MF
GO:0008171	ANI_1_3420014	MF
GO:0003677	ANI_1_3428014	MF
GO:0055114	ANI_1_3430014	BP
GO:0016491	ANI_1_3430014	MF
GO:0005506	ANI_1_3432014	MF
GO:0055114	ANI_1_3432014	BP
GO:0020037	ANI_1_3432014	MF
GO:0016705	ANI_1_3432014	MF
GO:0004497	ANI_1_3432014	MF
GO:0005506	ANI_1_3432014	MF
GO:0055114	ANI_1_3432014	BP
GO:0020037	ANI_1_3432014	MF
GO:0016705	ANI_1_3432014	MF
GO:0016705	ANI_1_3432014	MF
GO:0055114	ANI_1_3432014	BP
GO:0022857	ANI_1_3438014	MF
GO:0022857	ANI_1_3438014	MF
GO:0055085	ANI_1_3438014	BP
GO:0046872	ANI_1_3440014	MF
GO:0016813	ANI_1_3440014	MF
GO:0046872	ANI_1_3440014	MF
GO:0055114	ANI_1_2052014	BP
GO:0008270	ANI_1_2052014	MF
GO:0055114	ANI_1_2052014	BP
GO:0016491	ANI_1_2052014	MF
GO:0016787	ANI_1_34	MF
GO:0003824	ANI_1_34	MF
GO:0005634	ANI_1_902034	CC
GO:0006351	ANI_1_902034	BP
GO:0003677	ANI_1_902034	MF
GO:0008270	ANI_1_902034	MF
GO:0055114	ANI_1_904034	BP
GO:0016491	ANI_1_904034	MF
GO:0051287	ANI_1_904034	MF
GO:0050661	ANI_1_904034	MF
GO:0055114	ANI_1_904034	BP
GO:0016829	ANI_1_906034	MF
GO:0003824	ANI_1_906034	MF
GO:0022857	ANI_1_8034	MF
GO:0022857	ANI_1_8034	MF
GO:0055085	ANI_1_8034	BP
GO:0016614	ANI_1_908034	MF
GO:0050660	ANI_1_908034	MF
GO:0055114	ANI_1_908034	BP
GO:0050660	ANI_1_908034	MF
GO:0055114	ANI_1_908034	BP
GO:0016614	ANI_1_908034	MF
GO:0055114	ANI_1_908034	BP
GO:0016491	ANI_1_910034	MF
GO:0005634	ANI_1_914034	CC
GO:0006351	ANI_1_914034	BP
GO:0003677	ANI_1_914034	MF
GO:0008270	ANI_1_914034	MF
GO:0022857	ANI_1_916034	MF
GO:0022857	ANI_1_916034	MF
GO:0055085	ANI_1_916034	BP
GO:0005506	ANI_1_918034	MF
GO:0055114	ANI_1_918034	BP
GO:0020037	ANI_1_918034	MF
GO:0016712	ANI_1_918034	MF
GO:0005506	ANI_1_918034	MF
GO:0055114	ANI_1_918034	BP
GO:0020037	ANI_1_918034	MF
GO:0016705	ANI_1_918034	MF
GO:0016705	ANI_1_918034	MF
GO:0055114	ANI_1_918034	BP
GO:0005506	ANI_1_918034	MF
GO:0055114	ANI_1_918034	BP
GO:0020037	ANI_1_918034	MF
GO:0004497	ANI_1_918034	MF
GO:0008080	ANI_1_920034	MF
GO:0022857	ANI_1_22034	MF
GO:0055085	ANI_1_22034	BP
GO:0016020	ANI_1_22034	CC
GO:0016491	ANI_1_26034	MF
GO:0022857	ANI_1_930034	MF
GO:0022857	ANI_1_930034	MF
GO:0055085	ANI_1_930034	BP
GO:0003824	ANI_1_932034	MF
GO:0055114	ANI_1_934034	BP
GO:0016491	ANI_1_934034	MF
GO:0071949	ANI_1_936034	MF
GO:0016491	ANI_1_938034	MF
GO:0005634	ANI_1_938034	CC
GO:0006351	ANI_1_938034	BP
GO:0003677	ANI_1_938034	MF
GO:0008270	ANI_1_938034	MF
GO:0022857	ANI_1_48034	MF
GO:0055085	ANI_1_48034	BP
GO:0016020	ANI_1_48034	CC
GO:0006865	ANI_1_48034	BP
GO:0055085	ANI_1_48034	BP
GO:0016021	ANI_1_48034	CC
GO:0016829	ANI_1_946034	MF
GO:0050660	ANI_1_52034	MF
GO:0050660	ANI_1_52034	MF
GO:0055114	ANI_1_52034	BP
GO:0016491	ANI_1_52034	MF
GO:0071949	ANI_1_52034	MF
GO:0030976	ANI_1_950034	MF
GO:0003824	ANI_1_950034	MF
GO:0030976	ANI_1_950034	MF
GO:0000287	ANI_1_950034	MF
GO:0030976	ANI_1_950034	MF
GO:0000287	ANI_1_950034	MF
GO:0030976	ANI_1_950034	MF
GO:0047605	ANI_1_952034	MF
GO:0045151	ANI_1_952034	BP
GO:0004348	ANI_1_954034	MF
GO:0006665	ANI_1_954034	BP
GO:0005506	ANI_1_964034	MF
GO:0055114	ANI_1_964034	BP
GO:0020037	ANI_1_964034	MF
GO:0016705	ANI_1_964034	MF
GO:0016705	ANI_1_964034	MF
GO:0055114	ANI_1_964034	BP
GO:0016838	ANI_1_966034	MF
GO:0003824	ANI_1_972034	MF
GO:0055114	ANI_1_72034	BP
GO:0016491	ANI_1_72034	MF
GO:0055114	ANI_1_974034	BP
GO:0016491	ANI_1_974034	MF
GO:0055114	ANI_1_974034	BP
GO:0022857	ANI_1_976034	MF
GO:0022857	ANI_1_976034	MF
GO:0055085	ANI_1_976034	BP
GO:0055114	ANI_1_80034	BP
GO:0048038	ANI_1_80034	MF
GO:0005507	ANI_1_80034	MF
