GO	GENE	CLASS
GO:0004814	TRIREDRAFT_75689	MF
GO:0005737	TRIREDRAFT_75689	CC
GO:0005524	TRIREDRAFT_75689	MF
GO:0000166	TRIREDRAFT_75689	MF
GO:0006420	TRIREDRAFT_75689	BP
GO:0004814	TRIREDRAFT_75689	MF
GO:0005524	TRIREDRAFT_75689	MF
GO:0005737	TRIREDRAFT_75689	CC
GO:0005524	TRIREDRAFT_75689	MF
GO:0006420	TRIREDRAFT_75689	BP
GO:0004814	TRIREDRAFT_75689	MF
GO:0004812	TRIREDRAFT_75689	MF
GO:0000166	TRIREDRAFT_75689	MF
GO:0005524	TRIREDRAFT_75689	MF
GO:0006418	TRIREDRAFT_75689	BP
GO:0000166	TRIREDRAFT_75689	MF
GO:0004812	TRIREDRAFT_75689	MF
GO:0005524	TRIREDRAFT_75689	MF
GO:0006418	TRIREDRAFT_75689	BP
GO:0009916	TRIREDRAFT_57940	MF
GO:0055114	TRIREDRAFT_57940	BP
GO:0005515	TRIREDRAFT_57391	MF
GO:0042254	TRIREDRAFT_57666	BP
GO:0005524	TRIREDRAFT_75704	MF
GO:0004020	TRIREDRAFT_75704	MF
GO:0000103	TRIREDRAFT_75704	BP
GO:0005506	TRIREDRAFT_75713	MF
GO:0055114	TRIREDRAFT_75713	BP
GO:0020037	TRIREDRAFT_75713	MF
GO:0016705	TRIREDRAFT_75713	MF
GO:0005506	TRIREDRAFT_75713	MF
GO:0020037	TRIREDRAFT_75713	MF
GO:0055114	TRIREDRAFT_75713	BP
GO:0016705	TRIREDRAFT_75713	MF
GO:0016705	TRIREDRAFT_75713	MF
GO:0055114	TRIREDRAFT_75713	BP
GO:0005515	TRIREDRAFT_57274	MF
GO:0034066	TRIREDRAFT_57274	CC
GO:0006886	TRIREDRAFT_57274	BP
GO:0042025	TRIREDRAFT_57421	CC
GO:0005515	TRIREDRAFT_104707	MF
GO:0006406	TRIREDRAFT_104707	BP
GO:0008270	TRIREDRAFT_57760	MF
GO:0006355	TRIREDRAFT_57760	BP
GO:0042025	TRIREDRAFT_57760	CC
GO:0000981	TRIREDRAFT_57760	MF
GO:0005634	TRIREDRAFT_57760	CC
GO:0008270	TRIREDRAFT_57760	MF
GO:0003677	TRIREDRAFT_57760	MF
GO:0006351	TRIREDRAFT_57760	BP
GO:0006355	TRIREDRAFT_57760	BP
GO:0008270	TRIREDRAFT_57760	MF
GO:0042025	TRIREDRAFT_57760	CC
GO:0000981	TRIREDRAFT_57760	MF
GO:0005515	TRIREDRAFT_58026	MF
GO:0005515	TRIREDRAFT_75739	MF
GO:0006396	TRIREDRAFT_75739	BP
GO:0046983	TRIREDRAFT_58130	MF
GO:0005737	TRIREDRAFT_120607	CC
GO:0003743	TRIREDRAFT_120607	MF
GO:0005852	TRIREDRAFT_120607	CC
GO:0009055	TRIREDRAFT_75753	MF
GO:0015035	TRIREDRAFT_75753	MF
GO:0005634	TRIREDRAFT_57534	CC
GO:0008270	TRIREDRAFT_57534	MF
GO:0003677	TRIREDRAFT_57534	MF
GO:0006351	TRIREDRAFT_57534	BP
GO:0008270	TRIREDRAFT_57534	MF
GO:0006355	TRIREDRAFT_57534	BP
GO:0042025	TRIREDRAFT_57534	CC
GO:0000981	TRIREDRAFT_57534	MF
GO:0006355	TRIREDRAFT_57534	BP
GO:0008270	TRIREDRAFT_57534	MF
GO:0042025	TRIREDRAFT_57534	CC
GO:0000981	TRIREDRAFT_57534	MF
GO:0005515	TRIREDRAFT_104741	MF
GO:0017056	TRIREDRAFT_75758	MF
GO:0005643	TRIREDRAFT_75758	CC
GO:0043488	TRIREDRAFT_75764	BP
GO:0008143	TRIREDRAFT_75764	MF
GO:1900364	TRIREDRAFT_75764	BP
GO:0016491	TRIREDRAFT_57263	MF
GO:0055114	TRIREDRAFT_57263	BP
GO:0004729	TRIREDRAFT_57263	MF
GO:0055114	TRIREDRAFT_57263	BP
GO:0006779	TRIREDRAFT_57263	BP
GO:0006412	TRIREDRAFT_120621	BP
GO:0003735	TRIREDRAFT_120621	MF
GO:0005840	TRIREDRAFT_120621	CC
GO:0016758	TRIREDRAFT_58188	MF
GO:0004100	TRIREDRAFT_58188	MF
GO:0016021	TRIREDRAFT_120627	CC
GO:0000166	TRIREDRAFT_120627	MF
GO:0005388	TRIREDRAFT_120627	MF
GO:0016021	TRIREDRAFT_120627	CC
GO:0006816	TRIREDRAFT_120627	BP
GO:0008270	TRIREDRAFT_75794	MF
GO:0046907	TRIREDRAFT_57886	BP
GO:0000930	TRIREDRAFT_104790	CC
GO:0007020	TRIREDRAFT_104790	BP
GO:0031122	TRIREDRAFT_104790	BP
GO:0007017	TRIREDRAFT_104790	BP
GO:0005874	TRIREDRAFT_104790	CC
GO:0007017	TRIREDRAFT_104790	BP
GO:0005874	TRIREDRAFT_104790	CC
GO:0005525	TRIREDRAFT_104790	MF
GO:0003924	TRIREDRAFT_104790	MF
GO:0006750	TRIREDRAFT_57430	BP
GO:0004357	TRIREDRAFT_57430	MF
GO:0003824	TRIREDRAFT_57430	MF
GO:0003824	TRIREDRAFT_120646	MF
GO:0006595	TRIREDRAFT_120646	BP
GO:0019773	TRIREDRAFT_120650	CC
GO:0019773	TRIREDRAFT_120650	CC
GO:0006511	TRIREDRAFT_120650	BP
GO:0005839	TRIREDRAFT_120650	CC
GO:0051603	TRIREDRAFT_120650	BP
GO:0004674	TRIREDRAFT_58205	MF
GO:0005524	TRIREDRAFT_58205	MF
GO:0006468	TRIREDRAFT_58205	BP
GO:0004672	TRIREDRAFT_58205	MF
GO:0006468	TRIREDRAFT_58205	BP
GO:0004672	TRIREDRAFT_58205	MF
GO:0015031	TRIREDRAFT_120661	BP
GO:0055085	TRIREDRAFT_57643	BP
GO:0022857	TRIREDRAFT_57643	MF
GO:0035101	TRIREDRAFT_57600	CC
GO:0005524	TRIREDRAFT_75859	MF
GO:0016887	TRIREDRAFT_75859	MF
GO:0016787	TRIREDRAFT_120675	MF
GO:0070573	TRIREDRAFT_120675	MF
GO:0005991	TRIREDRAFT_120676	BP
GO:0004555	TRIREDRAFT_120676	MF
GO:0004555	TRIREDRAFT_120676	MF
GO:0005737	TRIREDRAFT_120676	CC
GO:0005993	TRIREDRAFT_120676	BP
GO:0005509	TRIREDRAFT_120676	MF
GO:0003824	TRIREDRAFT_120676	MF
GO:0006260	TRIREDRAFT_58184	BP
GO:0003677	TRIREDRAFT_58184	MF
GO:0003677	TRIREDRAFT_58184	MF
GO:0008622	TRIREDRAFT_58184	CC
GO:0006261	TRIREDRAFT_58184	BP
GO:0003677	TRIREDRAFT_57295	MF
GO:0032968	TRIREDRAFT_57295	BP
GO:0006139	TRIREDRAFT_57295	BP
GO:0003676	TRIREDRAFT_57295	MF
GO:0006397	TRIREDRAFT_57923	BP
GO:0005815	TRIREDRAFT_57435	CC
GO:0043015	TRIREDRAFT_57435	MF
GO:0000922	TRIREDRAFT_57435	CC
GO:0000226	TRIREDRAFT_57435	BP
GO:0007020	TRIREDRAFT_57435	BP
GO:0043015	TRIREDRAFT_57435	MF
GO:0055085	TRIREDRAFT_57749	BP
GO:0022857	TRIREDRAFT_57749	MF
GO:0022857	TRIREDRAFT_57749	MF
GO:0005515	TRIREDRAFT_57676	MF
GO:0005737	TRIREDRAFT_57676	CC
GO:0003743	TRIREDRAFT_57676	MF
GO:0005852	TRIREDRAFT_57676	CC
GO:0003676	TRIREDRAFT_57869	MF
GO:0005515	TRIREDRAFT_57334	MF
GO:0004842	TRIREDRAFT_57334	MF
GO:0006511	TRIREDRAFT_57334	BP
GO:0061630	TRIREDRAFT_57334	MF
GO:0008270	TRIREDRAFT_120696	MF
GO:0016491	TRIREDRAFT_120696	MF
GO:0055114	TRIREDRAFT_120696	BP
GO:0016491	TRIREDRAFT_120696	MF
GO:0055114	TRIREDRAFT_120696	BP
GO:0005634	TRIREDRAFT_58213	CC
GO:0042162	TRIREDRAFT_58213	MF
GO:0000723	TRIREDRAFT_58213	BP
GO:0006310	TRIREDRAFT_58213	BP
GO:0003677	TRIREDRAFT_58213	MF
GO:0043564	TRIREDRAFT_58213	CC
GO:0006303	TRIREDRAFT_58213	BP
GO:0003684	TRIREDRAFT_58213	MF
GO:0016817	TRIREDRAFT_58213	MF
GO:0003677	TRIREDRAFT_58213	MF
GO:0006303	TRIREDRAFT_58213	BP
GO:0003676	TRIREDRAFT_57424	MF
GO:0005515	TRIREDRAFT_58183	MF
GO:0003723	TRIREDRAFT_58183	MF
GO:0015035	TRIREDRAFT_57965	MF
GO:0046654	TRIREDRAFT_57302	BP
GO:0055114	TRIREDRAFT_57302	BP
GO:0004146	TRIREDRAFT_57302	MF
GO:0050661	TRIREDRAFT_57302	MF
GO:0006545	TRIREDRAFT_57302	BP
GO:0004146	TRIREDRAFT_57302	MF
GO:0046654	TRIREDRAFT_57302	BP
GO:0055114	TRIREDRAFT_57302	BP
GO:0004146	TRIREDRAFT_57302	MF
GO:0055114	TRIREDRAFT_57302	BP
GO:0055085	TRIREDRAFT_58158	BP
GO:0005515	TRIREDRAFT_75939	MF
GO:0016787	TRIREDRAFT_120722	MF
GO:0004722	TRIREDRAFT_120722	MF
GO:0072357	TRIREDRAFT_120722	CC
GO:0000164	TRIREDRAFT_120722	CC
GO:0005852	TRIREDRAFT_75954	CC
GO:0003677	TRIREDRAFT_57756	MF
GO:0005515	TRIREDRAFT_75965	MF
GO:0005634	TRIREDRAFT_75965	CC
GO:0003676	TRIREDRAFT_75965	MF
GO:0016020	TRIREDRAFT_75972	CC
GO:0005524	TRIREDRAFT_57399	MF
GO:0005524	TRIREDRAFT_57399	MF
GO:0006468	TRIREDRAFT_57399	BP
GO:0004672	TRIREDRAFT_57399	MF
GO:0005524	TRIREDRAFT_57399	MF
GO:0006468	TRIREDRAFT_57399	BP
GO:0004674	TRIREDRAFT_57399	MF
GO:0006468	TRIREDRAFT_57399	BP
GO:0004672	TRIREDRAFT_57399	MF
GO:0005634	TRIREDRAFT_120737	CC
GO:0006348	TRIREDRAFT_120737	BP
GO:0004402	TRIREDRAFT_120737	MF
GO:0016573	TRIREDRAFT_120737	BP
GO:0006325	TRIREDRAFT_120737	BP
GO:0032786	TRIREDRAFT_104958	BP
GO:0070692	TRIREDRAFT_104958	CC
GO:0003824	TRIREDRAFT_75985	MF
GO:0004789	TRIREDRAFT_75992	MF
GO:0009228	TRIREDRAFT_75992	BP
GO:0004417	TRIREDRAFT_75992	MF
GO:0009228	TRIREDRAFT_75992	BP
GO:0003824	TRIREDRAFT_75992	MF
GO:0005524	TRIREDRAFT_104972	MF
GO:0004363	TRIREDRAFT_104972	MF
GO:0006750	TRIREDRAFT_104972	BP
GO:0016874	TRIREDRAFT_104972	MF
GO:0006750	TRIREDRAFT_104972	BP
GO:0005524	TRIREDRAFT_104972	MF
GO:0004363	TRIREDRAFT_104972	MF
GO:0005524	TRIREDRAFT_104972	MF
GO:0006750	TRIREDRAFT_104972	BP
GO:0004363	TRIREDRAFT_104972	MF
GO:0005524	TRIREDRAFT_104972	MF
GO:0004363	TRIREDRAFT_104972	MF
GO:0004932	TRIREDRAFT_57526	MF
GO:0007186	TRIREDRAFT_57526	BP
GO:0016021	TRIREDRAFT_57526	CC
GO:0008270	TRIREDRAFT_76009	MF
GO:0005515	TRIREDRAFT_58115	MF
GO:0022857	TRIREDRAFT_58220	MF
GO:0055085	TRIREDRAFT_58220	BP
GO:0022857	TRIREDRAFT_58220	MF
GO:0005515	TRIREDRAFT_57357	MF
GO:0016491	TRIREDRAFT_76034	MF
GO:0055114	TRIREDRAFT_76034	BP
GO:0005524	TRIREDRAFT_105027	MF
GO:0006468	TRIREDRAFT_105027	BP
GO:0004672	TRIREDRAFT_105027	MF
GO:0005515	TRIREDRAFT_58191	MF
GO:0006412	TRIREDRAFT_120779	BP
GO:0005840	TRIREDRAFT_120779	CC
GO:0003735	TRIREDRAFT_120779	MF
GO:0005732	TRIREDRAFT_76073	CC
GO:0000398	TRIREDRAFT_76073	BP
GO:0003824	TRIREDRAFT_105070	MF
GO:0019346	TRIREDRAFT_105070	BP
GO:0030170	TRIREDRAFT_105070	MF
GO:0016810	TRIREDRAFT_105072	MF
GO:0005975	TRIREDRAFT_105072	BP
GO:0003824	TRIREDRAFT_105072	MF
GO:0005975	TRIREDRAFT_105072	BP
GO:0003676	TRIREDRAFT_124321	MF
GO:0005524	TRIREDRAFT_124321	MF
GO:0004386	TRIREDRAFT_124321	MF
GO:0016021	TRIREDRAFT_57784	CC
GO:0005515	TRIREDRAFT_120806	MF
GO:0005524	TRIREDRAFT_120806	MF
GO:0006468	TRIREDRAFT_120806	BP
GO:0004672	TRIREDRAFT_120806	MF
GO:0006468	TRIREDRAFT_120806	BP
GO:0004672	TRIREDRAFT_120806	MF
GO:0005524	TRIREDRAFT_120806	MF
GO:0033617	TRIREDRAFT_120828	BP
GO:0006412	TRIREDRAFT_120833	BP
GO:0003735	TRIREDRAFT_120833	MF
GO:0005840	TRIREDRAFT_120833	CC
GO:0003723	TRIREDRAFT_120833	MF
GO:0006412	TRIREDRAFT_120833	BP
GO:0003735	TRIREDRAFT_120833	MF
GO:0015935	TRIREDRAFT_120833	CC
GO:0016787	TRIREDRAFT_57234	MF
GO:0000175	TRIREDRAFT_57613	MF
GO:0003676	TRIREDRAFT_57613	MF
GO:0036459	TRIREDRAFT_58150	MF
GO:0016579	TRIREDRAFT_58150	BP
GO:0036459	TRIREDRAFT_58150	MF
GO:0006511	TRIREDRAFT_58150	BP
GO:0016757	TRIREDRAFT_76151	MF
GO:0016020	TRIREDRAFT_76151	CC
GO:0006355	TRIREDRAFT_57631	BP
GO:0008270	TRIREDRAFT_57631	MF
GO:0042025	TRIREDRAFT_57631	CC
GO:0000981	TRIREDRAFT_57631	MF
GO:0008270	TRIREDRAFT_57631	MF
GO:0006355	TRIREDRAFT_57631	BP
GO:0042025	TRIREDRAFT_57631	CC
GO:0000981	TRIREDRAFT_57631	MF
GO:0016788	TRIREDRAFT_76155	MF
GO:0003824	TRIREDRAFT_57280	MF
GO:0009116	TRIREDRAFT_57280	BP
GO:0003824	TRIREDRAFT_58016	MF
GO:0009116	TRIREDRAFT_58016	BP
GO:0005506	TRIREDRAFT_57555	MF
GO:0055114	TRIREDRAFT_57555	BP
GO:0020037	TRIREDRAFT_57555	MF
GO:0016705	TRIREDRAFT_57555	MF
GO:0005506	TRIREDRAFT_57555	MF
GO:0020037	TRIREDRAFT_57555	MF
GO:0055114	TRIREDRAFT_57555	BP
GO:0016705	TRIREDRAFT_57555	MF
GO:0016705	TRIREDRAFT_57555	MF
GO:0055114	TRIREDRAFT_57555	BP
GO:0008080	TRIREDRAFT_58227	MF
GO:0016651	TRIREDRAFT_76159	MF
GO:0048038	TRIREDRAFT_76159	MF
GO:0055114	TRIREDRAFT_76159	BP
GO:0051287	TRIREDRAFT_76159	MF
GO:0016651	TRIREDRAFT_76159	MF
GO:0055114	TRIREDRAFT_76159	BP
GO:0042254	TRIREDRAFT_76169	BP
GO:0005515	TRIREDRAFT_105190	MF
GO:0046983	TRIREDRAFT_105191	MF
GO:0006351	TRIREDRAFT_105191	BP
GO:0003899	TRIREDRAFT_105191	MF
GO:0006351	TRIREDRAFT_105191	BP
GO:0003899	TRIREDRAFT_105191	MF
GO:0006351	TRIREDRAFT_105191	BP
GO:0003899	TRIREDRAFT_105191	MF
GO:0003677	TRIREDRAFT_105191	MF
GO:0006351	TRIREDRAFT_105191	BP
GO:0046983	TRIREDRAFT_105191	MF
GO:0034314	TRIREDRAFT_105202	BP
GO:0015629	TRIREDRAFT_105202	CC
GO:0030833	TRIREDRAFT_105202	BP
GO:0005885	TRIREDRAFT_105202	CC
GO:0034314	TRIREDRAFT_105202	BP
GO:0015629	TRIREDRAFT_105202	CC
GO:0030833	TRIREDRAFT_105202	BP
GO:0030041	TRIREDRAFT_105202	BP
GO:0005885	TRIREDRAFT_105202	CC
GO:0005515	TRIREDRAFT_76188	MF
GO:0006412	TRIREDRAFT_120868	BP
GO:0003735	TRIREDRAFT_120868	MF
GO:0005840	TRIREDRAFT_120868	CC
GO:0016788	TRIREDRAFT_57335	MF
GO:0036297	TRIREDRAFT_57335	BP
GO:0004518	TRIREDRAFT_57335	MF
GO:0003676	TRIREDRAFT_57335	MF
GO:0004518	TRIREDRAFT_57335	MF
GO:0004017	TRIREDRAFT_120539	MF
GO:0006172	TRIREDRAFT_120539	BP
GO:0004017	TRIREDRAFT_120539	MF
GO:0005524	TRIREDRAFT_120539	MF
GO:0006139	TRIREDRAFT_120539	BP
GO:0019205	TRIREDRAFT_120539	MF
GO:0005524	TRIREDRAFT_120539	MF
GO:0016776	TRIREDRAFT_120539	MF
GO:0004017	TRIREDRAFT_120539	MF
GO:0016021	TRIREDRAFT_58055	CC
GO:0004659	TRIREDRAFT_58055	MF
GO:0016765	TRIREDRAFT_58055	MF
GO:0016021	TRIREDRAFT_58055	CC
GO:0019888	TRIREDRAFT_120545	MF
GO:0000159	TRIREDRAFT_120545	CC
GO:0005515	TRIREDRAFT_120545	MF
GO:0051082	TRIREDRAFT_58036	MF
GO:0006457	TRIREDRAFT_58036	BP
GO:0016272	TRIREDRAFT_58036	CC
GO:0000786	TRIREDRAFT_57870	CC
GO:0003677	TRIREDRAFT_57870	MF
GO:0046982	TRIREDRAFT_57870	MF
GO:0003677	TRIREDRAFT_57870	MF
GO:0055085	TRIREDRAFT_75648	BP
GO:0006672	TRIREDRAFT_58162	BP
GO:0016021	TRIREDRAFT_58162	CC
GO:0016811	TRIREDRAFT_58162	MF
GO:0004853	TRIREDRAFT_58073	MF
GO:0006779	TRIREDRAFT_58073	BP
GO:0003924	TRIREDRAFT_120558	MF
GO:0005525	TRIREDRAFT_120558	MF
GO:0005524	TRIREDRAFT_57904	MF
GO:0006468	TRIREDRAFT_57904	BP
GO:0004672	TRIREDRAFT_57904	MF
GO:0007094	TRIREDRAFT_57904	BP
GO:0006468	TRIREDRAFT_57904	BP
GO:0004672	TRIREDRAFT_57904	MF
GO:0006096	TRIREDRAFT_120568	BP
GO:0000015	TRIREDRAFT_120568	CC
GO:0000287	TRIREDRAFT_120568	MF
GO:0004634	TRIREDRAFT_120568	MF
GO:0003723	TRIREDRAFT_120571	MF
GO:0005737	TRIREDRAFT_75687	CC
GO:0003743	TRIREDRAFT_75687	MF
GO:0005852	TRIREDRAFT_75687	CC
GO:0003682	TRIREDRAFT_104683	MF
GO:0005524	TRIREDRAFT_104683	MF
GO:1902600	TRIREDRAFT_75707	BP
GO:0015078	TRIREDRAFT_75707	MF
GO:0033180	TRIREDRAFT_75707	CC
GO:0005515	TRIREDRAFT_120583	MF
GO:0000813	TRIREDRAFT_57865	CC
GO:0032509	TRIREDRAFT_57865	BP
GO:0009058	TRIREDRAFT_57322	BP
GO:0030170	TRIREDRAFT_57322	MF
GO:0003824	TRIREDRAFT_57322	MF
GO:0006412	TRIREDRAFT_104704	BP
GO:0003735	TRIREDRAFT_104704	MF
GO:0005840	TRIREDRAFT_104704	CC
GO:0006412	TRIREDRAFT_104704	BP
GO:0005840	TRIREDRAFT_104704	CC
GO:0003735	TRIREDRAFT_104704	MF
GO:0016740	TRIREDRAFT_104704	MF
GO:0006412	TRIREDRAFT_104704	BP
GO:0003735	TRIREDRAFT_104704	MF
GO:0003723	TRIREDRAFT_104704	MF
GO:0015934	TRIREDRAFT_104704	CC
GO:0046540	TRIREDRAFT_75736	CC
GO:0000398	TRIREDRAFT_75736	BP
GO:0000244	TRIREDRAFT_75736	BP
GO:0016192	TRIREDRAFT_104721	BP
GO:0016192	TRIREDRAFT_104721	BP
GO:0016021	TRIREDRAFT_104721	CC
GO:0032007	TRIREDRAFT_75742	BP
GO:0034198	TRIREDRAFT_75742	BP
GO:0000160	TRIREDRAFT_120605	BP
GO:0005524	TRIREDRAFT_120605	MF
GO:0006468	TRIREDRAFT_120605	BP
GO:0004674	TRIREDRAFT_120605	MF
GO:0006468	TRIREDRAFT_120605	BP
GO:0004672	TRIREDRAFT_120605	MF
GO:0005524	TRIREDRAFT_120605	MF
GO:0006468	TRIREDRAFT_120605	BP
GO:0004672	TRIREDRAFT_120605	MF
GO:0003779	TRIREDRAFT_57997	MF
GO:0005515	TRIREDRAFT_57997	MF
GO:0003924	TRIREDRAFT_57508	MF
GO:0005525	TRIREDRAFT_57508	MF
GO:0005525	TRIREDRAFT_57508	MF
GO:0005515	TRIREDRAFT_57208	MF
GO:0006357	TRIREDRAFT_120618	BP
GO:0003712	TRIREDRAFT_120618	MF
GO:0016592	TRIREDRAFT_120618	CC
GO:0006006	TRIREDRAFT_75769	BP
GO:0055114	TRIREDRAFT_75769	BP
GO:0055114	TRIREDRAFT_75769	BP
GO:0050661	TRIREDRAFT_75769	MF
GO:0006006	TRIREDRAFT_75769	BP
GO:0004345	TRIREDRAFT_75769	MF
GO:0006006	TRIREDRAFT_75769	BP
GO:0055114	TRIREDRAFT_75769	BP
GO:0004345	TRIREDRAFT_75769	MF
GO:0016614	TRIREDRAFT_75769	MF
GO:0055114	TRIREDRAFT_75769	BP
GO:0050661	TRIREDRAFT_75769	MF
GO:0006006	TRIREDRAFT_75769	BP
GO:0070072	TRIREDRAFT_57832	BP
GO:0005515	TRIREDRAFT_57287	MF
GO:0005085	TRIREDRAFT_58058	MF
GO:0043161	TRIREDRAFT_58125	BP
GO:0019774	TRIREDRAFT_58125	CC
GO:0005839	TRIREDRAFT_58125	CC
GO:0051603	TRIREDRAFT_58125	BP
GO:0003824	TRIREDRAFT_120635	MF
GO:0004802	TRIREDRAFT_120635	MF
GO:0042578	TRIREDRAFT_104785	MF
GO:0008270	TRIREDRAFT_57735	MF
GO:0006355	TRIREDRAFT_57735	BP
GO:0043565	TRIREDRAFT_57735	MF
GO:0008270	TRIREDRAFT_57735	MF
GO:0006355	TRIREDRAFT_57735	BP
GO:0004553	TRIREDRAFT_104797	MF
GO:0005975	TRIREDRAFT_104797	BP
GO:0006807	TRIREDRAFT_104803	BP
GO:0005515	TRIREDRAFT_120654	MF
GO:0022857	TRIREDRAFT_104816	MF
GO:0055085	TRIREDRAFT_104816	BP
GO:0022857	TRIREDRAFT_104816	MF
GO:0003824	TRIREDRAFT_104820	MF
GO:0030151	TRIREDRAFT_104820	MF
GO:0030170	TRIREDRAFT_104820	MF
GO:0016491	TRIREDRAFT_104820	MF
GO:0055114	TRIREDRAFT_104820	BP
GO:0051536	TRIREDRAFT_104820	MF
GO:0009055	TRIREDRAFT_104820	MF
GO:0016491	TRIREDRAFT_104820	MF
GO:0051537	TRIREDRAFT_104820	MF
GO:0009055	TRIREDRAFT_104820	MF
GO:0051536	TRIREDRAFT_104820	MF
GO:0035226	TRIREDRAFT_75838	MF
GO:0006750	TRIREDRAFT_75838	BP
GO:0005854	TRIREDRAFT_104831	CC
GO:0031071	TRIREDRAFT_75845	MF
GO:0044571	TRIREDRAFT_75845	BP
GO:0030170	TRIREDRAFT_75845	MF
GO:0003824	TRIREDRAFT_75845	MF
GO:0005524	TRIREDRAFT_75872	MF
GO:0006468	TRIREDRAFT_75872	BP
GO:0004672	TRIREDRAFT_75872	MF
GO:0005524	TRIREDRAFT_75872	MF
GO:0006468	TRIREDRAFT_75872	BP
GO:0004672	TRIREDRAFT_75872	MF
GO:0008603	TRIREDRAFT_75878	MF
GO:0005952	TRIREDRAFT_75878	CC
GO:0001932	TRIREDRAFT_75878	BP
GO:0070461	TRIREDRAFT_75879	CC
GO:0005506	TRIREDRAFT_75886	MF
GO:0020037	TRIREDRAFT_75886	MF
GO:0055114	TRIREDRAFT_75886	BP
GO:0016705	TRIREDRAFT_75886	MF
GO:0005506	TRIREDRAFT_75886	MF
GO:0055114	TRIREDRAFT_75886	BP
GO:0020037	TRIREDRAFT_75886	MF
GO:0016705	TRIREDRAFT_75886	MF
GO:0016705	TRIREDRAFT_75886	MF
GO:0055114	TRIREDRAFT_75886	BP
GO:0005524	TRIREDRAFT_75890	MF
GO:0005524	TRIREDRAFT_75890	MF
GO:0004329	TRIREDRAFT_75890	MF
GO:0004488	TRIREDRAFT_75890	MF
GO:0055114	TRIREDRAFT_75890	BP
GO:0004488	TRIREDRAFT_75890	MF
GO:0003824	TRIREDRAFT_75890	MF
GO:0055114	TRIREDRAFT_75890	BP
GO:0031491	TRIREDRAFT_57608	MF
GO:0043044	TRIREDRAFT_57608	BP
GO:0005524	TRIREDRAFT_57608	MF
GO:0005634	TRIREDRAFT_57608	CC
GO:0016818	TRIREDRAFT_57608	MF
GO:0003676	TRIREDRAFT_57608	MF
GO:0005524	TRIREDRAFT_57608	MF
GO:0006338	TRIREDRAFT_57608	BP
GO:0055085	TRIREDRAFT_104879	BP
GO:0016020	TRIREDRAFT_104879	CC
GO:0005216	TRIREDRAFT_104879	MF
GO:0006811	TRIREDRAFT_104879	BP
GO:1902600	TRIREDRAFT_104879	BP
GO:0005887	TRIREDRAFT_104879	CC
GO:0030171	TRIREDRAFT_104879	MF
GO:0008137	TRIREDRAFT_58201	MF
GO:0048038	TRIREDRAFT_58201	MF
GO:0055114	TRIREDRAFT_58201	BP
GO:0051539	TRIREDRAFT_58201	MF
GO:0051536	TRIREDRAFT_58201	MF
GO:0055114	TRIREDRAFT_58201	BP
GO:0003677	TRIREDRAFT_57488	MF
GO:0003917	TRIREDRAFT_57488	MF
GO:0006265	TRIREDRAFT_57488	BP
GO:0003916	TRIREDRAFT_57488	MF
GO:0003677	TRIREDRAFT_57488	MF
GO:0006265	TRIREDRAFT_57488	BP
GO:0016791	TRIREDRAFT_104890	MF
GO:0030176	TRIREDRAFT_72896	CC
GO:0019348	TRIREDRAFT_72896	BP
GO:0030234	TRIREDRAFT_72896	MF
GO:0004553	TRIREDRAFT_57857	MF
GO:0005975	TRIREDRAFT_57857	BP
GO:0008033	TRIREDRAFT_75921	BP
GO:0017150	TRIREDRAFT_75921	MF
GO:0055114	TRIREDRAFT_75921	BP
GO:0050660	TRIREDRAFT_75921	MF
GO:0003824	TRIREDRAFT_75921	MF
GO:0003824	TRIREDRAFT_120712	MF
GO:0016747	TRIREDRAFT_120712	MF
GO:0006633	TRIREDRAFT_120712	BP
GO:0005634	TRIREDRAFT_120715	CC
GO:0008270	TRIREDRAFT_120715	MF
GO:0003677	TRIREDRAFT_120715	MF
GO:0006351	TRIREDRAFT_120715	BP
GO:0016746	TRIREDRAFT_75934	MF
GO:0055085	TRIREDRAFT_75937	BP
GO:0022857	TRIREDRAFT_75937	MF
GO:0022857	TRIREDRAFT_75937	MF
GO:0007186	TRIREDRAFT_75949	BP
GO:0031681	TRIREDRAFT_75949	MF
GO:0000750	TRIREDRAFT_75949	BP
GO:0007186	TRIREDRAFT_75949	BP
GO:0005515	TRIREDRAFT_58229	MF
GO:0006464	TRIREDRAFT_58229	BP
GO:0072321	TRIREDRAFT_120733	BP
GO:0005758	TRIREDRAFT_120733	CC
GO:0006561	TRIREDRAFT_57868	BP
GO:0004735	TRIREDRAFT_57868	MF
GO:0055114	TRIREDRAFT_57868	BP
GO:0055114	TRIREDRAFT_57868	BP
GO:0006412	TRIREDRAFT_57595	BP
GO:0003735	TRIREDRAFT_57595	MF
GO:0005840	TRIREDRAFT_57595	CC
GO:0006412	TRIREDRAFT_57595	BP
GO:0003735	TRIREDRAFT_57595	MF
GO:0006412	TRIREDRAFT_57595	BP
GO:0005840	TRIREDRAFT_57595	CC
GO:0003735	TRIREDRAFT_57595	MF
GO:0009058	TRIREDRAFT_57947	BP
GO:0030170	TRIREDRAFT_57947	MF
GO:0003824	TRIREDRAFT_57947	MF
GO:0003870	TRIREDRAFT_57947	MF
GO:0033014	TRIREDRAFT_57947	BP
GO:0030170	TRIREDRAFT_57947	MF
GO:0016740	TRIREDRAFT_57947	MF
GO:0005524	TRIREDRAFT_58225	MF
