Geneid,C_1,C_2,C_3,T_1,T_2,T_3
MYCTH_2299174,135,259,244,180,241,167
MYCTH_2299175,290,527,459,408,480,422
MYCTH_2299177,1661,2750,2350,7190,9555,7790
MYCTH_2299178,454,789,665,1908,2807,2335
MYCTH_2050951,33,29,39,21,44,41
MYCTH_2299180,711,931,948,874,1096,994
MYCTH_2299181,251,298,228,699,746,631
MYCTH_2299183,807,1291,1034,1573,2187,1721
MYCTH_2299189,1117,1896,1689,8639,11016,9298
MYCTH_2299193,948,1385,1414,1296,1701,1596
MYCTH_2299195,3472,5510,5528,3499,4655,3950
MYCTH_73708,3707,6095,5920,5497,7344,5912
MYCTH_2299199,1414,2344,2145,1697,2191,1830
MYCTH_89563,2076,3447,3175,3847,4813,3874
MYCTH_2299204,532,805,760,1009,1294,1083
MYCTH_2299207,1211,2220,1949,1947,2241,2004
MYCTH_2132763,1735,2945,3158,2909,4120,3203
MYCTH_2299213,8767,14298,13295,16473,22838,20168
MYCTH_2299217,1226,2144,2048,2986,3988,3571
MYCTH_2299218,2380,4272,3766,3668,4239,3811
MYCTH_2299220,1747,2448,1841,17270,22028,18662
MYCTH_2299223,247,398,386,1076,1218,1168
MYCTH_73682,785,1197,1158,1542,2351,1910
MYCTH_2132770,101,204,168,138,114,108
MYCTH_73679,3722,6094,5553,20200,26131,22114
MYCTH_2314244,1276,1984,2055,2358,3144,2592
MYCTH_2299238,1144,1870,1865,1545,1829,1693
MYCTH_2033977,5587,10454,10479,13770,17205,14535
MYCTH_2074077,516,806,806,1093,1594,1193
MYCTH_59591,18968,32321,30696,35365,42968,38999
MYCTH_2299252,600,849,896,2007,2872,2271
MYCTH_2299254,515,777,801,1019,1538,1248
MYCTH_59585,441,748,604,1389,1912,1567
MYCTH_2299259,2121,3223,3037,10629,13928,11674
MYCTH_2299262,3681,6090,5704,16199,17433,13196
MYCTH_2299267,145,167,158,392,416,423
MYCTH_2299268,1481,2401,2052,6522,8167,6785
MYCTH_2299273,945,1441,1367,7929,9503,7920
MYCTH_2299276,4804,7933,7817,8018,10528,8988
MYCTH_2299277,97,112,160,282,352,306
MYCTH_2299279,385,617,529,609,768,662
MYCTH_2314252,85,83,62,837,1221,956
MYCTH_2086714,1053,1566,1285,2454,3346,2978
MYCTH_2299284,76,120,124,442,629,430
MYCTH_2299286,634,1000,903,1455,1824,1788
MYCTH_2299288,978,1526,1526,1369,1755,1562
MYCTH_38365,271,565,381,348,521,390
MYCTH_89534,155,263,329,486,758,521
MYCTH_2299291,1094,1879,1847,5084,6999,5921
MYCTH_2299295,389,670,602,203,297,295
MYCTH_2299297,745,1165,1012,6231,7736,6365
MYCTH_2299299,2224,3751,3504,5981,7180,5617
MYCTH_2299301,565,902,832,1411,1767,1574
MYCTH_2299302,332,534,534,493,630,532
MYCTH_2086729,669,1082,1087,1460,1701,1539
MYCTH_2299306,640,988,854,1958,2537,1993
MYCTH_2299308,1068,1744,1670,3538,4727,4003
MYCTH_2299309,670,1017,969,1897,2260,2042
MYCTH_2086739,828,1367,1152,5591,7070,5952
MYCTH_2299314,108,191,187,105,158,134
MYCTH_2299316,219,326,244,1805,2259,1916
MYCTH_2314258,737,1058,1027,2215,2747,2334
MYCTH_2299319,219,389,348,391,477,452
MYCTH_2055575,114,159,101,898,1141,1032
MYCTH_2299321,145,233,259,678,819,689
MYCTH_2124399,23,36,40,2,15,5
MYCTH_2299322,575,870,762,963,1219,1057
MYCTH_73602,276,454,423,493,516,483
MYCTH_73601,354,500,495,541,782,776
MYCTH_2053677,431,726,697,1496,1811,1473
MYCTH_2299329,526,937,793,1620,2046,1732
MYCTH_2299331,1271,2082,1829,4570,5760,4393
MYCTH_2074154,1450,2288,2135,7012,10641,8940
MYCTH_2086765,932,1497,1370,2024,2415,2020
MYCTH_2299335,508,868,678,2326,2647,2003
MYCTH_89510,9,16,11,14,7,6
MYCTH_2299337,46,78,36,313,399,278
MYCTH_2299338,607,960,874,986,1329,1118
MYCTH_2299339,1540,2464,2107,5299,7628,6205
MYCTH_2086777,4900,8972,8378,5879,7069,6172
MYCTH_2299343,646,894,770,1300,1733,1659
MYCTH_t28,6,10,3,0,0,0
MYCTH_2116212,88,143,144,179,280,203
MYCTH_2124418,1,16,2,0,4,5
MYCTH_2299349,8317,13494,12127,2895,3627,3178
MYCTH_2299350,144,237,211,538,848,750
MYCTH_39559,57,96,77,243,380,307
MYCTH_2299355,716,1034,1056,2095,2657,2319
MYCTH_2074176,5005,8587,7754,12499,14928,12807
MYCTH_2299360,3843,6376,5726,8552,11874,9649
MYCTH_2299362,2,1,0,0,2,0
MYCTH_112924,839,1422,1260,726,1096,861
MYCTH_2299367,1590,2602,2463,3155,4208,3556
MYCTH_2299369,105,212,172,482,768,610
MYCTH_2299371,363,603,555,1266,1126,1026
MYCTH_2299373,313,510,518,1877,2714,2314
MYCTH_104827,200,398,318,3893,4724,3817
MYCTH_2299379,93,148,92,365,388,305
MYCTH_2299383,2277,3553,2939,28835,39885,33473
MYCTH_2108128,95,135,117,394,456,358
MYCTH_2299386,160,231,232,163,163,145
MYCTH_2299388,6702,11159,10520,19176,23791,19681
MYCTH_2299397,2326,3817,3768,7031,8560,6995
MYCTH_t18,0,0,0,0,0,0
MYCTH_2299402,5911,9208,7846,25837,32940,23757
MYCTH_112916,6206,9663,7950,37808,47393,38249
MYCTH_2299407,458,754,724,1233,1671,1450
MYCTH_2314274,6466,11203,10235,16953,17451,15321
MYCTH_2299412,1456,2312,2058,6575,7608,5620
MYCTH_2124443,65,95,87,390,395,351
MYCTH_2132825,759,1267,1243,1029,1479,1292
MYCTH_2299416,470,824,741,1602,2089,1677
MYCTH_2074210,3631,5697,5152,30343,38852,30736
MYCTH_2052991,35,39,70,20,10,18
MYCTH_2299427,1184,2049,1753,4520,6055,4916
MYCTH_2299428,447,744,645,1937,2319,2078
MYCTH_39101,2066,3679,3851,5826,7229,6270
MYCTH_59445,602,1015,856,1881,2534,2165
MYCTH_2137771,686,1158,1160,1637,2009,1726
MYCTH_37848,189,365,370,309,514,407
MYCTH_2299438,1030,1557,1922,1481,1821,1481
MYCTH_2299442,904,1474,1402,3593,4850,3696
MYCTH_2299445,6164,11024,10943,22998,29767,24145
MYCTH_2051392,357,502,522,1286,1718,1262
MYCTH_2108150,10,52,31,22,24,24
MYCTH_2299448,188,340,305,781,1070,726
MYCTH_2299450,2445,3896,3868,2623,3368,2742
MYCTH_112905,431,667,600,4978,6723,5115
MYCTH_2299456,1157,1822,1577,3610,4075,3051
MYCTH_2299460,923,1559,1315,4669,6253,4999
MYCTH_2299462,4478,7636,7118,2502,3141,2993
MYCTH_2299464,1235,2132,1870,5047,6898,5487
MYCTH_2299469,15,30,23,48,58,45
MYCTH_2299470,1647,2345,1698,9532,13322,11645
MYCTH_2299473,144,168,198,168,212,190
MYCTH_2116256,459,645,573,435,627,505
MYCTH_2299478,139,220,157,543,957,692
MYCTH_2299479,20,59,37,68,94,78
MYCTH_2299483,750,1264,1201,30183,38493,31616
MYCTH_2299489,367,543,571,426,487,493
MYCTH_97480,41,71,52,123,162,140
MYCTH_104802,1992,3479,3036,8582,10925,8493
MYCTH_2124479,252,391,429,467,478,520
MYCTH_2108166,3,5,2,6,7,4
MYCTH_t27,0,0,0,0,0,0
MYCTH_2299494,1016,1739,1508,1723,2280,1704
MYCTH_2124482,0,0,0,0,0,2
MYCTH_2299495,562,858,894,4586,5223,4569
MYCTH_36908,7,26,12,53,74,23
MYCTH_2299497,140,255,201,648,728,767
MYCTH_109566,228,362,342,273383,366117,307469
MYCTH_2052169,0,0,0,0,0,0
MYCTH_73480,232,441,446,238,304,256
MYCTH_2299507,182,302,262,793,1163,555
MYCTH_2142599,5908,10435,9584,13457,17144,14080
MYCTH_2299512,869,1350,1280,3049,4618,3429
MYCTH_t26,0,0,0,0,0,0
MYCTH_2124493,0,5,3,12,2,8
MYCTH_2108176,44,50,43,13,42,25
MYCTH_59388,1025,1567,1493,2040,2867,2567
MYCTH_2299516,41,62,49,77,102,68
MYCTH_2299518,455,812,800,959,1180,1041
MYCTH_2052762,0,0,0,0,0,0
MYCTH_2053143,0,0,0,0,0,0
MYCTH_97470,225,336,359,1383,1609,1265
MYCTH_2299520,504,865,828,1020,1327,1093
MYCTH_2124505,0,0,0,0,0,0
MYCTH_2299521,2038,3478,3150,5872,7623,6115
MYCTH_112889,2285,3972,3683,3112,4087,3415
MYCTH_73461,8436,13830,13361,13749,19088,14860
MYCTH_2314296,412,599,705,491,556,467
MYCTH_2299528,23,42,14,59,30,39
MYCTH_2299531,395,549,531,2513,3483,2885
MYCTH_2299532,620,798,609,3149,4380,3711
MYCTH_2049292,491,929,780,1790,2711,2117
MYCTH_2299535,955,1664,1588,2008,2454,1906
MYCTH_89426,313,516,490,645,890,730
MYCTH_2299541,25,67,33,58,68,63
MYCTH_2299543,2857,4228,3531,35573,44907,33529
MYCTH_38472,1118,1788,1645,2432,3164,2719
MYCTH_2299548,125,213,168,132,104,106
MYCTH_2299551,1223,2228,1866,3344,4452,3463
MYCTH_2299552,378,714,635,482,702,787
MYCTH_2299553,741,1185,1123,2800,3392,2984
MYCTH_2299554,678,1080,1024,1165,1506,1233
MYCTH_2299555,882,1463,1482,2674,3097,2804
MYCTH_2299559,569,959,887,1616,2184,1667
MYCTH_2299561,286,450,422,638,827,735
MYCTH_2299563,432,637,624,2258,3145,2535
MYCTH_2299564,6,11,4,219,267,218
MYCTH_2137812,266,415,298,446,658,512
MYCTH_t25,12,14,15,18,13,16
MYCTH_2299569,938,1679,1552,1918,2475,2020
MYCTH_97448,56,70,65,108,101,90
MYCTH_t24,3,4,5,0,0,0
MYCTH_2124533,68,111,107,146,223,122
MYCTH_2108207,15,40,44,118,123,95
MYCTH_2299571,2742,4437,4507,9200,10786,9431
MYCTH_t19,2,0,0,0,4,0
MYCTH_2299573,886,1609,1474,2645,3484,2850
MYCTH_2086920,1270,2461,2021,3141,3602,3156
MYCTH_t23,0,2,5,4,3,10
MYCTH_2124537,6,18,6,8,4,14
MYCTH_2299575,1234,2317,1905,4073,5863,5184
MYCTH_2299578,847,1294,1175,4004,5920,4967
MYCTH_2116312,692,1140,1062,2386,2982,2588
MYCTH_2299582,1494,2714,2556,3017,3995,3601
MYCTH_2299583,1543,2477,2279,5716,7025,5605
MYCTH_2299585,3698,5985,5778,7286,8814,7440
MYCTH_2074326,1094,1819,1767,2843,3347,2654
MYCTH_2299590,1245,1993,2077,4959,6278,4914
MYCTH_2116318,231,410,361,425,499,496
MYCTH_2299597,7706,13087,11663,12195,16793,14103
MYCTH_2314307,159,300,276,552,448,416
MYCTH_2299604,391,573,534,252,198,178
MYCTH_2299605,60,143,146,83,65,54
MYCTH_2299606,139,199,207,259,268,231
MYCTH_2299608,77,152,103,174,268,232
MYCTH_2299610,11,20,9,104,133,90
MYCTH_2299613,268,480,498,548,719,683
MYCTH_2054500,428,866,730,584,711,599
MYCTH_59302,3813,6630,6169,10740,13112,10668
MYCTH_2299619,732,1232,1022,2858,3300,2801
MYCTH_2299621,1560,2647,2636,2213,2827,2380
MYCTH_2086957,2245,3770,3223,4460,5341,4277
MYCTH_97424,274,561,510,451,547,508
MYCTH_2299626,267,448,509,645,690,548
MYCTH_109542,13117,21983,20738,67072,82022,62555
MYCTH_59287,1575,2474,2024,6962,9055,7408
MYCTH_2299636,7197,12298,12771,14469,17199,13773
MYCTH_2137832,807,1287,1172,1790,2344,1870
MYCTH_2299639,1473,2652,2498,5544,7856,6014
MYCTH_t20,33,45,40,49,63,60
MYCTH_2045737,65,139,114,410,623,617
MYCTH_2299642,622,940,921,1830,2144,1972
MYCTH_2299645,650,1026,905,1787,2532,2017
MYCTH_2299648,411,651,634,591,654,596
MYCTH_2314321,6580,10634,9073,47598,59909,51013
MYCTH_112850,1598,2672,2541,5380,7364,6328
MYCTH_2299655,1356,2244,2333,4452,5165,4380
MYCTH_2299657,946,1522,1296,5160,6702,6075
MYCTH_109533,1272,2209,1989,2120,2717,2386
MYCTH_2299664,11414,18887,17517,24999,32821,27094
MYCTH_109530,2091,3500,3224,6051,7590,6330
MYCTH_2314329,403,731,668,1086,1670,788
MYCTH_2051168,31,57,42,61,55,94
MYCTH_97404,13,22,19,70,42,46
MYCTH_2299676,1733,2875,2699,7297,8834,7542
MYCTH_2299680,2388,4047,3758,9586,12150,10135
MYCTH_2299683,2584,4330,3943,10475,12866,10202
MYCTH_2299686,303,542,394,873,1320,1073
MYCTH_2299692,552,797,803,986,1263,1142
MYCTH_2299695,324,486,447,1063,1354,1200
MYCTH_2049580,352,691,648,611,818,754
MYCTH_2299698,758,1311,1309,1854,2219,1815
MYCTH_2087011,586,984,929,1336,1551,1398
MYCTH_2052657,38,53,35,39,30,32
MYCTH_2074408,1314,2267,2183,4686,5888,4588
MYCTH_2314338,2667,4462,4219,4130,5116,4244
MYCTH_73315,600,1025,811,1467,2127,2041
MYCTH_2314342,2469,4291,4074,4104,5582,4717
MYCTH_t21,0,0,0,0,0,0
MYCTH_40111,129,281,253,2052,2791,2352
MYCTH_2299715,6484,10528,9614,6974,8628,6950
MYCTH_2299718,959,1442,1260,3757,4719,3975
MYCTH_2299719,944,1588,1793,1517,1797,1364
MYCTH_2299721,17,30,30,100,173,110
MYCTH_2299723,519,972,875,5924,7393,6681
MYCTH_2052313,0,0,0,0,0,0
MYCTH_2124607,0,0,1,1,0,0
MYCTH_2049971,0,0,0,0,0,0
MYCTH_112826,476,687,666,1044,1242,1085
MYCTH_85902,105,148,111,316,578,514
MYCTH_112824,97,142,108,89,106,38
MYCTH_2299731,25,38,43,23,24,15
MYCTH_97378,236,305,306,1252,1645,1241
MYCTH_2299733,64,121,65,44,79,59
MYCTH_2050467,1,9,0,0,0,0
MYCTH_2050561,0,0,0,0,0,0
MYCTH_109510,8287,13908,12732,40506,34023,23025
MYCTH_2054970,0,0,0,0,0,0
MYCTH_2299735,779,1138,1155,1737,2022,1744
MYCTH_2054820,7,27,17,1,4,14
MYCTH_2299736,380,606,509,238,272,248
MYCTH_89343,187,281,260,171,231,141
MYCTH_2116377,9,13,12,1,9,0
MYCTH_36441,3,1,3,0,6,4
MYCTH_2299739,98,169,112,701,969,626
MYCTH_2116379,197,335,301,473,573,535
MYCTH_2299742,1544,2536,2301,3200,4339,4017
MYCTH_2299743,707,1196,1241,941,1155,1057
MYCTH_2299745,548,804,692,1264,1926,1488
MYCTH_2299749,1425,2284,2283,3933,5407,4572
MYCTH_2299753,417,568,537,1194,1582,1229
MYCTH_2299757,3439,5686,5422,20191,26900,20978
MYCTH_97365,1121,2029,1989,4580,5761,4618
MYCTH_39133,717,1109,1196,2860,3345,2730
MYCTH_112815,81,136,149,90,172,92
MYCTH_104726,15,19,30,55,34,31
MYCTH_2053430,156,225,251,237,281,201
MYCTH_2108297,8,5,13,21,40,22
MYCTH_2116402,7,17,19,136,183,154
MYCTH_73270,318,479,452,2902,3722,3227
MYCTH_89324,59,116,100,188,159,123
MYCTH_2299772,3179,5281,4921,5328,5984,4778
MYCTH_2299773,439,658,496,1470,2003,1538
MYCTH_2299779,565,772,746,2508,3598,2936
MYCTH_2299780,812,1326,1217,5606,8377,6962
MYCTH_89319,61,179,106,450,530,459
MYCTH_2124653,6,12,12,33,36,27
MYCTH_2299783,335,436,395,738,1097,975
MYCTH_2051955,3,0,2,0,8,4
MYCTH_2052727,2,8,8,2,6,4
MYCTH_2116408,7,7,10,4,1,6
MYCTH_40734,231,380,351,1202,1801,1309
MYCTH_112805,485,818,621,7804,9858,7394
MYCTH_104717,607,795,811,3514,4616,3323
MYCTH_59137,885,1506,1555,2868,3471,2910
MYCTH_112802,399,654,586,1700,2165,1824
MYCTH_109499,563,820,796,4807,6787,5608
MYCTH_2299794,1673,2544,2343,7511,10284,8353
MYCTH_t22,0,2,4,4,0,5
MYCTH_97342,9,12,26,13,18,22
MYCTH_2087100,1108,2012,1997,4884,5656,4547
MYCTH_2299804,328,469,483,141,301,238
MYCTH_2299806,104,167,201,29,41,14
MYCTH_73236,379,616,534,17,16,8
MYCTH_2299819,1166,2271,2225,2311,2803,2382
MYCTH_2299820,692,1208,1119,3086,2723,2156
MYCTH_2137894,2601,4279,4048,3002,3849,2756
MYCTH_2299830,10579,17370,16110,14756,19113,14506
MYCTH_2124673,0,4,3,5,5,4
MYCTH_59106,407,708,672,4278,3745,3112
MYCTH_2299837,962,1361,1446,6849,5975,4388
MYCTH_2299838,98,162,153,103,160,161
MYCTH_2299840,115,214,162,508,748,646
MYCTH_2299841,58,86,63,842,1150,895
MYCTH_2052590,117,160,145,56,86,68
MYCTH_2299842,65,110,96,100,97,112
MYCTH_2299843,36,55,32,23,16,2
MYCTH_2299844,1,0,0,0,0,0
MYCTH_2299846,12,26,29,6,20,16
MYCTH_2299849,112,234,245,403,570,512
MYCTH_2299851,115,229,151,238,406,327
MYCTH_2299852,549,915,974,154,172,152
MYCTH_2299854,9,10,10,2,10,2
MYCTH_2299856,39,62,60,1190,1474,1184
MYCTH_2116433,2,8,0,2,0,0
MYCTH_2029285,63,84,46,41,74,82
MYCTH_38796,130,208,182,435,622,510
MYCTH_2124691,5,28,9,6,8,8
MYCTH_2116436,11,18,6,12,16,34
MYCTH_2142698,312,529,414,8,21,14
MYCTH_2124694,115,122,163,213,308,254
MYCTH_2299868,127,170,208,44,45,35
MYCTH_2051009,638,983,788,4398,5901,5218
MYCTH_89278,8,16,19,23,28,19
MYCTH_2314369,335,550,441,1217,1128,736
MYCTH_2124700,0,0,0,0,0,0
MYCTH_59085,504,843,982,979,1134,962
MYCTH_2314370,317,525,414,607,765,607
MYCTH_2299876,1727,3002,2739,6666,8399,6816
MYCTH_2299879,311,461,461,12129,14440,12499
MYCTH_2299883,362,546,526,968,1586,1249
MYCTH_37570,932,1478,1518,2532,3264,2952
MYCTH_2299886,583,1102,1030,1429,1852,1572
MYCTH_2299887,746,1384,1146,2848,3568,3100
MYCTH_2299888,134,156,131,1603,1992,1413
MYCTH_2299891,473,735,721,1309,1619,1234
MYCTH_2314374,1263,1917,1952,3077,3000,2090
MYCTH_97310,802,1270,1091,18629,23884,16112
MYCTH_2124711,0,0,0,0,4,0
MYCTH_73194,2494,4093,3702,26034,34101,29142
MYCTH_2299900,36,20,34,33,37,44
MYCTH_2087157,938,1476,1440,2427,3303,2550
MYCTH_2299903,158,201,242,1763,1819,1349
MYCTH_2299904,732,1064,1058,3142,4335,3218
MYCTH_2299907,9216,15028,14163,23932,28900,22927
MYCTH_2299910,28,29,26,25,21,20
MYCTH_2299911,71,116,94,248,246,242
MYCTH_2299913,516,859,949,789,1008,879
MYCTH_2299915,9,10,4,31,40,32
MYCTH_2116457,155,223,171,177,232,182
MYCTH_2116458,4,2,10,0,4,4
MYCTH_73182,1247,2194,1994,786,986,715
MYCTH_2299921,141,106,218,426,531,462
MYCTH_2299922,200,320,353,685,787,734
MYCTH_2299923,60,80,99,321,430,573
MYCTH_89251,2,4,2,16,25,25
MYCTH_38236,0,0,0,0,0,0
MYCTH_2053587,15,28,35,16,11,30
MYCTH_46877,0,0,0,0,0,0
MYCTH_95605,0,0,0,0,0,0
MYCTH_2058544,4,186,11,19,7,6
MYCTH_2108373,0,0,0,0,0,0
MYCTH_2299964,8,21,8,59,96,40
MYCTH_2299965,1458,2333,2329,3179,4325,3741
MYCTH_2299968,1365,2147,1946,11443,14472,12762
MYCTH_2299969,295,476,466,375,565,476
MYCTH_2058820,117,177,174,421,512,476
MYCTH_2124737,4,3,0,6,15,15
MYCTH_66729,186,359,203,108355,145787,118432
MYCTH_2058711,39,66,58,224,339,292
MYCTH_2299975,25,28,32,23,41,19
MYCTH_2299976,641,913,836,3841,5275,4645
MYCTH_2124742,1,0,1,0,0,0
MYCTH_2124743,2,3,1,0,0,0
MYCTH_80081,708,1134,1053,2393,3014,2612
MYCTH_2299979,19,47,40,167,239,197
MYCTH_2299980,463,766,665,1969,2748,2148
MYCTH_2132970,655,1135,1059,2066,2898,2331
MYCTH_2299985,508,840,721,1330,1675,1104
MYCTH_2057317,36,64,67,180,277,189
MYCTH_2124750,1,0,3,0,0,0
MYCTH_2299988,701,1161,971,2083,2581,2113
MYCTH_2299991,67,101,98,269,257,272
MYCTH_t54,0,2,0,0,0,0
MYCTH_2299996,763,1148,1037,6221,8759,6491
MYCTH_2299997,196,284,277,611,695,502
MYCTH_2299998,221,340,345,3727,2995,2045
MYCTH_2089588,2131,3402,2616,5598,7906,5889
MYCTH_2300003,1360,2232,2024,2880,3412,2845
MYCTH_2300006,358,617,621,1016,1313,966
MYCTH_2300008,18,28,7,22,16,18
MYCTH_2300010,2046,3415,3436,4853,6096,5374
MYCTH_2300011,417,803,616,744,920,868
MYCTH_2300012,1544,2512,2886,6706,7793,5870
MYCTH_2076976,344,661,566,7757,8980,7325
MYCTH_2300024,539,846,753,5353,6855,5673
MYCTH_111314,248,466,352,575,734,569
MYCTH_2089610,893,1533,1391,4316,5375,4669
MYCTH_2300032,47,67,71,152,309,192
MYCTH_2108406,1,3,3,31,10,27
MYCTH_2300033,15544,27166,25723,79746,99383,80158
MYCTH_2300045,320,584,630,765,818,620
MYCTH_2300046,55,62,91,159,137,165
MYCTH_2300047,143,200,195,164,199,129
MYCTH_2300049,499,838,664,1657,2069,1839
MYCTH_2300050,41,74,43,109,120,133
MYCTH_2300052,399,651,639,386,434,435
MYCTH_2300054,1337,2122,2125,2414,3279,2752
MYCTH_2300056,322,526,601,830,1158,994
MYCTH_2300057,946,1461,1509,1906,2402,2210
MYCTH_2300059,442,762,618,1688,2197,1823
MYCTH_2108417,12,34,16,52,116,65
MYCTH_2059134,40,76,64,42,66,56
MYCTH_2059724,0,0,0,0,0,0
MYCTH_2057467,62,95,67,17,23,11
MYCTH_2300064,1672,2799,2664,4003,4816,4017
MYCTH_2300067,65,89,120,36,50,38
MYCTH_2300069,106,152,174,435,512,472
MYCTH_2300071,112,209,171,39,26,45
MYCTH_2300073,21,56,40,31,33,29
MYCTH_2058462,26,25,25,20,40,15
MYCTH_2300079,84,139,81,346,562,463
MYCTH_2300082,817,1286,1050,2935,4506,3952
MYCTH_101172,33,57,47,10,10,22
MYCTH_2300087,2,12,1,4,6,0
MYCTH_2300091,796,1308,1199,8283,7040,5886
MYCTH_2300093,983,1445,1456,6591,5628,4447
MYCTH_2300094,17,24,35,36,31,53
MYCTH_2300099,23,23,46,57,96,50
MYCTH_107255,358,517,494,943,1160,771
MYCTH_2300101,263,489,463,767,1063,815
MYCTH_2300105,256,404,295,2460,3297,2748
MYCTH_2116523,1049,1616,1624,2190,2744,2306
MYCTH_80023,414,728,614,1921,2936,2329
MYCTH_2300111,35,59,49,34,35,16
MYCTH_2300113,1300,2135,1978,1714,2343,2116
MYCTH_2300115,423,708,682,1140,1527,1241
MYCTH_2300116,1945,3036,2677,5594,6043,5132
MYCTH_2300117,2144,3196,2693,9491,13051,10786
MYCTH_2300119,730,1167,1278,4285,5423,4768
MYCTH_2300120,154,256,258,425,442,386
MYCTH_2300121,486,803,738,1093,1379,1116
MYCTH_2300124,916,1440,1528,1934,2527,2337
MYCTH_2300125,1089,1719,1670,1891,2335,2033
MYCTH_2077028,859,1530,1429,3296,4142,3529
MYCTH_2314411,4954,7841,6148,14176,18594,16288
MYCTH_2124828,361,583,530,533,584,538
MYCTH_2314413,26363,43699,38396,45916,59763,48772
MYCTH_2300136,328,552,516,946,1192,1010
MYCTH_2300138,380,567,506,1478,2021,1802
MYCTH_2300139,540,912,848,3906,3813,2812
MYCTH_2300142,3330,5599,5320,7870,7832,6223
MYCTH_2057284,679,1033,1023,2285,2931,2436
MYCTH_2300145,843,1451,1477,1520,2162,1962
MYCTH_2133010,1804,3144,2867,5827,7972,6711
MYCTH_2300154,875,1411,1382,3649,4950,3849
MYCTH_2300156,1186,1741,1637,4201,5346,4562
MYCTH_2300157,2259,3724,3345,7935,11090,8300
MYCTH_2300159,574,927,824,5482,7103,6044
MYCTH_2300162,592,965,882,1285,1601,1326
MYCTH_2059558,6,6,11,32,34,36
MYCTH_2300166,15,33,14,0,2,2
MYCTH_2300167,71,107,99,50,54,48
MYCTH_2300170,86,101,127,114,122,75
MYCTH_93342,0,1,0,0,0,0
MYCTH_2300172,474,713,657,811,1079,1155
MYCTH_2300173,502,814,762,583,613,565
MYCTH_2300175,466,854,809,825,1031,915
MYCTH_2300176,536,803,738,1525,2398,1861
MYCTH_2300177,30,51,39,14,30,8
MYCTH_2300179,204,308,267,572,807,536
MYCTH_2300181,341,387,360,1096,1711,1558
MYCTH_2300182,394,653,642,508,828,673
MYCTH_2300183,933,1601,1410,2169,3005,2162
MYCTH_2089701,109,245,229,249,440,345
MYCTH_2300185,1009,1512,1542,4113,4957,4125
MYCTH_2300189,3797,6274,5577,12956,16324,13447
MYCTH_2124857,1,6,4,52,9,14
MYCTH_93330,75,115,122,126,172,144
MYCTH_2116566,408,673,713,1538,1820,1557
MYCTH_2300192,5530,8997,8697,20820,24103,19593
MYCTH_2058204,1035,1772,1735,2896,3327,2568
MYCTH_2314426,1667,2780,2677,5340,5511,4198
MYCTH_2300199,1054,1865,1629,3461,4602,4143
MYCTH_2300201,548,1053,1000,1483,1766,1638
MYCTH_2300213,3727,6042,5289,12832,16221,14401
MYCTH_2300215,75,104,70,163,246,144
MYCTH_2300216,66,133,114,169,196,156
MYCTH_2300219,43,96,73,24,50,49
MYCTH_2300220,27,35,26,175,172,153
MYCTH_2300221,675,958,878,3784,5784,4559
MYCTH_2300225,578,938,929,1549,2126,1687
MYCTH_2300227,671,993,878,2840,3357,3026
MYCTH_2089733,1567,2696,2439,6645,9091,8057
MYCTH_2300230,466,706,728,845,1091,1093
MYCTH_2077114,1178,2057,2083,2513,3520,2732
MYCTH_101107,98,164,144,195,324,342
MYCTH_2108494,26,18,19,56,76,62
MYCTH_2300236,403,711,642,730,816,730
MYCTH_101105,694,1149,884,1306,2113,1880
MYCTH_93313,1498,1991,1576,8564,11510,9204
MYCTH_2124880,14,8,26,7,21,18
MYCTH_2022424,80,121,152,150,207,195
MYCTH_2300248,1221,1922,1820,4777,6118,5216
MYCTH_2300252,54724,92494,92440,80368,103897,89263
MYCTH_2300258,1871,2972,2839,3343,4297,3780
MYCTH_2059010,1027,1477,1392,2007,2762,2180
MYCTH_2116588,373,663,590,562,863,865
MYCTH_2314437,4614,7986,8006,9924,11784,9662
MYCTH_2300262,94,116,143,71,117,100
MYCTH_2300265,514,829,878,635,801,717
MYCTH_79897,1004,1538,1450,2429,3164,2571
MYCTH_2300271,1184,2000,1608,10619,12646,10804
MYCTH_2142789,786,1204,1333,4875,6150,5224
MYCTH_2124896,16,37,14,9,22,21
MYCTH_2300272,2974,4832,4044,30047,38331,32434
MYCTH_2300274,2069,3144,2887,5468,6523,5816
MYCTH_79885,4359,6814,6645,11853,15923,13279
MYCTH_2300282,681,1062,944,3445,4908,4401
MYCTH_2124903,159,264,284,608,742,571
MYCTH_2300285,1707,2802,2630,11111,15061,12446
