ID	Gene
KEY:NCU00836	NCU00836
KEY:NCU00837	NCU00837
KEY:NCU00838	NCU00838
KEY:NCU00839	NCU00839
KEY:NCU00840	NCU00840
KEY:NCU00841	NCU00841
KEY:NCU00842	NCU00842
KEY:NCU00843	NCU00843
KEY:NCU00844	NCU00844
KEY:NCU00845	NCU00845
KEY:NCU00846	NCU00846
KEY:NCU00847	NCU00847
KEY:NCU00848	NCU00848
KEY:NCU00849	NCU00849
KEY:NCU00850	NCU00850
KEY:NCU00851	NCU00851
KEY:NCU00852	NCU00852
KEY:NCU00853	NCU00853
KEY:NCU00854	NCU00854
KEY:NCU00855	NCU00855
KEY:NCU00856	NCU00856
KEY:NCU00857	NCU00857
KEY:NCU00859	NCU00859
KEY:NCU00860	NCU00860
KEY:NCU00861	NCU00861
KEY:NCU00862	NCU00862
KEY:NCU00863	NCU00863
KEY:NCU00864	NCU00864
KEY:NCU00865	NCU00865
KEY:NCU00866	NCU00866
KEY:NCU00867	NCU00867
KEY:NCU00868	NCU00868
KEY:NCU00869	NCU00869
KEY:NCU00870	NCU00870
KEY:NCU00871	NCU00871
KEY:NCU00872	NCU00872
KEY:NCU00873	NCU00873
KEY:NCU00874	NCU00874
KEY:NCU00875	NCU00875
KEY:NCU00876	NCU00876
KEY:NCU00877	NCU00877
KEY:NCU00878	NCU00878
KEY:NCU00879	NCU00879
KEY:NCU00880	NCU00880
KEY:NCU00881	NCU00881
KEY:NCU00882	NCU00882
KEY:NCU00883	NCU00883
KEY:NCU00884	NCU00884
KEY:NCU00885	NCU00885
KEY:NCU00886	NCU00886
KEY:NCU00887	NCU00887
KEY:NCU00889	NCU00889
KEY:NCU00890	NCU00890
KEY:NCU00891	NCU00891
KEY:NCU00892	NCU00892
KEY:NCU00893	NCU00893
KEY:NCU00894	NCU00894
KEY:NCU00895	NCU00895
KEY:NCU00896	NCU00896
KEY:NCU00897	NCU00897
KEY:NCU00898	NCU00898
KEY:NCU00899	NCU00899
KEY:NCU00900	NCU00900
KEY:NCU00901	NCU00901
KEY:NCU00902	NCU00902
KEY:NCU00903	NCU00903
KEY:NCU00904	NCU00904
KEY:NCU00905	NCU00905
KEY:NCU00906	NCU00906
KEY:NCU00907	NCU00907
KEY:NCU00911	NCU00911
KEY:NCU00912	NCU00912
KEY:NCU00913	NCU00913
KEY:NCU00914	NCU00914
KEY:NCU00915	NCU00915
KEY:NCU00916	NCU00916
KEY:NCU00917	NCU00917
KEY:NCU00918	NCU00918
KEY:NCU00919	NCU00919
KEY:NCU00920	NCU00920
KEY:NCU00921	NCU00921
KEY:NCU00922	NCU00922
KEY:NCU00923	NCU00923
KEY:NCU00924	NCU00924
KEY:NCU00925	NCU00925
KEY:NCU00926	NCU00926
KEY:NCU00927	NCU00927
KEY:NCU00928	NCU00928
KEY:NCU00929	NCU00929
KEY:NCU00930	NCU00930
KEY:NCU00931	NCU00931
KEY:NCU00932	NCU00932
KEY:NCU00934	NCU00934
KEY:NCU00935	NCU00935
KEY:NCU00936	NCU00936
KEY:NCU00937	NCU00937
KEY:NCU00938	NCU00938
KEY:NCU00939	NCU00939
KEY:NCU00940	NCU00940
KEY:NCU00941	NCU00941
KEY:NCU00943	NCU00943
KEY:NCU00944	NCU00944
KEY:NCU00945	NCU00945
KEY:NCU00946	NCU00946
KEY:NCU00947	NCU00947
KEY:NCU00948	NCU00948
KEY:NCU00949	NCU00949
KEY:NCU00950	NCU00950
KEY:NCU00951	NCU00951
KEY:NCU00952	NCU00952
KEY:NCU00953	NCU00953
KEY:NCU00954	NCU00954
KEY:NCU00955	NCU00955
KEY:NCU00956	NCU00956
KEY:NCU00957	NCU00957
KEY:NCU00958	NCU00958
KEY:NCU00959	NCU00959
KEY:NCU00960	NCU00960
KEY:NCU00961	NCU00961
KEY:NCU00962	NCU00962
KEY:NCU00963	NCU00963
KEY:NCU00964	NCU00964
KEY:NCU00965	NCU00965
