Gene	Pathway
NCU02922	Metabolic pathways
NCU02924	Metabolic pathways
NCU02930	Metabolic pathways
NCU02948	Metabolic pathways
NCU02954	Metabolic pathways
NCU02969	Metabolic pathways
NCU02979	Metabolic pathways
NCU02998	Metabolic pathways
NCU03004	Metabolic pathways
NCU03006	Metabolic pathways
NCU03010	Metabolic pathways
NCU03020	Metabolic pathways
NCU03026	Metabolic pathways
NCU03031	Metabolic pathways
NCU03055	Metabolic pathways
NCU03059	Metabolic pathways
NCU03068	Metabolic pathways
NCU03076	Metabolic pathways
NCU03086	Metabolic pathways
NCU03100	Metabolic pathways
NCU03117	Metabolic pathways
NCU03118	Metabolic pathways
NCU03127	Metabolic pathways
NCU03130	Metabolic pathways
NCU03134	Metabolic pathways
NCU03137	Metabolic pathways
NCU03139	Metabolic pathways
NCU03154	Metabolic pathways
NCU03156	Metabolic pathways
NCU03166	Metabolic pathways
NCU03170	Metabolic pathways
NCU03176	Metabolic pathways
NCU03188	Metabolic pathways
NCU03194	Metabolic pathways
NCU03199	Metabolic pathways
NCU03209	Metabolic pathways
NCU03223	Metabolic pathways
NCU03233	Metabolic pathways
NCU03243	Metabolic pathways
NCU03254	Metabolic pathways
NCU03267	Metabolic pathways
NCU03282	Metabolic pathways
NCU03283	Metabolic pathways
NCU03298	Metabolic pathways
NCU03317	Metabolic pathways
NCU03325	Metabolic pathways
NCU03337	Metabolic pathways
NCU03339	Metabolic pathways
NCU03340	Metabolic pathways
NCU03344	Metabolic pathways
NCU03347	Metabolic pathways
NCU03350	Metabolic pathways
NCU03362	Metabolic pathways
NCU03372	Metabolic pathways
NCU03381	Metabolic pathways
NCU03395	Metabolic pathways
NCU03415	Metabolic pathways
NCU03425	Metabolic pathways
NCU03463	Metabolic pathways
NCU03488	Metabolic pathways
NCU03503	Metabolic pathways
NCU03504	Metabolic pathways
NCU03539	Metabolic pathways
NCU03558	Metabolic pathways
NCU03559	Metabolic pathways
NCU03605	Metabolic pathways
NCU03607	Metabolic pathways
NCU03608	Metabolic pathways
NCU03611	Metabolic pathways
NCU03617	Metabolic pathways
NCU03633	Metabolic pathways
NCU03651	Metabolic pathways
NCU03657	Metabolic pathways
NCU03692	Metabolic pathways
NCU03695	Metabolic pathways
NCU03718	Metabolic pathways
NCU03741	Metabolic pathways
NCU03742	Metabolic pathways
NCU03748	Metabolic pathways
NCU03749	Metabolic pathways
NCU03759	Metabolic pathways
NCU03761	Metabolic pathways
NCU03777	Metabolic pathways
NCU03779	Metabolic pathways
NCU03801	Metabolic pathways
NCU03802	Metabolic pathways
NCU03803	Metabolic pathways
NCU03813	Metabolic pathways
NCU03850	Metabolic pathways
NCU03857	Metabolic pathways
NCU03862	Metabolic pathways
NCU03877	Metabolic pathways
NCU03880	Metabolic pathways
NCU03913	Metabolic pathways
NCU03914	Metabolic pathways
NCU03922	Metabolic pathways
NCU03929	Metabolic pathways
NCU03935	Metabolic pathways
NCU03949	Metabolic pathways
NCU03953	Metabolic pathways
NCU03955	Metabolic pathways
NCU03957	Metabolic pathways
NCU03963	Metabolic pathways
NCU03970	Metabolic pathways
NCU03973	Metabolic pathways
NCU03979	Metabolic pathways
NCU03995	Metabolic pathways
NCU03996	Metabolic pathways
NCU04010	Metabolic pathways
NCU04013	Metabolic pathways
NCU04019	Metabolic pathways
NCU04027	Metabolic pathways
NCU04044	Metabolic pathways
NCU04048	Metabolic pathways
NCU04069	Metabolic pathways
NCU04072	Metabolic pathways
NCU04074	Metabolic pathways
NCU04077	Metabolic pathways
NCU04099	Metabolic pathways
NCU04109	Metabolic pathways
NCU04118	Metabolic pathways
NCU04129	Metabolic pathways
NCU04130	Metabolic pathways
NCU04156	Metabolic pathways
NCU04202	Metabolic pathways
NCU04203	Metabolic pathways
NCU04216	Metabolic pathways
NCU04221	Metabolic pathways
NCU04230	Metabolic pathways
NCU04237	Metabolic pathways
NCU04251	Metabolic pathways
NCU04277	Metabolic pathways
NCU04280	Metabolic pathways
NCU04289	Metabolic pathways
NCU04292	Metabolic pathways
NCU04298	Metabolic pathways
NCU04303	Metabolic pathways
NCU04312	Metabolic pathways
NCU04313	Metabolic pathways
NCU04318	Metabolic pathways
NCU04323	Metabolic pathways
NCU04339	Metabolic pathways
NCU04343	Metabolic pathways
NCU04350	Metabolic pathways
NCU04352	Metabolic pathways
NCU04355	Metabolic pathways
NCU04380	Metabolic pathways
NCU04385	Metabolic pathways
NCU04387	Metabolic pathways
NCU04400	Metabolic pathways
NCU04401	Metabolic pathways
NCU04402	Metabolic pathways
NCU04411	Metabolic pathways
NCU04442	Metabolic pathways
NCU04454	Metabolic pathways
NCU04460	Metabolic pathways
NCU04462	Metabolic pathways
NCU04470	Metabolic pathways
NCU04474	Metabolic pathways
NCU04483	Metabolic pathways
NCU04500	Metabolic pathways
NCU04534	Metabolic pathways
NCU04554	Metabolic pathways
NCU04569	Metabolic pathways
NCU04579	Metabolic pathways
NCU04580	Metabolic pathways
NCU04596	Metabolic pathways
NCU04636	Metabolic pathways
NCU04642	Metabolic pathways
NCU04648	Metabolic pathways
NCU04657	Metabolic pathways
NCU04674	Metabolic pathways
NCU04676	Metabolic pathways
NCU04697	Metabolic pathways
NCU04699	Metabolic pathways
NCU04720	Metabolic pathways
NCU04721	Metabolic pathways
NCU04725	Metabolic pathways
NCU04726	Metabolic pathways
NCU04727	Metabolic pathways
NCU04728	Metabolic pathways
NCU04737	Metabolic pathways
NCU04744	Metabolic pathways
NCU04754	Metabolic pathways
NCU04771	Metabolic pathways
NCU04778	Metabolic pathways
NCU04796	Metabolic pathways
NCU04797	Metabolic pathways
NCU04815	Metabolic pathways
NCU04817	Metabolic pathways
NCU04823	Metabolic pathways
NCU04850	Metabolic pathways
NCU04854	Metabolic pathways
NCU04856	Metabolic pathways
NCU04883	Metabolic pathways
NCU04887	Metabolic pathways
NCU04899	Metabolic pathways
NCU04936	Metabolic pathways
NCU04944	Metabolic pathways
NCU04952	Metabolic pathways
NCU04983	Metabolic pathways
NCU05008	Metabolic pathways
NCU05009	Metabolic pathways
NCU05037	Metabolic pathways
NCU05041	Metabolic pathways
NCU05057	Metabolic pathways
NCU05093	Metabolic pathways
NCU05098	Metabolic pathways
NCU05104	Metabolic pathways
NCU05118	Metabolic pathways
NCU05129	Metabolic pathways
NCU05133	Metabolic pathways
NCU05151	Metabolic pathways
NCU05169	Metabolic pathways
NCU05220	Metabolic pathways
NCU05221	Metabolic pathways
NCU05224	Metabolic pathways
NCU05225	Metabolic pathways
NCU05238	Metabolic pathways
NCU05239	Metabolic pathways
NCU05254	Metabolic pathways
NCU05259	Metabolic pathways
NCU05264	Metabolic pathways
NCU05268	Metabolic pathways
NCU05278	Metabolic pathways
NCU05290	Metabolic pathways
NCU05298	Metabolic pathways
NCU05299	Metabolic pathways
NCU05342	Metabolic pathways
NCU05387	Metabolic pathways
NCU05410	Metabolic pathways
NCU05419	Metabolic pathways
NCU05420	Metabolic pathways
NCU05421	Metabolic pathways
NCU05425	Metabolic pathways
NCU05429	Metabolic pathways
NCU05430	Metabolic pathways
NCU05457	Metabolic pathways
NCU05499	Metabolic pathways
NCU05516	Metabolic pathways
NCU05518	Metabolic pathways
NCU05526	Metabolic pathways
NCU05537	Metabolic pathways
NCU05544	Metabolic pathways
NCU05548	Metabolic pathways
NCU05558	Metabolic pathways
NCU05577	Metabolic pathways
NCU05601	Metabolic pathways
NCU05624	Metabolic pathways
NCU05644	Metabolic pathways
NCU05683	Metabolic pathways
NCU05689	Metabolic pathways
NCU05700	Metabolic pathways
NCU05706	Metabolic pathways
NCU05752	Metabolic pathways
NCU05762	Metabolic pathways
NCU05770	Metabolic pathways
NCU05780	Metabolic pathways
NCU05805	Metabolic pathways
NCU05816	Metabolic pathways
NCU05836	Metabolic pathways
NCU05873	Metabolic pathways
NCU05937	Metabolic pathways
NCU05956	Metabolic pathways
NCU05960	Metabolic pathways
NCU05977	Metabolic pathways
NCU05982	Metabolic pathways
NCU05983	Metabolic pathways
NCU05985	Metabolic pathways
NCU05989	Metabolic pathways
NCU05991	Metabolic pathways
NCU06003	Metabolic pathways
NCU06005	Metabolic pathways
NCU06017	Metabolic pathways
NCU06022	Metabolic pathways
NCU06023	Metabolic pathways
NCU06024	Metabolic pathways
NCU06025	Metabolic pathways
NCU06031	Metabolic pathways
NCU06033	Metabolic pathways
NCU06054	Metabolic pathways
NCU06057	Metabolic pathways
NCU06075	Metabolic pathways
NCU06110	Metabolic pathways
NCU06112	Metabolic pathways
NCU06123	Metabolic pathways
NCU06137	Metabolic pathways
NCU06141	Metabolic pathways
NCU06187	Metabolic pathways
NCU06189	Metabolic pathways
NCU06191	Metabolic pathways
NCU06194	Metabolic pathways
NCU06207	Metabolic pathways
NCU06211	Metabolic pathways
NCU06215	Metabolic pathways
NCU06228	Metabolic pathways
NCU06232	Metabolic pathways
NCU06261	Metabolic pathways
NCU06266	Metabolic pathways
NCU06300	Metabolic pathways
NCU06310	Metabolic pathways
NCU06315	Metabolic pathways
NCU06326	Metabolic pathways
NCU06342	Metabolic pathways
NCU06348	Metabolic pathways
NCU06353	Metabolic pathways
NCU06360	Metabolic pathways
NCU06381	Metabolic pathways
NCU06386	Metabolic pathways
NCU06401	Metabolic pathways
NCU06402	Metabolic pathways
NCU06436	Metabolic pathways
NCU06441	Metabolic pathways
NCU06448	Metabolic pathways
NCU06452	Metabolic pathways
NCU06460	Metabolic pathways
NCU06465	Metabolic pathways
NCU06471	Metabolic pathways
NCU06482	Metabolic pathways
NCU06508	Metabolic pathways
NCU06512	Metabolic pathways
NCU06523	Metabolic pathways
NCU06530	Metabolic pathways
NCU06532	Metabolic pathways
NCU06543	Metabolic pathways
NCU06549	Metabolic pathways
NCU06550	Metabolic pathways
NCU06552	Metabolic pathways
NCU06558	Metabolic pathways
NCU06559	Metabolic pathways
NCU06588	Metabolic pathways
NCU06606	Metabolic pathways
NCU06625	Metabolic pathways
NCU06652	Metabolic pathways
NCU06663	Metabolic pathways
NCU06666	Metabolic pathways
NCU06673	Metabolic pathways
NCU06687	Metabolic pathways
NCU06694	Metabolic pathways
NCU06695	Metabolic pathways
NCU06698	Metabolic pathways
NCU06700	Metabolic pathways
NCU06724	Metabolic pathways
NCU06726	Metabolic pathways
NCU06727	Metabolic pathways
NCU06732	Metabolic pathways
NCU06741	Metabolic pathways
NCU06761	Metabolic pathways
NCU06762	Metabolic pathways
NCU06779	Metabolic pathways
NCU06783	Metabolic pathways
NCU06785	Metabolic pathways
NCU06803	Metabolic pathways
NCU06836	Metabolic pathways
NCU06870	Metabolic pathways
NCU06871	Metabolic pathways
NCU06881	Metabolic pathways
NCU06905	Metabolic pathways
NCU06924	Metabolic pathways
NCU06931	Metabolic pathways
NCU06961	Metabolic pathways
NCU06970	Metabolic pathways
NCU06974	Metabolic pathways
NCU07001	Metabolic pathways
NCU07022	Metabolic pathways
NCU07027	Metabolic pathways
NCU07035	Metabolic pathways
NCU07053	Metabolic pathways
NCU07064	Metabolic pathways
NCU07067	Metabolic pathways
NCU07112	Metabolic pathways
NCU07153	Metabolic pathways
NCU07156	Metabolic pathways
NCU07165	Metabolic pathways
NCU07176	Metabolic pathways
NCU07188	Metabolic pathways
NCU07190	Metabolic pathways
NCU07259	Metabolic pathways
NCU07261	Metabolic pathways
NCU07281	Metabolic pathways
NCU07307	Metabolic pathways
NCU07308	Metabolic pathways
NCU07309	Metabolic pathways
NCU07318	Metabolic pathways
NCU07340	Metabolic pathways
NCU07366	Metabolic pathways
NCU07402	Metabolic pathways
NCU07413	Metabolic pathways
NCU07446	Metabolic pathways
NCU07451	Metabolic pathways
NCU07455	Metabolic pathways
NCU07456	Metabolic pathways
NCU07458	Metabolic pathways
NCU07472	Metabolic pathways
NCU07476	Metabolic pathways
NCU07483	Metabolic pathways
NCU07487	Metabolic pathways
NCU07550	Metabolic pathways
NCU07585	Metabolic pathways
NCU07608	Metabolic pathways
NCU07624	Metabolic pathways
NCU07626	Metabolic pathways
NCU07659	Metabolic pathways
NCU07681	Metabolic pathways
NCU07682	Metabolic pathways
NCU07690	Metabolic pathways
NCU07697	Metabolic pathways
NCU07719	Metabolic pathways
NCU07725	Metabolic pathways
NCU07732	Metabolic pathways
NCU07756	Metabolic pathways
NCU07773	Metabolic pathways
NCU07774	Metabolic pathways
NCU07807	Metabolic pathways
NCU07836	Metabolic pathways
NCU07849	Metabolic pathways
NCU07853	Metabolic pathways
NCU07860	Metabolic pathways
NCU07887	Metabolic pathways
NCU07904	Metabolic pathways
NCU07914	Metabolic pathways
NCU07919	Metabolic pathways
NCU07926	Metabolic pathways
NCU07930	Metabolic pathways
NCU07931	Metabolic pathways
NCU07937	Metabolic pathways
NCU07941	Metabolic pathways
NCU07944	Metabolic pathways
NCU07964	Metabolic pathways
NCU07965	Metabolic pathways
NCU07982	Metabolic pathways
NCU07987	Metabolic pathways
NCU07999	Metabolic pathways
NCU08021	Metabolic pathways
NCU08024	Metabolic pathways
NCU08027	Metabolic pathways
NCU08035	Metabolic pathways
NCU08044	Metabolic pathways
NCU08045	Metabolic pathways
NCU08048	Metabolic pathways
NCU08054	Metabolic pathways
NCU08093	Metabolic pathways
NCU08097	Metabolic pathways
NCU08117	Metabolic pathways
NCU08126	Metabolic pathways
NCU08131	Metabolic pathways
NCU08133	Metabolic pathways
NCU08138	Metabolic pathways
NCU08145	Metabolic pathways
NCU08153	Metabolic pathways
NCU08162	Metabolic pathways
NCU08176	Metabolic pathways
NCU08216	Metabolic pathways
NCU08228	Metabolic pathways
NCU08269	Metabolic pathways
NCU08272	Metabolic pathways
NCU08275	Metabolic pathways
NCU08280	Metabolic pathways
NCU08287	Metabolic pathways
NCU08291	Metabolic pathways
NCU08293	Metabolic pathways
NCU08298	Metabolic pathways
NCU08313	Metabolic pathways
NCU08336	Metabolic pathways
NCU08359	Metabolic pathways
NCU08377	Metabolic pathways
NCU08384	Metabolic pathways
NCU08398	Metabolic pathways
NCU08402	Metabolic pathways
NCU08409	Metabolic pathways
NCU08411	Metabolic pathways
NCU08412	Metabolic pathways
NCU08471	Metabolic pathways
NCU08515	Metabolic pathways
NCU08516	Metabolic pathways
NCU08535	Metabolic pathways
NCU08551	Metabolic pathways
NCU08568	Metabolic pathways
NCU08615	Metabolic pathways
NCU08661	Metabolic pathways
NCU08671	Metabolic pathways
NCU08685	Metabolic pathways
NCU08687	Metabolic pathways
NCU08689	Metabolic pathways
NCU08719	Metabolic pathways
NCU08736	Metabolic pathways
NCU08755	Metabolic pathways
NCU08762	Metabolic pathways
NCU08791	Metabolic pathways
NCU08803	Metabolic pathways
NCU08827	Metabolic pathways
NCU08828	Metabolic pathways
NCU08856	Metabolic pathways
NCU08877	Metabolic pathways
NCU08894	Metabolic pathways
NCU08898	Metabolic pathways
NCU08927	Metabolic pathways
NCU08935	Metabolic pathways
NCU08940	Metabolic pathways
NCU08943	Metabolic pathways
NCU08947	Metabolic pathways
NCU08980	Metabolic pathways
NCU08982	Metabolic pathways
NCU08985	Metabolic pathways
NCU08997	Metabolic pathways
NCU08998	Metabolic pathways
NCU09002	Metabolic pathways
NCU09025	Metabolic pathways
NCU09028	Metabolic pathways
NCU09034	Metabolic pathways
NCU09035	Metabolic pathways
NCU09041	Metabolic pathways
NCU09042	Metabolic pathways
NCU09058	Metabolic pathways
NCU09090	Metabolic pathways
NCU09101	Metabolic pathways
NCU09111	Metabolic pathways
NCU09116	Metabolic pathways
NCU09119	Metabolic pathways
NCU09135	Metabolic pathways
NCU09141	Metabolic pathways
NCU09143	Metabolic pathways
NCU09175	Metabolic pathways
NCU09183	Metabolic pathways
NCU09184	Metabolic pathways
NCU09192	Metabolic pathways
NCU09199	Metabolic pathways
NCU09209	Metabolic pathways
NCU09216	Metabolic pathways
NCU09230	Metabolic pathways
NCU09233	Metabolic pathways
NCU09264	Metabolic pathways
NCU09266	Metabolic pathways
NCU09281	Metabolic pathways
NCU09299	Metabolic pathways
NCU09304	Metabolic pathways
NCU09320	Metabolic pathways
NCU09324	Metabolic pathways
NCU09332	Metabolic pathways
NCU09345	Metabolic pathways
NCU09347	Metabolic pathways
NCU09367	Metabolic pathways
NCU09371	Metabolic pathways
NCU09391	Metabolic pathways
NCU09406	Metabolic pathways
NCU09407	Metabolic pathways
NCU09460	Metabolic pathways
NCU09473	Metabolic pathways
NCU09486	Metabolic pathways
NCU09497	Metabolic pathways
NCU09510	Metabolic pathways
NCU09532	Metabolic pathways
NCU09533	Metabolic pathways
NCU09545	Metabolic pathways
NCU09548	Metabolic pathways
NCU09553	Metabolic pathways
NCU09567	Metabolic pathways
NCU09600	Metabolic pathways
NCU09621	Metabolic pathways
NCU09631	Metabolic pathways
NCU09643	Metabolic pathways
NCU09646	Metabolic pathways
NCU09652	Metabolic pathways
NCU09656	Metabolic pathways
NCU09680	Metabolic pathways
NCU09705	Metabolic pathways
NCU09715	Metabolic pathways
NCU09732	Metabolic pathways
NCU09746	Metabolic pathways
NCU09747	Metabolic pathways
NCU09757	Metabolic pathways
NCU09770	Metabolic pathways
NCU09775	Metabolic pathways
NCU09789	Metabolic pathways
NCU09791	Metabolic pathways
NCU09805	Metabolic pathways
NCU09810	Metabolic pathways
NCU09816	Metabolic pathways
NCU09817	Metabolic pathways
NCU09841	Metabolic pathways
NCU09862	Metabolic pathways
NCU09864	Metabolic pathways
NCU09873	Metabolic pathways
NCU09885	Metabolic pathways
NCU09896	Metabolic pathways
NCU09897	Metabolic pathways
NCU09911	Metabolic pathways
NCU09923	Metabolic pathways
NCU09930	Metabolic pathways
NCU10007	Metabolic pathways
NCU10008	Metabolic pathways
NCU10020	Metabolic pathways
NCU10031	Metabolic pathways
NCU10042	Metabolic pathways
NCU10045	Metabolic pathways
NCU10048	Metabolic pathways
NCU10053	Metabolic pathways
NCU10058	Metabolic pathways
NCU10106	Metabolic pathways
NCU10107	Metabolic pathways
NCU10110	Metabolic pathways
NCU10185	Metabolic pathways
NCU10220	Metabolic pathways
NCU10292	Metabolic pathways
NCU10351	Metabolic pathways
NCU10359	Metabolic pathways
NCU10397	Metabolic pathways
NCU10400	Metabolic pathways
NCU10468	Metabolic pathways
NCU10497	Metabolic pathways
NCU10546	Metabolic pathways
NCU10683	Metabolic pathways
NCU10762	Metabolic pathways
NCU10852	Metabolic pathways
NCU10865	Metabolic pathways
NCU10893	Metabolic pathways
NCU11173	Metabolic pathways
NCU11185	Metabolic pathways
NCU11186	Metabolic pathways
NCU11248	Metabolic pathways
NCU11258	Metabolic pathways
NCU11278	Metabolic pathways
NCU11320	Metabolic pathways
NCU11348	Metabolic pathways
NCU11353	Metabolic pathways
NCU11363	Metabolic pathways
NCU11365	Metabolic pathways
NCU11368	Metabolic pathways
NCU11381	Metabolic pathways
NCU11382	Metabolic pathways
NCU11424	Metabolic pathways
NCU12069	Metabolic pathways
NCU16003	Metabolic pathways
NCU16004	Metabolic pathways
NCU16006	Metabolic pathways
NCU16007	Metabolic pathways
NCU16008	Metabolic pathways
NCU16011	Metabolic pathways
NCU16012	Metabolic pathways
NCU16013	Metabolic pathways
NCU16016	Metabolic pathways
NCU16018	Metabolic pathways
NCU16020	Metabolic pathways
NCU16024	Metabolic pathways
NCU16025	Metabolic pathways
NCU16027	Metabolic pathways
NCU16028	Metabolic pathways
NCU16367	Metabolic pathways
NCU16374	Metabolic pathways
NCU16396	Metabolic pathways
NCU16442	Metabolic pathways
NCU16525	Metabolic pathways
NCU16651	Metabolic pathways
NCU16845	Metabolic pathways
NCU17186	Metabolic pathways
NCU00008	Sphingolipid metabolism
NCU00302	Sphingolipid metabolism
NCU00447	Sphingolipid metabolism
NCU00810	Sphingolipid metabolism
NCU01116	Sphingolipid metabolism
