Gene	Pathway
NCU02468	Sphingolipid metabolism
NCU02969	Sphingolipid metabolism
NCU03243	Sphingolipid metabolism
NCU03504	Sphingolipid metabolism
NCU04721	Sphingolipid metabolism
NCU05956	Sphingolipid metabolism
NCU06465	Sphingolipid metabolism
NCU06761	Sphingolipid metabolism
NCU06870	Sphingolipid metabolism
NCU07937	Sphingolipid metabolism
NCU08927	Sphingolipid metabolism
NCU10359	Sphingolipid metabolism
NCU10852	Sphingolipid metabolism
NCU00018	Protein processing in endoplasmic reticulum
NCU00146	Protein processing in endoplasmic reticulum
NCU00162	Protein processing in endoplasmic reticulum
NCU00169	Protein processing in endoplasmic reticulum
NCU00465	Protein processing in endoplasmic reticulum
NCU00651	Protein processing in endoplasmic reticulum
NCU00669	Protein processing in endoplasmic reticulum
NCU00813	Protein processing in endoplasmic reticulum
NCU00880	Protein processing in endoplasmic reticulum
NCU00968	Protein processing in endoplasmic reticulum
NCU01059	Protein processing in endoplasmic reticulum
NCU01100	Protein processing in endoplasmic reticulum
NCU01187	Protein processing in endoplasmic reticulum
NCU01268	Protein processing in endoplasmic reticulum
NCU01318	Protein processing in endoplasmic reticulum
NCU02074	Protein processing in endoplasmic reticulum
NCU02075	Protein processing in endoplasmic reticulum
NCU02202	Protein processing in endoplasmic reticulum
NCU02235	Protein processing in endoplasmic reticulum
NCU02289	Protein processing in endoplasmic reticulum
NCU02349	Protein processing in endoplasmic reticulum
NCU02353	Protein processing in endoplasmic reticulum
NCU02391	Protein processing in endoplasmic reticulum
NCU02424	Protein processing in endoplasmic reticulum
NCU02541	Protein processing in endoplasmic reticulum
NCU02599	Protein processing in endoplasmic reticulum
NCU02680	Protein processing in endoplasmic reticulum
NCU02778	Protein processing in endoplasmic reticulum
NCU03028	Protein processing in endoplasmic reticulum
NCU03134	Protein processing in endoplasmic reticulum
NCU03335	Protein processing in endoplasmic reticulum
NCU03357	Protein processing in endoplasmic reticulum
NCU03623	Protein processing in endoplasmic reticulum
NCU03657	Protein processing in endoplasmic reticulum
NCU03739	Protein processing in endoplasmic reticulum
NCU03982	Protein processing in endoplasmic reticulum
NCU03995	Protein processing in endoplasmic reticulum
NCU04063	Protein processing in endoplasmic reticulum
NCU04127	Protein processing in endoplasmic reticulum
NCU04142	Protein processing in endoplasmic reticulum
NCU04172	Protein processing in endoplasmic reticulum
NCU04203	Protein processing in endoplasmic reticulum
NCU04633	Protein processing in endoplasmic reticulum
NCU05204	Protein processing in endoplasmic reticulum
NCU05592	Protein processing in endoplasmic reticulum
NCU05606	Protein processing in endoplasmic reticulum
NCU05836	Protein processing in endoplasmic reticulum
NCU06242	Protein processing in endoplasmic reticulum
NCU06333	Protein processing in endoplasmic reticulum
NCU06344	Protein processing in endoplasmic reticulum
NCU06738	Protein processing in endoplasmic reticulum
NCU06856	Protein processing in endoplasmic reticulum
NCU06868	Protein processing in endoplasmic reticulum
NCU07067	Protein processing in endoplasmic reticulum
NCU07264	Protein processing in endoplasmic reticulum
NCU07414	Protein processing in endoplasmic reticulum
NCU07516	Protein processing in endoplasmic reticulum
NCU07542	Protein processing in endoplasmic reticulum
NCU07672	Protein processing in endoplasmic reticulum
NCU08277	Protein processing in endoplasmic reticulum
NCU08379	Protein processing in endoplasmic reticulum
NCU08445	Protein processing in endoplasmic reticulum
NCU08897	Protein processing in endoplasmic reticulum
NCU08955	Protein processing in endoplasmic reticulum
NCU08991	Protein processing in endoplasmic reticulum
NCU09028	Protein processing in endoplasmic reticulum
NCU09216	Protein processing in endoplasmic reticulum
NCU09223	Protein processing in endoplasmic reticulum
NCU09265	Protein processing in endoplasmic reticulum
NCU09485	Protein processing in endoplasmic reticulum
NCU09602	Protein processing in endoplasmic reticulum
NCU10270	Protein processing in endoplasmic reticulum
NCU10497	Protein processing in endoplasmic reticulum
NCU10789	Protein processing in endoplasmic reticulum
NCU11102	Protein processing in endoplasmic reticulum
NCU11181	Protein processing in endoplasmic reticulum
NCU11248	Protein processing in endoplasmic reticulum
NCU00034	Biosynthesis of secondary metabolites
NCU00087	Biosynthesis of secondary metabolites
NCU00106	Biosynthesis of secondary metabolites
NCU00130	Biosynthesis of secondary metabolites
NCU00150	Biosynthesis of secondary metabolites
NCU00168	Biosynthesis of secondary metabolites
NCU00177	Biosynthesis of secondary metabolites
NCU00194	Biosynthesis of secondary metabolites
NCU00200	Biosynthesis of secondary metabolites
NCU00260	Biosynthesis of secondary metabolites
NCU00346	Biosynthesis of secondary metabolites
NCU00355	Biosynthesis of secondary metabolites
NCU00378	Biosynthesis of secondary metabolites
NCU00409	Biosynthesis of secondary metabolites
NCU00466	Biosynthesis of secondary metabolites
NCU00468	Biosynthesis of secondary metabolites
NCU00519	Biosynthesis of secondary metabolites
NCU00552	Biosynthesis of secondary metabolites
NCU00554	Biosynthesis of secondary metabolites
NCU00567	Biosynthesis of secondary metabolites
NCU00575	Biosynthesis of secondary metabolites
NCU00585	Biosynthesis of secondary metabolites
NCU00602	Biosynthesis of secondary metabolites
NCU00629	Biosynthesis of secondary metabolites
NCU00678	Biosynthesis of secondary metabolites
NCU00712	Biosynthesis of secondary metabolites
NCU00720	Biosynthesis of secondary metabolites
NCU00742	Biosynthesis of secondary metabolites
NCU00743	Biosynthesis of secondary metabolites
NCU00775	Biosynthesis of secondary metabolites
NCU00776	Biosynthesis of secondary metabolites
NCU00792	Biosynthesis of secondary metabolites
NCU00793	Biosynthesis of secondary metabolites
NCU00799	Biosynthesis of secondary metabolites
NCU00837	Biosynthesis of secondary metabolites
NCU00843	Biosynthesis of secondary metabolites
NCU00943	Biosynthesis of secondary metabolites
NCU00944	Biosynthesis of secondary metabolites
NCU00959	Biosynthesis of secondary metabolites
NCU01004	Biosynthesis of secondary metabolites
NCU01013	Biosynthesis of secondary metabolites
NCU01119	Biosynthesis of secondary metabolites
NCU01175	Biosynthesis of secondary metabolites
NCU01181	Biosynthesis of secondary metabolites
NCU01227	Biosynthesis of secondary metabolites
NCU01270	Biosynthesis of secondary metabolites
NCU01271	Biosynthesis of secondary metabolites
NCU01300	Biosynthesis of secondary metabolites
NCU01328	Biosynthesis of secondary metabolites
NCU01333	Biosynthesis of secondary metabolites
NCU01412	Biosynthesis of secondary metabolites
NCU01427	Biosynthesis of secondary metabolites
NCU01429	Biosynthesis of secondary metabolites
NCU01439	Biosynthesis of secondary metabolites
NCU01528	Biosynthesis of secondary metabolites
NCU01546	Biosynthesis of secondary metabolites
NCU01550	Biosynthesis of secondary metabolites
NCU01553	Biosynthesis of secondary metabolites
NCU01632	Biosynthesis of secondary metabolites
NCU01652	Biosynthesis of secondary metabolites
NCU01666	Biosynthesis of secondary metabolites
NCU01667	Biosynthesis of secondary metabolites
NCU01692	Biosynthesis of secondary metabolites
NCU01744	Biosynthesis of secondary metabolites
NCU01754	Biosynthesis of secondary metabolites
NCU01786	Biosynthesis of secondary metabolites
NCU01821	Biosynthesis of secondary metabolites
NCU01866	Biosynthesis of secondary metabolites
NCU01870	Biosynthesis of secondary metabolites
NCU01985	Biosynthesis of secondary metabolites
NCU01993	Biosynthesis of secondary metabolites
NCU02004	Biosynthesis of secondary metabolites
NCU02010	Biosynthesis of secondary metabolites
NCU02136	Biosynthesis of secondary metabolites
NCU02193	Biosynthesis of secondary metabolites
NCU02227	Biosynthesis of secondary metabolites
NCU02252	Biosynthesis of secondary metabolites
NCU02274	Biosynthesis of secondary metabolites
NCU02291	Biosynthesis of secondary metabolites
NCU02302	Biosynthesis of secondary metabolites
NCU02305	Biosynthesis of secondary metabolites
NCU02322	Biosynthesis of secondary metabolites
NCU02333	Biosynthesis of secondary metabolites
NCU02366	Biosynthesis of secondary metabolites
NCU02381	Biosynthesis of secondary metabolites
NCU02395	Biosynthesis of secondary metabolites
NCU02397	Biosynthesis of secondary metabolites
NCU02407	Biosynthesis of secondary metabolites
NCU02430	Biosynthesis of secondary metabolites
NCU02438	Biosynthesis of secondary metabolites
NCU02450	Biosynthesis of secondary metabolites
NCU02475	Biosynthesis of secondary metabolites
NCU02476	Biosynthesis of secondary metabolites
NCU02481	Biosynthesis of secondary metabolites
NCU02482	Biosynthesis of secondary metabolites
NCU02502	Biosynthesis of secondary metabolites
NCU02536	Biosynthesis of secondary metabolites
NCU02542	Biosynthesis of secondary metabolites
NCU02564	Biosynthesis of secondary metabolites
NCU02571	Biosynthesis of secondary metabolites
NCU02583	Biosynthesis of secondary metabolites
NCU02624	Biosynthesis of secondary metabolites
NCU02629	Biosynthesis of secondary metabolites
NCU02639	Biosynthesis of secondary metabolites
NCU02657	Biosynthesis of secondary metabolites
NCU02693	Biosynthesis of secondary metabolites
NCU02702	Biosynthesis of secondary metabolites
NCU02704	Biosynthesis of secondary metabolites
NCU02727	Biosynthesis of secondary metabolites
NCU02771	Biosynthesis of secondary metabolites
NCU02785	Biosynthesis of secondary metabolites
NCU02786	Biosynthesis of secondary metabolites
NCU02797	Biosynthesis of secondary metabolites
NCU02829	Biosynthesis of secondary metabolites
NCU02948	Biosynthesis of secondary metabolites
NCU02954	Biosynthesis of secondary metabolites
NCU02979	Biosynthesis of secondary metabolites
NCU03004	Biosynthesis of secondary metabolites
NCU03006	Biosynthesis of secondary metabolites
NCU03010	Biosynthesis of secondary metabolites
NCU03031	Biosynthesis of secondary metabolites
NCU03100	Biosynthesis of secondary metabolites
NCU03117	Biosynthesis of secondary metabolites
NCU03118	Biosynthesis of secondary metabolites
NCU03137	Biosynthesis of secondary metabolites
NCU03139	Biosynthesis of secondary metabolites
NCU03166	Biosynthesis of secondary metabolites
NCU03194	Biosynthesis of secondary metabolites
NCU03216	Biosynthesis of secondary metabolites
NCU03223	Biosynthesis of secondary metabolites
NCU03350	Biosynthesis of secondary metabolites
NCU03362	Biosynthesis of secondary metabolites
NCU03381	Biosynthesis of secondary metabolites
NCU03415	Biosynthesis of secondary metabolites
NCU03425	Biosynthesis of secondary metabolites
NCU03460	Biosynthesis of secondary metabolites
NCU03607	Biosynthesis of secondary metabolites
NCU03608	Biosynthesis of secondary metabolites
NCU03632	Biosynthesis of secondary metabolites
NCU03633	Biosynthesis of secondary metabolites
NCU03637	Biosynthesis of secondary metabolites
NCU03695	Biosynthesis of secondary metabolites
NCU03748	Biosynthesis of secondary metabolites
NCU03761	Biosynthesis of secondary metabolites
NCU03857	Biosynthesis of secondary metabolites
NCU03913	Biosynthesis of secondary metabolites
NCU03922	Biosynthesis of secondary metabolites
NCU03935	Biosynthesis of secondary metabolites
NCU03955	Biosynthesis of secondary metabolites
NCU03957	Biosynthesis of secondary metabolites
NCU03970	Biosynthesis of secondary metabolites
NCU04010	Biosynthesis of secondary metabolites
NCU04013	Biosynthesis of secondary metabolites
NCU04118	Biosynthesis of secondary metabolites
NCU04129	Biosynthesis of secondary metabolites
NCU04156	Biosynthesis of secondary metabolites
NCU04202	Biosynthesis of secondary metabolites
NCU04216	Biosynthesis of secondary metabolites
NCU04221	Biosynthesis of secondary metabolites
NCU04230	Biosynthesis of secondary metabolites
NCU04277	Biosynthesis of secondary metabolites
NCU04280	Biosynthesis of secondary metabolites
NCU04292	Biosynthesis of secondary metabolites
NCU04298	Biosynthesis of secondary metabolites
NCU04303	Biosynthesis of secondary metabolites
NCU04385	Biosynthesis of secondary metabolites
NCU04401	Biosynthesis of secondary metabolites
NCU04411	Biosynthesis of secondary metabolites
NCU04462	Biosynthesis of secondary metabolites
NCU04579	Biosynthesis of secondary metabolites
NCU04580	Biosynthesis of secondary metabolites
NCU04674	Biosynthesis of secondary metabolites
NCU04699	Biosynthesis of secondary metabolites
NCU04728	Biosynthesis of secondary metabolites
NCU04754	Biosynthesis of secondary metabolites
NCU04796	Biosynthesis of secondary metabolites
NCU04797	Biosynthesis of secondary metabolites
NCU04817	Biosynthesis of secondary metabolites
NCU04823	Biosynthesis of secondary metabolites
NCU04899	Biosynthesis of secondary metabolites
NCU04952	Biosynthesis of secondary metabolites
NCU04983	Biosynthesis of secondary metabolites
NCU05041	Biosynthesis of secondary metabolites
NCU05042	Biosynthesis of secondary metabolites
NCU05093	Biosynthesis of secondary metabolites
NCU05098	Biosynthesis of secondary metabolites
NCU05129	Biosynthesis of secondary metabolites
NCU05169	Biosynthesis of secondary metabolites
NCU05254	Biosynthesis of secondary metabolites
NCU05278	Biosynthesis of secondary metabolites
NCU05410	Biosynthesis of secondary metabolites
NCU05420	Biosynthesis of secondary metabolites
NCU05425	Biosynthesis of secondary metabolites
NCU05429	Biosynthesis of secondary metabolites
NCU05454	Biosynthesis of secondary metabolites
NCU05518	Biosynthesis of secondary metabolites
NCU05526	Biosynthesis of secondary metabolites
NCU05548	Biosynthesis of secondary metabolites
NCU05558	Biosynthesis of secondary metabolites
NCU05577	Biosynthesis of secondary metabolites
NCU05624	Biosynthesis of secondary metabolites
NCU05683	Biosynthesis of secondary metabolites
NCU05762	Biosynthesis of secondary metabolites
NCU05770	Biosynthesis of secondary metabolites
NCU05805	Biosynthesis of secondary metabolites
NCU05873	Biosynthesis of secondary metabolites
NCU05937	Biosynthesis of secondary metabolites
NCU05941	Biosynthesis of secondary metabolites
NCU05982	Biosynthesis of secondary metabolites
NCU05983	Biosynthesis of secondary metabolites
NCU05985	Biosynthesis of secondary metabolites
NCU05991	Biosynthesis of secondary metabolites
NCU05999	Biosynthesis of secondary metabolites
NCU06003	Biosynthesis of secondary metabolites
NCU06022	Biosynthesis of secondary metabolites
NCU06023	Biosynthesis of secondary metabolites
NCU06024	Biosynthesis of secondary metabolites
NCU06054	Biosynthesis of secondary metabolites
NCU06075	Biosynthesis of secondary metabolites
NCU06112	Biosynthesis of secondary metabolites
NCU06141	Biosynthesis of secondary metabolites
NCU06187	Biosynthesis of secondary metabolites
NCU06189	Biosynthesis of secondary metabolites
NCU06194	Biosynthesis of secondary metabolites
NCU06207	Biosynthesis of secondary metabolites
NCU06211	Biosynthesis of secondary metabolites
NCU06232	Biosynthesis of secondary metabolites
NCU06342	Biosynthesis of secondary metabolites
NCU06348	Biosynthesis of secondary metabolites
NCU06360	Biosynthesis of secondary metabolites
NCU06402	Biosynthesis of secondary metabolites
NCU06448	Biosynthesis of secondary metabolites
NCU06452	Biosynthesis of secondary metabolites
NCU06471	Biosynthesis of secondary metabolites
NCU06482	Biosynthesis of secondary metabolites
NCU06512	Biosynthesis of secondary metabolites
NCU06543	Biosynthesis of secondary metabolites
NCU06558	Biosynthesis of secondary metabolites
NCU06652	Biosynthesis of secondary metabolites
NCU06666	Biosynthesis of secondary metabolites
NCU06687	Biosynthesis of secondary metabolites
NCU06694	Biosynthesis of secondary metabolites
NCU06698	Biosynthesis of secondary metabolites
NCU06783	Biosynthesis of secondary metabolites
NCU06785	Biosynthesis of secondary metabolites
NCU06803	Biosynthesis of secondary metabolites
NCU06836	Biosynthesis of secondary metabolites
NCU06905	Biosynthesis of secondary metabolites
NCU06970	Biosynthesis of secondary metabolites
NCU06974	Biosynthesis of secondary metabolites
NCU07001	Biosynthesis of secondary metabolites
NCU07027	Biosynthesis of secondary metabolites
NCU07053	Biosynthesis of secondary metabolites
NCU07156	Biosynthesis of secondary metabolites
NCU07165	Biosynthesis of secondary metabolites
NCU07188	Biosynthesis of secondary metabolites
NCU07281	Biosynthesis of secondary metabolites
NCU07456	Biosynthesis of secondary metabolites
NCU07487	Biosynthesis of secondary metabolites
NCU07550	Biosynthesis of secondary metabolites
NCU07585	Biosynthesis of secondary metabolites
NCU07608	Biosynthesis of secondary metabolites
NCU07626	Biosynthesis of secondary metabolites
NCU07659	Biosynthesis of secondary metabolites
NCU07682	Biosynthesis of secondary metabolites
NCU07697	Biosynthesis of secondary metabolites
NCU07719	Biosynthesis of secondary metabolites
NCU07725	Biosynthesis of secondary metabolites
NCU07756	Biosynthesis of secondary metabolites
NCU07807	Biosynthesis of secondary metabolites
NCU07836	Biosynthesis of secondary metabolites
NCU07914	Biosynthesis of secondary metabolites
NCU07931	Biosynthesis of secondary metabolites
NCU07941	Biosynthesis of secondary metabolites
NCU07964	Biosynthesis of secondary metabolites
NCU07982	Biosynthesis of secondary metabolites
NCU07987	Biosynthesis of secondary metabolites
NCU08027	Biosynthesis of secondary metabolites
NCU08045	Biosynthesis of secondary metabolites
NCU08054	Biosynthesis of secondary metabolites
NCU08117	Biosynthesis of secondary metabolites
NCU08131	Biosynthesis of secondary metabolites
NCU08162	Biosynthesis of secondary metabolites
NCU08216	Biosynthesis of secondary metabolites
NCU08275	Biosynthesis of secondary metabolites
NCU08280	Biosynthesis of secondary metabolites
NCU08291	Biosynthesis of secondary metabolites
NCU08298	Biosynthesis of secondary metabolites
NCU08336	Biosynthesis of secondary metabolites
NCU08398	Biosynthesis of secondary metabolites
NCU08402	Biosynthesis of secondary metabolites
NCU08409	Biosynthesis of secondary metabolites
NCU08411	Biosynthesis of secondary metabolites
NCU08471	Biosynthesis of secondary metabolites
NCU08516	Biosynthesis of secondary metabolites
NCU08535	Biosynthesis of secondary metabolites
NCU08615	Biosynthesis of secondary metabolites
NCU08661	Biosynthesis of secondary metabolites
NCU08671	Biosynthesis of secondary metabolites
NCU08685	Biosynthesis of secondary metabolites
NCU08755	Biosynthesis of secondary metabolites
NCU08762	Biosynthesis of secondary metabolites
NCU08791	Biosynthesis of secondary metabolites
NCU08827	Biosynthesis of secondary metabolites
NCU08877	Biosynthesis of secondary metabolites
NCU08894	Biosynthesis of secondary metabolites
NCU08898	Biosynthesis of secondary metabolites
NCU08985	Biosynthesis of secondary metabolites
NCU09111	Biosynthesis of secondary metabolites
NCU09116	Biosynthesis of secondary metabolites
NCU09199	Biosynthesis of secondary metabolites
NCU09230	Biosynthesis of secondary metabolites
NCU09233	Biosynthesis of secondary metabolites
NCU09281	Biosynthesis of secondary metabolites
NCU09304	Biosynthesis of secondary metabolites
NCU09312	Biosynthesis of secondary metabolites
NCU09320	Biosynthesis of secondary metabolites
NCU09371	Biosynthesis of secondary metabolites
NCU09391	Biosynthesis of secondary metabolites
NCU09406	Biosynthesis of secondary metabolites
NCU09407	Biosynthesis of secondary metabolites
NCU09473	Biosynthesis of secondary metabolites
NCU09486	Biosynthesis of secondary metabolites
NCU09643	Biosynthesis of secondary metabolites
NCU09646	Biosynthesis of secondary metabolites
NCU09705	Biosynthesis of secondary metabolites
NCU09710	Biosynthesis of secondary metabolites
NCU09715	Biosynthesis of secondary metabolites
NCU09732	Biosynthesis of secondary metabolites
NCU09805	Biosynthesis of secondary metabolites
NCU09810	Biosynthesis of secondary metabolites
NCU09817	Biosynthesis of secondary metabolites
NCU09862	Biosynthesis of secondary metabolites
NCU09864	Biosynthesis of secondary metabolites
NCU09873	Biosynthesis of secondary metabolites
NCU09885	Biosynthesis of secondary metabolites
NCU10007	Biosynthesis of secondary metabolites
NCU10008	Biosynthesis of secondary metabolites
NCU10020	Biosynthesis of secondary metabolites
NCU10031	Biosynthesis of secondary metabolites
NCU10042	Biosynthesis of secondary metabolites
NCU10048	Biosynthesis of secondary metabolites
NCU10058	Biosynthesis of secondary metabolites
NCU10106	Biosynthesis of secondary metabolites
NCU10107	Biosynthesis of secondary metabolites
NCU10185	Biosynthesis of secondary metabolites
NCU10220	Biosynthesis of secondary metabolites
NCU10292	Biosynthesis of secondary metabolites
NCU10400	Biosynthesis of secondary metabolites
NCU10468	Biosynthesis of secondary metabolites
NCU10546	Biosynthesis of secondary metabolites
NCU10683	Biosynthesis of secondary metabolites
NCU10865	Biosynthesis of secondary metabolites
NCU11186	Biosynthesis of secondary metabolites
NCU11314	Biosynthesis of secondary metabolites
NCU11381	Biosynthesis of secondary metabolites
NCU11382	Biosynthesis of secondary metabolites
NCU11424	Biosynthesis of secondary metabolites
NCU16396	Biosynthesis of secondary metabolites
NCU00034	Terpenoid backbone biosynthesis
NCU00712	Terpenoid backbone biosynthesis
NCU01175	Terpenoid backbone biosynthesis
NCU01427	Terpenoid backbone biosynthesis
NCU02305	Terpenoid backbone biosynthesis
NCU02571	Terpenoid backbone biosynthesis
NCU03460	Terpenoid backbone biosynthesis
NCU03632	Terpenoid backbone biosynthesis
NCU03633	Terpenoid backbone biosynthesis
NCU03637	Terpenoid backbone biosynthesis
NCU03922	Terpenoid backbone biosynthesis
NCU05999	Terpenoid backbone biosynthesis
NCU07719	Terpenoid backbone biosynthesis
NCU08671	Terpenoid backbone biosynthesis
NCU09312	Terpenoid backbone biosynthesis
NCU09710	Terpenoid backbone biosynthesis
NCU09732	Terpenoid backbone biosynthesis
NCU11314	Terpenoid backbone biosynthesis
NCU11381	Terpenoid backbone biosynthesis
NCU00035	Glycerolipid metabolism
NCU00168	Glycerolipid metabolism
NCU00260	Glycerolipid metabolism
NCU00378	Glycerolipid metabolism
NCU01906	Glycerolipid metabolism
NCU02416	Glycerolipid metabolism
NCU02665	Glycerolipid metabolism
NCU03068	Glycerolipid metabolism
NCU03137	Glycerolipid metabolism
NCU03325	Glycerolipid metabolism
NCU03415	Glycerolipid metabolism
NCU03779	Glycerolipid metabolism
NCU03862	Glycerolipid metabolism
NCU04400	Glycerolipid metabolism
NCU04580	Glycerolipid metabolism
NCU04823	Glycerolipid metabolism
NCU05941	Glycerolipid metabolism
NCU05985	Glycerolipid metabolism
NCU06005	Glycerolipid metabolism
NCU06194	Glycerolipid metabolism
NCU06436	Glycerolipid metabolism
NCU06700	Glycerolipid metabolism
NCU07053	Glycerolipid metabolism
NCU08402	Glycerolipid metabolism
NCU08827	Glycerolipid metabolism
NCU09407	Glycerolipid metabolism
NCU00037	mRNA surveillance pathway
NCU00043	mRNA surveillance pathway
NCU00159	mRNA surveillance pathway
NCU00210	mRNA surveillance pathway
NCU00410	mRNA surveillance pathway
NCU00488	mRNA surveillance pathway
NCU01160	mRNA surveillance pathway
NCU01198	mRNA surveillance pathway
NCU01234	mRNA surveillance pathway
NCU01696	mRNA surveillance pathway
NCU01793	mRNA surveillance pathway
NCU02082	mRNA surveillance pathway
NCU03114	mRNA surveillance pathway
NCU03226	mRNA surveillance pathway
NCU03232	mRNA surveillance pathway
NCU03285	mRNA surveillance pathway
NCU03311	mRNA surveillance pathway
NCU03435	mRNA surveillance pathway
NCU03479	mRNA surveillance pathway
NCU03631	mRNA surveillance pathway
NCU03786	mRNA surveillance pathway
NCU03946	mRNA surveillance pathway
NCU03971	mRNA surveillance pathway
NCU03981	mRNA surveillance pathway
NCU04187	mRNA surveillance pathway
NCU04242	mRNA surveillance pathway
NCU04405	mRNA surveillance pathway
NCU04790	mRNA surveillance pathway
NCU04799	mRNA surveillance pathway
NCU05267	mRNA surveillance pathway
NCU06314	mRNA surveillance pathway
NCU06630	mRNA surveillance pathway
NCU06718	mRNA surveillance pathway
NCU06869	mRNA surveillance pathway
NCU07421	mRNA surveillance pathway
NCU07489	mRNA surveillance pathway
NCU07654	mRNA surveillance pathway
NCU07885	mRNA surveillance pathway
NCU08353	mRNA surveillance pathway
NCU08983	mRNA surveillance pathway
NCU09014	mRNA surveillance pathway
NCU09076	mRNA surveillance pathway
NCU09128	mRNA surveillance pathway
NCU09161	mRNA surveillance pathway
NCU09317	mRNA surveillance pathway
NCU09377	mRNA surveillance pathway
NCU09435	mRNA surveillance pathway
NCU09901	mRNA surveillance pathway
NCU17030	mRNA surveillance pathway
NCU00041	MAPK signaling pathway - yeast
NCU00138	MAPK signaling pathway - yeast
NCU00196	MAPK signaling pathway - yeast
NCU00340	MAPK signaling pathway - yeast
NCU00355	MAPK signaling pathway - yeast
NCU00406	MAPK signaling pathway - yeast
NCU00434	MAPK signaling pathway - yeast
NCU00440	MAPK signaling pathway - yeast
NCU00455	MAPK signaling pathway - yeast
NCU00587	MAPK signaling pathway - yeast
NCU00668	MAPK signaling pathway - yeast
NCU00742	MAPK signaling pathway - yeast
NCU01345	MAPK signaling pathway - yeast
NCU01431	MAPK signaling pathway - yeast
NCU01484	MAPK signaling pathway - yeast
NCU01489	MAPK signaling pathway - yeast
NCU01613	MAPK signaling pathway - yeast
NCU01895	MAPK signaling pathway - yeast
NCU02234	MAPK signaling pathway - yeast
NCU02295	MAPK signaling pathway - yeast
NCU02393	MAPK signaling pathway - yeast
NCU02496	MAPK signaling pathway - yeast
NCU02558	MAPK signaling pathway - yeast
NCU02612	MAPK signaling pathway - yeast
NCU02758	MAPK signaling pathway - yeast
NCU02806	MAPK signaling pathway - yeast
NCU03071	MAPK signaling pathway - yeast
NCU03300	MAPK signaling pathway - yeast
NCU03571	MAPK signaling pathway - yeast
NCU03613	MAPK signaling pathway - yeast
NCU03894	MAPK signaling pathway - yeast
NCU03947	MAPK signaling pathway - yeast
NCU04005	MAPK signaling pathway - yeast
NCU04326	MAPK signaling pathway - yeast
NCU04612	MAPK signaling pathway - yeast
NCU04615	MAPK signaling pathway - yeast
NCU05169	MAPK signaling pathway - yeast
NCU05364	MAPK signaling pathway - yeast
NCU05758	MAPK signaling pathway - yeast
NCU06067	MAPK signaling pathway - yeast
NCU06182	MAPK signaling pathway - yeast
NCU06205	MAPK signaling pathway - yeast
NCU06252	MAPK signaling pathway - yeast
NCU06419	MAPK signaling pathway - yeast
NCU06446	MAPK signaling pathway - yeast
NCU06454	MAPK signaling pathway - yeast
NCU06593	MAPK signaling pathway - yeast
NCU06842	MAPK signaling pathway - yeast
NCU06871	MAPK signaling pathway - yeast
NCU06910	MAPK signaling pathway - yeast
NCU06981	MAPK signaling pathway - yeast
NCU07024	MAPK signaling pathway - yeast
NCU07430	MAPK signaling pathway - yeast
NCU07688	MAPK signaling pathway - yeast
NCU08067	MAPK signaling pathway - yeast
NCU08319	MAPK signaling pathway - yeast
NCU08791	MAPK signaling pathway - yeast
NCU09367	MAPK signaling pathway - yeast
NCU09778	MAPK signaling pathway - yeast
NCU00043	Meiosis - yeast
NCU00205	Meiosis - yeast
NCU00213	Meiosis - yeast
NCU00488	Meiosis - yeast
NCU00494	Meiosis - yeast
NCU00512	Meiosis - yeast
NCU00517	Meiosis - yeast
NCU00682	Meiosis - yeast
NCU01120	Meiosis - yeast
NCU01171	Meiosis - yeast
NCU01174	Meiosis - yeast
NCU01247	Meiosis - yeast
NCU01323	Meiosis - yeast
NCU01370	Meiosis - yeast
NCU01377	Meiosis - yeast
NCU01414	Meiosis - yeast
NCU01498	Meiosis - yeast
NCU01633	Meiosis - yeast
NCU01963	Meiosis - yeast
NCU02539	Meiosis - yeast
NCU02616	Meiosis - yeast
NCU02683	Meiosis - yeast
NCU02776	Meiosis - yeast
NCU02965	Meiosis - yeast
NCU03190	Meiosis - yeast
NCU03246	Meiosis - yeast
NCU03616	Meiosis - yeast
NCU03786	Meiosis - yeast
NCU04326	Meiosis - yeast
NCU04327	Meiosis - yeast
NCU04378	Meiosis - yeast
NCU04428	Meiosis - yeast
NCU04566	Meiosis - yeast
NCU05194	Meiosis - yeast
NCU05206	Meiosis - yeast
NCU05433	Meiosis - yeast
NCU05608	Meiosis - yeast
NCU05627	Meiosis - yeast
NCU05781	Meiosis - yeast
NCU05901	Meiosis - yeast
NCU05972	Meiosis - yeast
NCU06240	Meiosis - yeast
NCU06312	Meiosis - yeast
NCU06493	Meiosis - yeast
NCU06630	Meiosis - yeast
NCU07378	Meiosis - yeast
NCU07489	Meiosis - yeast
NCU07554	Meiosis - yeast
NCU08009	Meiosis - yeast
NCU08119	Meiosis - yeast
NCU08180	Meiosis - yeast
NCU08317	Meiosis - yeast
NCU08346	Meiosis - yeast
NCU08377	Meiosis - yeast
NCU08731	Meiosis - yeast
NCU08823	Meiosis - yeast
NCU09778	Meiosis - yeast
NCU09915	Meiosis - yeast
NCU10043	Meiosis - yeast
NCU10376	Meiosis - yeast
NCU11300	Meiosis - yeast
NCU11410	Meiosis - yeast
NCU16423	Meiosis - yeast
NCU00056	Fatty acid metabolism
NCU00655	Fatty acid metabolism
NCU01181	Fatty acid metabolism
NCU01654	Fatty acid metabolism
