Gene	Pathway
TRIREDRAFT_121754	Protein processing in endoplasmic reticulum
TRIREDRAFT_121950	Protein processing in endoplasmic reticulum
TRIREDRAFT_122048	Protein processing in endoplasmic reticulum
TRIREDRAFT_122396	Protein processing in endoplasmic reticulum
TRIREDRAFT_122415	Protein processing in endoplasmic reticulum
TRIREDRAFT_122572	Protein processing in endoplasmic reticulum
TRIREDRAFT_122920	Protein processing in endoplasmic reticulum
TRIREDRAFT_123114	Protein processing in endoplasmic reticulum
TRIREDRAFT_123493	Protein processing in endoplasmic reticulum
TRIREDRAFT_123577	Protein processing in endoplasmic reticulum
TRIREDRAFT_123773	Protein processing in endoplasmic reticulum
TRIREDRAFT_123832	Protein processing in endoplasmic reticulum
TRIREDRAFT_124187	Protein processing in endoplasmic reticulum
TRIREDRAFT_21246	Protein processing in endoplasmic reticulum
TRIREDRAFT_21937	Protein processing in endoplasmic reticulum
TRIREDRAFT_22072	Protein processing in endoplasmic reticulum
TRIREDRAFT_22164	Protein processing in endoplasmic reticulum
TRIREDRAFT_22252	Protein processing in endoplasmic reticulum
TRIREDRAFT_22351	Protein processing in endoplasmic reticulum
TRIREDRAFT_22560	Protein processing in endoplasmic reticulum
TRIREDRAFT_22994	Protein processing in endoplasmic reticulum
TRIREDRAFT_2662	Protein processing in endoplasmic reticulum
TRIREDRAFT_28928	Protein processing in endoplasmic reticulum
TRIREDRAFT_30455	Protein processing in endoplasmic reticulum
TRIREDRAFT_31733	Protein processing in endoplasmic reticulum
TRIREDRAFT_33342	Protein processing in endoplasmic reticulum
TRIREDRAFT_35465	Protein processing in endoplasmic reticulum
TRIREDRAFT_43615	Protein processing in endoplasmic reticulum
TRIREDRAFT_44725	Protein processing in endoplasmic reticulum
TRIREDRAFT_45242	Protein processing in endoplasmic reticulum
TRIREDRAFT_45717	Protein processing in endoplasmic reticulum
TRIREDRAFT_45732	Protein processing in endoplasmic reticulum
TRIREDRAFT_50647	Protein processing in endoplasmic reticulum
TRIREDRAFT_52208	Protein processing in endoplasmic reticulum
TRIREDRAFT_52456	Protein processing in endoplasmic reticulum
TRIREDRAFT_55362	Protein processing in endoplasmic reticulum
TRIREDRAFT_55706	Protein processing in endoplasmic reticulum
TRIREDRAFT_55788	Protein processing in endoplasmic reticulum
TRIREDRAFT_56390	Protein processing in endoplasmic reticulum
TRIREDRAFT_59168	Protein processing in endoplasmic reticulum
TRIREDRAFT_59987	Protein processing in endoplasmic reticulum
TRIREDRAFT_60626	Protein processing in endoplasmic reticulum
TRIREDRAFT_61470	Protein processing in endoplasmic reticulum
TRIREDRAFT_61948	Protein processing in endoplasmic reticulum
TRIREDRAFT_62305	Protein processing in endoplasmic reticulum
TRIREDRAFT_64023	Protein processing in endoplasmic reticulum
TRIREDRAFT_64600	Protein processing in endoplasmic reticulum
TRIREDRAFT_65380	Protein processing in endoplasmic reticulum
TRIREDRAFT_65623	Protein processing in endoplasmic reticulum
TRIREDRAFT_69068	Protein processing in endoplasmic reticulum
TRIREDRAFT_73678	Protein processing in endoplasmic reticulum
TRIREDRAFT_73823	Protein processing in endoplasmic reticulum
TRIREDRAFT_75972	Protein processing in endoplasmic reticulum
TRIREDRAFT_76393	Protein processing in endoplasmic reticulum
TRIREDRAFT_77222	Protein processing in endoplasmic reticulum
TRIREDRAFT_77539	Protein processing in endoplasmic reticulum
TRIREDRAFT_77570	Protein processing in endoplasmic reticulum
TRIREDRAFT_77732	Protein processing in endoplasmic reticulum
TRIREDRAFT_78806	Protein processing in endoplasmic reticulum
TRIREDRAFT_79044	Protein processing in endoplasmic reticulum
TRIREDRAFT_79295	Protein processing in endoplasmic reticulum
TRIREDRAFT_79419	Protein processing in endoplasmic reticulum
TRIREDRAFT_79485	Protein processing in endoplasmic reticulum
TRIREDRAFT_79797	Protein processing in endoplasmic reticulum
TRIREDRAFT_79891	Protein processing in endoplasmic reticulum
TRIREDRAFT_79960	Protein processing in endoplasmic reticulum
TRIREDRAFT_80584	Protein processing in endoplasmic reticulum
TRIREDRAFT_102612	Inositol phosphate metabolism
TRIREDRAFT_111102	Inositol phosphate metabolism
TRIREDRAFT_112126	Inositol phosphate metabolism
TRIREDRAFT_119790	Inositol phosphate metabolism
TRIREDRAFT_119854	Inositol phosphate metabolism
TRIREDRAFT_121789	Inositol phosphate metabolism
TRIREDRAFT_122419	Inositol phosphate metabolism
TRIREDRAFT_122592	Inositol phosphate metabolism
TRIREDRAFT_123013	Inositol phosphate metabolism
TRIREDRAFT_123655	Inositol phosphate metabolism
TRIREDRAFT_21960	Inositol phosphate metabolism
TRIREDRAFT_2474	Inositol phosphate metabolism
TRIREDRAFT_3362	Inositol phosphate metabolism
TRIREDRAFT_54525	Inositol phosphate metabolism
TRIREDRAFT_57975	Inositol phosphate metabolism
TRIREDRAFT_60194	Inositol phosphate metabolism
TRIREDRAFT_61746	Inositol phosphate metabolism
TRIREDRAFT_63006	Inositol phosphate metabolism
TRIREDRAFT_63347	Inositol phosphate metabolism
TRIREDRAFT_66913	Inositol phosphate metabolism
TRIREDRAFT_71970	Inositol phosphate metabolism
TRIREDRAFT_72459	Inositol phosphate metabolism
TRIREDRAFT_74026	Inositol phosphate metabolism
TRIREDRAFT_75311	Inositol phosphate metabolism
TRIREDRAFT_78274	Inositol phosphate metabolism
TRIREDRAFT_79059	Inositol phosphate metabolism
TRIREDRAFT_82100	Inositol phosphate metabolism
TRIREDRAFT_102612	Phosphatidylinositol signaling system
TRIREDRAFT_119854	Phosphatidylinositol signaling system
TRIREDRAFT_122419	Phosphatidylinositol signaling system
TRIREDRAFT_122592	Phosphatidylinositol signaling system
TRIREDRAFT_123013	Phosphatidylinositol signaling system
TRIREDRAFT_123655	Phosphatidylinositol signaling system
TRIREDRAFT_3362	Phosphatidylinositol signaling system
TRIREDRAFT_44878	Phosphatidylinositol signaling system
TRIREDRAFT_51806	Phosphatidylinositol signaling system
TRIREDRAFT_60194	Phosphatidylinositol signaling system
TRIREDRAFT_61746	Phosphatidylinositol signaling system
TRIREDRAFT_63006	Phosphatidylinositol signaling system
TRIREDRAFT_63347	Phosphatidylinositol signaling system
TRIREDRAFT_66913	Phosphatidylinositol signaling system
TRIREDRAFT_70076	Phosphatidylinositol signaling system
TRIREDRAFT_71970	Phosphatidylinositol signaling system
TRIREDRAFT_72459	Phosphatidylinositol signaling system
TRIREDRAFT_74026	Phosphatidylinositol signaling system
TRIREDRAFT_75311	Phosphatidylinositol signaling system
TRIREDRAFT_78274	Phosphatidylinositol signaling system
TRIREDRAFT_80447	Phosphatidylinositol signaling system
TRIREDRAFT_82100	Phosphatidylinositol signaling system
TRIREDRAFT_102616	MAPK signaling pathway - yeast
TRIREDRAFT_103372	MAPK signaling pathway - yeast
TRIREDRAFT_104364	MAPK signaling pathway - yeast
TRIREDRAFT_105409	MAPK signaling pathway - yeast
TRIREDRAFT_106245	MAPK signaling pathway - yeast
TRIREDRAFT_107383	MAPK signaling pathway - yeast
TRIREDRAFT_108775	MAPK signaling pathway - yeast
TRIREDRAFT_119697	MAPK signaling pathway - yeast
TRIREDRAFT_119871	MAPK signaling pathway - yeast
TRIREDRAFT_120371	MAPK signaling pathway - yeast
TRIREDRAFT_121028	MAPK signaling pathway - yeast
TRIREDRAFT_121539	MAPK signaling pathway - yeast
TRIREDRAFT_121940	MAPK signaling pathway - yeast
TRIREDRAFT_123344	MAPK signaling pathway - yeast
TRIREDRAFT_123556	MAPK signaling pathway - yeast
TRIREDRAFT_123636	MAPK signaling pathway - yeast
TRIREDRAFT_124302	MAPK signaling pathway - yeast
TRIREDRAFT_21168	MAPK signaling pathway - yeast
TRIREDRAFT_25159	MAPK signaling pathway - yeast
TRIREDRAFT_2574	MAPK signaling pathway - yeast
TRIREDRAFT_36543	MAPK signaling pathway - yeast
TRIREDRAFT_3830	MAPK signaling pathway - yeast
TRIREDRAFT_42249	MAPK signaling pathway - yeast
TRIREDRAFT_45018	MAPK signaling pathway - yeast
TRIREDRAFT_46469	MAPK signaling pathway - yeast
TRIREDRAFT_4751	MAPK signaling pathway - yeast
TRIREDRAFT_49213	MAPK signaling pathway - yeast
TRIREDRAFT_4945	MAPK signaling pathway - yeast
TRIREDRAFT_50335	MAPK signaling pathway - yeast
TRIREDRAFT_53004	MAPK signaling pathway - yeast
TRIREDRAFT_53437	MAPK signaling pathway - yeast
TRIREDRAFT_53484	MAPK signaling pathway - yeast
TRIREDRAFT_53562	MAPK signaling pathway - yeast
TRIREDRAFT_54395	MAPK signaling pathway - yeast
TRIREDRAFT_5466	MAPK signaling pathway - yeast
TRIREDRAFT_57334	MAPK signaling pathway - yeast
TRIREDRAFT_57421	MAPK signaling pathway - yeast
TRIREDRAFT_57513	MAPK signaling pathway - yeast
TRIREDRAFT_57526	MAPK signaling pathway - yeast
TRIREDRAFT_58472	MAPK signaling pathway - yeast
TRIREDRAFT_58587	MAPK signaling pathway - yeast
TRIREDRAFT_63347	MAPK signaling pathway - yeast
TRIREDRAFT_64018	MAPK signaling pathway - yeast
TRIREDRAFT_64125	MAPK signaling pathway - yeast
TRIREDRAFT_67013	MAPK signaling pathway - yeast
TRIREDRAFT_67534	MAPK signaling pathway - yeast
TRIREDRAFT_67538	MAPK signaling pathway - yeast
TRIREDRAFT_67982	MAPK signaling pathway - yeast
TRIREDRAFT_68097	MAPK signaling pathway - yeast
TRIREDRAFT_70266	MAPK signaling pathway - yeast
TRIREDRAFT_70600	MAPK signaling pathway - yeast
TRIREDRAFT_70943	MAPK signaling pathway - yeast
TRIREDRAFT_71315	MAPK signaling pathway - yeast
TRIREDRAFT_72459	MAPK signaling pathway - yeast
TRIREDRAFT_73818	MAPK signaling pathway - yeast
TRIREDRAFT_74848	MAPK signaling pathway - yeast
TRIREDRAFT_75195	MAPK signaling pathway - yeast
TRIREDRAFT_75872	MAPK signaling pathway - yeast
TRIREDRAFT_75949	MAPK signaling pathway - yeast
TRIREDRAFT_77031	MAPK signaling pathway - yeast
TRIREDRAFT_77577	MAPK signaling pathway - yeast
TRIREDRAFT_78176	MAPK signaling pathway - yeast
TRIREDRAFT_79171	MAPK signaling pathway - yeast
TRIREDRAFT_80186	MAPK signaling pathway - yeast
TRIREDRAFT_80277	MAPK signaling pathway - yeast
TRIREDRAFT_80335	MAPK signaling pathway - yeast
TRIREDRAFT_80713	MAPK signaling pathway - yeast
TRIREDRAFT_82351	MAPK signaling pathway - yeast
TRIREDRAFT_102640	RNA polymerase
TRIREDRAFT_102676	RNA polymerase
TRIREDRAFT_102976	RNA polymerase
TRIREDRAFT_104015	RNA polymerase
TRIREDRAFT_104132	RNA polymerase
TRIREDRAFT_105191	RNA polymerase
TRIREDRAFT_109833	RNA polymerase
TRIREDRAFT_110628	RNA polymerase
TRIREDRAFT_119530	RNA polymerase
TRIREDRAFT_123220	RNA polymerase
TRIREDRAFT_22496	RNA polymerase
TRIREDRAFT_4040	RNA polymerase
TRIREDRAFT_5064	RNA polymerase
TRIREDRAFT_5164	RNA polymerase
TRIREDRAFT_55185	RNA polymerase
TRIREDRAFT_55660	RNA polymerase
TRIREDRAFT_61815	RNA polymerase
TRIREDRAFT_63038	RNA polymerase
TRIREDRAFT_63547	RNA polymerase
TRIREDRAFT_64752	RNA polymerase
TRIREDRAFT_65640	RNA polymerase
TRIREDRAFT_74444	RNA polymerase
TRIREDRAFT_76710	RNA polymerase
TRIREDRAFT_78726	RNA polymerase
TRIREDRAFT_79225	RNA polymerase
TRIREDRAFT_79315	RNA polymerase
TRIREDRAFT_81043	RNA polymerase
TRIREDRAFT_81742	RNA polymerase
TRIREDRAFT_102672	mRNA surveillance pathway
TRIREDRAFT_106178	mRNA surveillance pathway
TRIREDRAFT_107564	mRNA surveillance pathway
TRIREDRAFT_108827	mRNA surveillance pathway
TRIREDRAFT_109560	mRNA surveillance pathway
TRIREDRAFT_110636	mRNA surveillance pathway
TRIREDRAFT_119658	mRNA surveillance pathway
TRIREDRAFT_120545	mRNA surveillance pathway
TRIREDRAFT_120722	mRNA surveillance pathway
TRIREDRAFT_121363	mRNA surveillance pathway
TRIREDRAFT_122384	mRNA surveillance pathway
TRIREDRAFT_123690	mRNA surveillance pathway
TRIREDRAFT_21198	mRNA surveillance pathway
TRIREDRAFT_21324	mRNA surveillance pathway
TRIREDRAFT_21330	mRNA surveillance pathway
TRIREDRAFT_21425	mRNA surveillance pathway
TRIREDRAFT_22119	mRNA surveillance pathway
TRIREDRAFT_22287	mRNA surveillance pathway
TRIREDRAFT_23190	mRNA surveillance pathway
TRIREDRAFT_26277	mRNA surveillance pathway
TRIREDRAFT_2721	mRNA surveillance pathway
TRIREDRAFT_2869	mRNA surveillance pathway
TRIREDRAFT_3803	mRNA surveillance pathway
TRIREDRAFT_38767	mRNA surveillance pathway
TRIREDRAFT_43268	mRNA surveillance pathway
TRIREDRAFT_44488	mRNA surveillance pathway
TRIREDRAFT_51455	mRNA surveillance pathway
TRIREDRAFT_53628	mRNA surveillance pathway
TRIREDRAFT_53848	mRNA surveillance pathway
TRIREDRAFT_55384	mRNA surveillance pathway
TRIREDRAFT_57252	mRNA surveillance pathway
TRIREDRAFT_57869	mRNA surveillance pathway
TRIREDRAFT_59105	mRNA surveillance pathway
TRIREDRAFT_59836	mRNA surveillance pathway
TRIREDRAFT_61000	mRNA surveillance pathway
TRIREDRAFT_62821	mRNA surveillance pathway
TRIREDRAFT_65530	mRNA surveillance pathway
TRIREDRAFT_66012	mRNA surveillance pathway
TRIREDRAFT_70305	mRNA surveillance pathway
TRIREDRAFT_70546	mRNA surveillance pathway
TRIREDRAFT_73837	mRNA surveillance pathway
TRIREDRAFT_74884	mRNA surveillance pathway
TRIREDRAFT_76291	mRNA surveillance pathway
TRIREDRAFT_77135	mRNA surveillance pathway
TRIREDRAFT_78288	mRNA surveillance pathway
TRIREDRAFT_79535	mRNA surveillance pathway
TRIREDRAFT_79686	mRNA surveillance pathway
TRIREDRAFT_80956	mRNA surveillance pathway
TRIREDRAFT_81291	mRNA surveillance pathway
TRIREDRAFT_82539	mRNA surveillance pathway
TRIREDRAFT_102700	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_112564	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_120088	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_121000	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_121031	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_121051	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_121143	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_121420	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_122275	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_122960	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_123180	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_123801	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_124319	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_124332	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_22804	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_2790	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_4421	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_4537	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_48146	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_48819	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_49197	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_5227	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_60250	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_60814	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_61239	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_63935	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_64327	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_67859	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_71759	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_71783	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_72615	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_74258	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_75324	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_75689	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_80761	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_81822	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_82334	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_82385	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_82442	Aminoacyl-tRNA biosynthesis
TRIREDRAFT_102744	Biosynthesis of secondary metabolites
TRIREDRAFT_103451	Biosynthesis of secondary metabolites
TRIREDRAFT_104609	Biosynthesis of secondary metabolites
TRIREDRAFT_104797	Biosynthesis of secondary metabolites
TRIREDRAFT_105011	Biosynthesis of secondary metabolites
TRIREDRAFT_105035	Biosynthesis of secondary metabolites
TRIREDRAFT_105055	Biosynthesis of secondary metabolites
TRIREDRAFT_105832	Biosynthesis of secondary metabolites
TRIREDRAFT_105884	Biosynthesis of secondary metabolites
TRIREDRAFT_105956	Biosynthesis of secondary metabolites
TRIREDRAFT_105978	Biosynthesis of secondary metabolites
TRIREDRAFT_106245	Biosynthesis of secondary metabolites
TRIREDRAFT_106493	Biosynthesis of secondary metabolites
TRIREDRAFT_106885	Biosynthesis of secondary metabolites
TRIREDRAFT_107258	Biosynthesis of secondary metabolites
TRIREDRAFT_107852	Biosynthesis of secondary metabolites
TRIREDRAFT_108398	Biosynthesis of secondary metabolites
TRIREDRAFT_109078	Biosynthesis of secondary metabolites
TRIREDRAFT_109086	Biosynthesis of secondary metabolites
TRIREDRAFT_110040	Biosynthesis of secondary metabolites
TRIREDRAFT_110170	Biosynthesis of secondary metabolites
TRIREDRAFT_110293	Biosynthesis of secondary metabolites
TRIREDRAFT_110663	Biosynthesis of secondary metabolites
TRIREDRAFT_110678	Biosynthesis of secondary metabolites
TRIREDRAFT_110890	Biosynthesis of secondary metabolites
TRIREDRAFT_111085	Biosynthesis of secondary metabolites
TRIREDRAFT_111351	Biosynthesis of secondary metabolites
TRIREDRAFT_112247	Biosynthesis of secondary metabolites
TRIREDRAFT_119609	Biosynthesis of secondary metabolites
TRIREDRAFT_119735	Biosynthesis of secondary metabolites
TRIREDRAFT_119788	Biosynthesis of secondary metabolites
TRIREDRAFT_119931	Biosynthesis of secondary metabolites
TRIREDRAFT_119954	Biosynthesis of secondary metabolites
TRIREDRAFT_120079	Biosynthesis of secondary metabolites
TRIREDRAFT_120106	Biosynthesis of secondary metabolites
TRIREDRAFT_120198	Biosynthesis of secondary metabolites
TRIREDRAFT_120219	Biosynthesis of secondary metabolites
TRIREDRAFT_120267	Biosynthesis of secondary metabolites
TRIREDRAFT_120371	Biosynthesis of secondary metabolites
TRIREDRAFT_120378	Biosynthesis of secondary metabolites
TRIREDRAFT_120473	Biosynthesis of secondary metabolites
TRIREDRAFT_120539	Biosynthesis of secondary metabolites
TRIREDRAFT_120568	Biosynthesis of secondary metabolites
TRIREDRAFT_120635	Biosynthesis of secondary metabolites
TRIREDRAFT_120676	Biosynthesis of secondary metabolites
TRIREDRAFT_120765	Biosynthesis of secondary metabolites
TRIREDRAFT_120784	Biosynthesis of secondary metabolites
TRIREDRAFT_120884	Biosynthesis of secondary metabolites
TRIREDRAFT_120952	Biosynthesis of secondary metabolites
TRIREDRAFT_121019	Biosynthesis of secondary metabolites
TRIREDRAFT_121068	Biosynthesis of secondary metabolites
TRIREDRAFT_121156	Biosynthesis of secondary metabolites
TRIREDRAFT_121166	Biosynthesis of secondary metabolites
TRIREDRAFT_121230	Biosynthesis of secondary metabolites
TRIREDRAFT_121345	Biosynthesis of secondary metabolites
TRIREDRAFT_121374	Biosynthesis of secondary metabolites
TRIREDRAFT_121420	Biosynthesis of secondary metabolites
TRIREDRAFT_121449	Biosynthesis of secondary metabolites
TRIREDRAFT_121464	Biosynthesis of secondary metabolites
TRIREDRAFT_121498	Biosynthesis of secondary metabolites
TRIREDRAFT_121534	Biosynthesis of secondary metabolites
TRIREDRAFT_121550	Biosynthesis of secondary metabolites
TRIREDRAFT_121661	Biosynthesis of secondary metabolites
TRIREDRAFT_121664	Biosynthesis of secondary metabolites
TRIREDRAFT_121686	Biosynthesis of secondary metabolites
TRIREDRAFT_121706	Biosynthesis of secondary metabolites
TRIREDRAFT_121733	Biosynthesis of secondary metabolites
TRIREDRAFT_121735	Biosynthesis of secondary metabolites
TRIREDRAFT_121789	Biosynthesis of secondary metabolites
TRIREDRAFT_121814	Biosynthesis of secondary metabolites
TRIREDRAFT_121820	Biosynthesis of secondary metabolites
TRIREDRAFT_121824	Biosynthesis of secondary metabolites
TRIREDRAFT_121826	Biosynthesis of secondary metabolites
TRIREDRAFT_122091	Biosynthesis of secondary metabolites
TRIREDRAFT_122110	Biosynthesis of secondary metabolites
TRIREDRAFT_122166	Biosynthesis of secondary metabolites
TRIREDRAFT_122233	Biosynthesis of secondary metabolites
TRIREDRAFT_122287	Biosynthesis of secondary metabolites
TRIREDRAFT_122296	Biosynthesis of secondary metabolites
TRIREDRAFT_122301	Biosynthesis of secondary metabolites
TRIREDRAFT_122350	Biosynthesis of secondary metabolites
TRIREDRAFT_122531	Biosynthesis of secondary metabolites
TRIREDRAFT_122551	Biosynthesis of secondary metabolites
TRIREDRAFT_122565	Biosynthesis of secondary metabolites
TRIREDRAFT_122644	Biosynthesis of secondary metabolites
TRIREDRAFT_122653	Biosynthesis of secondary metabolites
TRIREDRAFT_122736	Biosynthesis of secondary metabolites
TRIREDRAFT_122745	Biosynthesis of secondary metabolites
TRIREDRAFT_122868	Biosynthesis of secondary metabolites
TRIREDRAFT_122963	Biosynthesis of secondary metabolites
TRIREDRAFT_122987	Biosynthesis of secondary metabolites
TRIREDRAFT_123008	Biosynthesis of secondary metabolites
TRIREDRAFT_123026	Biosynthesis of secondary metabolites
TRIREDRAFT_123174	Biosynthesis of secondary metabolites
TRIREDRAFT_123198	Biosynthesis of secondary metabolites
TRIREDRAFT_123223	Biosynthesis of secondary metabolites
TRIREDRAFT_123226	Biosynthesis of secondary metabolites
TRIREDRAFT_123274	Biosynthesis of secondary metabolites
TRIREDRAFT_123368	Biosynthesis of secondary metabolites
TRIREDRAFT_123382	Biosynthesis of secondary metabolites
TRIREDRAFT_123471	Biosynthesis of secondary metabolites
TRIREDRAFT_123627	Biosynthesis of secondary metabolites
TRIREDRAFT_123631	Biosynthesis of secondary metabolites
TRIREDRAFT_123633	Biosynthesis of secondary metabolites
TRIREDRAFT_123720	Biosynthesis of secondary metabolites
TRIREDRAFT_123729	Biosynthesis of secondary metabolites
TRIREDRAFT_123738	Biosynthesis of secondary metabolites
TRIREDRAFT_123758	Biosynthesis of secondary metabolites
TRIREDRAFT_123771	Biosynthesis of secondary metabolites
TRIREDRAFT_123805	Biosynthesis of secondary metabolites
TRIREDRAFT_123820	Biosynthesis of secondary metabolites
TRIREDRAFT_123827	Biosynthesis of secondary metabolites
TRIREDRAFT_124115	Biosynthesis of secondary metabolites
TRIREDRAFT_124222	Biosynthesis of secondary metabolites
TRIREDRAFT_124332	Biosynthesis of secondary metabolites
TRIREDRAFT_1993	Biosynthesis of secondary metabolites
TRIREDRAFT_2091	Biosynthesis of secondary metabolites
TRIREDRAFT_21406	Biosynthesis of secondary metabolites
TRIREDRAFT_21534	Biosynthesis of secondary metabolites
TRIREDRAFT_21758	Biosynthesis of secondary metabolites
TRIREDRAFT_21836	Biosynthesis of secondary metabolites
TRIREDRAFT_21873	Biosynthesis of secondary metabolites
TRIREDRAFT_21960	Biosynthesis of secondary metabolites
TRIREDRAFT_22093	Biosynthesis of secondary metabolites
TRIREDRAFT_2223	Biosynthesis of secondary metabolites
TRIREDRAFT_22415	Biosynthesis of secondary metabolites
TRIREDRAFT_22632	Biosynthesis of secondary metabolites
TRIREDRAFT_22633	Biosynthesis of secondary metabolites
TRIREDRAFT_22707	Biosynthesis of secondary metabolites
TRIREDRAFT_22798	Biosynthesis of secondary metabolites
TRIREDRAFT_22799	Biosynthesis of secondary metabolites
TRIREDRAFT_22826	Biosynthesis of secondary metabolites
TRIREDRAFT_22910	Biosynthesis of secondary metabolites
TRIREDRAFT_23184	Biosynthesis of secondary metabolites
TRIREDRAFT_23200	Biosynthesis of secondary metabolites
TRIREDRAFT_23298	Biosynthesis of secondary metabolites
TRIREDRAFT_2501	Biosynthesis of secondary metabolites
TRIREDRAFT_2521	Biosynthesis of secondary metabolites
TRIREDRAFT_2574	Biosynthesis of secondary metabolites
TRIREDRAFT_2634	Biosynthesis of secondary metabolites
TRIREDRAFT_2745	Biosynthesis of secondary metabolites
TRIREDRAFT_28159	Biosynthesis of secondary metabolites
TRIREDRAFT_29642	Biosynthesis of secondary metabolites
TRIREDRAFT_31134	Biosynthesis of secondary metabolites
TRIREDRAFT_3464	Biosynthesis of secondary metabolites
TRIREDRAFT_35522	Biosynthesis of secondary metabolites
TRIREDRAFT_3596	Biosynthesis of secondary metabolites
TRIREDRAFT_3641	Biosynthesis of secondary metabolites
TRIREDRAFT_3653	Biosynthesis of secondary metabolites
TRIREDRAFT_3835	Biosynthesis of secondary metabolites
TRIREDRAFT_4009	Biosynthesis of secondary metabolites
TRIREDRAFT_40199	Biosynthesis of secondary metabolites
TRIREDRAFT_4064	Biosynthesis of secondary metabolites
TRIREDRAFT_40758	Biosynthesis of secondary metabolites
TRIREDRAFT_4117	Biosynthesis of secondary metabolites
TRIREDRAFT_43662	Biosynthesis of secondary metabolites
TRIREDRAFT_43664	Biosynthesis of secondary metabolites
TRIREDRAFT_44038	Biosynthesis of secondary metabolites
TRIREDRAFT_44529	Biosynthesis of secondary metabolites
TRIREDRAFT_44868	Biosynthesis of secondary metabolites
TRIREDRAFT_44987	Biosynthesis of secondary metabolites
TRIREDRAFT_45445	Biosynthesis of secondary metabolites
TRIREDRAFT_45459	Biosynthesis of secondary metabolites
TRIREDRAFT_46238	Biosynthesis of secondary metabolites
TRIREDRAFT_46301	Biosynthesis of secondary metabolites
TRIREDRAFT_4654	Biosynthesis of secondary metabolites
TRIREDRAFT_46545	Biosynthesis of secondary metabolites
TRIREDRAFT_4668	Biosynthesis of secondary metabolites
TRIREDRAFT_46816	Biosynthesis of secondary metabolites
TRIREDRAFT_47066	Biosynthesis of secondary metabolites
TRIREDRAFT_47221	Biosynthesis of secondary metabolites
TRIREDRAFT_47268	Biosynthesis of secondary metabolites
TRIREDRAFT_47420	Biosynthesis of secondary metabolites
TRIREDRAFT_4744	Biosynthesis of secondary metabolites
TRIREDRAFT_47814	Biosynthesis of secondary metabolites
TRIREDRAFT_4860	Biosynthesis of secondary metabolites
TRIREDRAFT_48707	Biosynthesis of secondary metabolites
TRIREDRAFT_49112	Biosynthesis of secondary metabolites
TRIREDRAFT_49399	Biosynthesis of secondary metabolites
TRIREDRAFT_4941	Biosynthesis of secondary metabolites
TRIREDRAFT_4981	Biosynthesis of secondary metabolites
TRIREDRAFT_49864	Biosynthesis of secondary metabolites
TRIREDRAFT_50159	Biosynthesis of secondary metabolites
TRIREDRAFT_50531	Biosynthesis of secondary metabolites
TRIREDRAFT_50793	Biosynthesis of secondary metabolites
TRIREDRAFT_51103	Biosynthesis of secondary metabolites
TRIREDRAFT_51499	Biosynthesis of secondary metabolites
TRIREDRAFT_51806	Biosynthesis of secondary metabolites
TRIREDRAFT_52055	Biosynthesis of secondary metabolites
TRIREDRAFT_5233	Biosynthesis of secondary metabolites
TRIREDRAFT_5296	Biosynthesis of secondary metabolites
TRIREDRAFT_53091	Biosynthesis of secondary metabolites
TRIREDRAFT_53168	Biosynthesis of secondary metabolites
TRIREDRAFT_54128	Biosynthesis of secondary metabolites
TRIREDRAFT_54181	Biosynthesis of secondary metabolites
